spot_id,broker_id,spot_profile
1871,117,S6
1872,89,S2
1873,159,S6
1874,49,S4
1875,56,S5
1876,277,S5
1877,187,S2
1878,7,S3
1879,204,S5
1880,175,S6
1881,10,S3
1882,107,S4
1883,188,S1
1884,224,S5
1885,128,S3
1886,143,S1
1887,232,S2
1888,39,S7
1889,45,S3
1890,152,S3
1891,183,S1
1892,285,S5
1893,63,S4
1894,163,S4
1895,269,S5
1896,142,S4
1897,32,S1
1898,245,S7
1899,183,S7
1900,39,S2
1901,102,S1
1902,257,S7
1903,198,S7
1904,210,S3
1905,10,S5
1906,132,S3
1907,38,S4
1908,166,S7
1909,72,S2
1910,111,S6
1911,140,S1
1912,194,S2
1913,36,S3
1914,142,S4
1915,290,S1
1916,230,S1
1917,167,S3
1918,242,S3
1919,63,S4
1920,195,S7
1921,94,S1
1922,212,S3
1923,161,S1
1924,205,S1
1925,237,S4
1926,31,S3
1927,108,S2
1928,133,S2
1929,165,S5
1930,98,S6
1931,167,S5
1932,228,S3
1933,291,S7
1934,115,S1
1935,194,S4
1936,209,S1
1937,171,S4
1938,248,S1
1939,280,S2
1940,263,S5
1941,274,S2
1942,85,S4
1943,185,S2
1944,133,S1
1945,29,S1
1946,249,S3
1947,149,S1
1948,256,S2
1949,297,S5
1950,93,S3
1951,225,S5
1952,151,S3
1953,125,S1
1954,27,S2
1955,50,S2
1956,178,S1
1957,281,S5
1958,285,S7
1959,121,S7
1960,297,S4
1961,178,S4
1962,253,S3
1963,200,S1
1964,80,S1
1965,260,S1
1966,51,S2
1967,258,S2
1968,187,S1
1969,31,S1
1970,170,S3
1971,108,S7
1972,103,S5
1973,78,S3
1974,51,S1
1975,270,S6
1976,270,S2
1977,6,S3
1978,144,S1
1979,143,S3
1980,66,S1
1981,152,S1
1982,200,S7
1983,24,S1
1984,101,S7
1985,251,S7
1986,15,S4
1987,60,S5
1988,130,S2
1989,73,S1
1990,1,S6
1991,200,S3
1992,36,S4
1993,93,S2
1994,50,S1
1995,148,S7
1996,182,S5
1997,148,S3
1998,249,S2
1999,272,S5
2000,82,S7
2001,239,S5
2002,27,S4
2003,227,S6
2004,22,S3
2005,203,S7
2006,263,S7
2007,198,S4
2008,266,S5
2009,284,S1
2010,7,S4
2011,210,S5
2012,64,S1
2013,40,S2
2014,90,S2
2015,180,S7
2016,7,S7
2017,185,S2
2018,170,S7
2019,70,S2
2020,262,S1
2021,143,S4
2022,211,S7
2023,46,S3
2024,141,S7
2025,243,S1
2026,46,S7
2027,38,S4
2028,10,S3
2029,115,S5
2030,232,S5
2031,102,S6
2032,247,S4
2033,276,S1
2034,264,S7
2035,119,S2
2036,122,S4
2037,39,S1
2038,129,S4
2039,125,S2
2040,282,S1
2041,24,S4
2042,102,S1
2043,30,S7
2044,160,S3
2045,62,S5
2046,285,S7
2047,165,S2
2048,72,S1
2049,2,S6
2050,173,S6
2051,123,S1
2052,154,S2
2053,172,S4
2054,253,S5
2055,251,S1
2056,52,S3
2057,90,S6
2058,233,S6
2059,113,S5
2060,258,S1
2061,229,S2
2062,19,S6
2063,161,S5
2064,212,S2
2065,101,S1
2066,230,S1
2067,226,S5
2068,219,S1
2069,73,S6
2070,108,S6
2071,141,S1
2072,19,S2
2073,259,S3
2074,26,S6
2075,251,S2
2076,116,S1
2077,151,S1
2078,118,S1
2079,86,S4
2080,288,S1
2081,18,S1
2082,129,S7
2083,207,S6
2084,146,S2
2085,170,S1
2086,238,S3
2087,38,S1
2088,51,S4
2089,108,S3
2090,194,S2
2091,137,S1
2092,239,S4
2093,46,S1
2094,213,S4
2095,57,S1
2096,157,S6
2097,139,S7
2098,62,S2
2099,154,S1
2100,251,S6
2101,37,S2
2102,129,S3
2103,2,S1
2104,183,S1
2105,160,S1
2106,8,S4
2107,16,S7
2108,134,S2
2109,161,S3
2110,166,S1
2111,88,S1
2112,59,S1
2113,240,S1
2114,249,S4
2115,188,S1
2116,214,S2
2117,27,S1
2118,88,S5
2119,115,S1
2120,29,S1
2121,34,S4
2122,16,S4
2123,7,S4
2124,124,S6
2125,87,S5
2126,181,S3
2127,197,S2
2128,65,S3
2129,208,S3
2130,250,S2
2131,222,S3
2132,229,S2
2133,215,S4
2134,278,S1
2135,208,S5
2136,260,S1
2137,220,S1
2138,286,S5
2139,270,S5
2140,191,S2
2141,256,S3
2142,174,S1
2143,284,S5
2144,58,S4
2145,101,S4
2146,110,S4
2147,106,S3
2148,31,S1
2149,218,S1
2150,119,S4
2151,7,S4
2152,46,S6
2153,91,S7
2154,133,S7
2155,123,S2
2156,135,S1
2157,280,S7
2158,70,S1
2159,29,S6
2160,247,S4
2161,107,S4
2162,127,S6
2163,216,S3
2164,285,S1
2165,107,S1
2166,115,S4
2167,218,S5
2168,88,S3
2169,167,S1
2170,33,S5
2171,32,S2
2172,251,S6
2173,104,S2
2174,180,S5
2175,120,S7
2176,214,S2
2177,218,S2
2178,96,S2
2179,149,S3
2180,31,S7
2181,276,S2
2182,172,S2
2183,164,S6
2184,244,S3
2185,245,S6
2186,181,S6
2187,40,S5
2188,256,S1
2189,210,S5
2190,287,S6
2191,127,S2
2192,294,S2
2193,39,S4
2194,68,S4
2195,105,S7
2196,237,S1
2197,300,S3
2198,6,S5
2199,75,S5
2200,73,S7
2201,203,S1
2202,109,S7
2203,112,S3
2204,283,S5
2205,122,S3
2206,164,S2
2207,77,S7
2208,11,S4
2209,28,S4
2210,228,S3
2211,78,S1
2212,131,S1
2213,57,S1
2214,42,S5
2215,261,S5
2216,40,S1
2217,17,S2
2218,77,S1
2219,213,S1
2220,54,S5
2221,200,S1
2222,142,S4
2223,247,S5
2224,159,S1
2225,255,S7
2226,207,S1
2227,290,S1
2228,222,S7
2229,102,S2
2230,133,S2
2231,170,S2
2232,254,S2
2233,271,S3
2234,278,S6
2235,262,S3
2236,238,S1
2237,91,S3
2238,124,S4
2239,168,S4
2240,160,S6
2241,202,S1
2242,228,S3
2243,224,S3
2244,72,S1
2245,70,S1
2246,184,S2
2247,245,S4
2248,216,S7
2249,105,S6
2250,213,S3
2251,134,S1
2252,156,S1
2253,42,S7
2254,218,S3
2255,197,S3
2256,210,S6
2257,41,S7
2258,16,S3
2259,74,S1
2260,294,S4
2261,190,S1
2262,104,S4
2263,33,S1
2264,127,S7
2265,97,S1
2266,188,S3
2267,173,S1
2268,250,S4
2269,15,S1
2270,173,S6
2271,213,S6
2272,193,S1
2273,299,S1
2274,259,S1
2275,3,S1
2276,151,S2
2277,278,S7
2278,284,S3
2279,159,S2
2280,183,S5
2281,178,S5
2282,289,S1
2283,276,S2
2284,193,S3
2285,81,S3
2286,57,S1
2287,7,S3
2288,12,S7
2289,185,S1
2290,300,S1
2291,43,S1
2292,40,S1
2293,63,S2
2294,79,S7
2295,141,S3
2296,208,S1
2297,213,S7
2298,27,S6
2299,277,S3
2300,276,S4
2301,82,S4
2302,49,S2
2303,123,S5
2304,229,S1
2305,149,S6
2306,140,S4
2307,31,S4
2308,122,S4
2309,41,S1
2310,32,S1
2311,218,S5
2312,149,S2
2313,195,S5
2314,216,S1
2315,251,S4
2316,210,S1
2317,212,S1
2318,71,S1
2319,14,S2
2320,231,S6
2321,181,S1
2322,141,S3
2323,172,S5
2324,98,S1
2325,108,S1
2326,92,S3
2327,218,S1
2328,20,S1
2329,154,S3
2330,287,S6
2331,120,S3
2332,179,S4
2333,179,S3
2334,54,S6
2335,175,S7
2336,293,S2
2337,165,S7
2338,185,S5
2339,219,S4
2340,227,S1
2341,242,S6
2342,168,S1
2343,64,S6
2344,247,S1
2345,278,S4
2346,135,S1
2347,299,S1
2348,41,S5
2349,154,S1
2350,173,S6
2351,244,S2
2352,151,S3
2353,87,S7
2354,116,S5
2355,7,S5
2356,115,S2
2357,105,S2
2358,30,S1
2359,299,S6
2360,270,S1
2361,278,S7
2362,287,S1
2363,203,S7
2364,232,S1
2365,281,S6
2366,132,S4
2367,176,S1
2368,260,S1
2369,280,S3
2370,113,S3
2371,110,S3
2372,172,S7
2373,34,S4
2374,204,S1
2375,161,S7
2376,160,S3
2377,193,S7
2378,196,S6
2379,169,S4
2380,233,S7
2381,126,S1
2382,16,S5
2383,35,S7
2384,94,S6
2385,82,S1
2386,63,S4
2387,106,S7
2388,248,S7
2389,278,S5
2390,203,S5
2391,266,S6
2392,85,S7
2393,29,S1
2394,216,S3
2395,239,S6
2396,132,S5
2397,187,S6
2398,203,S2
2399,198,S2
2400,73,S5
2401,228,S3
2402,21,S3
2403,81,S4
2404,142,S4
2405,234,S5
2406,88,S1
2407,274,S6
2408,69,S2
2409,170,S3
2410,220,S1
2411,20,S2
2412,206,S1
2413,21,S4
2414,120,S5
2415,124,S5
2416,107,S1
2417,99,S3
2418,179,S4
2419,275,S3
2420,235,S5
2421,199,S6
2422,47,S3
2423,76,S5
2424,204,S2
2425,254,S4
2426,12,S6
2427,167,S1
2428,245,S1
2429,163,S5
2430,247,S1
2431,33,S2
2432,253,S3
2433,160,S2
2434,25,S7
2435,80,S6
2436,160,S1
2437,25,S6
2438,296,S2
2439,252,S4
2440,232,S5
2441,45,S3
2442,89,S3
2443,48,S1
2444,3,S4
2445,116,S6
2446,216,S2
2447,97,S2
2448,71,S1
2449,295,S7
2450,165,S2
2451,167,S7
2452,29,S5
2453,270,S2
2454,37,S5
2455,84,S1
2456,256,S4
2457,26,S6
2458,103,S7
2459,299,S6
2460,93,S6
2461,151,S1
2462,87,S1
2463,43,S7
2464,91,S2
2465,8,S2
2466,280,S6
2467,9,S1
2468,216,S6
2469,102,S6
2470,190,S1
2471,153,S7
2472,250,S1
2473,16,S4
2474,25,S2
2475,247,S2
2476,3,S1
2477,116,S2
2478,95,S1
2479,256,S2
2480,256,S3
2481,29,S2
2482,160,S3
2483,83,S1
2484,216,S6
2485,194,S3
2486,177,S4
2487,57,S7
2488,297,S2
2489,4,S3
2490,61,S4
2491,19,S6
2492,188,S2
2493,196,S3
2494,126,S1
2495,268,S6
2496,39,S2
2497,36,S1
2498,184,S6
2499,86,S3
2500,169,S2
2501,293,S4
2502,45,S1
2503,238,S1
2504,142,S1
2505,165,S2
2506,194,S1
2507,260,S4
2508,132,S4
2509,190,S1
2510,30,S3
2511,169,S3
2512,267,S1
2513,237,S3
2514,272,S1
2515,194,S7
2516,3,S1
2517,155,S3
2518,4,S6
2519,191,S2
2520,257,S1
2521,10,S1
2522,171,S7
2523,188,S4
2524,11,S4
2525,106,S1
2526,49,S2
2527,38,S4
2528,15,S3
2529,186,S4
2530,191,S7
2531,39,S4
2532,295,S7
2533,208,S4
2534,96,S3
2535,216,S1
2536,57,S5
2537,87,S3
2538,194,S1
2539,118,S1
2540,227,S6
2541,153,S4
2542,115,S1
2543,280,S1
2544,165,S3
2545,53,S1
2546,246,S5
2547,100,S1
2548,257,S5
2549,31,S3
2550,95,S1
2551,79,S6
2552,268,S4
2553,194,S3
2554,6,S4
2555,298,S4
2556,195,S1
2557,255,S3
2558,148,S2
2559,55,S2
2560,236,S1
2561,52,S4
2562,39,S2
2563,57,S2
2564,202,S1
2565,170,S3
2566,98,S2
2567,260,S1
2568,172,S2
2569,27,S4
2570,145,S5
2571,9,S1
2572,249,S2
2573,134,S1
2574,229,S3
2575,280,S4
2576,257,S5
2577,112,S1
2578,135,S3
2579,273,S4
2580,119,S2
2581,189,S2
2582,195,S5
2583,191,S1
2584,232,S1
2585,36,S1
2586,207,S7
2587,139,S3
2588,264,S1
2589,172,S4
2590,147,S3
2591,146,S2
2592,54,S2
2593,238,S6
2594,151,S1
2595,20,S1
2596,141,S1
2597,246,S5
2598,113,S7
2599,253,S2
2600,261,S2
2601,153,S6
2602,178,S1
2603,46,S7
2604,57,S2
2605,282,S1
2606,280,S1
2607,155,S2
2608,40,S3
2609,13,S2
2610,160,S4
2611,222,S2
2612,47,S1
2613,284,S5
2614,118,S7
2615,252,S3
2616,54,S4
2617,10,S7
2618,289,S1
2619,1,S2
2620,156,S1
2621,53,S4
2622,32,S1
2623,60,S2
2624,233,S5
2625,47,S2
2626,146,S4
2627,163,S1
2628,153,S6
2629,237,S5
2630,215,S6
2631,237,S7
2632,198,S6
2633,6,S5
2634,125,S1
2635,80,S1
2636,250,S7
2637,300,S4
2638,67,S7
2639,265,S1
2640,134,S5
2641,84,S4
2642,104,S2
2643,101,S2
2644,83,S2
2645,213,S3
2646,145,S6
2647,273,S1
2648,35,S4
2649,21,S1
2650,61,S1
2651,135,S7
2652,284,S4
2653,175,S4
2654,2,S6
2655,119,S3
2656,113,S7
2657,84,S4
2658,204,S2
2659,155,S2
2660,209,S2
2661,56,S1
2662,86,S6
2663,201,S1
2664,272,S5
2665,287,S3
2666,34,S5
2667,60,S6
2668,234,S4
2669,140,S4
2670,68,S5
2671,217,S4
2672,82,S2
2673,256,S1
2674,47,S6
2675,189,S5
2676,76,S4
2677,243,S1
2678,138,S3
2679,123,S2
2680,257,S5
2681,280,S1
2682,49,S7
2683,125,S1
2684,200,S3
2685,106,S6
2686,96,S2
2687,270,S5
2688,148,S1
2689,240,S1
2690,284,S3
2691,28,S2
2692,150,S3
2693,286,S6
2694,84,S1
2695,282,S6
2696,47,S1
2697,262,S5
2698,117,S1
2699,242,S4
2700,197,S2
2701,150,S7
2702,53,S4
2703,173,S4
2704,78,S2
2705,178,S1
2706,171,S2
2707,139,S1
2708,24,S6
2709,265,S2
2710,100,S5
2711,262,S3
2712,261,S5
2713,248,S5
2714,235,S5
2715,185,S2
2716,51,S3
2717,78,S5
2718,253,S5
2719,130,S4
2720,183,S3
2721,48,S4
2722,236,S3
2723,254,S7
2724,165,S1
2725,295,S1
2726,41,S4
2727,278,S3
2728,205,S4
2729,256,S5
2730,207,S6
2731,80,S5
2732,282,S1
2733,123,S4
2734,97,S3
2735,21,S4
2736,176,S2
2737,48,S1
2738,156,S6
2739,111,S1
2740,218,S2
2741,293,S5
2742,37,S1
2743,291,S2
2744,93,S5
2745,217,S5
2746,209,S7
2747,248,S4
2748,16,S5
2749,110,S3
2750,53,S4
2751,291,S3
2752,3,S3
2753,254,S1
2754,67,S2
2755,295,S1
2756,67,S1
2757,68,S7
2758,268,S6
2759,127,S2
2760,180,S4
2761,179,S3
2762,39,S5
2763,83,S6
2764,145,S4
2765,184,S3
2766,252,S1
2767,241,S1
2768,230,S1
2769,170,S4
2770,256,S1
2771,77,S4
2772,168,S4
2773,178,S6
2774,19,S7
2775,228,S2
2776,247,S6
2777,271,S7
2778,100,S6
2779,236,S4
2780,292,S1
2781,247,S1
2782,49,S1
2783,153,S2
2784,216,S3
2785,254,S5
2786,37,S5
2787,148,S1
2788,179,S1
2789,127,S1
2790,228,S1
2791,71,S1
2792,168,S2
2793,298,S6
2794,159,S1
2795,95,S4
2796,237,S6
2797,292,S1
2798,225,S4
2799,211,S2
2800,7,S1
2801,14,S3
2802,216,S1
2803,131,S4
2804,132,S3
2805,105,S3
2806,40,S2
2807,225,S1
2808,63,S1
2809,9,S3
2810,198,S1
2811,258,S7
2812,55,S3
2813,175,S1
2814,185,S4
2815,140,S3
2816,38,S6
2817,103,S2
2818,261,S6
2819,262,S1
2820,66,S1
2821,106,S1
2822,126,S1
2823,51,S2
2824,264,S5
2825,55,S4
2826,156,S7
2827,3,S4
2828,10,S1
2829,73,S2
2830,54,S6
2831,199,S3
2832,109,S3
2833,251,S1
2834,251,S4
2835,244,S1
2836,234,S1
2837,218,S5
2838,61,S3
2839,39,S4
2840,259,S4
2841,271,S1
2842,65,S5
2843,188,S5
2844,160,S2
2845,273,S1
2846,15,S1
2847,148,S1
2848,242,S1
2849,187,S1
2850,207,S3
2851,235,S1
2852,263,S1
2853,84,S1
2854,96,S3
2855,195,S3
2856,106,S6
2857,259,S1
2858,254,S4
2859,161,S4
2860,224,S1
2861,64,S7
2862,148,S1
2863,216,S2
2864,209,S1
2865,283,S1
2866,123,S1
2867,38,S2
2868,143,S3
2869,83,S7
2870,133,S3
2871,262,S4
2872,76,S2
2873,174,S3
2874,145,S7
2875,223,S2
2876,128,S3
2877,123,S5
2878,289,S4
2879,273,S5
2880,62,S1
2881,234,S2
2882,234,S5
2883,282,S1
2884,212,S3
2885,287,S1
2886,92,S3
2887,263,S1
2888,276,S2
2889,191,S7
2890,228,S7
2891,233,S6
2892,100,S4
2893,161,S1
2894,59,S4
2895,112,S4
2896,66,S4
2897,269,S1
2898,190,S1
2899,73,S6
2900,295,S1
2901,15,S4
2902,89,S3
2903,171,S6
2904,127,S2
2905,232,S1
2906,169,S4
2907,280,S2
2908,212,S2
2909,10,S7
2910,285,S4
2911,18,S7
2912,31,S1
2913,39,S2
2914,237,S6
2915,81,S7
2916,15,S1
2917,288,S4
2918,119,S4
2919,171,S6
2920,145,S1
2921,81,S7
2922,57,S3
2923,9,S1
2924,273,S4
2925,195,S7
2926,68,S5
2927,246,S1
2928,283,S4
2929,268,S7
2930,178,S2
2931,246,S3
2932,224,S5
2933,141,S4
2934,70,S7
2935,136,S1
2936,94,S1
2937,42,S2
2938,218,S3
2939,286,S1
2940,48,S3
2941,122,S2
2942,99,S2
2943,119,S1
2944,168,S5
2945,134,S1
2946,189,S3
2947,47,S2
2948,195,S2
2949,241,S3
2950,81,S5
2951,79,S6
2952,102,S2
2953,240,S3
2954,202,S5
2955,217,S7
2956,100,S1
2957,277,S1
2958,273,S7
2959,210,S1
2960,136,S1
2961,297,S1
2962,278,S4
2963,167,S1
2964,10,S2
2965,59,S1
2966,230,S1
2967,243,S5
2968,134,S1
2969,178,S2
2970,26,S2
2971,168,S3
2972,209,S4
2973,97,S1
2974,41,S4
2975,232,S3
2976,126,S3
2977,125,S5
2978,83,S4
2979,170,S1
2980,174,S6
2981,292,S3
2982,85,S7
2983,161,S5
2984,94,S3
2985,189,S3
2986,184,S4
2987,235,S5
2988,29,S4
2989,217,S5
2990,163,S7
2991,79,S4
2992,2,S3
2993,211,S3
2994,258,S3
2995,84,S2
2996,137,S1
2997,224,S4
2998,17,S1
2999,36,S6
3000,294,S1
