prediction_key,lead_id,stage,score_time,n_candidates,n_snapshot_found,n_availability_known,n_no_snapshot,n_stale_gt_90d,availability_known_rate,max_snapshot_age_days
L1076:T2:I4882,1076,T2,2026-01-07T09:36:23.000Z,56,56,51,0,5,0.9107142857142857,153.4002662037037
L1076:T2:I4884,1076,T2,2026-03-20T10:26:00.000Z,67,67,66,0,1,0.9850746268656716,221.43472222222223
L1077:T0,1077,T0,2025-05-19T00:00:00.000Z,33,27,26,6,1,0.7878787878787878,121
L1077:T1:I4886,1077,T1,2025-05-19T07:58:06.000Z,34,28,27,6,1,0.7941176470588235,121.3320138888889
L1077:T2:I4889,1077,T2,2025-05-19T16:31:50.000Z,34,27,26,7,1,0.7647058823529411,121.68877314814814
L1077:T2:I4891,1077,T2,2025-05-20T10:06:18.000Z,34,29,28,5,1,0.8235294117647058,122.42104166666667
L1077:T2:I4885,1077,T2,2025-05-23T11:43:13.000Z,34,29,27,5,2,0.7941176470588235,125.48834490740741
L1077:T2:I4890,1077,T2,2025-05-25T12:53:36.000Z,33,28,26,5,2,0.7878787878787878,127.53722222222223
L1077:T2:I4888,1077,T2,2025-11-29T19:42:00.000Z,49,49,42,0,7,0.8571428571428571,281.8208333333333
L1077:T2:I4887,1077,T2,2026-03-03T17:35:00.000Z,59,59,57,0,2,0.9661016949152542,206.73263888888889
L1078:T0,1078,T0,2025-01-29T00:00:00.000Z,11,4,4,7,0,0.36363636363636365,10
L1078:T1:I4892,1078,T1,2025-01-29T16:03:30.000Z,12,4,4,8,0,0.3333333333333333,10.669097222222222
L1078:T2:I4895,1078,T2,2025-01-31T16:45:11.000Z,12,4,4,8,0,0.3333333333333333,12.698043981481481
L1078:T2:I4894,1078,T2,2025-02-01T08:08:22.000Z,12,4,4,8,0,0.3333333333333333,13.339143518518519
L1078:T2:I4898,1078,T2,2025-02-03T13:22:10.000Z,12,5,5,7,0,0.4166666666666667,15.557060185185184
L1078:T2:I4897,1078,T2,2025-02-09T18:27:26.000Z,13,5,5,8,0,0.38461538461538464,21.769050925925924
L1078:T2:I4893,1078,T2,2025-04-21T10:15:00.000Z,16,10,10,6,0,0.625,85.42708333333333
L1078:T2:I4899,1078,T2,2025-12-25T19:48:00.000Z,29,29,28,0,1,0.9655172413793104,110.825
L1078:T2:I4896,1078,T2,2026-06-04T09:24:00.000Z,38,38,38,0,0,1,85.39166666666667
L1079:T0,1079,T0,2026-02-10T00:00:00.000Z,14,14,14,0,0,1,86
L1079:T1:I4902,1079,T1,2026-02-17T08:11:48.000Z,15,15,14,0,1,0.9333333333333333,93.34152777777778
L1079:T2:I4904,1079,T2,2026-02-17T19:47:14.000Z,16,16,15,0,1,0.9375,93.8244675925926
L1079:T2:I4900,1079,T2,2026-02-18T09:42:38.000Z,16,16,15,0,1,0.9375,94.40460648148148
L1079:T2:I4906,1079,T2,2026-02-18T17:39:12.000Z,16,16,15,0,1,0.9375,94.73555555555555
L1079:T2:I4901,1079,T2,2026-02-19T08:05:49.000Z,16,16,15,0,1,0.9375,95.33737268518519
L1079:T2:I4907,1079,T2,2026-02-22T08:50:03.000Z,16,16,15,0,1,0.9375,98.36809027777778
L1079:T2:I4903,1079,T2,2026-02-23T13:10:01.000Z,16,16,15,0,1,0.9375,99.54862268518518
L1079:T2:I4905,1079,T2,2026-02-23T15:33:46.000Z,16,16,15,0,1,0.9375,99.64844907407408
L1080:T0,1080,T0,2025-10-07T00:00:00.000Z,33,32,24,1,8,0.7272727272727273,160
L1080:T1:I4911,1080,T1,2025-10-07T10:52:57.000Z,34,33,25,1,8,0.7352941176470589,160.4534375
L1080:T2:I4910,1080,T2,2025-10-07T15:13:30.000Z,34,33,24,1,9,0.7058823529411765,160.634375
L1080:T2:I4909,1080,T2,2025-10-13T10:06:39.000Z,36,36,31,0,5,0.8611111111111112,143.42128472222223
L1080:T2:I4908,1080,T2,2026-02-27T09:47:00.000Z,47,47,46,0,1,0.9787234042553191,103.40763888888888
L1081:T0,1081,T0,2026-03-06T00:00:00.000Z,33,33,31,0,2,0.9393939393939394,115
L1081:T1:I4918,1081,T1,2026-03-07T20:41:52.000Z,34,34,32,0,2,0.9411764705882353,116.8624074074074
L1081:T2:I4914,1081,T2,2026-03-08T09:51:02.000Z,34,34,32,0,2,0.9411764705882353,117.41043981481481
L1081:T2:I4917,1081,T2,2026-03-13T18:13:50.000Z,34,34,32,0,2,0.9411764705882353,122.75960648148148
L1081:T2:I4916,1081,T2,2026-03-15T16:59:16.000Z,34,34,32,0,2,0.9411764705882353,124.70782407407407
L1081:T2:I4912,1081,T2,2026-03-19T13:18:30.000Z,34,34,31,0,3,0.9117647058823529,128.5545138888889
L1081:T2:I4919,1081,T2,2026-03-19T18:37:16.000Z,34,34,31,0,3,0.9117647058823529,128.77587962962963
L1081:T2:I4915,1081,T2,2026-05-23T14:31:00.000Z,37,37,34,0,3,0.918918918918919,109.6048611111111
L1081:T2:I4913,1081,T2,2026-06-19T19:41:00.000Z,39,39,35,0,4,0.8974358974358975,121.82013888888889
L1082:T0,1082,T0,2025-12-15T00:00:00.000Z,46,46,43,0,3,0.9347826086956522,148
L1082:T1:I4921,1082,T1,2025-12-17T08:36:05.000Z,47,47,44,0,3,0.9361702127659575,150.3583912037037
L1082:T2:I4922,1082,T2,2025-12-17T18:04:17.000Z,47,47,44,0,3,0.9361702127659575,150.75297453703703
L1082:T2:I4923,1082,T2,2025-12-17T19:39:29.000Z,47,47,44,0,3,0.9361702127659575,150.81908564814816
L1082:T2:I4925,1082,T2,2025-12-27T10:22:51.000Z,48,48,43,0,5,0.8958333333333334,160.43253472222221
L1082:T2:I4924,1082,T2,2025-12-28T20:19:21.000Z,48,48,43,0,5,0.8958333333333334,161.84677083333332
L1082:T2:I4920,1082,T2,2026-04-02T09:49:00.000Z,54,54,54,0,0,1,75.40902777777778
L1083:T0,1083,T0,2026-03-20T00:00:00.000Z,24,24,23,0,1,0.9583333333333334,94
L1083:T1:I4930,1083,T1,2026-03-22T16:59:52.000Z,25,25,24,0,1,0.96,96.70824074074073
L1083:T2:I4927,1083,T2,2026-03-23T12:18:13.000Z,25,25,24,0,1,0.96,97.51265046296297
L1083:T2:I4931,1083,T2,2026-03-26T15:58:07.000Z,25,25,24,0,1,0.96,100.6653587962963
L1083:T2:I4926,1083,T2,2026-03-31T09:14:52.000Z,25,25,24,0,1,0.96,105.38532407407408
L1083:T2:I4929,1083,T2,2026-04-01T09:03:23.000Z,25,25,24,0,1,0.96,106.37734953703703
L1083:T2:I4932,1083,T2,2026-04-02T11:26:38.000Z,25,25,24,0,1,0.96,107.4768287037037
L1083:T2:I4933,1083,T2,2026-04-02T17:22:45.000Z,25,25,24,0,1,0.96,107.72413194444445
L1083:T2:I4928,1083,T2,2026-04-25T14:59:00.000Z,26,26,26,0,0,1,87.62430555555555
L1084:T0,1084,T0,2026-02-16T00:00:00.000Z,67,67,67,0,0,1,79
L1084:T1:I4935,1084,T1,2026-02-16T20:59:27.000Z,68,68,68,0,0,1,79.87461805555556
L1084:T2:I4938,1084,T2,2026-02-22T11:36:26.000Z,68,68,68,0,0,1,85.48363425925926
L1084:T2:I4937,1084,T2,2026-02-22T13:19:14.000Z,68,68,68,0,0,1,85.55502314814815
L1084:T2:I4940,1084,T2,2026-02-23T12:35:29.000Z,68,68,68,0,0,1,86.52464120370371
L1084:T2:I4939,1084,T2,2026-02-23T14:33:22.000Z,68,68,68,0,0,1,86.60650462962963
L1084:T2:I4934,1084,T2,2026-02-23T17:20:34.000Z,68,68,68,0,0,1,86.72261574074074
L1084:T2:I4936,1084,T2,2026-02-28T07:47:33.000Z,70,70,69,0,1,0.9857142857142858,91.3246875
L1085:T0,1085,T0,2026-02-24T00:00:00.000Z,49,49,46,0,3,0.9387755102040817,140
L1085:T1:I4943,1085,T1,2026-02-25T18:18:35.000Z,49,49,45,0,4,0.9183673469387755,141.7629050925926
L1085:T2:I4945,1085,T2,2026-02-26T08:10:49.000Z,51,51,48,0,3,0.9411764705882353,142.34084490740742
L1085:T2:I4946,1085,T2,2026-03-02T07:22:10.000Z,51,51,48,0,3,0.9411764705882353,146.30706018518518
L1085:T2:I4941,1085,T2,2026-03-02T13:15:41.000Z,51,51,48,0,3,0.9411764705882353,146.55255787037038
L1085:T2:I4944,1085,T2,2026-03-09T16:01:59.000Z,51,51,48,0,3,0.9411764705882353,153.66804398148147
L1085:T2:I4942,1085,T2,2026-03-16T15:26:00.000Z,53,53,50,0,3,0.9433962264150944,160.64305555555555
L1086:T0,1086,T0,2026-04-24T00:00:00.000Z,71,71,69,0,2,0.971830985915493,104
L1086:T1:I4954,1086,T1,2026-04-24T18:46:13.000Z,72,72,70,0,2,0.9722222222222222,104.78209490740741
L1086:T2:I4949,1086,T2,2026-04-29T15:51:08.000Z,72,72,70,0,2,0.9722222222222222,109.66050925925926
L1086:T2:I4952,1086,T2,2026-04-30T08:22:55.000Z,73,73,71,0,2,0.9726027397260274,110.34924768518519
L1086:T2:I4947,1086,T2,2026-04-30T18:48:54.000Z,73,73,71,0,2,0.9726027397260274,110.78395833333333
L1086:T2:I4953,1086,T2,2026-04-30T20:13:22.000Z,72,72,70,0,2,0.9722222222222222,110.84261574074074
L1086:T2:I4951,1086,T2,2026-05-01T18:54:03.000Z,73,73,71,0,2,0.9726027397260274,111.78753472222222
L1086:T2:I4950,1086,T2,2026-05-07T08:51:25.000Z,74,74,72,0,2,0.972972972972973,117.36903935185185
L1086:T2:I4948,1086,T2,2026-05-07T13:11:22.000Z,74,74,72,0,2,0.972972972972973,117.54956018518519
L1087:T0,1087,T0,2025-04-11T00:00:00.000Z,23,14,14,9,0,0.6086956521739131,70
L1087:T1:I4958,1087,T1,2025-04-11T14:49:54.000Z,24,14,14,10,0,0.5833333333333334,70.61798611111111
L1087:T2:I4956,1087,T2,2025-04-16T17:00:33.000Z,24,14,14,10,0,0.5833333333333334,75.70871527777778
L1087:T2:I4955,1087,T2,2025-04-22T07:24:58.000Z,25,17,17,8,0,0.68,86.30900462962963
L1087:T2:I4960,1087,T2,2025-12-26T11:24:00.000Z,42,42,40,0,2,0.9523809523809523,141.475
L1087:T2:I4957,1087,T2,2026-02-03T08:21:00.000Z,46,46,44,0,2,0.9565217391304348,167.34791666666666
L1087:T2:I4959,1087,T2,2026-04-04T09:59:00.000Z,49,49,48,0,1,0.9795918367346939,101.41597222222222
L1088:T0,1088,T0,2025-10-05T00:00:00.000Z,15,13,12,2,1,0.8,124
L1088:T1:I4961,1088,T1,2025-10-15T17:25:19.000Z,17,16,15,1,1,0.8823529411764706,134.72591435185186
L1088:T2:I4962,1088,T2,2026-01-26T15:45:00.000Z,21,21,20,0,1,0.9523809523809523,192.65625
L1088:T2:I4963,1088,T2,2026-03-16T16:15:00.000Z,28,28,27,0,1,0.9642857142857143,120.67708333333333
L1089:T0,1089,T0,2026-03-01T00:00:00.000Z,66,66,63,0,3,0.9545454545454546,188
L1089:T1:I4964,1089,T1,2026-03-01T20:29:26.000Z,67,67,64,0,3,0.9552238805970149,188.85377314814815
L1089:T2:I4969,1089,T2,2026-03-02T08:42:49.000Z,67,67,65,0,2,0.9701492537313433,189.36306712962963
L1089:T2:I4967,1089,T2,2026-03-02T18:11:17.000Z,67,67,65,0,2,0.9701492537313433,189.75783564814816
L1089:T2:I4966,1089,T2,2026-03-04T09:36:49.000Z,66,66,64,0,2,0.9696969696969697,191.40056712962962
L1089:T2:I4965,1089,T2,2026-03-13T07:58:38.000Z,68,68,68,0,0,1,89.33238425925926
L1089:T2:I4970,1089,T2,2026-03-14T18:13:46.000Z,68,68,67,0,1,0.9852941176470589,90.75956018518518
L1089:T2:I4968,1089,T2,2026-06-24T15:32:00.000Z,80,80,77,0,3,0.9625,181.6472222222222
L1090:T0,1090,T0,2025-09-10T00:00:00.000Z,47,46,41,1,5,0.8723404255319149,145
L1090:T1:I4972,1090,T1,2025-09-13T20:51:00.000Z,48,47,43,1,4,0.8958333333333334,148.86875
L1090:T2:I4971,1090,T2,2025-10-03T13:51:00.000Z,49,48,43,1,5,0.8775510204081632,168.57708333333332
L1090:T2:I4973,1090,T2,2026-01-06T19:09:00.000Z,57,57,52,0,5,0.9122807017543859,152.79791666666668
L1091:T0,1091,T0,2025-05-14T00:00:00.000Z,43,29,26,14,3,0.6046511627906976,108
L1091:T1:I4976,1091,T1,2025-05-17T08:38:19.000Z,44,30,27,14,3,0.6136363636363636,111.35994212962963
L1091:T2:I4977,1091,T2,2025-05-19T10:05:24.000Z,46,31,27,15,4,0.5869565217391305,113.42041666666667
L1091:T2:I4975,1091,T2,2025-05-24T09:19:23.000Z,47,32,27,15,5,0.574468085106383,118.38846064814815
L1091:T2:I4974,1091,T2,2026-01-20T15:44:00.000Z,75,75,68,0,7,0.9066666666666666,256.65555555555557
L1092:T0,1092,T0,2026-06-21T00:00:00.000Z,18,18,18,0,0,1,35
L1092:T1:I4982,1092,T1,2026-06-23T11:57:18.000Z,19,19,19,0,0,1,37.498125
L1092:T2:I4980,1092,T2,2026-06-24T15:57:51.000Z,19,19,19,0,0,1,38.66517361111111
L1092:T2:I4978,1092,T2,2026-06-27T10:34:17.000Z,19,19,19,0,0,1,41.44047453703703
L1092:T2:I4981,1092,T2,2026-07-03T08:05:41.000Z,19,19,19,0,0,1,47.33728009259259
L1092:T2:I4979,1092,T2,2026-07-04T15:40:50.000Z,19,19,19,0,0,1,48.65335648148148
L1093:T0,1093,T0,2025-06-17T00:00:00.000Z,6,2,2,4,0,0.3333333333333333,30
L1093:T1:I4985,1093,T1,2025-06-21T16:35:15.000Z,8,4,3,4,1,0.375,94.69114583333334
L1093:T2:I4984,1093,T2,2025-07-01T12:31:00.000Z,8,5,5,3,0,0.625,11.521527777777777
L1093:T2:I4986,1093,T2,2025-10-19T10:32:00.000Z,11,11,11,0,0,1,59.43888888888889
L1093:T2:I4983,1093,T2,2025-11-05T15:41:00.000Z,12,12,12,0,0,1,76.65347222222222
L1094:T0,1094,T0,2025-09-26T00:00:00.000Z,17,17,15,0,2,0.8823529411764706,155
L1094:T1:I4987,1094,T1,2025-09-29T11:01:42.000Z,18,18,15,0,3,0.8333333333333334,158.4595138888889
L1095:T0,1095,T0,2025-05-22T00:00:00.000Z,4,3,3,1,0,0.75,45
L1095:T1:I4988,1095,T1,2025-06-21T19:54:00.000Z,5,4,4,1,0,0.8,75.82916666666667
L1096:T0,1096,T0,2025-02-20T00:00:00.000Z,12,5,5,7,0,0.4166666666666667,32
L1096:T1:I4989,1096,T1,2025-05-26T13:37:00.000Z,19,15,13,4,2,0.6842105263157895,120.56736111111111
L1097:T0,1097,T0,2025-04-30T00:00:00.000Z,40,33,31,7,2,0.775,103
L1097:T1:I4990,1097,T1,2025-04-30T12:55:06.000Z,41,33,31,8,2,0.7560975609756098,103.53826388888889
L1097:T2:I4992,1097,T2,2025-05-01T11:51:39.000Z,41,33,31,8,2,0.7560975609756098,104.49420138888888
L1097:T2:I4993,1097,T2,2025-05-01T19:59:00.000Z,41,33,31,8,2,0.7560975609756098,104.8326388888889
L1097:T2:I4994,1097,T2,2025-08-08T16:03:00.000Z,57,56,53,1,3,0.9298245614035088,203.66875
L1097:T2:I4991,1097,T2,2025-09-11T09:24:00.000Z,64,64,57,0,7,0.890625,186.39166666666668
L1098:T0,1098,T0,2025-08-11T00:00:00.000Z,19,19,16,0,3,0.8421052631578947,165
L1098:T1:I4995,1098,T1,2025-08-20T17:57:31.000Z,20,20,16,0,4,0.8,174.74827546296297
L1099:T0,1099,T0,2025-11-12T00:00:00.000Z,69,69,61,0,8,0.8840579710144928,208
L1099:T1:I4997,1099,T1,2025-11-17T20:01:48.000Z,71,71,63,0,8,0.8873239436619719,213.83458333333334
L1099:T2:I4996,1099,T2,2025-11-19T13:44:32.000Z,71,71,61,0,10,0.8591549295774648,215.5725925925926
L1099:T2:I4998,1099,T2,2026-03-24T07:17:00.000Z,87,87,86,0,1,0.9885057471264368,90.30347222222223
L1100:T0,1100,T0,2026-05-27T00:00:00.000Z,11,11,11,0,0,1,61
L1100:T1:I4999,1100,T1,2026-05-30T07:00:37.000Z,12,12,12,0,0,1,64.2920949074074
L1101:T0,1101,T0,2025-12-04T00:00:00.000Z,27,26,25,1,1,0.9259259259259259,145
L1101:T1:I5001,1101,T1,2025-12-09T14:19:39.000Z,28,27,26,1,1,0.9285714285714286,150.59697916666667
L1101:T2:I5004,1101,T2,2025-12-17T11:45:30.000Z,29,28,27,1,1,0.9310344827586207,158.48993055555556
L1101:T2:I5006,1101,T2,2025-12-17T19:03:39.000Z,29,28,26,1,2,0.896551724137931,158.7942013888889
L1101:T2:I5002,1101,T2,2025-12-26T17:58:00.000Z,30,30,30,0,0,1,87.74861111111112
L1101:T2:I5003,1101,T2,2026-01-12T20:52:00.000Z,30,30,29,0,1,0.9666666666666667,91.86944444444444
L1101:T2:I5005,1101,T2,2026-05-02T16:10:00.000Z,35,35,33,0,2,0.9428571428571428,132.67361111111111
L1101:T2:I5000,1101,T2,2026-06-25T11:25:00.000Z,37,37,37,0,0,1,70.47569444444444
L1102:T0,1102,T0,2025-07-22T00:00:00.000Z,42,38,35,4,3,0.8333333333333334,104
L1102:T1:I5010,1102,T1,2025-07-24T14:39:39.000Z,43,40,37,3,3,0.8604651162790697,106.61086805555556
L1102:T2:I5011,1102,T2,2025-08-02T12:44:57.000Z,44,41,33,3,8,0.75,117.53121527777778
L1102:T2:I5008,1102,T2,2025-08-02T14:41:00.000Z,44,41,34,3,7,0.7727272727272727,115.61180555555555
L1102:T2:I5007,1102,T2,2025-09-16T13:06:00.000Z,48,47,43,1,4,0.8958333333333334,151.54583333333332
L1102:T2:I5009,1102,T2,2025-09-23T15:18:00.000Z,48,47,42,1,5,0.875,158.6375
L1103:T0,1103,T0,2026-02-13T00:00:00.000Z,59,59,54,0,5,0.9152542372881356,186
L1103:T1:I5013,1103,T1,2026-02-20T16:16:34.000Z,62,62,58,0,4,0.9354838709677419,193.67817129629628
L1103:T2:I5016,1103,T2,2026-02-22T19:05:40.000Z,62,62,57,0,5,0.9193548387096774,195.79560185185184
L1103:T2:I5017,1103,T2,2026-02-24T08:39:46.000Z,62,62,58,0,4,0.9354838709677419,197.36094907407409
L1103:T2:I5014,1103,T2,2026-02-24T15:34:25.000Z,62,62,58,0,4,0.9354838709677419,197.64890046296296
L1103:T2:I5018,1103,T2,2026-02-25T15:02:47.000Z,63,63,59,0,4,0.9365079365079365,198.62693287037038
L1103:T2:I5015,1103,T2,2026-02-25T16:41:31.000Z,63,63,59,0,4,0.9365079365079365,198.6954976851852
L1103:T2:I5012,1103,T2,2026-03-24T15:53:00.000Z,67,67,66,0,1,0.9850746268656716,90.66180555555556
L1104:T0,1104,T0,2026-02-17T00:00:00.000Z,68,68,64,0,4,0.9411764705882353,158
L1104:T1:I5021,1104,T1,2026-02-19T08:28:42.000Z,69,69,65,0,4,0.9420289855072463,160.35326388888888
L1104:T2:I5019,1104,T2,2026-02-22T20:22:21.000Z,69,69,65,0,4,0.9420289855072463,163.84885416666665
L1104:T2:I5022,1104,T2,2026-02-26T15:47:14.000Z,69,69,67,0,2,0.9710144927536232,110.65780092592593
L1104:T2:I5020,1104,T2,2026-03-02T09:22:32.000Z,69,69,66,0,3,0.9565217391304348,114.39064814814814
L1104:T2:I5023,1104,T2,2026-03-02T17:45:48.000Z,69,69,66,0,3,0.9565217391304348,114.7401388888889
L1105:T0,1105,T0,2025-04-19T00:00:00.000Z,14,8,7,6,1,0.5,96
L1105:T1:I5024,1105,T1,2026-01-21T13:47:00.000Z,20,20,17,0,3,0.85,150.57430555555555
L1106:T0,1106,T0,2026-03-15T00:00:00.000Z,58,58,57,0,1,0.9827586206896551,103
L1106:T1:I5027,1106,T1,2026-03-16T16:43:22.000Z,59,59,58,0,1,0.9830508474576272,91.69678240740741
L1106:T2:I5025,1106,T2,2026-03-25T19:48:55.000Z,62,62,59,0,3,0.9516129032258065,97.82563657407407
L1106:T2:I5029,1106,T2,2026-03-26T14:48:23.000Z,63,63,60,0,3,0.9523809523809523,98.61693287037038
L1106:T2:I5028,1106,T2,2026-03-27T20:49:09.000Z,63,63,60,0,3,0.9523809523809523,99.86746527777778
L1106:T2:I5026,1106,T2,2026-04-20T20:59:00.000Z,67,67,64,0,3,0.9552238805970149,119.87430555555555
L1107:T0,1107,T0,2025-09-16T00:00:00.000Z,30,28,25,2,3,0.8333333333333334,157
L1107:T1:I5032,1107,T1,2025-09-17T10:22:33.000Z,31,29,25,2,4,0.8064516129032258,202.4323263888889
L1107:T2:I5036,1107,T2,2025-09-25T18:03:17.000Z,32,30,28,2,2,0.875,154.7522800925926
L1107:T2:I5033,1107,T2,2025-09-29T13:10:07.000Z,32,30,27,2,3,0.84375,158.54869212962964
L1107:T2:I5031,1107,T2,2025-09-29T16:49:15.000Z,32,30,27,2,3,0.84375,158.70086805555556
L1107:T2:I5035,1107,T2,2025-11-20T18:31:00.000Z,36,36,34,0,2,0.9444444444444444,150.77152777777778
L1107:T2:I5030,1107,T2,2025-12-27T13:58:00.000Z,39,39,39,0,0,1,64.58194444444445
L1107:T2:I5034,1107,T2,2026-06-04T11:41:00.000Z,56,56,52,0,4,0.9285714285714286,106.48680555555555
L1108:T0,1108,T0,2026-03-23T00:00:00.000Z,85,85,84,0,1,0.9882352941176471,99
L1108:T1:I5037,1108,T1,2026-03-25T19:03:54.000Z,86,86,83,0,3,0.9651162790697675,101.794375
L1108:T2:I5041,1108,T2,2026-03-26T13:50:10.000Z,86,86,83,0,3,0.9651162790697675,102.57650462962962
L1108:T2:I5040,1108,T2,2026-03-27T17:47:24.000Z,86,86,83,0,3,0.9651162790697675,103.74125
L1108:T2:I5038,1108,T2,2026-03-28T13:04:27.000Z,87,87,84,0,3,0.9655172413793104,104.54475694444444
L1108:T2:I5039,1108,T2,2026-03-30T19:43:20.000Z,87,87,84,0,3,0.9655172413793104,154.82175925925927
L1108:T2:I5042,1108,T2,2026-04-05T08:25:12.000Z,87,87,85,0,2,0.9770114942528736,112.35083333333333
L1108:T2:I5043,1108,T2,2026-06-21T15:10:00.000Z,100,100,99,0,1,0.99,119.63194444444444
L1109:T0,1109,T0,2025-11-22T00:00:00.000Z,34,34,29,0,5,0.8529411764705882,193
L1109:T1:I5044,1109,T1,2025-11-23T07:14:37.000Z,35,35,30,0,5,0.8571428571428571,194.30181712962963
L1109:T2:I5046,1109,T2,2025-11-25T14:50:49.000Z,35,35,30,0,5,0.8571428571428571,196.6186226851852
L1109:T2:I5050,1109,T2,2025-11-26T08:06:53.000Z,35,35,30,0,5,0.8571428571428571,197.33811342592594
L1109:T2:I5048,1109,T2,2025-11-26T09:59:40.000Z,34,34,29,0,5,0.8529411764705882,197.41643518518518
L1109:T2:I5047,1109,T2,2025-12-01T15:17:58.000Z,35,35,29,0,6,0.8285714285714286,202.63747685185186
L1109:T2:I5045,1109,T2,2025-12-01T18:21:20.000Z,35,35,29,0,6,0.8285714285714286,202.76481481481483
L1109:T2:I5049,1109,T2,2025-12-04T08:19:12.000Z,35,35,29,0,6,0.8285714285714286,205.34666666666666
L1110:T0,1110,T0,2025-01-30T00:00:00.000Z,15,1,1,14,0,0.06666666666666667,11
L1110:T1:I5051,1110,T1,2026-03-30T12:06:00.000Z,53,53,51,0,2,0.9622641509433962,106.50416666666666
L1111:T0,1111,T0,2025-07-20T00:00:00.000Z,14,14,13,0,1,0.9285714285714286,92
L1111:T1:I5054,1111,T1,2025-07-22T14:51:48.000Z,15,15,14,0,1,0.9333333333333333,94.61930555555556
L1111:T2:I5056,1111,T2,2025-07-24T11:20:01.000Z,16,16,15,0,1,0.9375,96.4722337962963
L1111:T2:I5053,1111,T2,2025-07-24T13:02:39.000Z,16,16,15,0,1,0.9375,96.54350694444445
L1111:T2:I5052,1111,T2,2025-07-28T13:58:23.000Z,16,16,15,0,1,0.9375,130.58221064814813
L1111:T2:I5055,1111,T2,2025-11-21T16:52:00.000Z,21,21,20,0,1,0.9523809523809523,132.70277777777778
L1112:T0,1112,T0,2025-02-07T00:00:00.000Z,26,6,6,20,0,0.23076923076923078,30
L1112:T1:I5057,1112,T1,2025-02-09T20:35:33.000Z,27,9,9,18,0,0.3333333333333333,32.858020833333335
L1112:T2:I5060,1112,T2,2025-02-19T17:28:45.000Z,26,10,10,16,0,0.38461538461538464,42.728298611111114
L1112:T2:I5059,1112,T2,2025-09-21T20:55:00.000Z,60,60,52,0,8,0.8666666666666667,239.87152777777777
L1112:T2:I5058,1112,T2,2026-06-08T10:14:00.000Z,90,90,86,0,4,0.9555555555555556,109.4263888888889
L1113:T0,1113,T0,2025-05-02T00:00:00.000Z,10,8,8,2,0,0.8,54
L1113:T1:I5061,1113,T1,2025-05-03T12:57:02.000Z,11,9,9,2,0,0.8181818181818182,55.539606481481485
L1113:T2:I5062,1113,T2,2025-05-03T17:39:42.000Z,11,8,8,3,0,0.7272727272727273,55.73590277777778
L1113:T2:I5064,1113,T2,2025-06-01T17:35:00.000Z,13,11,11,2,0,0.8461538461538461,84.73263888888889
L1113:T2:I5063,1113,T2,2025-09-11T14:50:00.000Z,16,16,16,0,0,1,86.61805555555556
L1113:T2:I5065,1113,T2,2025-11-15T10:34:00.000Z,16,16,14,0,2,0.875,132.44027777777777
L1114:T0,1114,T0,2025-02-13T00:00:00.000Z,4,1,1,3,0,0.25,16
L1114:T1:I5067,1114,T1,2025-03-16T17:46:00.000Z,6,3,3,3,0,0.5,47.74027777777778
L1114:T2:I5069,1114,T2,2025-04-25T12:05:00.000Z,7,4,4,3,0,0.5714285714285714,87.50347222222223
L1114:T2:I5068,1114,T2,2025-09-24T19:55:00.000Z,8,7,7,1,0,0.875,70.82986111111111
L1114:T2:I5066,1114,T2,2025-09-30T20:40:00.000Z,8,7,7,1,0,0.875,76.86111111111111
L1115:T0,1115,T0,2025-02-12T00:00:00.000Z,3,0,0,3,0,0,
L1115:T1:I5070,1115,T1,2025-02-13T10:29:47.000Z,5,0,0,5,0,0,
L1116:T0,1116,T0,2025-08-03T00:00:00.000Z,38,37,29,1,8,0.7631578947368421,190
L1116:T1:I5075,1116,T1,2025-08-08T10:40:38.000Z,39,38,30,1,8,0.7692307692307693,195.44488425925925
L1116:T2:I5072,1116,T2,2025-08-08T12:58:39.000Z,39,38,30,1,8,0.7692307692307693,195.54072916666667
L1116:T2:I5071,1116,T2,2025-10-25T19:38:00.000Z,51,50,42,1,8,0.8235294117647058,273.81805555555553
L1116:T2:I5074,1116,T2,2026-02-15T15:04:00.000Z,57,57,55,0,2,0.9649122807017544,182.62777777777777
L1116:T2:I5073,1116,T2,2026-06-09T16:04:00.000Z,70,70,67,0,3,0.9571428571428572,108.66944444444445
L1117:T0,1117,T0,2025-06-02T00:00:00.000Z,33,29,27,4,2,0.8181818181818182,135
L1117:T1:I5080,1117,T1,2025-06-02T11:18:35.000Z,34,30,28,4,2,0.8235294117647058,135.47123842592592
L1117:T2:I5078,1117,T2,2025-06-03T18:53:49.000Z,34,30,28,4,2,0.8235294117647058,136.78737268518518
L1117:T2:I5079,1117,T2,2025-06-08T09:09:12.000Z,36,33,31,3,2,0.8611111111111112,141.3813888888889
L1117:T2:I5076,1117,T2,2025-06-11T18:35:13.000Z,36,33,29,3,4,0.8055555555555556,144.77445601851852
L1117:T2:I5077,1117,T2,2025-06-13T17:53:24.000Z,36,33,30,3,3,0.8333333333333334,146.74541666666667
L1118:T0,1118,T0,2025-12-14T00:00:00.000Z,43,43,41,0,2,0.9534883720930233,300
L1118:T1:I5085,1118,T1,2025-12-20T15:37:55.000Z,43,43,41,0,2,0.9534883720930233,306.65133101851853
L1118:T2:I5087,1118,T2,2025-12-23T17:01:44.000Z,44,44,42,0,2,0.9545454545454546,309.709537037037
