prediction_key,lead_id,stage,score_time,n_candidates,n_snapshot_found,n_availability_known,n_no_snapshot,n_stale_gt_90d,availability_known_rate,max_snapshot_age_days
L4630:T2:I20945,4630,T2,2026-03-29T07:58:50.000Z,51,51,49,0,2,0.9607843137254902,149.33252314814814
L4630:T2:I20944,4630,T2,2026-03-31T12:20:04.000Z,51,51,49,0,2,0.9607843137254902,151.51393518518518
L4631:T0,4631,T0,2025-04-28T00:00:00.000Z,8,5,5,3,0,0.625,66
L4631:T1:I20947,4631,T1,2025-05-01T16:18:57.000Z,9,6,6,3,0,0.6666666666666666,69.67982638888888
L4631:T2:I20950,4631,T2,2025-05-25T16:16:00.000Z,10,6,6,4,0,0.6,46.67777777777778
L4631:T2:I20948,4631,T2,2025-06-20T07:46:00.000Z,11,10,10,1,0,0.9090909090909091,72.3236111111111
L4631:T2:I20946,4631,T2,2025-09-30T13:25:00.000Z,18,18,17,0,1,0.9444444444444444,126.55902777777777
L4631:T2:I20949,4631,T2,2025-10-25T19:05:00.000Z,20,20,20,0,0,1,60.795138888888886
L4631:T2:I20951,4631,T2,2025-12-27T20:33:00.000Z,20,20,18,0,2,0.9,114.85625
L4632:T0,4632,T0,2025-01-21T00:00:00.000Z,15,0,0,15,0,0,
L4632:T1:I20954,4632,T1,2025-01-21T14:38:58.000Z,16,0,0,16,0,0,
L4632:T2:I20953,4632,T2,2025-02-08T08:14:00.000Z,16,3,3,13,0,0.1875,10.343055555555555
L4632:T2:I20952,4632,T2,2025-12-05T18:50:00.000Z,42,42,36,0,6,0.8571428571428571,206.78472222222223
L4633:T0,4633,T0,2025-01-10T00:00:00.000Z,3,0,0,3,0,0,
L4633:T1:I20955,4633,T1,2025-01-19T13:52:22.000Z,4,0,0,4,0,0,
L4633:T2:I20958,4633,T2,2025-02-13T07:53:00.000Z,5,1,1,4,0,0.2,0.3284722222222222
L4633:T2:I20956,4633,T2,2025-09-23T09:36:00.000Z,19,19,17,0,2,0.8947368421052632,209.4
L4633:T2:I20957,4633,T2,2025-12-06T07:05:00.000Z,23,23,19,0,4,0.8260869565217391,164.29513888888889
L4633:T2:I20959,4633,T2,2026-06-17T14:11:00.000Z,30,30,30,0,0,1,59.59097222222222
L4634:T0,4634,T0,2025-01-29T00:00:00.000Z,14,4,4,10,0,0.2857142857142857,14
L4634:T1:I20963,4634,T1,2025-02-13T13:59:00.000Z,19,6,6,13,0,0.3157894736842105,29.582638888888887
L4634:T2:I20960,4634,T2,2025-07-20T09:49:00.000Z,24,22,18,2,4,0.75,143.40902777777777
L4634:T2:I20965,4634,T2,2025-08-12T17:27:00.000Z,24,24,21,0,3,0.875,166.72708333333333
L4634:T2:I20966,4634,T2,2025-08-27T11:58:00.000Z,24,24,20,0,4,0.8333333333333334,181.4986111111111
L4634:T2:I20962,4634,T2,2025-11-12T08:31:00.000Z,30,30,29,0,1,0.9666666666666667,111.3548611111111
L4634:T2:I20961,4634,T2,2025-11-12T11:27:00.000Z,31,31,30,0,1,0.967741935483871,111.47708333333334
L4634:T2:I20964,4634,T2,2026-04-13T20:15:00.000Z,37,37,34,0,3,0.918918918918919,148.84375
L4634:T2:I20967,4634,T2,2026-04-27T07:14:00.000Z,38,38,37,0,1,0.9736842105263158,97.3013888888889
L4635:T0,4635,T0,2025-05-15T00:00:00.000Z,28,13,13,15,0,0.4642857142857143,73
L4635:T1:I20968,4635,T1,2025-08-31T09:10:00.000Z,35,33,31,2,2,0.8857142857142857,115.38194444444444
L4635:T2:I20969,4635,T2,2025-10-29T19:14:00.000Z,40,39,36,1,3,0.9,119.8013888888889
L4636:T0,4636,T0,2025-06-01T00:00:00.000Z,12,10,10,2,0,0.8333333333333334,53
L4636:T1:I20972,4636,T1,2025-06-03T19:12:26.000Z,13,11,11,2,0,0.8461538461538461,55.800300925925924
L4636:T2:I20975,4636,T2,2025-06-04T15:38:06.000Z,12,10,10,2,0,0.8333333333333334,56.65145833333333
L4636:T2:I20973,4636,T2,2025-06-08T18:38:59.000Z,13,11,11,2,0,0.8461538461538461,60.77707175925926
L4636:T2:I20974,4636,T2,2026-01-06T13:42:00.000Z,24,24,23,0,1,0.9583333333333334,99.57083333333334
L4636:T2:I20971,4636,T2,2026-02-28T17:29:00.000Z,27,27,27,0,0,1,63.72847222222222
L4636:T2:I20970,4636,T2,2026-05-10T12:49:00.000Z,29,29,28,0,1,0.9655172413793104,108.53402777777778
L4637:T0,4637,T0,2025-08-08T00:00:00.000Z,32,28,25,4,3,0.78125,101
L4637:T1:I20979,4637,T1,2025-08-09T18:01:42.000Z,33,29,26,4,3,0.7878787878787878,102.75118055555555
L4637:T2:I20977,4637,T2,2025-08-10T08:09:46.000Z,33,29,26,4,3,0.7878787878787878,103.34011574074074
L4637:T2:I20978,4637,T2,2025-12-05T15:43:00.000Z,41,41,38,0,3,0.926829268292683,156.6548611111111
L4637:T2:I20976,4637,T2,2026-03-15T17:40:00.000Z,46,46,42,0,4,0.9130434782608695,135.73611111111111
L4638:T0,4638,T0,2026-03-29T00:00:00.000Z,52,52,50,0,2,0.9615384615384616,105
L4638:T1:I20983,4638,T1,2026-04-02T20:33:56.000Z,54,54,53,0,1,0.9814814814814815,96.85689814814815
L4638:T2:I20982,4638,T2,2026-04-07T10:01:37.000Z,56,56,55,0,1,0.9821428571428571,101.41778935185185
L4638:T2:I20981,4638,T2,2026-04-10T18:21:40.000Z,56,56,55,0,1,0.9821428571428571,104.76504629629629
L4638:T2:I20980,4638,T2,2026-04-10T18:35:05.000Z,56,56,55,0,1,0.9821428571428571,104.77436342592593
L4639:T0,4639,T0,2025-07-21T00:00:00.000Z,31,26,22,5,4,0.7096774193548387,166
L4639:T1:I20987,4639,T1,2025-07-29T14:32:09.000Z,31,26,23,5,3,0.7419354838709677,174.6056597222222
L4639:T2:I20986,4639,T2,2026-02-05T08:59:00.000Z,39,39,36,0,3,0.9230769230769231,107.37430555555555
L4639:T2:I20988,4639,T2,2026-02-25T10:48:00.000Z,39,39,36,0,3,0.9230769230769231,127.45
L4639:T2:I20984,4639,T2,2026-04-05T13:57:00.000Z,44,44,42,0,2,0.9545454545454546,160.58125
L4639:T2:I20985,4639,T2,2026-05-17T11:43:00.000Z,48,48,48,0,0,1,77.48819444444445
L4640:T0,4640,T0,2026-04-11T00:00:00.000Z,25,25,25,0,0,1,73
L4640:T1:I20994,4640,T1,2026-04-15T09:31:26.000Z,25,25,25,0,0,1,77.3968287037037
L4640:T2:I20991,4640,T2,2026-04-20T14:35:27.000Z,26,26,26,0,0,1,82.60795138888889
L4640:T2:I20990,4640,T2,2026-04-21T15:38:30.000Z,26,26,26,0,0,1,83.6517361111111
L4640:T2:I20992,4640,T2,2026-04-23T12:03:36.000Z,26,26,25,0,1,0.9615384615384616,157.5025
L4640:T2:I20989,4640,T2,2026-04-28T17:11:00.000Z,27,27,26,0,1,0.9629629629629629,90.71597222222222
L4640:T2:I20993,4640,T2,2026-05-23T10:31:00.000Z,30,30,28,0,2,0.9333333333333333,115.43819444444445
L4640:T2:I20995,4640,T2,2026-06-21T17:41:00.000Z,31,31,30,0,1,0.967741935483871,134.73680555555555
L4641:T0,4641,T0,2025-01-27T00:00:00.000Z,21,3,3,18,0,0.14285714285714285,21
L4641:T1:I20998,4641,T1,2025-01-28T15:50:54.000Z,22,3,3,19,0,0.13636363636363635,22.66034722222222
L4641:T2:I20997,4641,T2,2025-02-03T14:33:03.000Z,23,3,3,20,0,0.13043478260869565,28.606284722222224
L4641:T2:I21000,4641,T2,2025-05-14T15:09:00.000Z,34,23,21,11,2,0.6176470588235294,95.63125
L4641:T2:I20999,4641,T2,2025-09-23T10:55:00.000Z,45,43,36,2,7,0.8,227.45486111111111
L4641:T2:I20996,4641,T2,2026-01-16T09:43:00.000Z,52,52,47,0,5,0.9038461538461539,252.4048611111111
L4642:T0,4642,T0,2026-06-29T00:00:00.000Z,42,42,40,0,2,0.9523809523809523,109
L4642:T1:I21002,4642,T1,2026-07-07T08:04:47.000Z,43,43,42,0,1,0.9767441860465116,103.3366550925926
L4642:T2:I21004,4642,T2,2026-07-07T20:44:44.000Z,43,43,42,0,1,0.9767441860465116,103.86439814814815
L4642:T2:I21001,4642,T2,2026-07-10T19:46:37.000Z,43,43,42,0,1,0.9767441860465116,106.82403935185185
L4642:T2:I21003,4642,T2,2026-07-12T15:53:21.000Z,43,43,42,0,1,0.9767441860465116,108.66204861111112
L4643:T0,4643,T0,2025-11-13T00:00:00.000Z,88,87,81,1,6,0.9204545454545454,165
L4643:T1:I21007,4643,T1,2025-11-14T18:04:22.000Z,89,87,80,2,7,0.898876404494382,166.7530324074074
L4643:T2:I21005,4643,T2,2025-11-24T07:26:07.000Z,89,88,80,1,8,0.898876404494382,176.30980324074073
L4643:T2:I21008,4643,T2,2025-11-24T17:01:23.000Z,89,88,79,1,9,0.8876404494382022,176.7092939814815
L4643:T2:I21006,4643,T2,2026-02-25T20:58:00.000Z,104,104,98,0,6,0.9423076923076923,166.8736111111111
L4644:T0,4644,T0,2025-11-03T00:00:00.000Z,19,19,15,0,4,0.7894736842105263,133
L4644:T1:I21010,4644,T1,2025-11-08T10:06:03.000Z,20,20,18,0,2,0.9,138.42086805555556
L4644:T2:I21009,4644,T2,2025-12-06T19:52:00.000Z,21,21,19,0,2,0.9047619047619048,166.82777777777778
L4645:T0,4645,T0,2025-06-02T00:00:00.000Z,19,16,14,3,2,0.7368421052631579,107
L4645:T1:I21011,4645,T1,2025-06-14T09:55:52.000Z,20,18,14,2,4,0.7,119.4137962962963
L4646:T0,4646,T0,2026-03-19T00:00:00.000Z,34,34,34,0,0,1,69
L4646:T1:I21012,4646,T1,2026-03-22T10:19:58.000Z,35,35,35,0,0,1,72.43053240740741
L4646:T2:I21013,4646,T2,2026-03-22T15:22:03.000Z,35,35,35,0,0,1,72.6403125
L4646:T2:I21014,4646,T2,2026-03-25T18:57:49.000Z,35,35,35,0,0,1,75.79015046296297
L4647:T0,4647,T0,2025-02-01T00:00:00.000Z,13,0,0,13,0,0,
L4647:T1:I21020,4647,T1,2025-02-13T07:58:17.000Z,15,4,4,11,0,0.26666666666666666,21.332141203703703
L4647:T2:I21021,4647,T2,2025-05-30T19:55:00.000Z,19,17,14,2,3,0.7368421052631579,117.82986111111111
L4647:T2:I21019,4647,T2,2025-11-09T11:40:00.000Z,27,27,25,0,2,0.9259259259259259,146.48611111111111
L4647:T2:I21015,4647,T2,2025-11-24T16:44:00.000Z,28,28,26,0,2,0.9285714285714286,161.69722222222222
L4647:T2:I21016,4647,T2,2025-12-05T08:11:00.000Z,29,29,27,0,2,0.9310344827586207,172.34097222222223
L4647:T2:I21018,4647,T2,2026-02-04T18:18:00.000Z,34,34,32,0,2,0.9411764705882353,233.7625
L4647:T2:I21017,4647,T2,2026-03-15T08:44:00.000Z,36,36,35,0,1,0.9722222222222222,111.3638888888889
L4648:T0,4648,T0,2025-11-18T00:00:00.000Z,38,38,35,0,3,0.9210526315789473,152
L4648:T1:I21022,4648,T1,2026-03-10T12:45:00.000Z,47,47,46,0,1,0.9787234042553191,91.53125
L4649:T0,4649,T0,2025-08-07T00:00:00.000Z,15,14,12,1,2,0.8,129
L4649:T1:I21026,4649,T1,2025-08-13T14:09:33.000Z,16,16,14,0,2,0.875,135.58996527777776
L4649:T2:I21024,4649,T2,2025-08-24T12:33:00.000Z,17,17,15,0,2,0.8823529411764706,146.52291666666667
L4649:T2:I21025,4649,T2,2025-12-31T20:02:00.000Z,20,20,17,0,3,0.85,161.8347222222222
L4649:T2:I21027,4649,T2,2026-03-06T16:57:00.000Z,25,25,23,0,2,0.92,226.70625
L4649:T2:I21023,4649,T2,2026-03-21T11:59:00.000Z,27,27,27,0,0,1,70.49930555555555
L4650:T0,4650,T0,2025-10-01T00:00:00.000Z,54,53,45,1,8,0.8333333333333334,180
L4650:T1:I21028,4650,T1,2025-10-07T18:44:18.000Z,56,55,42,1,13,0.75,186.78076388888888
L4651:T0,4651,T0,2026-05-22T00:00:00.000Z,52,52,50,0,2,0.9615384615384616,124
L4651:T1:I21031,4651,T1,2026-05-22T07:54:40.000Z,53,53,51,0,2,0.9622641509433962,124.32962962962964
L4651:T2:I21032,4651,T2,2026-05-22T19:00:28.000Z,53,53,51,0,2,0.9622641509433962,124.79199074074074
L4651:T2:I21033,4651,T2,2026-05-23T07:13:20.000Z,52,52,50,0,2,0.9615384615384616,125.30092592592592
L4651:T2:I21030,4651,T2,2026-05-25T13:04:51.000Z,53,53,51,0,2,0.9622641509433962,127.54503472222223
L4651:T2:I21029,4651,T2,2026-06-04T18:15:04.000Z,54,54,53,0,1,0.9814814814814815,137.76046296296298
L4652:T0,4652,T0,2025-12-30T00:00:00.000Z,42,42,40,0,2,0.9523809523809523,145
L4652:T1:I21039,4652,T1,2026-01-06T14:41:25.000Z,43,43,41,0,2,0.9534883720930233,152.6120949074074
L4652:T2:I21037,4652,T2,2026-01-08T13:44:21.000Z,44,44,42,0,2,0.9545454545454546,154.57246527777778
L4652:T2:I21035,4652,T2,2026-01-11T20:14:00.000Z,43,43,41,0,2,0.9534883720930233,157.84305555555557
L4652:T2:I21034,4652,T2,2026-01-12T11:08:07.000Z,44,44,42,0,2,0.9545454545454546,158.4639699074074
L4652:T2:I21040,4652,T2,2026-02-17T11:11:00.000Z,46,46,44,0,2,0.9565217391304348,181.46597222222223
L4652:T2:I21036,4652,T2,2026-03-12T20:05:00.000Z,47,47,46,0,1,0.9787234042553191,93.83680555555556
L4652:T2:I21038,4652,T2,2026-05-02T17:08:00.000Z,52,52,52,0,0,1,89.71388888888889
L4653:T0,4653,T0,2026-05-15T00:00:00.000Z,95,95,92,0,3,0.968421052631579,105
L4653:T1:I21041,4653,T1,2026-05-18T10:10:02.000Z,96,96,94,0,2,0.9791666666666666,108.42363425925926
L4653:T2:I21043,4653,T2,2026-05-24T20:37:58.000Z,96,96,91,0,5,0.9479166666666666,114.85969907407407
L4653:T2:I21044,4653,T2,2026-05-25T07:42:42.000Z,96,96,91,0,5,0.9479166666666666,115.32131944444444
L4653:T2:I21042,4653,T2,2026-05-25T12:08:41.000Z,96,96,91,0,5,0.9479166666666666,115.5060300925926
L4654:T0,4654,T0,2025-02-28T00:00:00.000Z,13,2,2,11,0,0.15384615384615385,22
L4654:T1:I21045,4654,T1,2025-03-12T12:27:24.000Z,15,4,4,11,0,0.26666666666666666,34.51902777777778
L4654:T2:I21046,4654,T2,2025-12-03T15:40:00.000Z,35,35,29,0,6,0.8285714285714286,204.65277777777777
L4654:T2:I21047,4654,T2,2026-04-02T07:34:00.000Z,39,39,39,0,0,1,89.31527777777778
L4655:T0,4655,T0,2025-04-22T00:00:00.000Z,40,23,21,17,2,0.525,100
L4655:T1:I21050,4655,T1,2025-04-29T14:58:54.000Z,41,26,23,15,3,0.5609756097560976,107.62423611111112
L4655:T2:I21052,4655,T2,2025-05-03T07:38:21.000Z,42,27,25,15,2,0.5952380952380952,111.31829861111112
L4655:T2:I21054,4655,T2,2025-05-04T18:13:30.000Z,42,28,26,14,2,0.6190476190476191,112.759375
L4655:T2:I21048,4655,T2,2025-10-11T12:40:00.000Z,67,66,56,1,10,0.835820895522388,200.52777777777777
L4655:T2:I21049,4655,T2,2026-05-13T07:14:00.000Z,92,92,87,0,5,0.9456521739130435,170.30138888888888
L4655:T2:I21055,4655,T2,2026-05-18T20:40:00.000Z,93,93,89,0,4,0.956989247311828,124.86111111111111
L4655:T2:I21053,4655,T2,2026-05-29T16:50:00.000Z,93,93,89,0,4,0.956989247311828,135.70138888888889
L4655:T2:I21051,4655,T2,2026-06-06T18:01:00.000Z,93,93,88,0,5,0.946236559139785,143.75069444444443
L4656:T0,4656,T0,2025-09-18T00:00:00.000Z,47,44,42,3,2,0.8936170212765957,123
L4656:T1:I21059,4656,T1,2026-04-19T11:26:00.000Z,78,78,76,0,2,0.9743589743589743,119.47638888888889
L4656:T2:I21058,4656,T2,2026-06-05T12:58:00.000Z,85,85,81,0,4,0.9529411764705882,126.54027777777777
L4656:T2:I21056,4656,T2,2026-06-16T15:58:00.000Z,87,87,84,0,3,0.9655172413793104,132.6652777777778
L4656:T2:I21057,4656,T2,2026-06-30T15:26:00.000Z,88,88,86,0,2,0.9772727272727273,146.64305555555555
L4657:T0,4657,T0,2025-04-11T00:00:00.000Z,32,20,20,12,0,0.625,81
L4657:T1:I21062,4657,T1,2025-04-15T16:51:11.000Z,33,21,21,12,0,0.6363636363636364,85.70221064814815
L4657:T2:I21061,4657,T2,2025-04-21T07:42:58.000Z,33,21,19,12,2,0.5757575757575758,91.32150462962963
L4657:T2:I21060,4657,T2,2025-04-22T08:17:47.000Z,34,23,21,11,2,0.6176470588235294,92.34568287037037
L4657:T2:I21064,4657,T2,2025-06-08T10:56:00.000Z,40,36,32,4,4,0.8,124.45555555555555
L4657:T2:I21063,4657,T2,2025-10-05T19:20:00.000Z,51,51,43,0,8,0.8431372549019608,153.80555555555554
L4658:T0,4658,T0,2026-05-08T00:00:00.000Z,16,16,15,0,1,0.9375,144
L4658:T1:I21065,4658,T1,2026-05-14T09:34:35.000Z,18,18,17,0,1,0.9444444444444444,150.3990162037037
L4659:T0,4659,T0,2025-12-26T00:00:00.000Z,86,86,82,0,4,0.9534883720930233,125
L4659:T1:I21066,4659,T1,2025-12-27T07:59:17.000Z,86,86,82,0,4,0.9534883720930233,126.33283564814815
L4659:T2:I21069,4659,T2,2025-12-28T12:33:24.000Z,87,87,82,0,5,0.9425287356321839,127.52319444444444
L4659:T2:I21071,4659,T2,2025-12-28T17:18:16.000Z,87,87,82,0,5,0.9425287356321839,127.72101851851852
L4659:T2:I21073,4659,T2,2025-12-30T19:23:05.000Z,87,87,80,0,7,0.9195402298850575,129.80769675925927
L4659:T2:I21067,4659,T2,2026-01-03T07:13:54.000Z,87,87,81,0,6,0.9310344827586207,133.30131944444443
L4659:T2:I21072,4659,T2,2026-01-03T10:05:15.000Z,87,87,81,0,6,0.9310344827586207,133.4203125
L4659:T2:I21068,4659,T2,2026-01-04T20:02:46.000Z,87,87,81,0,6,0.9310344827586207,134.83525462962962
L4659:T2:I21070,4659,T2,2026-02-26T18:02:00.000Z,96,96,87,0,9,0.90625,187.7513888888889
L4660:T0,4660,T0,2025-11-14T00:00:00.000Z,24,24,22,0,2,0.9166666666666666,153
L4660:T1:I21075,4660,T1,2025-11-18T07:24:22.000Z,25,25,23,0,2,0.92,157.30858796296297
L4660:T2:I21076,4660,T2,2025-11-18T11:53:32.000Z,25,25,23,0,2,0.92,157.49550925925925
L4660:T2:I21074,4660,T2,2025-11-19T10:50:15.000Z,25,25,23,0,2,0.92,158.4515625
L4660:T2:I21077,4660,T2,2025-11-27T14:16:09.000Z,26,26,23,0,3,0.8846153846153846,246.59454861111112
L4660:T2:I21078,4660,T2,2026-06-29T08:40:00.000Z,33,33,32,0,1,0.9696969696969697,94.36111111111111
L4661:T0,4661,T0,2026-05-02T00:00:00.000Z,67,67,63,0,4,0.9402985074626866,131
L4661:T1:I21079,4661,T1,2026-05-06T16:03:29.000Z,68,68,65,0,3,0.9558823529411765,135.66908564814815
L4661:T2:I21080,4661,T2,2026-05-13T14:42:16.000Z,69,69,66,0,3,0.9565217391304348,142.61268518518517
L4662:T0,4662,T0,2025-06-27T00:00:00.000Z,7,6,6,1,0,0.8571428571428571,64
L4662:T1:I21085,4662,T1,2025-06-29T18:17:56.000Z,8,7,7,1,0,0.875,80.7624537037037
L4662:T2:I21087,4662,T2,2025-07-05T13:06:44.000Z,8,7,7,1,0,0.875,72.5463425925926
L4662:T2:I21083,4662,T2,2025-07-07T17:32:44.000Z,8,7,7,1,0,0.875,74.73106481481481
L4662:T2:I21088,4662,T2,2025-07-07T18:50:04.000Z,8,7,7,1,0,0.875,74.78476851851852
L4662:T2:I21086,4662,T2,2025-07-08T13:14:03.000Z,8,7,7,1,0,0.875,75.5514236111111
L4662:T2:I21082,4662,T2,2025-08-10T19:49:00.000Z,8,7,7,1,0,0.875,60.825694444444444
L4662:T2:I21084,4662,T2,2025-09-15T14:06:00.000Z,8,7,6,1,1,0.75,96.5875
L4662:T2:I21081,4662,T2,2026-03-23T07:37:00.000Z,10,10,10,0,0,1,58.31736111111111
L4663:T0,4663,T0,2025-10-21T00:00:00.000Z,48,47,40,1,7,0.8333333333333334,165
L4663:T1:I21093,4663,T1,2025-10-22T12:41:25.000Z,49,48,41,1,7,0.8367346938775511,166.52876157407408
L4663:T2:I21094,4663,T2,2025-10-23T19:32:02.000Z,49,48,40,1,8,0.8163265306122449,167.81391203703703
L4663:T2:I21091,4663,T2,2025-11-01T17:43:42.000Z,49,48,42,1,6,0.8571428571428571,176.73868055555556
L4663:T2:I21089,4663,T2,2025-11-02T09:01:57.000Z,49,48,40,1,8,0.8163265306122449,227.37635416666666
L4663:T2:I21092,4663,T2,2026-02-28T07:16:00.000Z,59,59,55,0,4,0.9322033898305084,155.30277777777778
L4663:T2:I21090,4663,T2,2026-05-13T07:55:00.000Z,65,65,61,0,4,0.9384615384615385,170.32986111111111
L4664:T0,4664,T0,2025-11-22T00:00:00.000Z,27,27,25,0,2,0.9259259259259259,195
L4664:T1:I21095,4664,T1,2025-11-23T09:05:48.000Z,28,28,27,0,1,0.9642857142857143,196.37902777777776
L4664:T2:I21101,4664,T2,2025-11-28T18:50:39.000Z,28,28,27,0,1,0.9642857142857143,201.7851736111111
L4664:T2:I21096,4664,T2,2025-11-30T19:19:51.000Z,28,28,27,0,1,0.9642857142857143,203.80545138888888
L4664:T2:I21099,4664,T2,2025-12-03T07:33:04.000Z,28,28,28,0,0,1,69.31462962962964
L4664:T2:I21100,4664,T2,2026-01-20T10:32:00.000Z,28,28,25,0,3,0.8928571428571429,117.43888888888888
L4664:T2:I21097,4664,T2,2026-01-20T18:09:00.000Z,28,28,25,0,3,0.8928571428571429,117.75625
L4664:T2:I21102,4664,T2,2026-03-10T09:54:00.000Z,30,30,29,0,1,0.9666666666666667,154.4125
L4664:T2:I21098,4664,T2,2026-05-03T17:30:00.000Z,33,33,33,0,0,1,76.72916666666667
L4665:T0,4665,T0,2025-11-18T00:00:00.000Z,35,35,30,0,5,0.8571428571428571,264
L4665:T1:I21103,4665,T1,2025-11-23T10:09:48.000Z,36,36,31,0,5,0.8611111111111112,269.42347222222224
L4665:T2:I21104,4665,T2,2025-12-01T13:18:42.000Z,38,38,33,0,5,0.868421052631579,277.5546527777778
L4666:T0,4666,T0,2025-10-02T00:00:00.000Z,45,44,39,1,5,0.8666666666666667,146
L4666:T1:I21106,4666,T1,2025-10-03T17:00:55.000Z,46,45,40,1,5,0.8695652173913043,147.7089699074074
L4666:T2:I21105,4666,T2,2025-10-04T15:31:55.000Z,46,45,40,1,5,0.8695652173913043,148.64716435185184
L4666:T2:I21107,4666,T2,2025-10-10T13:06:07.000Z,46,45,38,1,7,0.8260869565217391,154.54591435185185
L4666:T2:I21108,4666,T2,2026-03-05T09:18:00.000Z,60,60,56,0,4,0.9333333333333333,160.3875
L4667:T0,4667,T0,2025-11-26T00:00:00.000Z,42,42,41,0,1,0.9761904761904762,282
L4667:T1:I21111,4667,T1,2025-11-26T14:09:23.000Z,42,42,41,0,1,0.9761904761904762,282.589849537037
L4667:T2:I21113,4667,T2,2025-11-29T19:49:16.000Z,43,43,42,0,1,0.9767441860465116,285.82587962962964
L4667:T2:I21115,4667,T2,2025-12-02T09:51:40.000Z,43,43,42,0,1,0.9767441860465116,288.4108796296296
L4667:T2:I21109,4667,T2,2025-12-02T19:29:15.000Z,44,44,43,0,1,0.9772727272727273,288.8119791666667
L4667:T2:I21112,4667,T2,2026-02-25T07:09:00.000Z,50,50,50,0,0,1,88.29791666666667
L4667:T2:I21110,4667,T2,2026-05-18T09:14:00.000Z,59,59,57,0,2,0.9661016949152542,121.38472222222222
L4667:T2:I21114,4667,T2,2026-06-08T10:33:00.000Z,59,59,57,0,2,0.9661016949152542,134.43958333333333
L4668:T0,4668,T0,2026-04-27T00:00:00.000Z,62,62,59,0,3,0.9516129032258065,154
L4668:T1:I21120,4668,T1,2026-04-28T07:04:11.000Z,63,63,59,0,4,0.9365079365079365,155.29457175925927
L4668:T2:I21116,4668,T2,2026-04-29T16:17:33.000Z,63,63,58,0,5,0.9206349206349206,156.67885416666667
L4668:T2:I21121,4668,T2,2026-05-03T18:26:18.000Z,63,63,57,0,6,0.9047619047619048,160.7682638888889
L4668:T2:I21118,4668,T2,2026-05-07T08:19:56.000Z,64,64,59,0,5,0.921875,164.34717592592594
L4668:T2:I21119,4668,T2,2026-05-07T16:38:51.000Z,64,64,60,0,4,0.9375,164.69364583333333
L4668:T2:I21117,4668,T2,2026-05-07T19:43:37.000Z,64,64,60,0,4,0.9375,164.8219560185185
L4669:T0,4669,T0,2025-12-24T00:00:00.000Z,64,64,59,0,5,0.921875,147
L4669:T1:I21124,4669,T1,2025-12-24T11:53:41.000Z,65,65,60,0,5,0.9230769230769231,147.49561342592594
L4669:T2:I21128,4669,T2,2025-12-25T09:33:35.000Z,65,65,60,0,5,0.9230769230769231,148.39832175925926
L4669:T2:I21126,4669,T2,2025-12-26T13:05:55.000Z,65,65,60,0,5,0.9230769230769231,149.54577546296295
L4669:T2:I21123,4669,T2,2026-01-04T07:17:29.000Z,66,66,60,0,6,0.9090909090909091,158.30380787037038
L4669:T2:I21125,4669,T2,2026-01-05T10:02:59.000Z,66,66,61,0,5,0.9242424242424242,159.41873842592594
L4669:T2:I21127,4669,T2,2026-01-05T11:56:49.000Z,66,66,61,0,5,0.9242424242424242,159.49778935185185
L4669:T2:I21122,4669,T2,2026-01-05T13:40:27.000Z,66,66,60,0,6,0.9090909090909091,159.56975694444444
L4670:T0,4670,T0,2026-05-14T00:00:00.000Z,32,32,31,0,1,0.96875,152
L4670:T1:I21129,4670,T1,2026-05-17T19:26:35.000Z,33,33,32,0,1,0.9696969696969697,155.81012731481482
L4670:T2:I21130,4670,T2,2026-06-15T14:41:00.000Z,33,33,33,0,0,1,80.61180555555555
L4671:T0,4671,T0,2026-05-11T00:00:00.000Z,58,58,56,0,2,0.9655172413793104,102
L4671:T1:I21131,4671,T1,2026-05-19T11:45:47.000Z,61,61,60,0,1,0.9836065573770492,105.49012731481481
L4671:T2:I21132,4671,T2,2026-05-24T08:02:03.000Z,62,62,61,0,1,0.9838709677419355,110.33475694444445
L4672:T0,4672,T0,2025-12-17T00:00:00.000Z,34,34,33,0,1,0.9705882352941176,102
L4672:T1:I21136,4672,T1,2025-12-24T09:25:39.000Z,34,34,33,0,1,0.9705882352941176,109.3928125
L4672:T2:I21133,4672,T2,2025-12-29T12:00:04.000Z,35,35,34,0,1,0.9714285714285714,114.50004629629629
L4672:T2:I21134,4672,T2,2026-02-16T09:42:00.000Z,39,39,36,0,3,0.9230769230769231,118.40416666666667
L4672:T2:I21135,4672,T2,2026-04-17T17:01:00.000Z,43,43,43,0,0,1,73.70902777777778
L4673:T0,4673,T0,2025-12-20T00:00:00.000Z,28,28,27,0,1,0.9642857142857143,187
L4673:T1:I21140,4673,T1,2025-12-21T07:06:00.000Z,29,29,28,0,1,0.9655172413793104,188.29583333333332
L4673:T2:I21143,4673,T2,2025-12-24T10:16:52.000Z,29,29,28,0,1,0.9655172413793104,191.42837962962963
L4673:T2:I21141,4673,T2,2025-12-24T13:58:33.000Z,29,29,28,0,1,0.9655172413793104,191.5823263888889
L4673:T2:I21139,4673,T2,2025-12-27T14:03:07.000Z,29,29,28,0,1,0.9655172413793104,194.58549768518517
L4673:T2:I21142,4673,T2,2025-12-29T08:58:00.000Z,28,28,27,0,1,0.9642857142857143,196.3736111111111
L4673:T2:I21137,4673,T2,2025-12-31T09:47:00.000Z,29,29,28,0,1,0.9655172413793104,198.4076388888889
