spot_id,broker_id,physical_profile,location_profile
1069,257,PH3,LOC3
1070,262,PH1,LOC1
1071,136,PH3,LOC4
1072,203,PH4,LOC2
1073,260,PH3,LOC1
1074,17,PH1,LOC5
1075,294,PH2,LOC5
1076,197,PH1,LOC7
1077,250,PH3,LOC1
1078,154,PH2,LOC6
1079,197,PH2,LOC4
1080,156,PH1,LOC1
1081,218,PH3,LOC5
1082,123,PH4,LOC1
1083,132,PH2,LOC1
1084,19,PH3,LOC2
1085,107,PH2,LOC5
1086,62,PH1,LOC6
1087,65,PH2,LOC6
1088,130,PH2,LOC4
1089,203,PH1,LOC2
1090,145,PH4,LOC2
1091,160,PH1,LOC4
1092,263,PH2,LOC7
1093,209,PH3,LOC2
1094,219,PH1,LOC1
1095,234,PH1,LOC1
1096,160,PH1,LOC2
1097,7,PH1,LOC6
1098,13,PH2,LOC1
1099,85,PH1,LOC2
1100,108,PH1,LOC5
1101,37,PH2,LOC6
1102,149,PH3,LOC4
1103,71,PH1,LOC2
1104,87,PH2,LOC5
1105,97,PH1,LOC2
1106,225,PH2,LOC1
1107,60,PH2,LOC1
1108,279,PH2,LOC6
1109,144,PH4,LOC3
1110,102,PH2,LOC1
1111,230,PH3,LOC1
1112,107,PH1,LOC3
1113,73,PH2,LOC2
1114,140,PH1,LOC1
1115,161,PH3,LOC7
1116,34,PH2,LOC1
1117,203,PH1,LOC2
1118,176,PH1,LOC5
1119,234,PH1,LOC1
1120,142,PH4,LOC1
1121,120,PH2,LOC3
1122,142,PH1,LOC6
1123,91,PH4,LOC4
1124,196,PH4,LOC4
1125,3,PH2,LOC1
1126,232,PH1,LOC1
1127,133,PH3,LOC2
1128,206,PH2,LOC1
1129,259,PH2,LOC7
1130,181,PH2,LOC3
1131,193,PH1,LOC2
1132,79,PH1,LOC7
1133,142,PH3,LOC1
1134,104,PH1,LOC4
1135,10,PH2,LOC3
1136,289,PH1,LOC1
1137,168,PH3,LOC4
1138,187,PH2,LOC5
1139,226,PH2,LOC3
1140,190,PH1,LOC1
1141,118,PH2,LOC1
1142,101,PH2,LOC3
1143,72,PH3,LOC4
1144,66,PH2,LOC2
1145,233,PH2,LOC6
1146,151,PH3,LOC2
1147,137,PH1,LOC5
1148,180,PH1,LOC1
1149,189,PH3,LOC7
1150,43,PH1,LOC1
1151,53,PH1,LOC5
1152,150,PH2,LOC4
1153,33,PH1,LOC1
1154,154,PH1,LOC1
1155,220,PH1,LOC3
1156,30,PH3,LOC4
1157,43,PH1,LOC4
1158,18,PH1,LOC1
1159,190,PH1,LOC7
1160,159,PH1,LOC1
1161,71,PH3,LOC1
1162,269,PH1,LOC3
1163,186,PH1,LOC1
1164,65,PH3,LOC1
1165,244,PH1,LOC1
1166,87,PH1,LOC1
1167,118,PH1,LOC3
1168,223,PH1,LOC1
1169,227,PH1,LOC5
1170,86,PH2,LOC6
1171,168,PH3,LOC4
1172,290,PH4,LOC1
1173,65,PH2,LOC2
1174,251,PH2,LOC1
1175,132,PH1,LOC5
1176,187,PH1,LOC2
1177,86,PH1,LOC1
1178,106,PH3,LOC6
1179,258,PH1,LOC7
1180,209,PH1,LOC2
1181,51,PH3,LOC2
1182,59,PH1,LOC1
1183,104,PH4,LOC4
1184,213,PH4,LOC3
1185,4,PH2,LOC1
1186,43,PH1,LOC5
1187,254,PH2,LOC2
1188,52,PH1,LOC2
1189,23,PH3,LOC4
1190,21,PH2,LOC2
1191,198,PH1,LOC2
1192,106,PH1,LOC5
1193,192,PH1,LOC4
1194,290,PH3,LOC1
1195,178,PH1,LOC7
1196,295,PH1,LOC4
1197,212,PH1,LOC1
1198,291,PH3,LOC5
1199,181,PH3,LOC1
1200,89,PH2,LOC2
1201,286,PH1,LOC1
1202,211,PH1,LOC5
1203,63,PH2,LOC2
1204,197,PH4,LOC7
1205,269,PH1,LOC4
1206,133,PH1,LOC3
1207,29,PH4,LOC5
1208,102,PH1,LOC1
1209,75,PH3,LOC2
1210,200,PH1,LOC2
1211,72,PH3,LOC2
1212,78,PH1,LOC1
1213,78,PH2,LOC2
1214,74,PH1,LOC5
1215,86,PH1,LOC1
1216,117,PH1,LOC1
1217,75,PH2,LOC2
1218,140,PH2,LOC3
1219,210,PH1,LOC4
1220,185,PH1,LOC6
1221,203,PH1,LOC4
1222,51,PH3,LOC5
1223,130,PH1,LOC5
1224,129,PH3,LOC2
1225,148,PH1,LOC4
1226,140,PH4,LOC1
1227,25,PH1,LOC1
1228,173,PH2,LOC2
1229,254,PH1,LOC3
1230,212,PH1,LOC1
1231,55,PH4,LOC1
1232,145,PH2,LOC2
1233,241,PH1,LOC4
1234,107,PH2,LOC4
1235,36,PH1,LOC2
1236,189,PH2,LOC3
1237,133,PH2,LOC2
1238,9,PH1,LOC5
1239,287,PH2,LOC2
1240,25,PH1,LOC1
1241,68,PH2,LOC2
1242,230,PH4,LOC6
1243,74,PH1,LOC1
1244,220,PH1,LOC1
1245,240,PH2,LOC3
1246,87,PH2,LOC3
1247,149,PH4,LOC2
1248,220,PH2,LOC1
1249,7,PH2,LOC1
1250,184,PH3,LOC1
1251,192,PH2,LOC1
1252,185,PH1,LOC4
1253,100,PH1,LOC1
1254,62,PH2,LOC2
1255,203,PH1,LOC2
1256,42,PH2,LOC7
1257,74,PH1,LOC1
1258,101,PH2,LOC3
1259,174,PH4,LOC2
1260,133,PH1,LOC1
1261,175,PH1,LOC3
1262,294,PH2,LOC1
1263,124,PH1,LOC2
1264,167,PH4,LOC3
1265,126,PH3,LOC7
1266,158,PH2,LOC6
1267,79,PH1,LOC1
1268,140,PH1,LOC1
1269,116,PH2,LOC3
1270,285,PH2,LOC6
1271,137,PH2,LOC3
1272,82,PH2,LOC1
1273,20,PH1,LOC1
1274,35,PH1,LOC2
1275,205,PH1,LOC6
1276,244,PH1,LOC1
1277,259,PH2,LOC3
1278,132,PH2,LOC4
1279,214,PH1,LOC7
1280,99,PH2,LOC3
1281,106,PH1,LOC2
1282,77,PH1,LOC7
1283,166,PH1,LOC5
1284,189,PH2,LOC2
1285,297,PH1,LOC1
1286,33,PH3,LOC3
1287,104,PH1,LOC5
1288,99,PH1,LOC7
1289,171,PH1,LOC5
1290,226,PH1,LOC4
1291,49,PH1,LOC5
1292,49,PH2,LOC5
1293,11,PH1,LOC4
1294,224,PH2,LOC2
1295,151,PH2,LOC1
1296,122,PH1,LOC1
1297,257,PH3,LOC1
1298,272,PH1,LOC2
1299,225,PH4,LOC5
1300,116,PH2,LOC1
1301,59,PH2,LOC1
1302,25,PH3,LOC6
1303,123,PH1,LOC4
1304,16,PH3,LOC5
1305,276,PH4,LOC1
1306,78,PH1,LOC1
1307,102,PH1,LOC1
1308,98,PH1,LOC4
1309,66,PH1,LOC2
1310,15,PH2,LOC6
1311,176,PH2,LOC2
1312,106,PH2,LOC5
1313,17,PH1,LOC1
1314,154,PH3,LOC1
1315,140,PH1,LOC5
1316,143,PH2,LOC1
1317,256,PH1,LOC2
1318,212,PH2,LOC3
1319,297,PH3,LOC1
1320,115,PH1,LOC6
1321,76,PH2,LOC1
1322,143,PH2,LOC2
1323,247,PH3,LOC3
1324,120,PH4,LOC1
1325,196,PH1,LOC1
1326,112,PH3,LOC2
1327,261,PH1,LOC2
1328,283,PH3,LOC1
1329,85,PH2,LOC3
1330,157,PH1,LOC1
1331,90,PH1,LOC4
1332,189,PH4,LOC5
1333,31,PH2,LOC1
1334,242,PH1,LOC2
1335,124,PH1,LOC4
1336,35,PH1,LOC3
1337,253,PH1,LOC4
1338,70,PH1,LOC3
1339,280,PH1,LOC2
1340,91,PH1,LOC1
1341,108,PH1,LOC2
1342,63,PH3,LOC1
1343,187,PH1,LOC3
1344,287,PH1,LOC3
1345,241,PH2,LOC5
1346,249,PH3,LOC3
1347,268,PH2,LOC1
1348,139,PH2,LOC3
1349,52,PH1,LOC1
1350,41,PH2,LOC2
1351,33,PH2,LOC7
1352,22,PH1,LOC2
1353,294,PH2,LOC1
1354,274,PH1,LOC3
1355,282,PH1,LOC1
1356,177,PH3,LOC1
1357,41,PH1,LOC5
1358,16,PH2,LOC1
1359,180,PH1,LOC5
1360,125,PH1,LOC2
1361,121,PH1,LOC5
1362,229,PH2,LOC1
1363,59,PH2,LOC5
1364,193,PH1,LOC5
1365,297,PH2,LOC5
1366,27,PH3,LOC1
1367,144,PH3,LOC1
1368,277,PH2,LOC4
1369,172,PH1,LOC3
1370,283,PH3,LOC5
1371,172,PH1,LOC3
1372,92,PH1,LOC2
1373,68,PH1,LOC7
1374,259,PH2,LOC1
1375,290,PH3,LOC1
1376,167,PH1,LOC1
1377,213,PH2,LOC3
1378,154,PH2,LOC4
1379,105,PH2,LOC1
1380,230,PH1,LOC3
1381,260,PH1,LOC1
1382,296,PH1,LOC1
1383,163,PH2,LOC1
1384,157,PH1,LOC5
1385,214,PH2,LOC4
1386,29,PH1,LOC2
1387,211,PH2,LOC1
1388,113,PH2,LOC5
1389,263,PH4,LOC5
1390,243,PH1,LOC2
1391,233,PH1,LOC1
1392,131,PH1,LOC2
1393,181,PH1,LOC3
1394,131,PH1,LOC2
1395,191,PH1,LOC4
1396,270,PH1,LOC7
1397,44,PH2,LOC3
1398,128,PH1,LOC1
1399,251,PH1,LOC1
1400,184,PH1,LOC5
1401,149,PH3,LOC2
1402,125,PH1,LOC2
1403,182,PH1,LOC1
1404,83,PH1,LOC1
1405,13,PH3,LOC2
1406,93,PH1,LOC6
1407,262,PH1,LOC2
1408,237,PH1,LOC7
1409,46,PH3,LOC2
1410,109,PH2,LOC2
1411,38,PH1,LOC6
1412,75,PH1,LOC2
1413,28,PH2,LOC2
1414,149,PH3,LOC1
1415,289,PH1,LOC3
1416,100,PH1,LOC5
1417,84,PH1,LOC3
1418,141,PH2,LOC5
1419,129,PH1,LOC1
1420,86,PH1,LOC2
1421,186,PH1,LOC2
1422,100,PH3,LOC5
1423,93,PH2,LOC1
1424,275,PH1,LOC5
1425,14,PH1,LOC2
1426,3,PH2,LOC1
1427,100,PH3,LOC3
1428,226,PH1,LOC5
1429,134,PH1,LOC4
1430,277,PH2,LOC7
1431,221,PH1,LOC1
1432,192,PH2,LOC3
1433,245,PH1,LOC1
1434,42,PH2,LOC7
1435,97,PH1,LOC2
1436,300,PH3,LOC5
1437,76,PH2,LOC2
1438,297,PH4,LOC5
1439,92,PH1,LOC2
1440,171,PH1,LOC6
1441,233,PH2,LOC1
1442,196,PH1,LOC3
1443,185,PH1,LOC7
1444,290,PH3,LOC1
1445,284,PH3,LOC3
1446,290,PH1,LOC1
1447,100,PH1,LOC1
1448,24,PH1,LOC1
1449,294,PH1,LOC2
1450,168,PH1,LOC1
1451,61,PH1,LOC3
1452,127,PH1,LOC1
1453,220,PH1,LOC4
1454,42,PH1,LOC1
1455,34,PH1,LOC3
1456,196,PH2,LOC1
1457,219,PH2,LOC1
1458,242,PH1,LOC4
1459,228,PH1,LOC1
1460,120,PH1,LOC7
1461,6,PH1,LOC7
1462,297,PH1,LOC3
1463,180,PH1,LOC5
1464,261,PH2,LOC1
1465,139,PH1,LOC4
1466,223,PH2,LOC4
1467,56,PH3,LOC4
1468,229,PH1,LOC2
1469,73,PH2,LOC5
1470,289,PH1,LOC3
1471,75,PH1,LOC5
1472,266,PH2,LOC5
1473,128,PH2,LOC1
1474,99,PH3,LOC7
1475,157,PH3,LOC7
1476,137,PH2,LOC1
1477,285,PH2,LOC1
1478,52,PH1,LOC1
1479,289,PH1,LOC6
1480,41,PH1,LOC2
1481,103,PH1,LOC7
1482,274,PH1,LOC5
1483,168,PH1,LOC1
1484,59,PH2,LOC1
1485,292,PH2,LOC1
1486,269,PH1,LOC5
1487,9,PH1,LOC2
1488,210,PH1,LOC5
1489,126,PH1,LOC1
1490,128,PH1,LOC1
1491,116,PH1,LOC5
1492,65,PH1,LOC5
1493,136,PH2,LOC2
1494,154,PH2,LOC2
1495,174,PH1,LOC7
1496,223,PH2,LOC6
1497,145,PH2,LOC1
1498,260,PH3,LOC4
1499,14,PH1,LOC1
1500,190,PH1,LOC1
1501,254,PH1,LOC5
1502,10,PH1,LOC1
1503,23,PH2,LOC3
1504,158,PH1,LOC3
1505,146,PH2,LOC1
1506,1,PH2,LOC6
1507,65,PH1,LOC2
1508,275,PH1,LOC5
1509,231,PH1,LOC1
1510,22,PH1,LOC2
1511,291,PH1,LOC3
1512,150,PH4,LOC2
1513,254,PH1,LOC1
1514,286,PH1,LOC1
1515,99,PH3,LOC1
1516,30,PH1,LOC2
1517,103,PH2,LOC1
1518,133,PH1,LOC4
1519,166,PH2,LOC1
1520,36,PH2,LOC1
1521,139,PH3,LOC1
1522,88,PH1,LOC1
1523,264,PH1,LOC1
1524,300,PH2,LOC1
1525,243,PH1,LOC2
1526,296,PH1,LOC1
1527,153,PH1,LOC3
1528,202,PH2,LOC2
1529,23,PH1,LOC1
1530,76,PH4,LOC7
1531,2,PH3,LOC3
1532,221,PH2,LOC2
1533,207,PH1,LOC1
1534,257,PH2,LOC2
1535,125,PH1,LOC1
1536,61,PH1,LOC2
1537,216,PH1,LOC3
1538,52,PH2,LOC1
1539,76,PH1,LOC2
1540,86,PH1,LOC2
1541,223,PH3,LOC2
1542,223,PH3,LOC2
1543,11,PH2,LOC4
1544,122,PH1,LOC4
1545,70,PH1,LOC1
1546,130,PH2,LOC2
1547,153,PH3,LOC2
1548,176,PH3,LOC3
1549,198,PH1,LOC1
1550,150,PH3,LOC3
1551,145,PH1,LOC1
1552,19,PH1,LOC2
1553,267,PH2,LOC3
1554,86,PH3,LOC1
1555,157,PH2,LOC4
1556,69,PH3,LOC1
1557,100,PH3,LOC2
1558,116,PH1,LOC1
1559,162,PH2,LOC6
1560,38,PH1,LOC1
1561,280,PH1,LOC2
1562,192,PH1,LOC1
1563,143,PH2,LOC2
1564,282,PH1,LOC1
1565,171,PH1,LOC1
1566,121,PH1,LOC2
1567,236,PH2,LOC4
1568,66,PH4,LOC3
1569,201,PH1,LOC2
1570,92,PH2,LOC4
1571,296,PH1,LOC3
1572,174,PH2,LOC1
1573,263,PH2,LOC1
1574,213,PH1,LOC2
1575,177,PH3,LOC1
1576,125,PH1,LOC4
1577,105,PH1,LOC3
1578,202,PH1,LOC1
1579,234,PH1,LOC4
1580,113,PH1,LOC5
1581,92,PH1,LOC1
1582,7,PH1,LOC2
1583,134,PH1,LOC1
1584,210,PH2,LOC1
1585,215,PH1,LOC3
1586,210,PH2,LOC3
1587,170,PH1,LOC3
1588,252,PH1,LOC1
1589,43,PH2,LOC1
1590,91,PH2,LOC6
1591,38,PH1,LOC1
1592,264,PH1,LOC4
1593,17,PH3,LOC3
1594,64,PH2,LOC1
1595,244,PH1,LOC4
1596,172,PH1,LOC1
1597,271,PH1,LOC5
1598,143,PH3,LOC6
1599,184,PH1,LOC4
1600,53,PH3,LOC1
1601,43,PH1,LOC1
1602,225,PH1,LOC1
1603,37,PH1,LOC1
1604,141,PH1,LOC4
1605,293,PH2,LOC3
1606,222,PH1,LOC4
1607,96,PH4,LOC4
1608,105,PH2,LOC2
1609,52,PH1,LOC2
1610,283,PH1,LOC4
1611,216,PH2,LOC4
1612,232,PH1,LOC6
1613,144,PH2,LOC2
1614,88,PH1,LOC2
1615,132,PH1,LOC1
1616,152,PH2,LOC2
1617,248,PH2,LOC2
1618,47,PH1,LOC2
1619,200,PH1,LOC2
1620,222,PH1,LOC4
1621,256,PH1,LOC2
1622,54,PH1,LOC6
1623,56,PH2,LOC3
1624,54,PH2,LOC5
1625,113,PH3,LOC2
1626,208,PH1,LOC6
1627,77,PH1,LOC1
1628,276,PH3,LOC5
1629,224,PH2,LOC7
1630,99,PH2,LOC2
1631,104,PH1,LOC5
1632,200,PH4,LOC2
1633,4,PH1,LOC4
1634,162,PH1,LOC3
1635,41,PH1,LOC5
1636,56,PH1,LOC2
1637,49,PH2,LOC2
1638,170,PH1,LOC1
1639,104,PH1,LOC4
1640,64,PH2,LOC3
1641,261,PH1,LOC2
1642,36,PH1,LOC3
1643,32,PH1,LOC1
1644,21,PH1,LOC1
1645,105,PH2,LOC3
1646,134,PH1,LOC3
1647,125,PH4,LOC3
1648,139,PH1,LOC4
1649,88,PH2,LOC1
1650,43,PH1,LOC6
1651,192,PH1,LOC1
1652,80,PH4,LOC1
1653,254,PH4,LOC1
1654,25,PH2,LOC7
1655,287,PH1,LOC3
1656,259,PH4,LOC1
1657,184,PH1,LOC1
1658,243,PH1,LOC2
1659,99,PH3,LOC2
1660,178,PH1,LOC4
1661,101,PH1,LOC6
1662,211,PH1,LOC4
1663,138,PH1,LOC1
1664,35,PH4,LOC1
1665,178,PH3,LOC1
1666,188,PH1,LOC2
1667,235,PH1,LOC1
1668,44,PH1,LOC4
1669,245,PH3,LOC5
1670,115,PH1,LOC6
1671,32,PH1,LOC1
1672,86,PH3,LOC1
1673,109,PH4,LOC4
1674,150,PH2,LOC7
1675,113,PH1,LOC6
1676,239,PH3,LOC5
1677,107,PH1,LOC4
1678,166,PH1,LOC1
1679,282,PH2,LOC6
1680,172,PH1,LOC2
1681,240,PH2,LOC1
1682,285,PH3,LOC4
1683,170,PH3,LOC2
1684,212,PH2,LOC7
1685,115,PH3,LOC7
1686,62,PH1,LOC1
1687,59,PH1,LOC1
1688,262,PH2,LOC4
1689,191,PH3,LOC2
1690,34,PH1,LOC4
1691,18,PH1,LOC1
1692,162,PH2,LOC5
1693,33,PH3,LOC7
1694,95,PH2,LOC6
1695,282,PH2,LOC1
1696,95,PH2,LOC4
1697,247,PH3,LOC1
1698,2,PH3,LOC5
1699,223,PH1,LOC2
1700,11,PH1,LOC4
1701,240,PH1,LOC4
1702,154,PH1,LOC3
1703,82,PH1,LOC1
1704,266,PH1,LOC1
1705,103,PH1,LOC1
1706,38,PH2,LOC6
1707,37,PH3,LOC1
1708,137,PH1,LOC2
1709,214,PH1,LOC2
1710,211,PH2,LOC6
1711,28,PH1,LOC5
1712,43,PH2,LOC1
1713,273,PH3,LOC6
1714,230,PH1,LOC1
1715,76,PH2,LOC2
1716,83,PH3,LOC1
1717,111,PH1,LOC4
1718,213,PH4,LOC1
1719,259,PH2,LOC2
1720,162,PH1,LOC2
1721,246,PH3,LOC5
1722,142,PH1,LOC2
1723,129,PH2,LOC4
1724,279,PH1,LOC1
1725,143,PH1,LOC1
1726,59,PH1,LOC2
1727,259,PH1,LOC2
1728,14,PH1,LOC1
1729,37,PH2,LOC1
1730,259,PH3,LOC5
1731,108,PH4,LOC2
1732,32,PH2,LOC2
1733,292,PH2,LOC2
1734,126,PH3,LOC1
1735,56,PH2,LOC1
1736,216,PH1,LOC1
1737,132,PH1,LOC2
1738,77,PH1,LOC1
1739,97,PH3,LOC3
1740,59,PH1,LOC6
1741,195,PH2,LOC1
1742,109,PH2,LOC4
1743,273,PH4,LOC4
1744,174,PH1,LOC1
1745,203,PH1,LOC1
1746,135,PH1,LOC4
1747,267,PH4,LOC1
1748,27,PH1,LOC1
1749,157,PH3,LOC1
1750,180,PH3,LOC3
1751,76,PH1,LOC4
1752,275,PH2,LOC4
1753,199,PH1,LOC6
1754,36,PH1,LOC2
1755,285,PH1,LOC2
1756,108,PH1,LOC2
1757,277,PH2,LOC2
1758,288,PH2,LOC4
1759,9,PH1,LOC2
1760,139,PH2,LOC2
1761,16,PH4,LOC1
1762,212,PH3,LOC5
1763,257,PH1,LOC2
1764,6,PH1,LOC1
1765,217,PH2,LOC2
1766,99,PH1,LOC3
1767,154,PH4,LOC2
1768,126,PH2,LOC7
1769,5,PH2,LOC3
1770,136,PH1,LOC3
1771,177,PH1,LOC4
1772,37,PH2,LOC3
1773,194,PH3,LOC6
1774,161,PH1,LOC3
1775,120,PH1,LOC1
1776,171,PH2,LOC1
1777,142,PH1,LOC2
1778,32,PH1,LOC1
1779,55,PH2,LOC2
1780,276,PH2,LOC2
1781,188,PH1,LOC1
1782,218,PH1,LOC5
1783,70,PH2,LOC4
1784,52,PH3,LOC3
1785,156,PH1,LOC7
1786,241,PH1,LOC2
1787,38,PH2,LOC5
1788,272,PH2,LOC1
1789,221,PH2,LOC1
1790,146,PH1,LOC2
1791,117,PH1,LOC1
1792,30,PH2,LOC1
1793,81,PH1,LOC2
1794,239,PH1,LOC2
1795,258,PH1,LOC1
1796,21,PH2,LOC3
1797,155,PH3,LOC6
1798,62,PH2,LOC2
1799,275,PH2,LOC1
1800,293,PH1,LOC3
1801,273,PH1,LOC2
1802,114,PH4,LOC1
1803,87,PH4,LOC2
1804,53,PH1,LOC2
1805,39,PH2,LOC7
1806,225,PH2,LOC1
1807,55,PH2,LOC4
1808,47,PH2,LOC3
1809,27,PH4,LOC7
1810,65,PH3,LOC1
1811,290,PH2,LOC1
1812,119,PH1,LOC1
1813,81,PH1,LOC1
1814,210,PH2,LOC7
1815,41,PH3,LOC1
1816,279,PH2,LOC1
1817,133,PH1,LOC2
1818,272,PH1,LOC1
1819,263,PH1,LOC2
1820,296,PH1,LOC4
1821,279,PH2,LOC4
1822,236,PH1,LOC1
1823,139,PH4,LOC1
1824,139,PH3,LOC7
1825,276,PH1,LOC1
1826,69,PH1,LOC6
1827,278,PH3,LOC1
1828,144,PH2,LOC1
1829,30,PH1,LOC2
1830,133,PH1,LOC3
1831,53,PH3,LOC5
1832,277,PH3,LOC4
1833,138,PH1,LOC1
1834,291,PH3,LOC1
1835,260,PH1,LOC2
1836,249,PH1,LOC7
1837,61,PH3,LOC5
1838,217,PH1,LOC4
1839,248,PH1,LOC1
1840,279,PH1,LOC6
1841,253,PH1,LOC2
1842,300,PH1,LOC1
1843,245,PH1,LOC7
1844,251,PH2,LOC3
1845,120,PH1,LOC1
1846,107,PH2,LOC5
1847,70,PH1,LOC2
1848,203,PH1,LOC3
1849,64,PH1,LOC3
1850,175,PH1,LOC4
1851,19,PH2,LOC1
1852,33,PH2,LOC1
1853,172,PH4,LOC3
1854,16,PH3,LOC4
1855,26,PH1,LOC6
1856,273,PH1,LOC1
1857,189,PH1,LOC2
1858,25,PH2,LOC4
1859,62,PH2,LOC1
1860,171,PH2,LOC6
1861,106,PH2,LOC4
1862,42,PH3,LOC5
1863,211,PH2,LOC5
1864,279,PH2,LOC5
1865,21,PH1,LOC3
1866,34,PH3,LOC1
1867,140,PH2,LOC1
1868,269,PH2,LOC2
1869,47,PH2,LOC1
1870,81,PH2,LOC1
1871,117,PH1,LOC1
1872,89,PH1,LOC1
1873,159,PH1,LOC1
1874,49,PH1,LOC2
1875,56,PH2,LOC3
1876,277,PH3,LOC3
1877,187,PH2,LOC1
1878,7,PH1,LOC2
1879,204,PH4,LOC3
1880,175,PH3,LOC1
1881,10,PH1,LOC2
1882,107,PH3,LOC6
1883,188,PH1,LOC5
1884,224,PH2,LOC3
1885,128,PH1,LOC2
1886,143,PH2,LOC5
1887,232,PH1,LOC1
1888,39,PH1,LOC4
1889,45,PH1,LOC2
1890,152,PH1,LOC2
1891,183,PH1,LOC7
1892,285,PH1,LOC3
1893,63,PH2,LOC1
1894,163,PH2,LOC3
1895,269,PH1,LOC3
1896,142,PH3,LOC7
1897,32,PH3,LOC1
1898,245,PH3,LOC4
1899,183,PH3,LOC4
1900,39,PH2,LOC1
1901,102,PH1,LOC2
1902,257,PH1,LOC4
1903,198,PH2,LOC4
1904,210,PH2,LOC2
1905,10,PH1,LOC3
1906,132,PH1,LOC2
1907,38,PH2,LOC1
1908,166,PH1,LOC4
1909,72,PH3,LOC1
1910,111,PH3,LOC1
1911,140,PH3,LOC5
1912,194,PH3,LOC1
1913,36,PH3,LOC2
1914,142,PH2,LOC3
1915,290,PH1,LOC6
1916,230,PH4,LOC5
1917,167,PH1,LOC2
1918,242,PH2,LOC2
1919,63,PH2,LOC4
1920,195,PH1,LOC4
1921,94,PH1,LOC1
1922,212,PH1,LOC2
1923,161,PH2,LOC6
1924,205,PH1,LOC7
1925,237,PH1,LOC4
1926,31,PH2,LOC2
1927,108,PH1,LOC1
1928,133,PH3,LOC1
1929,165,PH2,LOC3
1930,98,PH2,LOC1
1931,167,PH1,LOC3
1932,228,PH2,LOC2
1933,291,PH1,LOC4
1934,115,PH1,LOC1
1935,194,PH2,LOC1
1936,209,PH3,LOC5
1937,171,PH1,LOC1
1938,248,PH2,LOC5
1939,280,PH1,LOC1
1940,263,PH2,LOC3
1941,274,PH2,LOC1
1942,85,PH4,LOC4
1943,185,PH3,LOC1
1944,133,PH1,LOC6
1945,29,PH3,LOC5
1946,249,PH1,LOC2
1947,149,PH3,LOC2
1948,256,PH1,LOC1
1949,297,PH2,LOC3
1950,93,PH1,LOC2
1951,225,PH1,LOC3
1952,151,PH1,LOC2
1953,125,PH1,LOC1
1954,27,PH1,LOC1
1955,50,PH2,LOC1
1956,178,PH1,LOC5
1957,281,PH2,LOC3
1958,285,PH2,LOC4
1959,121,PH2,LOC4
1960,297,PH1,LOC2
1961,178,PH4,LOC1
1962,253,PH3,LOC2
1963,200,PH1,LOC6
1964,80,PH1,LOC1
1965,260,PH3,LOC5
1966,51,PH3,LOC1
1967,258,PH2,LOC1
1968,187,PH2,LOC5
1969,31,PH1,LOC6
1970,170,PH1,LOC2
1971,108,PH2,LOC4
1972,103,PH1,LOC3
1973,78,PH1,LOC2
1974,51,PH1,LOC7
1975,270,PH2,LOC1
1976,270,PH1,LOC1
1977,6,PH1,LOC2
1978,144,PH2,LOC5
1979,143,PH2,LOC2
1980,66,PH2,LOC5
1981,152,PH1,LOC1
1982,200,PH2,LOC4
1983,24,PH1,LOC2
1984,101,PH1,LOC4
1985,251,PH1,LOC4
1986,15,PH4,LOC1
1987,60,PH2,LOC3
1988,130,PH1,LOC1
1989,73,PH2,LOC1
1990,1,PH1,LOC1
1991,200,PH1,LOC2
1992,36,PH3,LOC2
1993,93,PH4,LOC1
1994,50,PH1,LOC2
1995,148,PH2,LOC4
1996,182,PH1,LOC3
1997,148,PH3,LOC2
1998,249,PH2,LOC1
1999,272,PH2,LOC3
2000,82,PH2,LOC4
2001,239,PH2,LOC3
2002,27,PH4,LOC4
2003,227,PH2,LOC1
2004,22,PH2,LOC2
2005,203,PH1,LOC4
2006,263,PH1,LOC4
2007,198,PH4,LOC1
2008,266,PH2,LOC3
2009,284,PH1,LOC1
2010,7,PH1,LOC2
2011,210,PH1,LOC3
2012,64,PH4,LOC1
2013,40,PH1,LOC1
2014,90,PH1,LOC1
2015,180,PH2,LOC4
2016,7,PH1,LOC4
2017,185,PH3,LOC1
2018,170,PH2,LOC4
2019,70,PH2,LOC1
2020,262,PH1,LOC6
2021,143,PH4,LOC5
2022,211,PH1,LOC4
2023,46,PH1,LOC2
2024,141,PH2,LOC4
2025,243,PH1,LOC1
2026,46,PH4,LOC4
2027,38,PH2,LOC3
2028,10,PH2,LOC2
2029,115,PH2,LOC3
2030,232,PH1,LOC3
2031,102,PH2,LOC1
2032,247,PH1,LOC4
2033,276,PH1,LOC5
2034,264,PH3,LOC4
2035,119,PH1,LOC1
2036,122,PH4,LOC2
2037,39,PH1,LOC5
2038,129,PH3,LOC2
2039,125,PH3,LOC1
2040,282,PH1,LOC1
2041,24,PH4,LOC4
2042,102,PH3,LOC1
2043,30,PH2,LOC4
2044,160,PH3,LOC2
2045,62,PH2,LOC3
2046,285,PH1,LOC4
2047,165,PH1,LOC1
2048,72,PH1,LOC2
2049,2,PH4,LOC1
2050,173,PH1,LOC1
2051,123,PH3,LOC1
2052,154,PH4,LOC1
2053,172,PH3,LOC4
2054,253,PH1,LOC3
2055,251,PH1,LOC6
2056,52,PH1,LOC2
2057,90,PH1,LOC1
2058,233,PH1,LOC1
2059,113,PH1,LOC3
2060,258,PH2,LOC5
2061,229,PH1,LOC1
2062,19,PH2,LOC1
2063,161,PH1,LOC3
2064,212,PH1,LOC1
2065,101,PH3,LOC6
2066,230,PH1,LOC6
