lead_id,source,behavioral_profile
1539,paid,BP1
1540,organic,BP1
1541,social,BP3
1542,email,BP1
1543,paid,BP1
1544,organic,BP2
1545,referral,BP1
1546,referral,BP2
1547,referral,BP2
1548,paid,BP3
1549,referral,BP3
1550,social,BP2
1551,referral,BP1
1552,paid,BP1
1553,email,BP2
1554,referral,BP1
1555,organic,BP1
1556,paid,BP1
1557,referral,BP2
1558,social,BP2
1559,email,BP3
1560,paid,BP2
1561,event,BP3
1562,organic,BP2
1563,organic,BP1
1564,organic,BP1
1565,paid,BP1
1566,organic,BP1
1567,organic,BP3
1568,event,BP3
1569,referral,BP1
1570,organic,BP2
1571,referral,BP3
1572,organic,BP1
1573,organic,BP1
1574,referral,BP3
1575,referral,BP1
1576,social,BP1
1577,referral,BP1
1578,paid,BP1
1579,paid,BP2
1580,social,BP2
1581,email,BP2
1582,referral,BP1
1583,organic,BP2
1584,organic,BP3
1585,organic,BP1
1586,social,BP1
1587,paid,BP1
1588,organic,BP1
1589,organic,BP1
1590,email,BP3
1591,paid,BP1
1592,organic,BP3
1593,email,BP1
1594,paid,BP2
1595,referral,BP1
1596,referral,BP1
1597,paid,BP1
1598,referral,BP2
1599,event,BP1
1600,social,BP2
1601,paid,BP1
1602,paid,BP1
1603,event,BP1
1604,organic,BP1
1605,organic,BP1
1606,social,BP1
1607,organic,BP2
1608,paid,BP1
1609,paid,BP3
1610,referral,BP1
1611,organic,BP1
1612,social,BP2
1613,organic,BP1
1614,organic,BP1
1615,referral,BP1
1616,organic,BP1
1617,paid,BP1
1618,event,BP1
1619,paid,BP3
1620,paid,BP1
1621,referral,BP1
1622,event,BP3
1623,email,BP3
1624,social,BP2
1625,organic,BP3
1626,organic,BP1
1627,organic,BP2
1628,organic,BP1
1629,organic,BP1
1630,email,BP2
1631,organic,BP2
1632,organic,BP2
1633,email,BP1
1634,event,BP1
1635,organic,BP2
1636,organic,BP2
1637,social,BP1
1638,event,BP1
1639,paid,BP1
1640,referral,BP1
1641,paid,BP1
1642,social,BP3
1643,organic,BP1
1644,referral,BP2
1645,email,BP2
1646,paid,BP1
1647,organic,BP3
1648,social,BP1
1649,paid,BP1
1650,organic,BP1
1651,referral,BP1
1652,referral,BP2
1653,event,BP2
1654,organic,BP2
1655,social,BP1
1656,paid,BP2
1657,email,BP1
1658,event,BP2
1659,event,BP1
1660,email,BP1
1661,referral,BP1
1662,organic,BP1
1663,referral,BP1
1664,paid,BP1
1665,referral,BP1
1666,referral,BP2
1667,organic,BP1
1668,social,BP1
1669,organic,BP2
1670,referral,BP2
1671,paid,BP1
1672,paid,BP2
1673,email,BP2
1674,paid,BP1
1675,social,BP1
1676,referral,BP3
1677,organic,BP1
1678,paid,BP1
1679,organic,BP2
1680,social,BP1
1681,email,BP1
1682,organic,BP2
1683,social,BP1
1684,referral,BP1
1685,organic,BP1
1686,referral,BP1
1687,paid,BP1
1688,event,BP1
1689,referral,BP2
1690,paid,BP3
1691,referral,BP1
1692,organic,BP1
1693,paid,BP1
1694,social,BP1
1695,paid,BP2
1696,email,BP3
1697,organic,BP1
1698,paid,BP2
1699,organic,BP2
1700,social,BP1
1701,organic,BP3
1702,organic,BP3
1703,social,BP1
1704,referral,BP2
1705,paid,BP3
1706,event,BP2
1707,referral,BP2
1708,paid,BP1
1709,event,BP2
1710,paid,BP2
1711,organic,BP2
1712,social,BP1
1713,paid,BP3
1714,social,BP1
1715,paid,BP1
1716,organic,BP1
1717,social,BP3
1718,organic,BP1
1719,email,BP2
1720,social,BP1
1721,event,BP3
1722,organic,BP2
1723,referral,BP2
1724,organic,BP1
1725,referral,BP1
1726,referral,BP1
1727,paid,BP2
1728,referral,BP2
1729,event,BP1
1730,organic,BP1
1731,referral,BP1
1732,paid,BP3
1733,organic,BP1
1734,paid,BP3
1735,paid,BP1
1736,paid,BP1
1737,paid,BP1
1738,social,BP1
1739,event,BP1
1740,organic,BP1
1741,referral,BP2
1742,social,BP3
1743,organic,BP1
1744,paid,BP2
1745,paid,BP1
1746,organic,BP1
1747,referral,BP2
1748,social,BP1
1749,organic,BP1
1750,organic,BP1
1751,social,BP2
1752,social,BP3
1753,paid,BP2
1754,referral,BP3
1755,organic,BP2
1756,social,BP2
1757,organic,BP1
1758,email,BP2
1759,social,BP1
1760,organic,BP2
1761,paid,BP3
1762,email,BP2
1763,email,BP1
1764,paid,BP1
1765,organic,BP1
1766,paid,BP1
1767,paid,BP2
1768,paid,BP1
1769,organic,BP1
1770,email,BP1
1771,paid,BP3
1772,organic,BP2
1773,organic,BP3
1774,organic,BP2
1775,referral,BP1
1776,organic,BP1
1777,paid,BP1
1778,organic,BP1
1779,organic,BP3
1780,organic,BP1
1781,referral,BP1
1782,referral,BP2
1783,referral,BP2
1784,paid,BP2
1785,referral,BP3
1786,paid,BP1
1787,organic,BP2
1788,referral,BP1
1789,organic,BP3
1790,referral,BP1
1791,paid,BP3
1792,social,BP2
1793,paid,BP2
1794,referral,BP3
1795,organic,BP2
1796,event,BP1
1797,organic,BP2
1798,organic,BP1
1799,organic,BP1
1800,event,BP1
1801,email,BP1
1802,referral,BP1
1803,organic,BP1
1804,social,BP3
1805,referral,BP2
1806,organic,BP2
1807,referral,BP3
1808,referral,BP2
1809,referral,BP1
1810,paid,BP1
1811,paid,BP3
1812,paid,BP2
1813,organic,BP1
1814,organic,BP1
1815,email,BP2
1816,organic,BP1
1817,referral,BP2
1818,organic,BP1
1819,organic,BP1
1820,referral,BP2
1821,organic,BP1
1822,paid,BP1
1823,referral,BP1
1824,social,BP2
1825,paid,BP3
1826,organic,BP1
1827,social,BP2
1828,email,BP3
1829,organic,BP1
1830,paid,BP1
1831,paid,BP1
1832,paid,BP2
1833,organic,BP2
1834,organic,BP1
1835,organic,BP1
1836,organic,BP3
1837,referral,BP2
1838,email,BP2
1839,referral,BP2
1840,referral,BP1
1841,organic,BP1
1842,referral,BP1
1843,social,BP2
1844,social,BP2
1845,referral,BP2
1846,referral,BP2
1847,organic,BP1
1848,event,BP2
1849,referral,BP3
1850,referral,BP1
1851,referral,BP3
1852,organic,BP3
1853,referral,BP1
1854,email,BP1
1855,organic,BP1
1856,organic,BP2
1857,organic,BP1
1858,organic,BP2
1859,event,BP2
1860,paid,BP2
1861,email,BP1
1862,email,BP2
1863,paid,BP2
1864,paid,BP1
1865,paid,BP1
1866,paid,BP2
1867,paid,BP1
1868,paid,BP1
1869,referral,BP1
1870,paid,BP1
1871,organic,BP1
1872,paid,BP2
1873,paid,BP3
1874,paid,BP3
1875,paid,BP3
1876,social,BP1
1877,social,BP1
1878,referral,BP3
1879,referral,BP1
1880,organic,BP2
1881,organic,BP2
1882,organic,BP1
1883,social,BP2
1884,social,BP1
1885,organic,BP1
1886,email,BP1
1887,referral,BP1
1888,social,BP1
1889,referral,BP1
1890,paid,BP1
1891,referral,BP2
1892,organic,BP1
1893,organic,BP2
1894,paid,BP3
1895,email,BP1
1896,paid,BP1
1897,social,BP1
1898,organic,BP1
1899,social,BP1
1900,social,BP1
1901,referral,BP1
1902,referral,BP1
1903,organic,BP2
1904,organic,BP1
1905,organic,BP1
1906,paid,BP1
1907,social,BP2
1908,organic,BP1
1909,email,BP1
1910,social,BP3
1911,paid,BP1
1912,event,BP1
1913,email,BP1
1914,organic,BP1
1915,event,BP1
1916,referral,BP3
1917,organic,BP3
1918,organic,BP1
1919,paid,BP1
1920,event,BP2
1921,referral,BP1
1922,paid,BP3
1923,referral,BP1
1924,social,BP1
1925,organic,BP1
1926,paid,BP1
1927,paid,BP2
1928,organic,BP1
1929,email,BP1
1930,event,BP1
1931,referral,BP1
1932,paid,BP2
1933,social,BP1
1934,organic,BP2
1935,organic,BP1
1936,paid,BP2
1937,paid,BP1
1938,paid,BP1
1939,paid,BP1
1940,paid,BP1
1941,organic,BP3
1942,organic,BP2
1943,organic,BP1
1944,referral,BP1
1945,social,BP1
1946,social,BP2
1947,referral,BP1
1948,paid,BP1
1949,organic,BP2
1950,referral,BP1
1951,email,BP2
1952,organic,BP1
1953,social,BP1
1954,organic,BP2
1955,referral,BP3
1956,paid,BP3
1957,social,BP1
1958,paid,BP1
1959,email,BP1
1960,social,BP1
1961,paid,BP2
1962,referral,BP1
1963,referral,BP1
1964,paid,BP1
1965,paid,BP1
1966,referral,BP3
1967,referral,BP1
1968,organic,BP3
1969,organic,BP2
1970,referral,BP1
1971,social,BP1
1972,social,BP2
1973,event,BP1
1974,paid,BP1
1975,organic,BP1
1976,paid,BP3
1977,social,BP1
1978,paid,BP2
1979,referral,BP1
1980,paid,BP1
1981,organic,BP2
1982,organic,BP2
1983,organic,BP2
1984,referral,BP1
1985,email,BP3
1986,organic,BP1
1987,organic,BP1
1988,social,BP1
1989,email,BP2
1990,paid,BP3
1991,referral,BP1
1992,referral,BP1
1993,paid,BP1
1994,social,BP1
1995,organic,BP3
1996,email,BP3
1997,paid,BP1
1998,paid,BP1
1999,organic,BP1
2000,email,BP2
2001,paid,BP2
2002,referral,BP1
2003,referral,BP3
2004,organic,BP3
2005,organic,BP1
2006,organic,BP1
2007,organic,BP3
2008,referral,BP2
2009,paid,BP1
2010,paid,BP2
2011,paid,BP1
2012,organic,BP1
2013,referral,BP1
2014,paid,BP1
2015,paid,BP1
2016,referral,BP1
2017,email,BP2
2018,social,BP1
2019,email,BP2
2020,paid,BP3
2021,referral,BP1
2022,email,BP1
2023,email,BP1
2024,social,BP1
2025,email,BP2
2026,email,BP2
2027,paid,BP1
2028,organic,BP2
2029,paid,BP1
2030,paid,BP2
2031,social,BP3
2032,referral,BP2
2033,paid,BP1
2034,event,BP1
2035,referral,BP1
2036,organic,BP1
2037,paid,BP2
2038,referral,BP2
2039,organic,BP1
2040,paid,BP2
2041,event,BP1
2042,referral,BP2
2043,referral,BP2
2044,referral,BP1
2045,paid,BP3
2046,referral,BP1
2047,referral,BP3
2048,paid,BP2
2049,event,BP2
2050,referral,BP1
2051,paid,BP3
2052,social,BP1
2053,organic,BP1
2054,social,BP1
2055,referral,BP1
2056,organic,BP3
2057,organic,BP2
2058,organic,BP2
2059,social,BP1
2060,paid,BP2
2061,social,BP1
2062,social,BP1
2063,referral,BP1
2064,email,BP1
2065,email,BP1
2066,referral,BP1
2067,social,BP1
2068,social,BP2
2069,referral,BP1
2070,organic,BP2
2071,referral,BP3
2072,event,BP1
2073,paid,BP1
2074,social,BP1
2075,email,BP2
2076,organic,BP1
2077,event,BP2
2078,paid,BP1
2079,paid,BP1
2080,referral,BP1
2081,referral,BP1
2082,referral,BP1
2083,referral,BP1
2084,organic,BP2
2085,referral,BP1
2086,paid,BP1
2087,email,BP2
2088,organic,BP1
2089,organic,BP1
2090,paid,BP1
2091,paid,BP2
2092,paid,BP1
2093,event,BP1
2094,organic,BP1
2095,referral,BP2
2096,email,BP3
2097,paid,BP1
2098,paid,BP1
2099,email,BP1
2100,referral,BP2
2101,organic,BP1
2102,organic,BP2
2103,social,BP1
2104,email,BP2
2105,organic,BP2
2106,referral,BP1
2107,paid,BP2
2108,organic,BP3
2109,social,BP1
2110,referral,BP1
2111,email,BP2
2112,social,BP1
2113,organic,BP3
2114,paid,BP1
2115,paid,BP2
2116,referral,BP1
2117,organic,BP1
2118,social,BP3
2119,paid,BP1
2120,paid,BP1
2121,referral,BP1
2122,paid,BP1
2123,paid,BP1
2124,referral,BP1
2125,organic,BP3
2126,referral,BP1
2127,paid,BP1
2128,organic,BP2
2129,email,BP1
2130,organic,BP1
2131,social,BP2
2132,organic,BP1
2133,paid,BP2
2134,paid,BP1
2135,paid,BP1
2136,event,BP2
2137,organic,BP2
2138,organic,BP1
2139,organic,BP1
2140,paid,BP1
2141,social,BP3
2142,organic,BP2
2143,social,BP1
2144,referral,BP1
2145,email,BP1
2146,referral,BP1
2147,event,BP1
2148,paid,BP3
2149,event,BP1
2150,paid,BP2
2151,referral,BP1
2152,social,BP3
2153,referral,BP1
2154,referral,BP3
2155,referral,BP1
2156,email,BP1
2157,paid,BP1
2158,organic,BP1
2159,social,BP1
2160,referral,BP1
2161,organic,BP3
2162,organic,BP2
2163,organic,BP1
2164,paid,BP1
2165,organic,BP3
2166,organic,BP1
2167,referral,BP2
2168,email,BP1
2169,paid,BP3
2170,referral,BP2
2171,paid,BP2
2172,organic,BP1
2173,email,BP2
2174,organic,BP3
2175,organic,BP3
2176,referral,BP1
2177,organic,BP1
2178,organic,BP2
2179,paid,BP3
2180,referral,BP2
2181,organic,BP1
2182,paid,BP2
2183,paid,BP1
2184,email,BP2
2185,organic,BP2
2186,email,BP1
2187,paid,BP1
2188,paid,BP3
2189,organic,BP1
2190,referral,BP1
2191,organic,BP2
2192,paid,BP1
2193,paid,BP1
2194,organic,BP1
2195,organic,BP1
2196,email,BP1
2197,referral,BP1
2198,paid,BP1
2199,event,BP2
2200,organic,BP1
2201,paid,BP3
2202,social,BP1
2203,referral,BP2
2204,referral,BP1
2205,email,BP3
2206,organic,BP2
2207,organic,BP1
2208,referral,BP1
2209,social,BP1
2210,referral,BP3
2211,organic,BP3
2212,referral,BP1
2213,referral,BP3
2214,paid,BP1
2215,email,BP3
2216,referral,BP1
2217,paid,BP3
2218,paid,BP1
2219,social,BP1
2220,paid,BP2
2221,organic,BP3
2222,paid,BP3
2223,paid,BP1
2224,paid,BP1
2225,organic,BP1
2226,organic,BP1
2227,organic,BP1
2228,organic,BP2
2229,organic,BP1
2230,organic,BP2
2231,organic,BP2
2232,organic,BP1
2233,event,BP1
2234,paid,BP1
2235,referral,BP1
2236,paid,BP1
2237,referral,BP3
2238,organic,BP1
2239,paid,BP3
2240,referral,BP1
2241,paid,BP2
2242,organic,BP1
2243,referral,BP2
2244,organic,BP3
2245,organic,BP1
2246,paid,BP2
2247,organic,BP3
2248,referral,BP2
2249,organic,BP2
2250,paid,BP1
2251,paid,BP1
2252,social,BP1
2253,paid,BP1
2254,event,BP1
2255,organic,BP3
2256,paid,BP1
2257,referral,BP1
2258,referral,BP3
2259,paid,BP2
2260,event,BP3
2261,social,BP1
2262,referral,BP2
2263,paid,BP3
2264,organic,BP1
2265,paid,BP1
2266,referral,BP1
2267,organic,BP3
2268,organic,BP1
2269,email,BP3
2270,organic,BP1
2271,referral,BP1
2272,organic,BP1
2273,referral,BP2
2274,organic,BP3
2275,paid,BP1
2276,organic,BP1
2277,organic,BP1
2278,organic,BP3
2279,organic,BP2
2280,paid,BP2
2281,organic,BP1
2282,paid,BP1
2283,referral,BP1
2284,organic,BP1
2285,organic,BP1
2286,paid,BP1
2287,referral,BP2
2288,paid,BP3
2289,social,BP1
2290,organic,BP1
2291,referral,BP2
2292,referral,BP1
2293,organic,BP1
2294,referral,BP2
2295,paid,BP2
2296,paid,BP1
2297,paid,BP3
2298,organic,BP1
2299,referral,BP1
2300,social,BP1
2301,referral,BP3
2302,paid,BP2
2303,paid,BP1
2304,referral,BP1
2305,organic,BP2
2306,paid,BP3
2307,paid,BP1
2308,organic,BP1
2309,organic,BP2
2310,organic,BP1
2311,paid,BP3
2312,organic,BP2
2313,social,BP1
2314,email,BP2
2315,event,BP2
2316,organic,BP1
2317,referral,BP1
2318,email,BP2
2319,paid,BP2
2320,organic,BP1
2321,social,BP2
2322,paid,BP2
2323,paid,BP1
2324,event,BP1
2325,event,BP1
2326,paid,BP3
2327,organic,BP2
2328,paid,BP3
2329,paid,BP1
2330,paid,BP2
2331,referral,BP3
2332,paid,BP2
2333,paid,BP3
2334,email,BP1
2335,social,BP3
2336,referral,BP2
2337,paid,BP1
2338,paid,BP2
2339,paid,BP1
2340,organic,BP2
2341,paid,BP1
2342,paid,BP1
2343,referral,BP1
2344,email,BP3
2345,event,BP1
2346,social,BP3
2347,email,BP3
2348,referral,BP1
2349,email,BP1
2350,email,BP1
2351,paid,BP1
2352,organic,BP2
2353,organic,BP2
2354,referral,BP2
2355,paid,BP1
2356,paid,BP1
2357,social,BP1
2358,social,BP1
2359,organic,BP2
2360,organic,BP1
2361,paid,BP3
2362,referral,BP2
2363,email,BP1
2364,email,BP2
2365,referral,BP2
2366,paid,BP1
2367,social,BP1
2368,email,BP1
2369,paid,BP2
2370,event,BP1
2371,paid,BP1
2372,organic,BP1
2373,paid,BP1
2374,social,BP1
2375,event,BP1
2376,organic,BP1
2377,referral,BP1
2378,paid,BP1
2379,email,BP1
2380,paid,BP1
2381,organic,BP1
2382,email,BP3
2383,paid,BP1
2384,email,BP1
2385,social,BP2
2386,organic,BP1
2387,event,BP3
2388,referral,BP2
2389,event,BP1
2390,organic,BP3
2391,social,BP1
2392,referral,BP2
2393,organic,BP3
2394,event,BP1
2395,referral,BP1
2396,organic,BP2
2397,email,BP1
2398,referral,BP1
2399,paid,BP1
2400,event,BP2
2401,referral,BP2
2402,organic,BP1
2403,paid,BP2
2404,paid,BP1
2405,organic,BP1
2406,paid,BP3
2407,referral,BP2
2408,organic,BP3
2409,referral,BP2
2410,email,BP2
2411,referral,BP2
2412,organic,BP3
2413,email,BP1
2414,referral,BP1
2415,email,BP3
2416,email,BP1
2417,referral,BP1
2418,referral,BP1
2419,organic,BP2
2420,organic,BP1
2421,organic,BP3
2422,referral,BP3
2423,referral,BP2
2424,social,BP1
2425,organic,BP1
2426,referral,BP1
2427,organic,BP2
2428,organic,BP1
2429,social,BP3
2430,paid,BP1
2431,referral,BP1
2432,paid,BP1
2433,referral,BP1
2434,email,BP1
2435,referral,BP3
2436,paid,BP2
2437,organic,BP1
2438,referral,BP1
2439,paid,BP3
2440,organic,BP1
2441,paid,BP2
2442,paid,BP2
2443,organic,BP1
2444,event,BP1
2445,organic,BP2
2446,email,BP1
2447,referral,BP3
2448,organic,BP2
2449,organic,BP1
2450,paid,BP3
2451,social,BP3
2452,paid,BP1
2453,referral,BP2
2454,organic,BP1
2455,social,BP2
2456,email,BP1
2457,referral,BP1
2458,social,BP1
2459,paid,BP1
2460,paid,BP3
2461,paid,BP1
2462,organic,BP1
2463,organic,BP1
2464,paid,BP1
2465,event,BP1
2466,paid,BP1
2467,organic,BP1
2468,organic,BP1
2469,referral,BP2
2470,paid,BP1
2471,organic,BP1
2472,organic,BP1
2473,paid,BP3
2474,organic,BP1
2475,referral,BP3
2476,paid,BP2
2477,organic,BP2
2478,referral,BP2
2479,organic,BP1
2480,referral,BP2
2481,email,BP1
2482,paid,BP2
2483,organic,BP1
2484,organic,BP1
2485,organic,BP2
2486,email,BP2
2487,paid,BP1
2488,paid,BP3
2489,organic,BP3
2490,email,BP1
2491,social,BP3
2492,organic,BP1
2493,referral,BP2
2494,referral,BP1
2495,paid,BP2
2496,referral,BP3
2497,organic,BP2
2498,paid,BP1
2499,paid,BP1
2500,referral,BP1
2501,referral,BP1
2502,organic,BP3
2503,referral,BP2
2504,social,BP1
2505,paid,BP2
2506,email,BP1
2507,paid,BP1
2508,social,BP1
2509,referral,BP1
2510,organic,BP2
2511,email,BP1
2512,paid,BP2
2513,email,BP3
2514,paid,BP1
2515,referral,BP2
2516,organic,BP1
2517,referral,BP3
2518,paid,BP1
2519,email,BP1
2520,social,BP1
2521,paid,BP2
2522,referral,BP2
2523,organic,BP1
2524,referral,BP1
2525,event,BP3
2526,paid,BP1
2527,paid,BP1
2528,email,BP1
2529,organic,BP2
2530,event,BP1
2531,paid,BP1
2532,organic,BP2
2533,paid,BP1
2534,organic,BP2
2535,paid,BP2
2536,referral,BP1
2537,organic,BP1
2538,paid,BP2
2539,referral,BP1
2540,organic,BP2
2541,social,BP2
2542,organic,BP2
2543,paid,BP1
2544,paid,BP2
2545,organic,BP1
2546,event,BP3
2547,referral,BP2
2548,organic,BP1
2549,referral,BP1
2550,paid,BP3
2551,organic,BP2
2552,referral,BP1
2553,paid,BP2
2554,paid,BP2
2555,referral,BP1
2556,referral,BP1
2557,organic,BP3
2558,organic,BP1
2559,paid,BP3
2560,referral,BP1
2561,organic,BP1
2562,organic,BP1
2563,paid,BP1
2564,paid,BP1
2565,referral,BP1
2566,paid,BP1
2567,paid,BP1
2568,organic,BP3
2569,referral,BP1
2570,organic,BP3
2571,social,BP2
2572,organic,BP3
2573,referral,BP2
2574,paid,BP1
2575,paid,BP2
2576,social,BP1
2577,referral,BP1
2578,organic,BP1
2579,paid,BP1
2580,paid,BP1
2581,event,BP1
2582,paid,BP1
2583,referral,BP2
2584,organic,BP1
2585,event,BP2
2586,paid,BP1
2587,organic,BP1
2588,referral,BP3
2589,paid,BP2
2590,organic,BP1
2591,paid,BP2
2592,paid,BP1
2593,organic,BP1
2594,event,BP1
2595,email,BP2
2596,organic,BP1
2597,referral,BP1
2598,email,BP3
2599,referral,BP2
2600,event,BP2
2601,organic,BP1
2602,paid,BP1
2603,paid,BP1
2604,referral,BP1
2605,paid,BP1
2606,organic,BP1
2607,organic,BP2
2608,organic,BP1
2609,organic,BP3
2610,organic,BP1
2611,referral,BP2
2612,organic,BP1
2613,organic,BP1
2614,organic,BP1
2615,social,BP3
2616,organic,BP1
2617,paid,BP2
2618,organic,BP2
2619,organic,BP1
2620,referral,BP1
2621,referral,BP1
2622,paid,BP3
2623,paid,BP1
2624,referral,BP2
2625,organic,BP3
2626,social,BP1
2627,organic,BP2
2628,social,BP3
2629,paid,BP1
2630,organic,BP1
2631,referral,BP3
2632,referral,BP1
2633,paid,BP1
2634,event,BP1
2635,referral,BP1
2636,email,BP2
2637,organic,BP1
2638,organic,BP1
2639,paid,BP2
2640,event,BP2
2641,referral,BP2
2642,social,BP2
2643,referral,BP1
2644,email,BP1
2645,social,BP1
2646,paid,BP1
2647,paid,BP1
2648,paid,BP1
2649,event,BP1
2650,paid,BP1
2651,referral,BP3
2652,email,BP3
2653,paid,BP1
2654,paid,BP2
2655,paid,BP1
2656,referral,BP3
2657,referral,BP1
2658,organic,BP3
2659,email,BP1
2660,paid,BP2
2661,social,BP1
2662,referral,BP1
2663,event,BP2
2664,referral,BP3
2665,referral,BP3
2666,event,BP1
2667,paid,BP3
2668,email,BP2
2669,paid,BP1
2670,organic,BP1
2671,referral,BP1
2672,email,BP1
2673,referral,BP1
2674,paid,BP3
2675,organic,BP3
2676,referral,BP1
2677,social,BP1
2678,email,BP2
2679,referral,BP2
2680,organic,BP3
2681,organic,BP1
2682,organic,BP1
2683,social,BP1
2684,referral,BP1
2685,organic,BP3
2686,social,BP2
2687,social,BP3
2688,referral,BP1
2689,email,BP1
2690,referral,BP2
2691,organic,BP1
2692,email,BP2
2693,organic,BP1
2694,event,BP2
2695,paid,BP2
2696,email,BP1
2697,organic,BP2
2698,referral,BP1
2699,email,BP3
2700,social,BP2
2701,email,BP2
2702,organic,BP1
2703,paid,BP2
2704,referral,BP2
2705,referral,BP2
2706,paid,BP1
2707,paid,BP1
2708,paid,BP1
2709,organic,BP1
2710,social,BP1
2711,event,BP2
2712,referral,BP2
2713,social,BP2
2714,email,BP2
2715,organic,BP3
2716,paid,BP1
2717,email,BP2
2718,paid,BP3
2719,organic,BP3
2720,paid,BP1
2721,social,BP1
2722,paid,BP1
2723,organic,BP1
2724,organic,BP1
2725,social,BP1
2726,referral,BP1
2727,event,BP1
2728,referral,BP2
2729,social,BP3
2730,organic,BP2
2731,social,BP1
2732,email,BP1
2733,referral,BP1
2734,referral,BP2
2735,email,BP1
2736,social,BP1
2737,paid,BP1
2738,referral,BP1
2739,email,BP1
2740,paid,BP1
2741,referral,BP1
2742,referral,BP1
2743,organic,BP1
2744,social,BP2
2745,social,BP1
2746,referral,BP1
2747,referral,BP1
2748,organic,BP1
2749,organic,BP1
2750,email,BP1
2751,social,BP1
2752,referral,BP1
2753,organic,BP2
2754,organic,BP1
2755,paid,BP1
2756,organic,BP1
2757,referral,BP1
2758,event,BP1
2759,paid,BP1
2760,social,BP1
2761,organic,BP1
2762,referral,BP3
2763,email,BP1
2764,social,BP3
2765,paid,BP2
2766,paid,BP1
2767,organic,BP1
2768,paid,BP1
2769,organic,BP2
2770,organic,BP3
2771,paid,BP3
2772,organic,BP1
2773,organic,BP2
2774,organic,BP1
2775,referral,BP2
2776,email,BP3
2777,email,BP1
2778,organic,BP1
2779,organic,BP2
2780,social,BP1
2781,organic,BP3
2782,paid,BP1
2783,organic,BP2
2784,paid,BP2
2785,organic,BP2
2786,paid,BP1
2787,paid,BP1
2788,organic,BP1
2789,referral,BP1
2790,paid,BP1
2791,event,BP2
2792,referral,BP1
2793,organic,BP2
2794,paid,BP3
2795,organic,BP3
2796,email,BP2
2797,social,BP1
2798,organic,BP3
2799,paid,BP3
2800,paid,BP2
2801,organic,BP2
2802,paid,BP2
2803,referral,BP1
2804,referral,BP1
2805,paid,BP2
2806,paid,BP1
2807,paid,BP1
2808,referral,BP1
2809,paid,BP1
2810,referral,BP2
2811,paid,BP1
2812,organic,BP2
2813,paid,BP1
2814,referral,BP1
2815,referral,BP1
2816,organic,BP1
2817,paid,BP1
2818,organic,BP1
2819,referral,BP1
2820,referral,BP3
2821,paid,BP3
2822,event,BP1
2823,email,BP1
2824,event,BP2
2825,event,BP2
2826,organic,BP1
2827,organic,BP1
2828,organic,BP1
2829,organic,BP1
2830,social,BP3
2831,email,BP1
2832,paid,BP3
2833,email,BP1
2834,paid,BP1
2835,referral,BP1
2836,organic,BP1
2837,event,BP1
2838,paid,BP1
2839,referral,BP2
2840,organic,BP3
2841,social,BP3
2842,social,BP1
2843,paid,BP1
2844,event,BP1
2845,referral,BP1
2846,email,BP2
2847,paid,BP1
2848,paid,BP3
2849,email,BP1
2850,social,BP2
2851,organic,BP1
2852,email,BP1
2853,paid,BP1
2854,organic,BP1
2855,paid,BP1
2856,referral,BP3
2857,paid,BP1
2858,referral,BP1
2859,organic,BP3
2860,organic,BP2
2861,social,BP2
2862,organic,BP1
2863,paid,BP1
2864,paid,BP1
2865,organic,BP2
2866,organic,BP1
2867,referral,BP1
2868,email,BP2
2869,email,BP1
2870,referral,BP1
2871,organic,BP1
2872,paid,BP1
2873,referral,BP3
2874,referral,BP3
2875,referral,BP3
2876,paid,BP1
2877,referral,BP1
2878,email,BP1
2879,referral,BP2
2880,referral,BP1
2881,email,BP3
2882,referral,BP3
2883,organic,BP1
2884,organic,BP1
2885,paid,BP3
2886,paid,BP2
2887,paid,BP3
2888,organic,BP1
2889,organic,BP1
2890,referral,BP2
2891,referral,BP1
2892,referral,BP2
2893,paid,BP1
2894,paid,BP1
2895,paid,BP2
2896,paid,BP2
2897,paid,BP2
2898,organic,BP2
2899,paid,BP1
2900,organic,BP1
2901,paid,BP1
2902,referral,BP1
2903,paid,BP1
2904,email,BP2
2905,referral,BP1
2906,organic,BP1
2907,email,BP3
2908,referral,BP1
2909,referral,BP1
2910,organic,BP1
2911,referral,BP3
2912,paid,BP3
2913,social,BP1
2914,paid,BP1
2915,paid,BP1
2916,social,BP1
2917,social,BP3
2918,organic,BP1
2919,paid,BP1
2920,organic,BP2
2921,referral,BP2
2922,social,BP1
2923,social,BP1
2924,email,BP3
2925,referral,BP3
2926,organic,BP3
2927,organic,BP2
2928,organic,BP1
2929,referral,BP1
2930,paid,BP2
2931,paid,BP2
2932,organic,BP2
2933,organic,BP2
2934,organic,BP3
2935,social,BP1
2936,referral,BP1
2937,organic,BP1
2938,referral,BP1
2939,organic,BP1
2940,referral,BP1
2941,social,BP3
2942,referral,BP1
2943,organic,BP2
2944,organic,BP1
2945,organic,BP3
2946,email,BP2
2947,paid,BP1
2948,referral,BP3
2949,paid,BP2
2950,organic,BP1
2951,referral,BP1
2952,referral,BP1
2953,social,BP1
2954,paid,BP2
2955,organic,BP1
2956,social,BP1
2957,organic,BP1
2958,organic,BP2
2959,organic,BP1
2960,organic,BP1
2961,organic,BP3
2962,email,BP2
2963,referral,BP1
2964,referral,BP1
2965,organic,BP3
2966,organic,BP1
2967,organic,BP2
2968,organic,BP1
2969,referral,BP1
2970,organic,BP1
2971,organic,BP1
