population,aggregation,fold,system,objective,capacity_pct,n_selected,positives_captured,recall,precision,lift,exact_serviceability,confirmed_serviceability,fallback_coverage,no_result_rate,selection_status
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,5,31,8,0.06015037593984962,0.25806451612903225,1.170021828765462,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,10,61,11,0.08270676691729323,0.18032786885245902,0.8175767287070135,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,15,91,17,0.12781954887218044,0.18681318681318682,0.8469800875815914,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,20,121,24,0.18045112781954886,0.19834710743801653,0.8992729758279998,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,5,122,24,0.04807837602579155,0.19688542825361513,0.9421733743780807,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,10,241,46,0.09311418801437142,0.19106840022611643,0.923319600618121,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,15,361,72,0.14519264862448944,0.1992259364823083,0.9611161294848005,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,20,480,93,0.18728637366569406,0.19379061570014344,0.9325357465882234,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,5,31,5,0.04950495049504951,0.16129032258064516,0.9693388693708082,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,10,61,10,0.09900990099009901,0.16393442622950818,0.9852296705080344,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,15,92,20,0.19801980198019803,0.21739130434782608,1.3065002152389154,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,20,122,24,0.2376237623762376,0.19672131147540983,1.1822756046096414,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,5,31,5,0.05319148936170213,0.16129032258064516,1.0329444063143445,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,10,61,13,0.13829787234042554,0.21311475409836064,1.3648412975235438,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,15,91,19,0.20212765957446807,0.2087912087912088,1.3371522094926351,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,20,121,22,0.23404255319148937,0.18181818181818182,1.1644100580270793,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,5,29,6,0.06521739130434782,0.20689655172413793,1.2998500749625188,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,10,58,12,0.13043478260869565,0.20689655172413793,1.2998500749625188,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,15,87,16,0.17391304347826086,0.1839080459770115,1.1554222888555723,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,20,116,23,0.25,0.19827586206896552,1.245689655172414,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,5,31,8,0.07692307692307693,0.25806451612903225,1.4962779156327544,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,10,61,11,0.10576923076923077,0.18032786885245902,1.0455548549810845,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,15,91,17,0.16346153846153846,0.18681318681318682,1.0831572273879966,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,20,121,24,0.23076923076923078,0.19834710743801653,1.1500317863954228,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,5,122,24,0.0612092270210441,0.19688542825361513,1.1996028165701065,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,10,241,46,0.11837794667711275,0.19106840022611643,1.1738689744937953,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,15,361,72,0.18438051087361634,0.1992259364823083,1.2205579852437798,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,20,480,93,0.23810888658423945,0.19379061570014344,1.1856017760511393,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,5,31,6,0.046875,0.1935483870967742,0.9178427419354839,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,10,61,13,0.1015625,0.21311475409836064,1.0106301229508197,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,15,92,19,0.1484375,0.20652173913043478,0.9793648097826086,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,20,122,24,0.1875,0.19672131147540983,0.9328893442622951,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,5,31,7,0.059322033898305086,0.22580645161290322,1.1519956260251503,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,10,61,13,0.11016949152542373,0.21311475409836064,1.0872464573492635,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,15,91,20,0.1694915254237288,0.21978021978021978,1.1212516297262058,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,20,121,26,0.22033898305084745,0.21487603305785125,1.0962319652612411,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,5,29,7,0.058823529411764705,0.2413793103448276,1.1724137931034484,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,10,58,13,0.1092436974789916,0.22413793103448276,1.0886699507389164,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,15,87,19,0.15966386554621848,0.21839080459770116,1.0607553366174056,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,20,116,24,0.20168067226890757,0.20689655172413793,1.0049261083743843,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,5,31,3,0.022556390977443608,0.0967741935483871,0.4387581857870483,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,10,61,8,0.06015037593984962,0.13114754098360656,0.5946012572414644,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,15,91,15,0.11278195488721804,0.16483516483516483,0.7473353713955218,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,20,121,19,0.14285714285714285,0.15702479338842976,0.7119244391971665,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,5,122,23,0.046894238571878355,0.18937708565072303,0.9202525867127828,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,10,241,47,0.09528151623606623,0.19537874505370265,0.945286947070116,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,15,361,73,0.14759371146429134,0.20238198208588012,0.9771767868804355,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,20,480,93,0.18809419954422446,0.1938796724114572,0.9364929642737717,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,5,31,31,0.06666666666666667,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,10,61,61,0.13118279569892474,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,15,92,92,0.1978494623655914,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,20,122,122,0.2623655913978495,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,5,31,31,0.06431535269709543,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,10,61,61,0.12655601659751037,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,15,91,91,0.1887966804979253,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,20,121,121,0.25103734439834025,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,5,29,29,0.06157112526539278,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,10,58,58,0.12314225053078556,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,15,87,87,0.18471337579617833,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,20,116,116,0.24628450106157113,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,5,31,31,0.06313645621181263,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,10,61,61,0.12423625254582485,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,15,91,91,0.18533604887983707,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,20,121,121,0.24643584521384929,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,5,122,122,0.06392240021024187,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,10,241,241,0.12627932884326137,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,15,361,361,0.18917389188488304,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,20,480,480,0.25153082051790254,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,5,31,6,0.047244094488188976,0.1935483870967742,0.9250698501397002,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,10,61,13,0.10236220472440945,0.21311475409836064,1.0185878404543693,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,15,92,19,0.14960629921259844,0.20652173913043478,0.9870763437179049,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,20,122,24,0.1889763779527559,0.19672131147540983,0.9402349296501872,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,5,31,7,0.059322033898305086,0.22580645161290322,1.1519956260251503,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,10,61,13,0.11016949152542373,0.21311475409836064,1.0872464573492635,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,15,91,20,0.1694915254237288,0.21978021978021978,1.1212516297262058,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,20,121,26,0.22033898305084745,0.21487603305785125,1.0962319652612411,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,5,29,7,0.058823529411764705,0.2413793103448276,1.1724137931034484,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,10,58,13,0.1092436974789916,0.22413793103448276,1.0886699507389164,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,15,87,19,0.15966386554621848,0.21839080459770116,1.0607553366174056,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,20,116,24,0.20168067226890757,0.20689655172413793,1.0049261083743843,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,5,31,3,0.022556390977443608,0.0967741935483871,0.4387581857870483,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,10,61,8,0.06015037593984962,0.13114754098360656,0.5946012572414644,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,15,91,15,0.11278195488721804,0.16483516483516483,0.7473353713955218,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,20,121,19,0.14285714285714285,0.15702479338842976,0.7119244391971665,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,5,122,23,0.04698651219392559,0.18937708565072303,0.9220593637638368,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,10,241,47,0.0954814424171686,0.19537874505370265,0.9472763764460035,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,15,361,73,0.14788591126744094,0.20238198208588012,0.9791046703642596,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,20,480,93,0.1884632940324134,0.1938796724114572,0.9383293606207448,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,5,31,6,0.0594059405940594,0.1935483870967742,1.1632066432449697,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,10,61,13,0.12871287128712872,0.21311475409836064,1.2807985716604449,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,15,92,19,0.18811881188118812,0.20652173913043478,1.2411752044769695,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,20,122,24,0.2376237623762376,0.19672131147540983,1.1822756046096414,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,5,31,7,0.07446808510638298,0.22580645161290322,1.4461221688400823,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,10,61,13,0.13829787234042554,0.21311475409836064,1.3648412975235438,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,15,91,20,0.2127659574468085,0.21978021978021978,1.4075286415711947,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,20,121,26,0.2765957446808511,0.21487603305785125,1.3761209776683665,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,5,29,7,0.07608695652173914,0.2413793103448276,1.5164917541229386,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,10,58,13,0.14130434782608695,0.22413793103448276,1.4081709145427288,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,15,87,19,0.20652173913043478,0.21839080459770116,1.372063968015992,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,20,116,24,0.2608695652173913,0.20689655172413793,1.2998500749625188,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,5,31,3,0.028846153846153848,0.0967741935483871,0.5611042183622829,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,10,61,8,0.07692307692307693,0.13114754098360656,0.7604035308953343,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,15,91,15,0.14423076923076922,0.16483516483516483,0.95572696534235,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,20,121,19,0.18269230769230768,0.15702479338842976,0.9104418308963764,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,5,122,23,0.05970178401708384,0.18937708565072303,1.1717311961425685,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,10,241,47,0.12130954209417953,0.19537874505370265,1.203553578655513,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,15,361,73,0.18790931942230016,0.20238198208588012,1.2441236948516265,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,20,480,93,0.23944534499169695,0.1938796724114572,1.1921721220342258,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,5,31,6,0.046875,0.1935483870967742,0.9178427419354839,0.7419354838709677,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,10,61,13,0.1015625,0.21311475409836064,1.0106301229508197,0.7377049180327869,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,15,92,18,0.140625,0.1956521739130435,0.9278192934782609,0.7282608695652174,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,20,122,26,0.203125,0.21311475409836064,1.0106301229508197,0.7213114754098361,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,5,31,4,0.03389830508474576,0.12903225806451613,0.6582832148715144,0.8064516129032258,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,10,61,13,0.11016949152542373,0.21311475409836064,1.0872464573492635,0.7868852459016393,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,15,91,24,0.2033898305084746,0.26373626373626374,1.3455019556714471,0.7692307692307693,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,20,121,31,0.2627118644067797,0.256198347107438,1.3070458047345566,0.8016528925619835,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,5,29,5,0.04201680672268908,0.1724137931034483,0.8374384236453203,0.9310344827586207,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,10,58,13,0.1092436974789916,0.22413793103448276,1.0886699507389164,0.9482758620689655,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,15,87,20,0.16806722689075632,0.22988505747126436,1.116584564860427,0.8620689655172413,1,1,0,EVALUATED
