broker_id,n_spots,median_area,median_rent,median_sale,share_industrial,share_office,share_retail,share_land,share_rent,share_sale,share_both,top_sector,top_region,top_modality,n_inquiries,visit_n,positive_n,responded_n,median_response_hours,fast_rate,visit_rate,positive_rate,response_rate,log_spots,log_inquiries,broker_profile
98,10,2571.05,205.60500000000002,48773.3,0.4,0.3,0.1,0.2,0.6,0.2,0.2,Industrial,centro,rent,57,7,42,49,8.85,0.34615384615384615,0.14208051085127496,0.7143863888049934,0.8446879809006056,2.3978952727983707,4.060443010546419,B2
99,11,321.2,263.28,21263.705,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.18181818181818182,Land,sureste,rent,69,12,48,56,8.4,0.4098360655737705,0.17910336332076598,0.6854803588537584,0.8094491520151307,2.4849066497880004,4.248495242049359,B2
100,9,576.1,188.74,38367.69,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,Office,noroeste,rent,73,12,50,63,8.0,0.4406779661016949,0.1713999928553567,0.677502709010586,0.8499029519284583,2.302585092994046,4.304065093204169,B1
101,8,621.4,124.4,25974.214999999997,0.5,0.25,0.125,0.125,0.5,0.375,0.125,Industrial,noreste,rent,42,7,28,33,9.5,0.3333333333333333,0.17645482799271245,0.6614153538384596,0.790983460150752,2.1972245773362196,3.7612001156935624,B2
102,11,1366.6,146.74,37875.024999999994,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.36363636363636365,Retail,centro,sale,68,9,43,51,6.1,0.5,0.14704771972213831,0.6364517265680056,0.7618292560153026,2.4849066497880004,4.23410650459726,B2
103,8,324.7,242.01,47424.130000000005,0.375,0.375,0.25,0.0,0.25,0.25,0.5,Industrial,sureste,both,57,9,31,43,9.9,0.3191489361702128,0.16805453682530094,0.5715292459478506,0.7667659029785276,2.1972245773362196,4.060443010546419,B1
104,9,938.8,327.48,73611.55,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.5555555555555556,Office,occidente,both,78,17,49,70,10.0,0.3283582089552239,0.21367550342396094,0.6327321626324949,0.8779691278504758,2.302585092994046,4.3694478524670215,B1
105,10,1959.8,94.0,20252.82,0.6,0.1,0.1,0.2,0.3,0.3,0.4,Industrial,centro,both,74,16,49,64,7.5,0.32786885245901637,0.2121297801654061,0.6596569355104733,0.8514997290356024,2.3978952727983707,4.31748811353631,B2
106,15,1734.4,192.07999999999998,34748.85,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Industrial,centro,rent,88,15,54,66,8.1,0.37333333333333335,0.17537221606989048,0.6204421475739305,0.7596386530495058,2.772588722239781,4.48863636973214,B2
107,10,1680.85,229.995,30534.1,0.4,0.4,0.1,0.1,0.4,0.2,0.4,Industrial,noroeste,both,57,8,38,46,8.6,0.40816326530612246,0.15506752383828795,0.6624383368569415,0.8057269419395666,2.3978952727983707,4.060443010546419,B2
108,12,414.85,279.95,68135.23,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,0.4166666666666667,0.4166666666666667,0.16666666666666666,Retail,centro,rent,76,15,55,63,8.1,0.42857142857142855,0.1972937430786268,0.7084140826873385,0.8233434846806941,2.5649493574615367,4.343805421853684,B1
109,10,439.4,200.14,60296.97,0.3,0.1,0.5,0.1,0.5,0.3,0.2,Retail,bajío,rent,71,16,47,54,7.75,0.4375,0.21912306962140848,0.659425845472357,0.7696810387840288,2.3978952727983707,4.276666119016055,B1
110,5,3554.0,62.29,5283.03,0.2,0.2,0.0,0.6,0.4,0.2,0.4,Land,bajío,both,33,9,20,28,10.6,0.3793103448275862,0.24415470444430515,0.6227877724148018,0.8309617835725779,1.791759469228055,3.5263605246161616,B2
111,6,2092.35,60.51,50693.13,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,Land,bajío,rent,49,9,31,39,7.1,0.475,0.18753912080504598,0.6377935063476013,0.797695283034009,1.9459101490553132,3.912023005428146,B2
112,5,8338.8,137.91,53849.835,0.4,0.2,0.2,0.2,0.6,0.0,0.4,Industrial,bajío,rent,30,5,16,19,9.9,0.375,0.17880398671096345,0.5801550387596899,0.7008194905869325,1.791759469228055,3.4339872044851463,B3
113,10,307.4,253.93,17944.42,0.1,0.4,0.2,0.3,0.4,0.1,0.5,Office,noroeste,both,76,12,44,60,9.7,0.38095238095238093,0.1660437430786268,0.5938307493540051,0.7920934846806941,2.3978952727983707,4.343805421853684,B1
114,4,2210.65,148.88500000000002,31492.245,0.25,0.5,0.0,0.25,0.5,0.5,0.0,Office,centro,rent,24,5,16,21,5.9,0.5294117647058824,0.20318634853518572,0.6592670894996476,0.8418403302124233,1.6094379124341003,3.2188758248682006,B2
115,13,87.0,313.65,31782.964999999997,0.23076923076923078,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.3076923076923077,Office,occidente,rent,73,15,42,57,8.7,0.43636363636363634,0.20365805737148573,0.5914812036342418,0.7853868228962003,2.639057329615259,4.304065093204169,B1
116,10,1748.55,197.53,37453.59,0.5,0.0,0.4,0.1,0.5,0.3,0.2,Industrial,centro,rent,61,17,40,49,9.5,0.37735849056603776,0.258520979451212,0.6544166905924012,0.8029749941894645,2.3978952727983707,4.127134385045092,B2
117,7,96.3,279.1,52519.34,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,1.0,Retail,centro,both,68,14,47,55,8.9,0.38596491228070173,0.20386590154032014,0.681906272022551,0.807283801469848,2.0794415416798357,4.23410650459726,B1
118,5,783.0,180.15,36034.770000000004,0.4,0.4,0.0,0.2,0.6,0.4,0.0,Industrial,centro,rent,38,7,24,32,10.3,0.40625,0.18862412647496848,0.6380646885859396,0.8282926642990798,1.791759469228055,3.6635616461296463,B2
119,11,852.7,258.76,29940.9,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.5454545454545454,Office,centro,both,70,12,39,51,9.8,0.32786885245901637,0.17711332595053525,0.57786391042205,0.7448997169927403,2.4849066497880004,4.2626798770413155,B1
120,16,513.1,192.94,45341.29,0.25,0.4375,0.1875,0.125,0.4375,0.3125,0.25,Office,noreste,rent,74,10,43,56,8.25,0.421875,0.14829999293136353,0.5958271482764308,0.766393346056879,2.833213344056216,4.31748811353631,B1
121,5,85.8,399.45,69875.22,0.2,0.4,0.4,0.0,0.2,0.4,0.4,Retail,bajío,sale,41,8,21,32,13.2,0.3333333333333333,0.19574097271390445,0.5575041301308934,0.7875569594974857,1.791759469228055,3.7376696182833684,B1
122,9,101.1,315.005,58829.34,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,Office,bajío,both,71,14,48,59,8.3,0.3770491803278688,0.1971450476433865,0.6704148564613681,0.8246260937290838,2.302585092994046,4.276666119016055,B1
123,11,4477.0,368.74,32878.965000000004,0.18181818181818182,0.5454545454545454,0.0,0.2727272727272727,0.45454545454545453,0.0,0.5454545454545454,Office,centro-oriente,both,74,13,45,61,7.0,0.3870967741935484,0.1802148865483848,0.6171037440211117,0.8195848354185812,2.4849066497880004,4.31748811353631,B2
124,11,682.3,221.86,48048.185,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,Office,bajío,rent,73,12,45,53,6.0,0.5238095238095238,0.1713999928553567,0.623739268150371,0.7423760702080282,2.4849066497880004,4.304065093204169,B1
125,9,184.6,162.025,59722.649999999994,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Land,bajío,rent,57,10,28,40,9.05,0.375,0.18104154981231393,0.5325682069868116,0.7278048640174887,2.302585092994046,4.060443010546419,B1
126,12,2277.2,228.72,13272.03,0.16666666666666666,0.3333333333333333,0.0,0.5,0.4166666666666667,0.08333333333333333,0.5,Land,bajío,both,78,21,47,59,6.1,0.48484848484848486,0.2544918299545732,0.6123239993671887,0.7657242298912921,2.5649493574615367,4.3694478524670215,B2
127,8,575.4,200.825,53542.19,0.375,0.375,0.25,0.0,0.625,0.25,0.125,Industrial,centro,rent,53,8,37,43,6.4,0.5,0.163564374459564,0.6850376977806095,0.8087804730047483,2.1972245773362196,3.9889840465642745,B2
128,9,673.0,198.71,40869.03,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,Office,bajío,rent,68,12,42,52,6.9,0.44642857142857145,0.1811386288130474,0.6250880902043693,0.773192892378939,2.302585092994046,4.23410650459726,B1
129,9,1105.4,108.94,16537.275,0.4444444444444444,0.2222222222222222,0.0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.2222222222222222,Industrial,bajío,rent,59,11,36,43,10.9,0.3829787234042553,0.1891164472854199,0.6203512903542341,0.747354107966413,2.302585092994046,4.0943445622221,B2
130,6,1036.55,280.39,38016.97,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.5,Office,centro,both,29,3,23,26,6.0,0.5185185185185185,0.14163672113363618,0.7348520803670305,0.8579790720274821,1.9459101490553132,3.4011973816621555,B1
131,6,151.15,168.8,19657.28,0.3333333333333333,0.16666666666666666,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,Retail,bajío,rent,52,11,37,46,9.25,0.4090909090909091,0.20750276854928018,0.6945521102497847,0.861680201796481,1.9459101490553132,3.970291913552122,B1
132,12,53.900000000000006,215.79,47238.585,0.25,0.25,0.4166666666666667,0.08333333333333333,0.0,0.5,0.5,Retail,bajío,both,89,25,64,78,11.15,0.2804878048780488,0.26550641592246027,0.7064931370457294,0.8627612342141893,2.5649493574615367,4.499809670330265,B1
133,16,489.85,214.48,49881.43,0.25,0.3125,0.25,0.1875,0.5625,0.1875,0.25,Office,bajío,rent,112,19,71,91,9.3,0.30927835051546393,0.17378938890566797,0.6364223631665492,0.8109164737071715,2.833213344056216,4.727387818712341,B1
134,11,999.4,110.69,33450.81,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.45454545454545453,Office,noroeste,both,68,11,41,47,8.0,0.3728813559322034,0.16977499244941105,0.6137244538407329,0.7163747105607571,2.4849066497880004,4.23410650459726,B2
135,7,300.2,95.62,41731.83,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,Land,noroeste,both,53,11,30,41,9.1,0.4791666666666667,0.2046602648705229,0.5891472868217054,0.7813832127307757,2.0794415416798357,3.9889840465642745,B2
136,6,1017.4499999999999,118.705,20383.684999999998,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Industrial,bajío,sale,39,5,29,34,9.55,0.35294117647058826,0.15152880229742666,0.7119957955590592,0.848152110666892,1.9459101490553132,3.6888794541139363,B2
137,9,377.6,260.86,50161.61,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111,0.5555555555555556,0.0,0.4444444444444444,Office,centro,rent,64,8,43,50,8.5,0.41818181818181815,0.14214523018509728,0.6667589516426725,0.786202077730317,2.302585092994046,4.174387269895637,B1
138,6,1155.05,94.0,9761.67,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,Retail,centro,rent,41,6,28,34,10.649999999999999,0.3157894736842105,0.16295408746800283,0.672258228491549,0.8203438447433873,1.9459101490553132,3.7376696182833684,B2
139,13,154.6,236.97,54058.854999999996,0.15384615384615385,0.5384615384615384,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.3076923076923077,Office,occidente,sale,67,11,47,55,8.1,0.42105263157894735,0.17172642914423186,0.6897442751492471,0.8165629256246739,2.639057329615259,4.219507705176107,B1
140,10,504.65,270.94,39012.01,0.4,0.2,0.3,0.1,0.6,0.1,0.3,Industrial,centro,rent,78,12,45,63,11.149999999999999,0.3939393939393939,0.16265509526069563,0.5919158361018826,0.8065405564219044,2.3978952727983707,4.3694478524670215,B1
141,7,244.7,214.57999999999998,65715.72,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,Retail,occidente,rent,46,11,29,35,9.7,0.3488372093023256,0.22636665659921473,0.6364810899694621,0.7733480989294943,2.0794415416798357,3.8501476017100584,B1
142,12,577.3,249.12,16218.115,0.16666666666666666,0.5,0.08333333333333333,0.25,0.6666666666666666,0.08333333333333333,0.25,Office,bajío,rent,82,17,56,67,7.300000000000001,0.44285714285714284,0.20529607191713894,0.6765465876272989,0.8141272012681042,2.5649493574615367,4.418840607796598,B1
143,9,557.0,137.06,28642.56,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,Industrial,bajío,rent,44,6,28,35,9.2,0.3939393939393939,0.1553156146179402,0.6407461240310077,0.797515227021041,2.302585092994046,3.8066624897703196,B2
144,8,416.25,322.29,55774.52,0.375,0.125,0.375,0.125,0.375,0.125,0.5,Retail,centro,both,66,12,47,53,8.3,0.36666666666666664,0.18535115506451363,0.6977645574184244,0.8028020294110073,2.1972245773362196,4.204692619390966,B1
145,12,6651.85,151.32,40072.25,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.3333333333333333,Land,centro,rent,83,20,53,60,8.4,0.3283582089552239,0.2324291197626036,0.6408519605629562,0.7382618886344333,2.5649493574615367,4.430816798843313,B3
146,10,434.2,175.11,36106.41,0.4,0.2,0.4,0.0,0.5,0.2,0.3,Retail,centro,rent,63,11,39,48,8.6,0.38181818181818183,0.18000240163311051,0.6265994209395722,0.7715780063776702,2.3978952727983707,4.1588830833596715,B1
147,6,1178.2,98.41,31939.01,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,Industrial,centro,rent,31,3,18,21,9.9,0.37037037037037035,0.13608233991270927,0.6079951360389116,0.7262936182224828,1.9459101490553132,3.4657359027997265,B2
148,16,350.4,261.41499999999996,53046.91,0.125,0.4375,0.25,0.1875,0.4375,0.25,0.3125,Office,bajío,rent,101,9,61,76,9.3,0.32142857142857145,0.10694379616155514,0.611634313537062,0.7606692109863358,2.833213344056216,4.624972813284271,B1
149,10,1305.9499999999998,157.365,30548.94,0.1,0.3,0.1,0.5,0.5,0.2,0.3,Land,centro,rent,50,9,39,45,10.4,0.28205128205128205,0.18485999050783103,0.74296788482835,0.872013921847809,2.3978952727983707,3.9318256327243257,B2
150,11,716.5,196.065,74313.5,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.45454545454545453,Retail,bajío,both,63,15,38,44,9.9,0.3584905660377358,0.22819517271744785,0.6145512281684878,0.7233852352933329,2.4849066497880004,4.1588830833596715,B1
151,13,996.8,167.075,33515.04,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.46153846153846156,Retail,bajío,both,88,10,48,71,9.0,0.3815789473684211,0.1290759197735942,0.564886592018375,0.8059349493458021,2.639057329615259,4.48863636973214,B2
152,2,858.5,156.42000000000002,,0.5,0.0,0.5,0.0,1.0,0.0,0.0,Industrial,bajío,rent,12,2,8,10,17.9,0.125,0.1856312292358804,0.6564922480620154,0.813780454042082,1.0986122886681096,2.5649493574615367,B1
153,8,960.05,203.435,47740.555,0.125,0.5,0.0,0.375,0.5,0.0,0.5,Office,centro,both,52,6,38,43,8.850000000000001,0.391304347826087,0.13805832410483573,0.7084409991386735,0.8200135351298142,2.1972245773362196,3.970291913552122,B1
154,13,625.6,194.265,29483.17,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.46153846153846156,Land,centro,both,85,13,54,69,8.8,0.373134328358209,0.16133523176712544,0.6381690660760428,0.8099140431366345,2.639057329615259,4.454347296253507,B2
155,5,752.3,302.075,45766.3,0.2,0.6,0.0,0.2,0.0,0.2,0.8,Office,norte,both,43,12,31,37,12.5,0.3333333333333333,0.2530190370721932,0.6985357450473729,0.8419202306245497,1.791759469228055,3.784189633918261,B1
156,10,886.35,251.03,50708.495,0.1,0.4,0.3,0.2,0.4,0.3,0.3,Office,centro,rent,54,11,41,47,11.6,0.3191489361702128,0.20189458561551585,0.7298344856484391,0.8519050612073868,2.3978952727983707,4.007333185232471,B1
157,8,1343.5,181.475,22594.145,0.125,0.25,0.25,0.375,0.5,0.25,0.25,Land,centro,rent,46,10,34,37,7.7,0.40540540540540543,0.21121514144769957,0.7122386657270378,0.8036511292325247,2.1972245773362196,3.8501476017100584,B2
158,8,1440.6999999999998,334.32,39254.18,0.25,0.375,0.0,0.375,0.375,0.375,0.25,Land,bajío,rent,35,9,25,30,10.65,0.2857142857142857,0.23527635155542131,0.6910500352360817,0.8371086278063024,2.1972245773362196,3.58351893845611,B1
159,8,1051.85,180.655,46080.1,0.25,0.375,0.25,0.125,0.25,0.5,0.25,Office,centro,sale,35,8,23,29,7.8,0.42424242424242425,0.21709453337360313,0.6546863988724454,0.8189268096244842,2.1972245773362196,3.58351893845611,B1
160,13,2726.1,147.355,23903.805,0.38461538461538464,0.3076923076923077,0.0,0.3076923076923077,0.23076923076923078,0.5384615384615384,0.23076923076923078,Industrial,bajío,sale,80,22,54,67,8.6,0.37333333333333335,0.2594019933554817,0.6700775193798449,0.8304097452934662,2.639057329615259,4.394449154672439,B2
161,9,200.7,157.66,59916.29,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.3333333333333333,Retail,noreste,rent,66,12,42,52,6.25,0.48148148148148145,0.18535115506451363,0.6396250225347034,0.7911741224342631,2.302585092994046,4.204692619390966,B1
162,10,1592.1499999999999,228.54,39533.39,0.5,0.3,0.1,0.1,0.1,0.2,0.7,Industrial,occidente,both,76,19,50,62,8.6,0.375,0.23896040974529345,0.6563307493540051,0.8129268180140273,2.3978952727983707,4.343805421853684,B2
163,9,608.7,172.14,22300.605,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4444444444444444,Industrial,centro,both,53,13,33,39,5.3,0.5333333333333333,0.2320575251444955,0.6302431772326643,0.7539859524568031,2.302585092994046,3.9889840465642745,B2
164,4,17750.6,112.57000000000001,16947.905,0.5,0.0,0.0,0.5,0.0,0.0,1.0,Industrial,noreste,both,34,5,20,26,8.55,0.375,0.16555924695459578,0.6112546655182314,0.7785365653582709,1.6094379124341003,3.5553480614894135,B3
165,9,2113.5,95.89500000000001,27758.53,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.2222222222222222,Industrial,centro,sale,53,12,38,45,9.35,0.34782608695652173,0.2183588950075092,0.6987363279175958,0.8361777332787209,2.302585092994046,3.9889840465642745,B2
166,5,463.7,322.37,30689.78,0.4,0.4,0.2,0.0,0.6,0.2,0.2,Industrial,sureste,rent,31,9,23,27,5.85,0.5,0.2537293987362387,0.7060343517251861,0.8439406770460123,1.791759469228055,3.4657359027997265,B1
167,9,155.5,292.58,43298.11,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,Office,noroeste,rent,61,11,38,47,9.3,0.41509433962264153,0.18444690537713793,0.6297253325677098,0.7782836361647731,2.302585092994046,4.127134385045092,B1
168,10,1459.9,204.45499999999998,18489.905,0.3,0.2,0.2,0.3,0.2,0.4,0.4,Industrial,occidente,sale,69,10,45,57,8.8,0.36065573770491804,0.15663145320840643,0.6517724936852191,0.8206851070713104,2.3978952727983707,4.248495242049359,B2
169,7,5936.3,80.205,27176.53,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,Industrial,centro,sale,36,8,27,29,8.55,0.375,0.21321784527764592,0.7144241417497231,0.8043031165954755,2.0794415416798357,3.6109179126442243,B3
170,13,773.5,197.35,31394.574999999997,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.5384615384615384,0.15384615384615385,0.3076923076923077,Office,bajío,rent,72,8,42,57,7.9,0.3968253968253968,0.1297847753863932,0.5979103471520054,0.7939236361885503,2.639057329615259,4.290459441148391,B2
171,16,500.15,165.88,41475.78,0.3125,0.3125,0.3125,0.0625,0.1875,0.25,0.5625,Industrial,centro,both,104,27,68,84,9.45,0.3977272727272727,0.24951773657700138,0.6532883220805201,0.8067820526560212,2.833213344056216,4.653960350157523,B2
172,15,246.0,359.77,35714.665,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.2,0.4666666666666667,0.4666666666666667,0.06666666666666667,Office,noreste,rent,75,16,44,58,8.6,0.38333333333333336,0.20989683511103338,0.6000815993472052,0.7793786792562802,2.772588722239781,4.330733340286331,B1
173,12,1713.0,156.51,19431.98,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.25,0.4166666666666667,0.4166666666666667,0.16666666666666666,Industrial,centro,rent,78,16,49,64,8.8,0.37142857142857144,0.20347142179130787,0.6327321626324949,0.8167446380545574,2.5649493574615367,4.3694478524670215,B2
174,13,1443.9,216.72,42672.075,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.3076923076923077,Industrial,centro,rent,91,20,61,75,6.7,0.4625,0.21567747149142497,0.6667365039458063,0.8201889597238435,2.639057329615259,4.5217885770490405,B2
175,7,453.0,347.5,20721.21,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,Office,occidente,sale,39,8,25,31,8.8,0.36666666666666664,0.2023762599245453,0.6441991853895677,0.7973046530397734,2.0794415416798357,3.6888794541139363,B1
176,11,1260.3,239.16,74106.69,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.2727272727272727,Industrial,centro,rent,51,9,29,33,8.4,0.425531914893617,0.18225632866969257,0.5916584779997817,0.6907179511175582,2.4849066497880004,3.9512437185814275,B1
177,11,777.3,157.91,33741.595,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.45454545454545453,Industrial,centro,rent,78,19,53,63,9.4,0.39436619718309857,0.23408366668926706,0.6735484891631071,0.8065405564219044,2.4849066497880004,4.3694478524670215,B2
178,11,449.9,242.74,47295.25,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.5454545454545454,Retail,centro,both,90,17,56,69,8.9,0.34615384615384615,0.19036544850498338,0.6273431994362226,0.7730997684486057,2.4849066497880004,4.51085950651685,B1
179,11,287.4,295.62,42379.42,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.0,0.36363636363636365,Office,bajío,rent,73,14,50,64,8.3,0.3880597014925373,0.1929053691994427,0.677502709010586,0.8606556401005013,2.4849066497880004,4.304065093204169,B1
180,11,1932.6,165.825,24219.22,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.5454545454545454,Retail,occidente,both,77,17,50,63,9.3,0.32786885245901637,0.21587834366544506,0.6495644529689123,0.8148554075190374,2.4849066497880004,4.356708826689592,B2
181,13,1823.1,125.34,17097.97,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.3076923076923077,Industrial,centro,sale,73,11,49,57,7.0,0.48214285714285715,0.16064730468331367,0.666750020838543,0.7853868228962003,2.639057329615259,4.304065093204169,B2
182,6,439.15,252.52,10542.220000000001,0.0,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5,Land,noreste,both,46,8,29,36,10.55,0.2777777777777778,0.18091211114466926,0.6364810899694621,0.7884996140810095,1.9459101490553132,3.8501476017100584,B1
183,7,1731.7,42.65,28429.785,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,Land,noreste,both,39,11,25,32,7.8999999999999995,0.4411764705882353,0.25322371755166395,0.6441991853895677,0.8142538055821462,2.0794415416798357,3.6888794541139363,B2
184,11,383.2,201.79500000000002,16753.455,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.6363636363636364,Land,centro,both,79,15,50,65,8.350000000000001,0.3870967741935484,0.19131514480351688,0.6364419387675202,0.8185957023166326,2.4849066497880004,4.382026634673881,B2
185,10,728.2,408.14,29619.56,0.1,0.2,0.6,0.1,0.3,0.6,0.1,Retail,sureste,sale,54,16,40,48,6.65,0.47368421052631576,0.2694621531830834,0.7163209721349256,0.8654185747209003,2.3978952727983707,4.007333185232471,B1
186,7,124.5,387.94,40431.73,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,Office,bajío,both,43,6,26,35,10.2,0.3611111111111111,0.15778094183409797,0.6191706656822935,0.8101741988785179,2.0794415416798357,3.784189633918261,B1
187,7,471.9,197.39499999999998,28009.825,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,Industrial,centro,rent,41,11,26,33,10.2,0.3225806451612903,0.2449213005827569,0.6394713432456475,0.8039504021204366,2.0794415416798357,3.7376696182833684,B2
188,7,131.5,299.995,51476.86,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,Office,bajío,sale,42,6,31,34,6.8,0.47368421052631576,0.16032579573464795,0.7098024506126531,0.8071124924088166,2.0794415416798357,3.7612001156935624,B1
189,10,174.95,185.93,46302.485,0.2,0.2,0.5,0.1,0.2,0.6,0.2,Retail,bajío,sale,63,16,49,54,10.1,0.3333333333333333,0.2402433654885322,0.7470813486504156,0.8438671630041762,2.3978952727983707,4.1588830833596715,B1
190,13,217.9,309.96500000000003,55428.68,0.23076923076923078,0.5384615384615384,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.38461538461538464,Office,centro,both,92,16,59,78,8.6,0.3835616438356164,0.1780374940673944,0.6429263565891473,0.8396515582977377,2.639057329615259,4.532599493153256,B1
191,6,1892.0,29.98,51885.12,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,Office,occidente,sale,30,7,24,26,6.5,0.39285714285714285,0.21880398671096343,0.7401550387596899,0.8408194905869325,1.9459101490553132,3.4339872044851463,B2
192,6,140.15,203.67,39743.81,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,0.16666666666666666,0.3333333333333333,Office,noreste,rent,51,7,26,35,8.5,0.3488372093023256,0.15408731458518551,0.549404956873021,0.7188869652020652,1.9459101490553132,3.9512437185814275,B1
193,6,1051.25,274.71000000000004,70993.02,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.0,0.5,Industrial,bajío,both,46,8,34,40,5.9,0.5,0.18091211114466926,0.7122386657270378,0.8491056746870701,1.9459101490553132,3.8501476017100584,B1
