spot_id,broker_id,sector_name,type_name,state,municipality,settlement,corridor,region,lat,lon,title,description,area_sqm,price_sqm_mxn_rent,price_sqm_mxn_sale,price_total_mxn_rent,price_total_mxn_sale,maintenance_cost_mxn,modality,days_on_market,total_inquiries,total_views,is_active,created_at,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,human_actionable_issue,human_issue_type,human_notes
1898,245,Land,Subspace,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.679383,-103.372016,"Land compartido en americana-chapultepec, Guadalajara",Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos.,5157.1,43.2,,222786.72,,12740.7,rent,128,4,64,True,2024-06-26 00:00:00+00:00,True,0,4.0,cctv,3,12,,4,fair,,[],,,
1899,183,Land,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.702623,-103.417143,"Subspace en Land - andares-puerta-hierro, Zapopan",Recién remodelado con acabados modernos. Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,6823.6,21.94,3572.9,149709.78,24380040.44,16921.83,both,105,5,103,True,2025-08-03 00:00:00+00:00,False,0,0.0,cctv,0,15,0.0,2,fair,polished_concrete,"[""security_booth"", ""conference_room""]",,,
1909,72,Land,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.44252,-99.190538,"Single Land en polanco, Miguel Hidalgo",Espacio versátil adaptable a diferentes giros.,158.1,74.18,15648.86,11727.86,2474084.77,894.64,both,542,21,374,True,2026-06-20 00:00:00+00:00,False,4,0.0,basic,1,2,0.0,1,good,ceramic,"[""loading_dock"", ""storage""]",,,
1910,111,Land,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.515622,-99.271495,"Single Land en lomas-verdes-satelite, Naucalpan de Juárez",Excelente ubicación con acceso a vías principales. Amplio espacio con buena iluminación natural.,27020.6,42.47,7323.46,1147564.88,197884283.28,95420.75,both,448,8,138,True,2025-04-26 00:00:00+00:00,True,0,0.0,none,6,58,0.0,3,fair,concrete,"[""loading_dock""]",,,
1911,140,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.523318,-117.032554,"Land Single - zona-rio-aguacaliente, Tijuana",Recién remodelado con acabados modernos. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,389.1,100.48,,39096.77,,4002.74,rent,149,6,132,True,2026-05-25 00:00:00+00:00,True,3,,basic,3,1,,2,fair,ceramic,[],,,
1912,194,Land,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.415936,-99.166541,"Land Single - roma-condesa, Cuauhtémoc",Espacio listo para ocupar con acabados de primera.,63285.4,66.97,,4238223.24,,318723.79,rent,21,1,28,True,2026-04-05 00:00:00+00:00,False,8,0.0,full,0,126,0.0,3,good,concrete,[],,,
1916,230,Land,Single,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.070972,-110.958523,"Single Land en centenario-colosio, Hermosillo",Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,12949.4,24.0,3852.65,310785.6,49889505.91,23247.6,both,55,2,49,True,2025-07-17 00:00:00+00:00,True,0,0.0,full,4,29,0.0,2,fair,carpet,"[""rooftop"", ""gym""]",,,
1928,133,Land,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.422112,-99.194961,"Land Single - polanco, Miguel Hidalgo",Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales. Zona de alta plusvalía y demanda comercial.,9075.8,74.44,,675602.55,,97441.79,rent,41,4,111,True,2024-09-18 00:00:00+00:00,True,0,0.0,full,0,18,0.0,2,good,polished_concrete,[],,,
1936,209,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.516438,-117.03548,Single de 12543 m² en zona-rio-aguacaliente,Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos.,12543.4,50.06,,627922.6,,71033.8,rent,220,2,24,True,2025-04-07 00:00:00+00:00,True,5,8.0,none,0,25,0.0,2,good,ceramic,"[""meeting_rooms"", ""gym"", ""lounge""]",,,
2299,277,Land,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.125642,-101.684557,"Land compartido en centro-leon, León",Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,94996.2,,13578.74,,1289928700.79,,sale,241,5,124,True,2024-10-06 00:00:00+00:00,True,8,0.0,basic,0,189,0.0,4,good,ceramic,[],,,
2462,87,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.509282,-117.034674,"Single Land en zona-rio-aguacaliente, Tijuana",Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros.,11190.8,,10115.35,,113198858.78,,sale,123,3,49,True,2025-10-19 00:00:00+00:00,False,0,,cctv,0,22,0.0,1,new,polished_concrete,[],,,
2467,9,Land,Single,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.05909,-110.951469,"Single Land en centenario-colosio, Hermosillo",Cuenta con todos los servicios y estacionamiento.,1866.0,,12103.91,,22585896.06,,sale,461,10,251,True,2025-10-25 00:00:00+00:00,True,0,0.0,basic,0,3,0.0,2,good,,[],,,
2469,102,Land,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.498166,-99.265558,"Single Land en lomas-verdes-satelite, Naucalpan de Juárez",Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento.,1728.4,65.8,12053.95,113728.72,20834047.18,6939.61,both,51,3,37,True,2025-08-17 00:00:00+00:00,True,0,0.0,full,1,4,0.0,1,good,,"[""lounge"", ""conference_room"", ""rooftop""]",,,
2475,247,Land,Subspace,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.418128,-99.144021,"Subspace 1859 m², roma-condesa",Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera. Ubicación estratégica cerca de centros comerciales.,1859.2,49.95,9741.65,92867.04,18111675.68,9691.49,both,68,5,63,True,2026-05-08 00:00:00+00:00,True,0,0.0,basic,10,7,0.0,0,good,concrete,[],,,
2476,3,Land,Subspace,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.964875,-89.626318,"Land compartido en paseo-montejo, Mérida",Recién remodelado con acabados modernos. Ideal para oficinas corporativas o centro de distribución.,1486.0,,3502.01,,5203986.86,,sale,110,5,144,True,2026-03-04 00:00:00+00:00,False,0,,basic,0,3,0.0,1,good,wood,"[""security_booth"", ""cafeteria"", ""kitchen""]",,,
2478,95,Land,Single,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.082697,-110.951881,Single de 1802 m² en centenario-colosio,Recién remodelado con acabados modernos.,1802.1,33.25,,59919.82,,4032.83,rent,301,7,102,True,2026-06-27 00:00:00+00:00,False,8,,full,9,7,0.0,0,fair,polished_concrete,[],,,
2485,194,Land,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.109279,-101.671105,"Subspace 3762 m², centro-leon",Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento.,3762.6,38.04,7295.72,143129.3,27450876.07,20789.32,both,151,3,47,True,2025-07-05 00:00:00+00:00,True,1,0.0,cctv,8,10,0.0,3,good,concrete,"[""conference_room"", ""reception"", ""rooftop"", ""kitchen""]",,,
2498,184,Land,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.514454,-99.255543,"Land Single - lomas-verdes-satelite, Naucalpan de Juárez",Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso.,53635.4,54.59,10042.5,2927956.49,538633504.5,355816.47,both,9,2,39,True,2025-01-07 00:00:00+00:00,False,25,2.0,full,3,109,0.0,2,good,ceramic,[],,,
2505,165,Land,Subspace,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.422329,-99.159997,"Subspace en Land - roma-condesa, Cuauhtémoc",Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,4328.3,31.61,,136817.56,,15892.58,rent,362,8,159,True,2025-08-16 00:00:00+00:00,True,0,0.0,basic,0,9,0.0,2,fair,concrete,"[""storage"", ""gym"", ""security_booth""]",,,
2650,61,Land,Subspace,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.52448,-117.037303,"Land compartido en zona-rio-aguacaliente, Tijuana",Espacio versátil adaptable a diferentes giros.,9664.1,,5639.21,,54497889.36,,sale,275,3,43,True,2025-12-08 00:00:00+00:00,False,0,0.0,basic,2,19,0.0,2,good,,"[""parking""]",,,
2654,2,Land,Subspace,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.261731,-99.614096,"Land compartido en metepec-toluca, Toluca",Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,22908.6,64.44,12982.53,1476230.18,297411586.76,190417.7,both,39,4,115,True,2025-09-20 00:00:00+00:00,False,40,0.0,full,1,46,0.0,3,good,concrete,"[""storage"", ""loading_dock""]",,,
2658,204,Land,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.428327,-99.196624,Single de 959 m² en polanco,Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,959.5,59.16,,56764.02,,6099.69,rent,90,5,110,True,2025-02-24 00:00:00+00:00,False,0,0.0,basic,2,5,0.0,0,new,ceramic,[],,,
2674,47,Land,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.508762,-99.252545,Single de 4498 m² en lomas-verdes-satelite,Excelente ubicación con acceso a vías principales.,4498.9,26.02,,117061.38,,14144.76,rent,136,5,147,True,2026-04-20 00:00:00+00:00,True,3,,full,1,9,0.0,4,new,concrete,"[""lounge"", ""parking""]",,,
2677,243,Land,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.03463,-98.242574,"Single Land en angelopolis-lomas, Puebla",Perfecto para negocio en crecimiento.,3038.3,,20119.58,,61129319.91,,sale,100,1,22,True,2025-04-19 00:00:00+00:00,True,3,0.0,cctv,0,7,0.0,1,fair,concrete,"[""cafeteria"", ""storage"", ""rooftop"", ""reception""]",,,
2678,138,Land,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.571116,-100.384572,"Land Single - centro-queretaro, Querétaro",Perfecto para negocio en crecimiento.,6880.8,66.5,9761.67,457573.2,67168098.94,54949.95,both,23,2,55,False,2025-04-28 00:00:00+00:00,True,33,0.0,cctv,4,17,,3,good,carpet,"[""security_booth"", ""lounge"", ""parking""]",,,
2679,123,Land,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.439108,-99.185093,"Single Land en polanco, Miguel Hidalgo",Espacio listo para ocupar con acabados de primera.,5300.5,76.39,11106.31,404905.2,58868996.15,57786.45,both,15,3,32,True,2025-02-13 00:00:00+00:00,True,0,0.0,cctv,0,12,0.0,2,good,concrete,"[""security_booth"", ""meeting_rooms"", ""lounge"", ""conference_room""]",,,
2684,200,Land,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.596283,-100.377757,"Single Land en centro-queretaro, Querétaro",Espacio listo para ocupar con acabados de primera.,3952.1,,4006.18,,15832823.98,,sale,239,3,62,True,2025-03-17 00:00:00+00:00,True,0,3.0,full,3,8,0.0,1,good,concrete,"[""rooftop"", ""meeting_rooms"", ""loading_dock""]",,,
2685,106,Land,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.377165,-99.15111,"Single Land en del-valle-narvarte, Benito Juárez",Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales.,136403.0,133.23,,18172971.69,,1505376.76,rent,25,2,43,True,2025-06-09 00:00:00+00:00,True,0,0.0,cctv,0,273,0.0,1,fair,ceramic,[],,,
2854,96,Land,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.585341,-100.380466,Single de 8569 m² en centro-queretaro,Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos.,8569.8,84.61,,725090.78,,107355.24,rent,113,7,179,True,2025-08-28 00:00:00+00:00,True,15,0.0,basic,6,21,0.0,4,fair,ceramic,"[""parking"", ""gym"", ""rooftop"", ""lounge""]",,,
2858,254,Land,Subspace,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.713474,-100.453226,"Subspace 9020 m², juriquilla-juncos",Excelente ubicación con acceso a vías principales.,9020.4,,5205.46,,46955331.38,,sale,96,7,90,True,2025-12-18 00:00:00+00:00,True,0,5.0,cctv,8,24,,5,fair,ceramic,"[""rooftop"", ""cafeteria""]",,,
2860,224,Land,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.962422,-89.627075,"Single Land en paseo-montejo, Mérida",Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento.,24934.1,17.85,,445073.68,,35284.35,rent,239,11,304,True,2026-01-19 00:00:00+00:00,True,0,0.0,cctv,7,54,0.0,1,fair,wood,[],,,
2870,133,Land,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.112516,-101.671152,"Subspace 13661 m², centro-leon",Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales.,13661.8,100.68,,1375470.02,,178305.68,rent,85,1,18,True,2025-09-01 00:00:00+00:00,True,8,0.0,basic,0,29,0.0,1,fair,concrete,"[""gym"", ""conference_room"", ""cafeteria""]",,,
2874,145,Land,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.717308,-103.406485,"Subspace 88347 m², andares-puerta-hierro",Recién remodelado con acabados modernos.,88347.2,21.94,,1938337.57,,169389.06,rent,255,4,71,True,2024-03-09 00:00:00+00:00,True,40,0.0,none,0,177,0.0,1,good,concrete,[],,,
2882,234,Land,Subspace,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.640999,-100.378781,"Subspace 4530 m², vasconcelos-calzada",Recién remodelado con acabados modernos.,4530.9,44.39,6417.17,201126.65,29075555.55,24694.92,both,134,6,71,False,2026-02-22 00:00:00+00:00,True,3,,basic,1,11,0.0,1,fair,wood,"[""conference_room"", ""meeting_rooms"", ""cafeteria""]",,,
2889,191,Land,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.7056,-103.410708,"Subspace en Land - andares-puerta-hierro, Zapopan",Perfecto para negocio en crecimiento. Espacio listo para ocupar con acabados de primera. Zona de alta plusvalía y demanda comercial.,2133.3,29.98,,63956.33,,5771.74,rent,67,4,52,True,2025-05-09 00:00:00+00:00,True,12,,full,0,4,0.0,1,new,polished_concrete,[],,,
