lead_id,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,prior_searches,prior_inquiries,has_converted_before,lead_score_internal,created_at,entity,anomaly_group,anomaly_score,isolation_forest_flag,anomaly_percentile_within_group,robust_deviation_explanation
659,tenant_direct,small,manufacturing,Retail,rent,290.6,71583.25,445028.18,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,referral,42,107,True,0.384,2025-01-07,lead,search_sector=Retail | search_modality=rent,0.022903528232519843,True,0.9815303430079155,prior_inquiries=2.9 MAD; max_budget_mxn_rent_monthly=1.8 MAD; prior_searches=1.6 MAD
2729,tenant_direct,large,retail,Land,rent,2636.5,103107.79,123269.36,,,Jalisco,Guadalajara,americana-chapultepec,social,10,13,True,0.1761,2025-11-30,lead,search_sector=Land | search_modality=rent,0.022717072032123586,True,0.9873737373737373,min_budget_mxn_rent_monthly=2.8 MAD; target_area_sqm=2.5 MAD; max_budget_mxn_rent_monthly=2.3 MAD
2961,investor,small,technology,Office,sale,5412.8,,,11032563.94,12187022.4,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,45,89,False,0.7713,2025-02-21,lead,search_sector=Office | search_modality=sale,0.02228737220204946,True,0.986046511627907,target_area_sqm=3.6 MAD; prior_inquiries=2.1 MAD; prior_searches=1.7 MAD
995,investor,,,Office,rent,372.2,,133028.8,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,1,1,True,0.4333,2025-11-02,lead,search_sector=Office | search_modality=rent,0.02223970235216144,True,0.986449864498645,prior_searches=0.2 MAD; prior_inquiries=0.2 MAD; max_budget_mxn_rent_monthly=0.1 MAD
2278,broker,large,logistics,Office,both,1401.0,432258.37,608460.45,77806506.42,95292071.29,Yucatán,Mérida,paseo-montejo,organic,0,179,True,0.5353,2026-06-11,lead,search_sector=Office | search_modality=both,0.022095503028993213,True,0.9858156028368794,prior_inquiries=2.5 MAD; min_budget_mxn_rent_monthly=2.1 MAD; min_budget_mxn_sale_total=2.0 MAD
3907,investor,medium,retail,Industrial,sale,961.8,,,,30844948.15,Yucatán,Mérida,paseo-montejo,organic,0,2,False,0.4718,2025-11-21,lead,search_sector=Industrial | search_modality=sale,0.021751913779926135,True,0.9841269841269841,max_budget_mxn_sale_total=1.4 MAD; target_area_sqm=1.3 MAD; prior_searches=0.7 MAD
1112,tenant_direct,medium,manufacturing,Office,sale,1614.4,,,86939835.93,114585017.87,CDMX,Benito Juárez,del-valle-narvarte,paid,33,4,True,0.973,2025-02-07,lead,search_sector=Office | search_modality=sale,0.021612293244008707,True,0.9837209302325581,min_budget_mxn_sale_total=2.1 MAD; max_budget_mxn_sale_total=2.0 MAD; target_area_sqm=2.0 MAD
3239,tenant_direct,large,retail,Office,both,65.4,18034.18,21854.08,3246152.44,3571747.56,Chihuahua,Chihuahua,centro-chihuahua,event,0,0,False,0.4006,2026-04-11,lead,search_sector=Office | search_modality=both,0.02136651410572543,True,0.9822695035460993,min_budget_mxn_rent_monthly=2.5 MAD; max_budget_mxn_sale_total=2.5 MAD; max_budget_mxn_rent_monthly=2.4 MAD
4320,tenant_direct,small,manufacturing,Office,rent,83.3,24687.65,31010.87,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,1,0,True,0.2117,2026-06-27,lead,search_sector=Office | search_modality=rent,0.021308464050940112,True,0.9850948509485095,target_area_sqm=2.1 MAD; min_budget_mxn_rent_monthly=2.1 MAD; max_budget_mxn_rent_monthly=2.0 MAD
2718,developer,large,financial,Retail,rent,112.5,,30521.83,,,Sonora,Hermosillo,centenario-colosio,paid,0,0,False,0.5276,2025-09-12,lead,search_sector=Retail | search_modality=rent,0.02103690693521687,True,0.9802110817941952,max_budget_mxn_rent_monthly=2.0 MAD; target_area_sqm=1.7 MAD; prior_inquiries=0.7 MAD
2406,broker,small,financial,Retail,sale,95.3,,,4168929.22,5092114.35,Chihuahua,Chihuahua,centro-chihuahua,paid,4,4,True,0.8898,2026-05-18,lead,search_sector=Retail | search_modality=sale,0.021021204164035856,True,0.9829424307036247,min_budget_mxn_sale_total=2.3 MAD; max_budget_mxn_sale_total=2.2 MAD; target_area_sqm=2.1 MAD
732,broker,enterprise,technology,Office,rent,496.8,131005.51,797756.23,,,Nuevo León,Monterrey,macroplaza,social,33,75,True,0.5222,2026-04-10,lead,search_sector=Office | search_modality=rent,0.020306930861714645,True,0.983739837398374,max_budget_mxn_rent_monthly=2.3 MAD; prior_inquiries=2.0 MAD; prior_searches=1.5 MAD
171,broker,large,manufacturing,Office,sale,2292.1,,,124540633.25,178037625.37,Estado de México,Naucalpan de Juárez,,organic,59,3,False,0.2284,2025-06-19,lead,search_sector=Office | search_modality=sale,0.019687607836000653,True,0.9813953488372092,min_budget_mxn_sale_total=2.6 MAD; max_budget_mxn_sale_total=2.6 MAD; target_area_sqm=2.4 MAD
4930,broker,medium,retail,Land,rent,1623.8,67449.59,97538.93,,,Nuevo León,Monterrey,macroplaza,social,49,15,True,0.8488,2025-03-12,lead,search_sector=Land | search_modality=rent,0.019599766386068418,True,0.9848484848484849,min_budget_mxn_rent_monthly=2.2 MAD; max_budget_mxn_rent_monthly=2.0 MAD; prior_inquiries=2.0 MAD
3551,investor,large,technology,Retail,rent,1190.7,,339234.94,,,Puebla,Puebla,angelopolis-lomas,organic,0,2,False,0.1512,2025-11-17,lead,search_sector=Retail | search_modality=rent,0.01947485867932175,True,0.978891820580475,target_area_sqm=1.6 MAD; max_budget_mxn_rent_monthly=1.5 MAD; prior_searches=0.7 MAD
1654,broker,medium,manufacturing,Office,both,607.5,,174201.91,,34106367.12,CDMX,Cuauhtémoc,roma-condesa,organic,0,1,False,0.9545,2026-05-07,lead,search_sector=Office | search_modality=both,0.019358181883728287,True,0.9787234042553191,prior_searches=1.0 MAD; target_area_sqm=0.7 MAD; max_budget_mxn_sale_total=0.5 MAD
571,broker,small,manufacturing,Office,rent,1005.1,315551.1,417140.71,,,San Luis Potosí,San Luis Potosí,lomas-carranza,social,54,2,True,0.4645,2025-10-10,lead,search_sector=Office | search_modality=rent,0.018971355580205795,True,0.9823848238482384,prior_searches=1.8 MAD; min_budget_mxn_rent_monthly=1.7 MAD; max_budget_mxn_rent_monthly=1.5 MAD
4217,tenant_direct,enterprise,healthcare,Land,rent,69.3,2581.49,3183.47,,,Sonora,Hermosillo,centenario-colosio,email,40,12,False,0.4988,2025-05-20,lead,search_sector=Land | search_modality=rent,0.018485118483127505,True,0.9823232323232324,min_budget_mxn_rent_monthly=2.5 MAD; max_budget_mxn_rent_monthly=2.5 MAD; target_area_sqm=2.2 MAD
3988,tenant_direct,enterprise,other,Office,rent,2340.4,669443.18,796757.7,,,Estado de México,Toluca,,organic,56,5,False,0.7218,2025-04-01,lead,search_sector=Office | search_modality=rent,0.0184478628944309,True,0.981029810298103,min_budget_mxn_rent_monthly=2.8 MAD; target_area_sqm=2.5 MAD; max_budget_mxn_rent_monthly=2.3 MAD
3777,tenant_direct,medium,retail,Industrial,rent,631.0,,89404.1,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,0,2,True,1.0,2025-10-21,lead,search_sector=Industrial | search_modality=rent,0.0183009287580832,True,0.9901800327332242,prior_searches=0.7 MAD; target_area_sqm=0.6 MAD; max_budget_mxn_rent_monthly=0.4 MAD
166,tenant_direct,large,other,Industrial,sale,902.4,,,,28184547.67,Jalisco,Guadalajara,americana-chapultepec,referral,0,2,False,0.2178,2026-04-14,lead,search_sector=Industrial | search_modality=sale,0.01803438109760025,True,0.9814814814814815,max_budget_mxn_sale_total=1.3 MAD; target_area_sqm=1.2 MAD; prior_searches=0.7 MAD
3124,tenant_direct,small,other,Industrial,sale,2757.2,,,56725436.07,83430212.73,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,1,81,False,0.3622,2025-11-06,lead,search_sector=Industrial | search_modality=sale,0.017459732774141146,True,0.9788359788359788,min_budget_mxn_sale_total=3.0 MAD; target_area_sqm=2.8 MAD; max_budget_mxn_sale_total=2.8 MAD
928,investor,large,other,Retail,sale,65.0,,,2465683.17,3550506.9,Querétaro,Querétaro,juriquilla-juncos,organic,0,5,False,0.1295,2026-03-31,lead,search_sector=Retail | search_modality=sale,0.017425044366833453,True,0.9808102345415778,min_budget_mxn_sale_total=3.2 MAD; max_budget_mxn_sale_total=2.7 MAD; target_area_sqm=2.7 MAD
4432,investor,small,logistics,Land,rent,8920.2,16222.65,23106.33,,,Puebla,Puebla,angelopolis-lomas,referral,5,64,True,0.9451,2025-04-16,lead,search_sector=Land | search_modality=rent,0.01727345091003285,True,0.9797979797979798,target_area_sqm=4.1 MAD; prior_inquiries=3.4 MAD; prior_searches=0.4 MAD
2554,developer,small,manufacturing,Office,sale,246.3,,,,16629053.66,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,0,190,False,0.9769,2025-06-17,lead,search_sector=Office | search_modality=sale,0.017043293528131498,True,0.9790697674418605,prior_inquiries=2.6 MAD; prior_searches=0.7 MAD; target_area_sqm=0.6 MAD
4044,investor,large,healthcare,Office,rent,1505.4,443166.47,1541201.7,,,Querétaro,Querétaro,juriquilla-juncos,referral,59,7,False,0.7158,2025-01-12,lead,search_sector=Office | search_modality=rent,0.017034743604612324,True,0.9796747967479674,max_budget_mxn_rent_monthly=3.2 MAD; min_budget_mxn_rent_monthly=2.2 MAD; target_area_sqm=1.9 MAD
2781,broker,large,technology,Industrial,rent,92.0,11262.56,13297.72,,,Guanajuato,León,centro-leon,organic,0,83,True,0.3459,2026-03-22,lead,search_sector=Industrial | search_modality=rent,0.016968370124575527,True,0.9885433715220949,prior_inquiries=3.6 MAD; min_budget_mxn_rent_monthly=2.2 MAD; max_budget_mxn_rent_monthly=2.0 MAD
442,broker,large,retail,Land,sale,778.9,,,,6751438.96,Querétaro,Querétaro,juriquilla-juncos,organic,0,74,True,0.9225,2025-09-14,lead,search_sector=Land | search_modality=sale,0.01680033027464023,True,0.9859154929577465,prior_inquiries=3.5 MAD; target_area_sqm=0.9 MAD; max_budget_mxn_sale_total=0.8 MAD
2118,broker,large,financial,Industrial,both,99.3,12958.87,15056.16,2332596.32,2741021.24,Chihuahua,Chihuahua,centro-chihuahua,social,10,13,True,0.0,2026-02-03,lead,search_sector=Industrial | search_modality=both,0.016435275387558734,True,0.9846153846153847,prior_inquiries=1.9 MAD; target_area_sqm=1.8 MAD; max_budget_mxn_rent_monthly=1.8 MAD
261,broker,large,healthcare,Office,sale,313.1,,,,25435332.13,Nuevo León,Monterrey,macroplaza,organic,2,6,True,0.5675,2025-12-10,lead,search_sector=Office | search_modality=sale,0.016201181063434156,True,0.9767441860465116,prior_inquiries=0.5 MAD; target_area_sqm=0.2 MAD; max_budget_mxn_sale_total=0.0 MAD
4767,tenant_direct,medium,technology,Office,rent,1002.5,,404606.67,,,Nuevo León,Monterrey,macroplaza,referral,4,9,False,0.9189,2026-01-22,lead,search_sector=Office | search_modality=rent,0.01600545581868984,True,0.978319783197832,max_budget_mxn_rent_monthly=1.4 MAD; target_area_sqm=1.3 MAD; prior_inquiries=0.7 MAD
209,broker,small,retail,Office,rent,1171.0,,427074.84,,,Puebla,Puebla,angelopolis-lomas,email,2,5,False,0.5119,2025-03-13,lead,search_sector=Office | search_modality=rent,0.015811821931955072,True,0.9769647696476965,target_area_sqm=1.6 MAD; max_budget_mxn_rent_monthly=1.5 MAD; prior_inquiries=0.4 MAD
1428,broker,medium,technology,Industrial,both,62.1,8009.24,9847.61,1441664.0,1943624.03,Nuevo León,San Pedro Garza García,,referral,5,10,False,0.5936,2025-04-16,lead,search_sector=Industrial | search_modality=both,0.01578146346893472,True,0.9807692307692307,target_area_sqm=2.5 MAD; min_budget_mxn_rent_monthly=2.4 MAD; max_budget_mxn_rent_monthly=2.4 MAD
4573,broker,medium,retail,Land,both,69.5,3018.03,4187.72,543244.8,736618.22,CDMX,Benito Juárez,del-valle-narvarte,organic,8,0,False,0.3118,2026-01-01,lead,search_sector=Land | search_modality=both,0.015427192715258609,True,0.975609756097561,target_area_sqm=2.6 MAD; max_budget_mxn_rent_monthly=2.5 MAD; min_budget_mxn_sale_total=2.5 MAD
200,broker,medium,healthcare,Retail,sale,1825.4,,,74114385.8,88876929.3,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,11,True,0.1693,2025-07-24,lead,search_sector=Retail | search_modality=sale,0.015293436072939315,True,0.9786780383795309,min_budget_mxn_sale_total=2.3 MAD; target_area_sqm=2.1 MAD; max_budget_mxn_sale_total=1.9 MAD
4166,broker,medium,retail,Office,rent,260.1,,78315.71,,,Jalisco,Guadalajara,americana-chapultepec,organic,9,43,False,0.2084,2025-11-11,lead,search_sector=Office | search_modality=rent,0.013412088923366428,True,0.975609756097561,prior_inquiries=1.6 MAD; max_budget_mxn_rent_monthly=0.8 MAD; prior_searches=0.7 MAD
3619,broker,small,technology,Office,sale,805.5,,,,56996267.33,Guanajuato,León,centro-leon,email,2,28,False,0.8562,2025-08-21,lead,search_sector=Office | search_modality=sale,0.013180418438540786,True,0.9744186046511628,prior_inquiries=1.4 MAD; max_budget_mxn_sale_total=1.1 MAD; target_area_sqm=1.0 MAD
688,developer,small,healthcare,Office,rent,2925.5,908926.34,1218261.91,,,Yucatán,Mérida,paseo-montejo,social,0,0,False,1.0,2026-02-20,lead,search_sector=Office | search_modality=rent,0.013012046665262567,True,0.9742547425474255,min_budget_mxn_rent_monthly=3.2 MAD; max_budget_mxn_rent_monthly=2.9 MAD; target_area_sqm=2.8 MAD
505,tenant_direct,enterprise,financial,Industrial,sale,63.8,,,1220422.87,1830581.33,Jalisco,Zapopan,andares-puerta-hierro,referral,32,1,False,1.0,2025-06-03,lead,search_sector=Industrial | search_modality=sale,0.01300261462815977,True,0.9761904761904762,min_budget_mxn_sale_total=3.1 MAD; target_area_sqm=2.8 MAD; max_budget_mxn_sale_total=2.7 MAD
2489,broker,small,healthcare,Retail,sale,152.9,,,6034078.44,8282581.71,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,57,79,True,0.7546,2025-06-12,lead,search_sector=Retail | search_modality=sale,0.01278540583420884,True,0.976545842217484,prior_inquiries=3.6 MAD; min_budget_mxn_sale_total=1.7 MAD; max_budget_mxn_sale_total=1.5 MAD
1592,broker,large,retail,Retail,rent,87.2,21317.14,28057.76,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,10,0,True,0.1703,2026-04-07,lead,search_sector=Retail | search_modality=rent,0.012392821296411172,True,0.9775725593667546,min_budget_mxn_rent_monthly=2.2 MAD; target_area_sqm=2.1 MAD; max_budget_mxn_rent_monthly=2.1 MAD
2056,tenant_direct,medium,manufacturing,Industrial,rent,501.9,,77344.48,,,CDMX,Benito Juárez,del-valle-narvarte,organic,3,0,True,0.8165,2026-04-21,lead,search_sector=Industrial | search_modality=rent,0.012301455623680901,True,0.9869067103109657,prior_inquiries=0.7 MAD; target_area_sqm=0.3 MAD; max_budget_mxn_rent_monthly=0.3 MAD
2977,tenant_direct,large,logistics,Retail,rent,89.7,22934.83,27871.43,,,Yucatán,Mérida,paseo-montejo,paid,5,71,True,0.4359,2025-03-20,lead,search_sector=Retail | search_modality=rent,0.01229775371784747,True,0.9762532981530343,prior_inquiries=2.5 MAD; min_budget_mxn_rent_monthly=2.1 MAD; max_budget_mxn_rent_monthly=2.1 MAD
938,broker,medium,logistics,Retail,both,2585.5,678395.41,905251.86,122111173.05,171291124.72,Jalisco,Zapopan,andares-puerta-hierro,paid,4,0,False,0.4848,2025-02-27,lead,search_sector=Retail | search_modality=both,0.012289717013441614,True,0.9767441860465116,min_budget_mxn_sale_total=2.9 MAD; min_budget_mxn_rent_monthly=2.8 MAD; target_area_sqm=2.7 MAD
56,investor,medium,technology,Land,rent,516.2,,33333.08,,,Estado de México,Toluca,metepec-toluca,email,58,5,False,0.1581,2025-02-13,lead,search_sector=Land | search_modality=rent,0.012033730364688577,True,0.9772727272727273,prior_searches=1.8 MAD; prior_inquiries=1.1 MAD; max_budget_mxn_rent_monthly=0.6 MAD
1185,broker,small,technology,Industrial,sale,1003.0,,,21168859.14,27882841.79,Yucatán,Mérida,paseo-montejo,organic,52,84,True,0.8046,2025-02-07,lead,search_sector=Industrial | search_modality=sale,0.011496204925715015,True,0.9735449735449735,prior_inquiries=2.1 MAD; min_budget_mxn_sale_total=1.4 MAD; prior_searches=1.3 MAD
1527,tenant_direct,medium,technology,Industrial,rent,86.6,9963.77,13604.4,,,Jalisco,Zapopan,andares-puerta-hierro,organic,0,154,False,0.5053,2025-06-29,lead,search_sector=Industrial | search_modality=rent,0.01039873124307289,True,0.9852700490998363,prior_inquiries=4.2 MAD; min_budget_mxn_rent_monthly=2.4 MAD; target_area_sqm=2.1 MAD
4395,tenant_direct,large,financial,Office,rent,279.4,73927.52,447571.41,,,Baja California,Tijuana,zona-rio-aguacaliente,email,41,0,True,0.2685,2026-02-03,lead,search_sector=Office | search_modality=rent,0.009864226128998843,True,0.9728997289972899,prior_searches=1.6 MAD; max_budget_mxn_rent_monthly=1.5 MAD; prior_inquiries=0.7 MAD
908,broker,large,technology,Industrial,both,111.7,13729.41,20531.35,2471293.84,2904714.69,Estado de México,Toluca,metepec-toluca,organic,29,9,True,0.7133,2026-06-24,lead,search_sector=Industrial | search_modality=both,0.009300830678415584,True,0.9769230769230769,max_budget_mxn_sale_total=1.7 MAD; target_area_sqm=1.7 MAD; min_budget_mxn_rent_monthly=1.7 MAD
2328,broker,,technology,Office,both,83.2,21251.66,31872.27,3825299.57,5365116.69,Estado de México,Toluca,metepec-toluca,paid,2,10,True,0.0,2026-04-15,lead,search_sector=Office | search_modality=both,0.008905324851386953,True,0.975177304964539,min_budget_mxn_rent_monthly=2.3 MAD; min_budget_mxn_sale_total=2.2 MAD; target_area_sqm=2.0 MAD
1350,broker,large,other,Office,rent,619.0,,221407.58,,,CDMX,Cuauhtémoc,roma-condesa,organic,0,29,False,0.1259,2025-07-15,lead,search_sector=Office | search_modality=rent,0.008523621633724554,True,0.9715447154471545,prior_inquiries=1.4 MAD; prior_searches=0.7 MAD; target_area_sqm=0.7 MAD
3016,tenant_direct,small,technology,Retail,rent,2116.5,540958.17,687790.27,,,Baja California,Tijuana,zona-rio-aguacaliente,email,18,10,False,0.789,2026-06-24,lead,search_sector=Retail | search_modality=rent,0.007145965963060941,True,0.974934036939314,min_budget_mxn_rent_monthly=2.8 MAD; max_budget_mxn_rent_monthly=2.5 MAD; target_area_sqm=2.4 MAD
1894,broker,small,financial,Industrial,rent,1749.7,208730.33,267079.08,,,Jalisco,Guadalajara,americana-chapultepec,paid,0,6,True,1.0,2025-09-11,lead,search_sector=Industrial | search_modality=rent,0.0064977255725967575,True,0.983633387888707,min_budget_mxn_rent_monthly=2.2 MAD; target_area_sqm=2.0 MAD; max_budget_mxn_rent_monthly=1.9 MAD
2244,broker,large,healthcare,Retail,rent,124.1,28982.0,35281.02,,,CDMX,Benito Juárez,del-valle-narvarte,organic,27,4,True,0.0754,2025-01-30,lead,search_sector=Retail | search_modality=rent,0.006284640819772203,True,0.9736147757255936,max_budget_mxn_rent_monthly=1.8 MAD; min_budget_mxn_rent_monthly=1.7 MAD; target_area_sqm=1.6 MAD
2903,broker,enterprise,financial,Land,rent,113.2,,5535.29,,,Guanajuato,León,centro-leon,paid,12,0,False,0.0576,2025-02-07,lead,search_sector=Land | search_modality=rent,0.005881523061426419,True,0.9747474747474747,max_budget_mxn_rent_monthly=1.8 MAD; target_area_sqm=1.6 MAD; prior_searches=0.9 MAD
26,broker,large,technology,Retail,rent,76.2,,88709.59,,,Chihuahua,Chihuahua,centro-chihuahua,paid,0,0,False,0.8112,2026-02-12,lead,search_sector=Retail | search_modality=rent,0.005421692093056207,True,0.9722955145118733,target_area_sqm=2.3 MAD; prior_searches=0.7 MAD; prior_inquiries=0.7 MAD
4994,tenant_direct,small,retail,Industrial,rent,86.7,11262.5,15405.03,,,Jalisco,Guadalajara,americana-chapultepec,referral,3,89,True,0.808,2025-08-27,lead,search_sector=Industrial | search_modality=rent,0.005336081547866023,True,0.9819967266775778,prior_inquiries=3.7 MAD; min_budget_mxn_rent_monthly=2.2 MAD; target_area_sqm=2.1 MAD
2342,broker,medium,other,Office,both,71.0,19386.83,22610.44,3489628.86,19633611.6,CDMX,Cuauhtémoc,,paid,28,0,False,0.1676,2026-03-23,lead,search_sector=Office | search_modality=both,0.00527461968841525,True,0.9716312056737588,min_budget_mxn_rent_monthly=2.4 MAD; max_budget_mxn_rent_monthly=2.4 MAD; min_budget_mxn_sale_total=2.3 MAD
587,broker,medium,logistics,Industrial,rent,1153.5,,178439.53,,,Querétaro,Querétaro,juriquilla-juncos,organic,0,9,False,0.0132,2025-11-04,lead,search_sector=Industrial | search_modality=rent,0.004845051618339924,True,0.9803600654664485,prior_inquiries=1.6 MAD; target_area_sqm=1.4 MAD; max_budget_mxn_rent_monthly=1.3 MAD
4035,broker,medium,manufacturing,Land,sale,1581.8,,,12108680.42,16717747.53,Jalisco,Guadalajara,americana-chapultepec,paid,0,83,True,0.8162,2025-03-17,lead,search_sector=Land | search_modality=sale,0.004453042314683464,True,0.9812206572769953,prior_inquiries=3.6 MAD; min_budget_mxn_sale_total=2.2 MAD; max_budget_mxn_sale_total=2.0 MAD
856,tenant_direct,large,retail,Land,sale,1586.5,,,,15058577.23,Yucatán,Mérida,paseo-montejo,organic,6,0,False,0.9684,2026-05-12,lead,search_sector=Land | search_modality=sale,0.0039084134391118575,True,0.9765258215962441,target_area_sqm=1.9 MAD; max_budget_mxn_sale_total=1.8 MAD; prior_inquiries=0.7 MAD
2266,broker,small,technology,Retail,both,1511.9,,422763.88,61951477.35,68148045.83,Jalisco,Guadalajara,americana-chapultepec,referral,2,5,False,0.2334,2026-05-20,lead,search_sector=Retail | search_modality=both,0.003620635242866821,True,0.973421926910299,min_budget_mxn_sale_total=1.9 MAD; target_area_sqm=1.9 MAD; max_budget_mxn_rent_monthly=1.6 MAD
2625,tenant_direct,medium,other,Land,rent,1340.0,59529.87,78322.46,,,Chihuahua,Chihuahua,centro-chihuahua,organic,0,87,True,0.8955,2026-01-28,lead,search_sector=Land | search_modality=rent,0.003227055656529032,True,0.9722222222222222,prior_inquiries=3.7 MAD; min_budget_mxn_rent_monthly=2.0 MAD; max_budget_mxn_rent_monthly=1.7 MAD
2987,broker,enterprise,other,Industrial,rent,148.1,,23546.69,,,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,0,7,False,0.1228,2025-12-04,lead,search_sector=Industrial | search_modality=rent,0.0031272633245177373,True,0.9787234042553191,target_area_sqm=1.4 MAD; prior_inquiries=1.3 MAD; max_budget_mxn_rent_monthly=1.3 MAD
2559,tenant_direct,enterprise,logistics,Industrial,rent,109.6,11733.28,13783.73,,,Jalisco,Guadalajara,americana-chapultepec,paid,13,0,True,0.585,2026-05-28,lead,search_sector=Industrial | search_modality=rent,0.0030207129273885913,True,0.9770867430441899,min_budget_mxn_rent_monthly=2.1 MAD; max_budget_mxn_rent_monthly=2.0 MAD; target_area_sqm=1.8 MAD
4527,tenant_direct,medium,other,Industrial,rent,8797.3,22255.53,30153.46,,,Sonora,Hermosillo,centenario-colosio,social,44,1,False,0.4044,2026-06-10,lead,search_sector=Industrial | search_modality=rent,0.0025170496920376983,True,0.9754500818330606,target_area_sqm=4.2 MAD; prior_searches=1.7 MAD; min_budget_mxn_rent_monthly=1.2 MAD
4427,broker,small,,Retail,rent,3143.8,686493.43,784466.49,,,Jalisco,Zapopan,andares-puerta-hierro,paid,7,5,False,0.496,2025-06-18,lead,search_sector=Retail | search_modality=rent,0.002457011292994804,True,0.9709762532981531,min_budget_mxn_rent_monthly=3.1 MAD; target_area_sqm=2.9 MAD; max_budget_mxn_rent_monthly=2.7 MAD
3497,tenant_direct,small,retail,Industrial,rent,54.6,5934.23,8378.13,,,CDMX,Cuauhtémoc,roma-condesa,paid,4,3,False,0.3304,2025-04-09,lead,search_sector=Industrial | search_modality=rent,0.0020992030261181016,True,0.9738134206219312,min_budget_mxn_rent_monthly=3.1 MAD; target_area_sqm=2.7 MAD; max_budget_mxn_rent_monthly=2.6 MAD
2948,investor,,manufacturing,Office,sale,1928.4,,,105847490.87,135393554.52,Yucatán,Mérida,paseo-montejo,referral,3,3,True,0.8443,2026-02-18,lead,search_sector=Office | search_modality=sale,0.0019242526934746262,True,0.9720930232558139,min_budget_mxn_sale_total=2.4 MAD; max_budget_mxn_sale_total=2.3 MAD; target_area_sqm=2.2 MAD
3781,broker,medium,retail,Retail,sale,1157.3,,,,71478379.78,CDMX,Miguel Hidalgo,polanco,referral,0,0,False,0.5219,2025-09-25,lead,search_sector=Retail | search_modality=sale,0.0017864327526067036,True,0.9744136460554371,max_budget_mxn_sale_total=1.6 MAD; target_area_sqm=1.5 MAD; prior_inquiries=0.7 MAD
1330,broker,small,other,Industrial,rent,1448.6,183949.39,256230.48,,,Querétaro,Querétaro,centro-queretaro,referral,9,11,True,0.1916,2026-06-08,lead,search_sector=Industrial | search_modality=rent,0.0017116434926026658,True,0.972176759410802,min_budget_mxn_rent_monthly=2.0 MAD; max_budget_mxn_rent_monthly=1.8 MAD; prior_inquiries=1.7 MAD
3358,tenant_direct,small,technology,Industrial,sale,2177.7,,,48296147.31,66320681.49,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,57,0,False,0.9892,2026-06-15,lead,search_sector=Industrial | search_modality=sale,0.0016991659486980115,True,0.9708994708994709,min_budget_mxn_sale_total=2.7 MAD; target_area_sqm=2.5 MAD; max_budget_mxn_sale_total=2.5 MAD
2884,broker,large,healthcare,Industrial,rent,118.8,,19404.82,,,Nuevo León,Monterrey,macroplaza,organic,0,1,False,0.7188,2025-12-23,lead,search_sector=Industrial | search_modality=rent,0.001457140770962484,True,0.9705400981996727,target_area_sqm=1.7 MAD; max_budget_mxn_rent_monthly=1.5 MAD; prior_searches=0.7 MAD
2361,investor,medium,technology,Land,sale,1909.8,,,12566079.15,18207712.08,Chihuahua,Chihuahua,centro-chihuahua,paid,5,0,True,0.6452,2025-12-14,lead,search_sector=Land | search_modality=sale,0.0009891831464752254,True,0.971830985915493,min_budget_mxn_sale_total=2.2 MAD; target_area_sqm=2.1 MAD; max_budget_mxn_sale_total=2.1 MAD
4934,broker,,,Industrial,both,584.3,62066.87,86057.68,,16504678.58,Puebla,Puebla,angelopolis-lomas,social,1,2,True,0.5767,2025-04-28,lead,search_sector=Industrial | search_modality=both,0.0004960910071915015,True,0.9730769230769231,target_area_sqm=0.6 MAD; max_budget_mxn_sale_total=0.6 MAD; max_budget_mxn_rent_monthly=0.5 MAD
2754,broker,large,technology,Office,rent,234.1,,76450.6,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,0,1,False,1.0,2026-03-13,lead,search_sector=Office | search_modality=rent,0.00042501055141530575,True,0.9701897018970189,max_budget_mxn_rent_monthly=0.8 MAD; target_area_sqm=0.7 MAD; prior_searches=0.7 MAD
600,tenant_direct,medium,healthcare,Retail,sale,1105.6,,,,66489267.8,San Luis Potosí,San Luis Potosí,,social,1,0,False,0.3503,2025-08-08,lead,search_sector=Retail | search_modality=sale,0.0003971237470058453,True,0.9722814498933902,max_budget_mxn_sale_total=1.5 MAD; target_area_sqm=1.4 MAD; prior_inquiries=0.7 MAD
