inquiry_id,lead_id,spot_id,inquiry_at,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,broker_response,broker_response_hours,search_sector,search_modality,entity,anomaly_group,anomaly_score,isolation_forest_flag,anomaly_percentile_within_group,robust_deviation_explanation
11679,2569,2228,2026-01-20 13:54:17,app,229,11337.4,5226.67,911389.31,,True,scheduled_visit,16.0,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.10210014832185932,True,1.0,requested_budget_mxn_rent_monthly=3.1 MAD; requested_budget_mxn_sale_total=3.0 MAD; requested_area_sqm=2.7 MAD
4076,907,2816,2025-12-09 14:17:53,app,100,1699.1,556932.23,111420016.68,,True,scheduled_visit,4.1,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.04133639729751626,True,0.9943701618578465,requested_budget_mxn_sale_total=2.4 MAD; requested_budget_mxn_rent_monthly=2.1 MAD; requested_area_sqm=1.7 MAD
11688,2570,1896,2025-07-19 14:48:31,app,272,1147.9,334973.29,,1.0,True,accepted,7.8,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.04133475501730666,True,0.9952038369304557,urgency_days=7.1 MAD; requested_budget_mxn_rent_monthly=1.6 MAD; requested_area_sqm=1.4 MAD
16722,3691,304,2026-05-11 11:40:42,whatsapp,71,182.6,21054.53,,2.0,False,rejected,2.6,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.04119339172892034,True,0.9950029394473839,urgency_days=6.1 MAD; requested_budget_mxn_rent_monthly=2.4 MAD; message_length=2.1 MAD
3495,767,435,2025-11-23 19:27:44,whatsapp,340,1479.3,187982.24,50311377.27,2.0,True,rejected,3.9,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.041077727486713234,True,0.9910130718954249,urgency_days=5.9 MAD; requested_budget_mxn_sale_total=2.1 MAD; requested_budget_mxn_rent_monthly=1.7 MAD
13374,2940,1115,2026-05-17 18:58:00,app,79,14944.9,247103.47,,,False,accepted,24.2,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.040917021212663274,True,0.9949040767386091,requested_area_sqm=4.2 MAD; message_length=1.9 MAD; requested_budget_mxn_rent_monthly=1.2 MAD
10557,2332,1534,2025-09-16 09:03:10,whatsapp,570,3327.1,50749.12,,,True,rejected,12.0,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.040869828756183835,True,0.9947089947089947,requested_area_sqm=2.6 MAD; message_length=2.1 MAD; requested_budget_mxn_rent_monthly=1.2 MAD
13511,2970,37,2026-01-18 20:43:50,whatsapp,440,630.1,407842.94,,,True,accepted,,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.0408614076365138,True,0.9981570217471434,requested_budget_mxn_rent_monthly=2.5 MAD; message_length=1.6 MAD; requested_area_sqm=0.2 MAD
7834,1722,2308,2025-10-24 10:55:19,email,119,62.8,16213.83,,,True,accepted,,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.040580996045038176,True,0.9946043165467626,requested_budget_mxn_rent_monthly=2.6 MAD; requested_area_sqm=1.7 MAD; message_length=1.1 MAD
5514,1213,2825,2025-11-26 11:57:19,whatsapp,100,17522.5,126199.54,,,True,accepted,30.1,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.04049704645556973,True,0.997788426096572,requested_area_sqm=3.0 MAD; message_length=1.4 MAD; requested_budget_mxn_rent_monthly=1.0 MAD
11630,2557,1134,2025-09-13 11:10:00,whatsapp,214,76.9,,604154.57,,True,scheduled_visit,16.6,Land,sale,inquiry,search_sector=Land | search_modality=sale,0.04040779636031122,True,0.9978632478632479,requested_budget_mxn_sale_total=2.2 MAD; requested_area_sqm=2.1 MAD; message_length=0.1 MAD
15844,3485,2334,2026-02-28 17:02:34,whatsapp,475,453.1,156554.23,,1.0,True,accepted,,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.04036392905661812,True,0.9943045563549161,urgency_days=7.1 MAD; message_length=1.7 MAD; requested_budget_mxn_rent_monthly=0.5 MAD
5832,1283,2993,2026-02-21 19:50:00,whatsapp,172,82.3,36407.22,5036041.24,5.0,True,rejected,36.8,Office,both,inquiry,search_sector=Office | search_modality=both,0.04002439162315563,True,0.9975786924939467,urgency_days=4.9 MAD; requested_budget_mxn_sale_total=1.9 MAD; requested_area_sqm=1.6 MAD
3089,686,1448,2025-11-22 10:16:00,web,108,105.8,37425.24,,3.0,True,rejected,,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.03977485645495049,True,0.9944150499706055,urgency_days=5.6 MAD; requested_budget_mxn_rent_monthly=1.6 MAD; requested_area_sqm=1.5 MAD
11213,2468,2962,2025-07-22 12:42:00,email,1061,4600.7,82277.44,,4.0,False,no_response,,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.03975792960725588,True,0.9941211052322163,urgency_days=5.2 MAD; message_length=3.4 MAD; requested_area_sqm=2.9 MAD
5579,1225,838,2025-03-17 15:42:20,email,343,1149.5,501722.54,105599957.8,,True,accepted,,Office,both,inquiry,search_sector=Office | search_modality=both,0.039560570828156116,True,0.9967715899919289,requested_budget_mxn_sale_total=2.1 MAD; requested_budget_mxn_rent_monthly=1.7 MAD; requested_area_sqm=1.3 MAD
22036,4881,940,2025-05-15 18:42:00,email,534,100.0,121313.53,,,True,scheduled_visit,3.9,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.039555989140530934,True,0.9974198304460007,message_length=2.0 MAD; requested_area_sqm=2.0 MAD; requested_budget_mxn_rent_monthly=1.0 MAD
9326,2067,878,2026-06-11 10:42:37,whatsapp,231,73.4,22338.48,3981822.13,5.0,False,accepted,11.5,Office,both,inquiry,search_sector=Office | search_modality=both,0.0395153518874396,True,0.9959644874899112,urgency_days=4.9 MAD; requested_budget_mxn_sale_total=2.2 MAD; requested_budget_mxn_rent_monthly=2.1 MAD
9712,2145,1288,2026-02-03 10:16:00,whatsapp,167,1606.0,612843.61,135256676.68,,True,scheduled_visit,0.5,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.0395056027239693,True,0.9936664320900774,requested_budget_mxn_sale_total=2.7 MAD; requested_budget_mxn_rent_monthly=2.3 MAD; requested_area_sqm=1.6 MAD
18581,4093,1212,2026-04-29 16:50:00,web,148,47.9,,1499085.33,,False,no_response,,Industrial,sale,inquiry,search_sector=Industrial | search_modality=sale,0.03943619112300356,True,0.998813056379822,requested_area_sqm=3.0 MAD; requested_budget_mxn_sale_total=2.8 MAD; message_length=0.6 MAD
17498,3850,528,2025-07-23 15:41:40,web,58,6428.7,74913.63,,,True,no_response,2.7,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.03940952322040758,True,0.9970512347954295,message_length=2.5 MAD; requested_area_sqm=2.0 MAD; requested_budget_mxn_rent_monthly=0.4 MAD
12243,2691,1129,2025-12-09 18:24:10,app,233,74.6,,1094186.19,,False,rejected,10.9,Industrial,sale,inquiry,search_sector=Industrial | search_modality=sale,0.03928396381542543,True,0.9982195845697329,requested_budget_mxn_sale_total=3.2 MAD; requested_area_sqm=2.5 MAD; message_length=0.3 MAD
8369,1853,2041,2026-05-08 19:29:00,web,503,1987.3,153285.53,,4.0,True,scheduled_visit,0.5,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.03923298165466815,True,0.9966826391448581,urgency_days=5.3 MAD; message_length=1.9 MAD; requested_budget_mxn_rent_monthly=1.3 MAD
11356,2497,2234,2025-04-26 16:26:00,app,294,4840.3,173059.33,,,True,scheduled_visit,2.4,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.03916572257580253,True,0.9972436604189636,requested_budget_mxn_rent_monthly=3.0 MAD; requested_area_sqm=1.2 MAD; message_length=0.8 MAD
9708,2145,2121,2026-04-04 16:00:00,whatsapp,112,1098.0,626308.6,122157579.04,,True,no_response,18.4,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.03915800840441941,True,0.9929627023223082,requested_budget_mxn_sale_total=2.6 MAD; requested_budget_mxn_rent_monthly=2.3 MAD; requested_area_sqm=1.2 MAD
5549,1221,2520,2026-01-06 17:39:00,web,247,8609.7,65740.25,,1.0,True,accepted,,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.03905017849266057,True,0.9963140434942868,urgency_days=7.0 MAD; requested_area_sqm=2.3 MAD; message_length=0.4 MAD
2976,657,119,2025-11-12 10:59:00,web,359,4634.0,,1938690.75,,True,no_response,31.0,Industrial,sale,inquiry,search_sector=Industrial | search_modality=sale,0.038983867700384756,True,0.997626112759644,requested_budget_mxn_sale_total=2.4 MAD; requested_area_sqm=1.8 MAD; message_length=1.2 MAD
11359,2497,1448,2025-11-22 17:51:00,app,280,174.0,220454.37,,302.0,True,accepted,8.2,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.038626298836845985,True,0.9966923925027563,requested_budget_mxn_rent_monthly=3.3 MAD; urgency_days=2.6 MAD; requested_area_sqm=1.3 MAD
21138,4673,818,2026-01-06 08:55:00,web,90,100.0,,22723319.85,213.0,True,no_response,3.7,Land,sale,inquiry,search_sector=Land | search_modality=sale,0.03860767636887519,True,0.9967948717948718,requested_budget_mxn_sale_total=2.5 MAD; urgency_days=2.2 MAD; requested_area_sqm=1.9 MAD
20310,4480,2738,2026-04-19 10:21:00,app,176,10270.7,26349.67,,6.0,False,no_response,2.6,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.038195349692078384,True,0.9938271604938271,urgency_days=4.5 MAD; requested_area_sqm=3.9 MAD; requested_budget_mxn_rent_monthly=2.1 MAD
19195,4233,294,2026-06-29 16:45:00,whatsapp,499,17674.8,,27702471.73,,False,accepted,1.1,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.03801647957140575,True,0.9962738705170004,requested_area_sqm=4.4 MAD; message_length=1.8 MAD; requested_budget_mxn_sale_total=0.4 MAD
11926,2628,2512,2026-05-03 15:19:04,whatsapp,190,3900.9,325197.11,,,True,no_response,0.5,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.03801392625567335,True,0.996141124586549,requested_budget_mxn_rent_monthly=3.8 MAD; requested_area_sqm=1.0 MAD; message_length=0.1 MAD
20173,4451,964,2025-10-02 14:31:00,whatsapp,433,295.5,499263.46,69013700.43,2.0,True,scheduled_visit,1.5,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.03795571939916931,True,0.9922589725545391,urgency_days=5.4 MAD; requested_budget_mxn_rent_monthly=2.0 MAD; requested_budget_mxn_sale_total=1.8 MAD
5516,1214,1190,2025-12-16 19:50:52,web,461,5803.8,152569.16,,,True,accepted,1.1,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.037628042579802456,True,0.9959454478437154,requested_area_sqm=1.9 MAD; message_length=1.7 MAD; requested_budget_mxn_rent_monthly=1.3 MAD
5843,1286,258,2025-10-21 15:08:25,whatsapp,286,2449.7,20235.32,,,True,accepted,8.4,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03751860154563502,True,0.9940047961630696,requested_budget_mxn_rent_monthly=2.3 MAD; requested_area_sqm=2.2 MAD; message_length=0.7 MAD
17707,3893,1718,2026-02-28 19:32:00,whatsapp,262,2196.5,112315.29,,1.0,True,accepted,1.7,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03726577974963918,True,0.9937050359712231,urgency_days=7.1 MAD; requested_area_sqm=2.1 MAD; message_length=0.5 MAD
22447,4975,2261,2026-01-08 09:09:19,web,593,752.5,242350.73,,9.0,True,rejected,25.6,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.03706285495614392,True,0.9955768521931441,urgency_days=3.9 MAD; message_length=2.2 MAD; requested_budget_mxn_rent_monthly=1.9 MAD
18604,4098,2493,2025-03-09 12:21:17,app,126,102.4,36395.52,,3.0,True,rejected,24.5,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.03686252692229608,True,0.993533215755438,urgency_days=5.6 MAD; requested_budget_mxn_rent_monthly=1.6 MAD; requested_area_sqm=1.6 MAD
11790,2594,425,2026-03-09 10:34:31,web,365,10858.8,,8044963.27,40.0,True,no_response,7.1,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.036676080565329006,True,0.9958081043316255,requested_area_sqm=3.8 MAD; requested_budget_mxn_sale_total=1.3 MAD; message_length=1.2 MAD
18644,4110,2812,2026-03-15 19:46:00,app,79,2736.6,289268.7,,,True,accepted,27.2,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.03641364539534708,True,0.9952082565425728,requested_budget_mxn_rent_monthly=2.1 MAD; message_length=1.9 MAD; requested_area_sqm=1.2 MAD
15822,3482,1882,2025-08-01 15:42:36,phone,61,2514.1,27350.53,5858672.83,27.0,False,accepted,0.5,Office,both,inquiry,search_sector=Office | search_modality=both,0.03636698748017164,True,0.9951573849878934,message_length=2.4 MAD; requested_area_sqm=2.1 MAD; urgency_days=1.9 MAD
6700,1467,876,2026-02-03 12:17:00,phone,99,6087.2,,73400919.69,32.0,True,accepted,0.5,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.03627549357846038,True,0.9953423381462506,requested_area_sqm=3.2 MAD; requested_budget_mxn_sale_total=1.8 MAD; urgency_days=1.5 MAD
4231,938,2864,2025-02-28 09:42:12,app,138,2982.6,905251.86,163333516.42,44.0,True,no_response,8.4,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.03606944024180203,True,0.9915552427867699,requested_budget_mxn_sale_total=3.0 MAD; requested_budget_mxn_rent_monthly=2.8 MAD; requested_area_sqm=2.3 MAD
3777,834,2168,2025-08-18 19:42:24,whatsapp,37,1025.5,835943.46,,,False,scheduled_visit,,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03593824047388494,True,0.9934052757793765,message_length=3.4 MAD; requested_budget_mxn_rent_monthly=2.8 MAD; requested_area_sqm=1.3 MAD
766,177,2824,2026-04-23 11:11:46,app,666,813.0,,320009979.09,,False,no_response,,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.03578806465458295,True,0.9968470835522859,requested_budget_mxn_sale_total=3.6 MAD; message_length=2.3 MAD; requested_area_sqm=0.9 MAD
13063,2874,2764,2026-02-21 20:18:00,web,64,100.0,252041.35,161962897.94,168.0,True,no_response,8.4,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.03568378146996776,True,0.9908515130190007,requested_budget_mxn_sale_total=3.0 MAD; message_length=2.4 MAD; urgency_days=1.3 MAD
17931,3946,2874,2025-11-17 11:17:13,web,188,26504.2,45160.22,,25.0,True,accepted,1.4,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03533040814444477,True,0.99310551558753,requested_area_sqm=4.8 MAD; urgency_days=2.1 MAD; requested_budget_mxn_rent_monthly=1.2 MAD
6247,1366,1519,2025-08-04 16:06:47,whatsapp,606,2467.9,144777.55,101307675.88,6.0,False,scheduled_visit,29.0,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.035255439220648,True,0.9901960784313726,urgency_days=4.3 MAD; requested_budget_mxn_sale_total=2.9 MAD; message_length=2.2 MAD
11046,2434,431,2025-11-24 10:47:12,app,349,1886.0,,100410456.81,1.0,False,no_response,1.7,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.035199608375130365,True,0.9963215974776668,urgency_days=6.6 MAD; requested_budget_mxn_sale_total=2.0 MAD; requested_area_sqm=1.8 MAD
1498,339,2350,2026-03-22 11:48:23,email,360,4654.6,,2881927.4,2.0,True,rejected,,Land,sale,inquiry,search_sector=Land | search_modality=sale,0.03513288726556696,True,0.9957264957264957,urgency_days=7.0 MAD; requested_area_sqm=1.3 MAD; message_length=1.2 MAD
5984,1313,1465,2025-07-12 08:52:00,app,342,558.5,108048.19,20709276.67,,True,accepted,1.9,Land,both,inquiry,search_sector=Land | search_modality=both,0.0351051642101855,True,0.9947089947089947,requested_budget_mxn_rent_monthly=2.7 MAD; requested_budget_mxn_sale_total=2.5 MAD; message_length=1.1 MAD
19615,4320,1396,2026-07-01 11:48:38,web,81,136.3,25984.95,,,True,rejected,20.3,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.03489877490298776,True,0.9932392710170488,requested_budget_mxn_rent_monthly=2.1 MAD; message_length=1.8 MAD; requested_area_sqm=1.2 MAD
5978,1312,1288,2026-02-03 09:09:00,email,480,96.4,21999.9,3358490.65,,True,no_response,1.2,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.03476125026078469,True,0.9901477832512315,requested_budget_mxn_sale_total=2.5 MAD; requested_budget_mxn_rent_monthly=2.1 MAD; message_length=1.8 MAD
9665,2136,2366,2026-03-26 09:21:06,app,197,150.0,44162.97,,3.0,True,accepted,9.9,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.03471651484801963,True,0.9955898566703418,urgency_days=5.5 MAD; requested_area_sqm=1.4 MAD; requested_budget_mxn_rent_monthly=1.2 MAD
6042,1325,26,2025-03-27 12:59:00,app,89,14657.9,77785.5,,,True,scheduled_visit,33.0,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.03462639547332558,True,0.9948396608920015,requested_area_sqm=2.8 MAD; message_length=1.6 MAD; requested_budget_mxn_rent_monthly=0.4 MAD
2085,472,254,2025-05-25 16:40:23,email,67,3646.6,413923.75,54470499.37,241.0,True,accepted,,Office,both,inquiry,search_sector=Office | search_modality=both,0.03456961227409017,True,0.9943502824858758,requested_area_sqm=2.5 MAD; urgency_days=2.2 MAD; message_length=2.2 MAD
10390,2297,2977,2026-05-22 19:32:00,email,471,1998.1,735753.84,111753923.15,,False,accepted,1.3,Office,both,inquiry,search_sector=Office | search_modality=both,0.034517284183621766,True,0.993543179983858,requested_budget_mxn_rent_monthly=2.2 MAD; requested_budget_mxn_sale_total=2.2 MAD; requested_area_sqm=1.9 MAD
642,150,1831,2026-06-14 18:55:11,web,673,942.8,44813.65,43973123.85,202.0,True,accepted,3.9,Land,both,inquiry,search_sector=Land | search_modality=both,0.03442421921753447,True,0.9933862433862434,requested_budget_mxn_sale_total=3.6 MAD; message_length=2.5 MAD; urgency_days=1.9 MAD
8610,1912,2357,2026-05-31 11:42:00,phone,49,3255.1,,112117169.04,308.0,False,no_response,7.0,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.034001151545035024,True,0.9957961114030478,message_length=2.7 MAD; urgency_days=2.4 MAD; requested_area_sqm=2.4 MAD
2591,571,1691,2025-10-21 08:28:05,app,68,1240.6,393798.15,,8.0,True,accepted,22.3,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.03397514315538319,True,0.9929453262786596,urgency_days=4.0 MAD; message_length=2.2 MAD; requested_budget_mxn_rent_monthly=1.5 MAD
12093,2664,1080,2025-08-09 17:10:13,phone,421,98.9,11697.84,,309.0,True,accepted,5.6,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.033826577285585024,True,0.9928057553956835,requested_budget_mxn_rent_monthly=3.0 MAD; urgency_days=2.7 MAD; message_length=1.5 MAD
19814,4364,1754,2025-06-03 09:43:23,whatsapp,189,48.2,8574.22,,31.0,True,scheduled_visit,,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.033781167877803164,True,0.9944710652414301,requested_area_sqm=2.7 MAD; requested_budget_mxn_rent_monthly=2.4 MAD; urgency_days=1.7 MAD
10472,2314,380,2026-06-17 07:25:30,whatsapp,108,7628.2,,55981531.14,169.0,True,rejected,7.5,Land,sale,inquiry,search_sector=Land | search_modality=sale,0.03365868814785922,True,0.9946581196581197,requested_budget_mxn_sale_total=3.7 MAD; requested_area_sqm=1.7 MAD; urgency_days=1.7 MAD
14869,3277,1885,2026-04-13 18:01:00,web,181,1197.2,412718.19,62801561.33,2.0,True,rejected,26.1,Office,both,inquiry,search_sector=Office | search_modality=both,0.03338791777684713,True,0.9927360774818402,urgency_days=6.2 MAD; requested_budget_mxn_rent_monthly=1.5 MAD; requested_budget_mxn_sale_total=1.4 MAD
19310,4257,2234,2026-06-30 12:26:10,whatsapp,700,1174.6,1747188.08,,,False,scheduled_visit,13.6,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.033316321719202735,True,0.9926513815402704,requested_budget_mxn_rent_monthly=3.5 MAD; message_length=2.5 MAD; requested_area_sqm=1.3 MAD
13191,2904,470,2025-09-15 09:43:00,email,121,3367.0,8873.77,1327755.13,156.0,True,accepted,3.2,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.03320405144094396,True,0.9893790849673203,requested_budget_mxn_sale_total=2.6 MAD; requested_budget_mxn_rent_monthly=2.4 MAD; requested_area_sqm=1.5 MAD
1225,284,2874,2026-05-11 10:58:03,app,290,26504.2,103671.04,,318.0,True,no_response,4.0,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03303046396341225,True,0.992505995203837,requested_area_sqm=4.8 MAD; urgency_days=2.7 MAD; message_length=0.7 MAD
2858,632,2900,2025-08-30 15:56:59,app,175,705.0,,206065966.57,1.0,False,no_response,1.7,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.03302016222104265,True,0.9952706253284288,urgency_days=6.6 MAD; requested_budget_mxn_sale_total=3.0 MAD; requested_area_sqm=0.7 MAD
5384,1187,2619,2025-08-23 17:01:39,app,543,100.0,,53549522.2,,True,scheduled_visit,22.6,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.03299846092350034,True,0.9948765719608756,message_length=2.0 MAD; requested_budget_mxn_sale_total=1.4 MAD; requested_area_sqm=1.3 MAD
9834,2172,1134,2025-09-13 17:38:00,email,149,1209.5,,309480479.08,27.0,True,accepted,6.2,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.032993751670730265,True,0.9944108057755007,requested_budget_mxn_sale_total=3.9 MAD; urgency_days=1.8 MAD; requested_area_sqm=1.4 MAD
11568,2545,807,2026-01-18 10:43:01,whatsapp,103,83.5,19277.19,,,True,accepted,24.2,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03297776303272293,True,0.9922062350119905,requested_budget_mxn_rent_monthly=2.3 MAD; requested_area_sqm=1.4 MAD; message_length=1.4 MAD
17437,3836,2764,2026-02-21 09:22:00,phone,244,100.0,2105669.41,,,True,accepted,0.5,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03264745824787296,True,0.9919064748201439,requested_budget_mxn_rent_monthly=4.1 MAD; requested_area_sqm=1.2 MAD; message_length=0.4 MAD
737,169,1327,2025-09-05 18:27:31,whatsapp,283,90.3,,2612711.66,,True,scheduled_visit,1.2,Industrial,sale,inquiry,search_sector=Industrial | search_modality=sale,0.03256324448268888,True,0.9970326409495549,requested_area_sqm=2.3 MAD; requested_budget_mxn_sale_total=2.0 MAD; message_length=0.7 MAD
2774,617,547,2025-10-10 19:55:00,web,231,15084.2,4547.18,,1.0,False,accepted,16.6,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.032458653037422236,True,0.9950385887541345,urgency_days=6.8 MAD; requested_area_sqm=2.1 MAD; requested_budget_mxn_rent_monthly=1.8 MAD
16905,3728,1221,2026-06-19 20:19:00,web,437,100.0,18783.63,,8.0,True,accepted,7.9,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.03226950548196894,True,0.9941024695908588,urgency_days=4.1 MAD; requested_area_sqm=2.0 MAD; message_length=1.6 MAD
7965,1754,381,2026-02-18 18:48:50,app,60,150.0,207873.88,,7.0,True,accepted,3.1,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03184930020645149,True,0.9916067146282974,urgency_days=4.4 MAD; message_length=2.4 MAD; requested_budget_mxn_rent_monthly=0.9 MAD
10392,2297,2044,2025-01-09 14:01:27,email,274,11992.2,735753.84,89190402.06,,False,accepted,25.4,Office,both,inquiry,search_sector=Office | search_modality=both,0.03180709822154426,True,0.9919289749798225,requested_area_sqm=3.9 MAD; requested_budget_mxn_rent_monthly=2.2 MAD; requested_budget_mxn_sale_total=1.9 MAD
5088,1119,2951,2025-10-15 13:46:49,email,67,567.6,4780.98,,,True,rejected,3.9,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.031669160258099405,True,0.9944873208379272,message_length=2.1 MAD; requested_budget_mxn_rent_monthly=1.7 MAD; requested_area_sqm=0.4 MAD
18028,3969,1724,2026-05-08 20:49:09,web,126,163.5,,45403342.98,2.0,True,accepted,39.7,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.031660591730496734,True,0.9947451392538098,urgency_days=5.9 MAD; requested_budget_mxn_sale_total=1.0 MAD; requested_area_sqm=0.9 MAD
7817,1718,1807,2026-06-14 20:48:00,whatsapp,530,3184.9,221503.15,,8.0,True,no_response,44.8,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.031418368426402554,True,0.9923574368018813,urgency_days=4.0 MAD; requested_area_sqm=2.5 MAD; message_length=2.0 MAD
7717,1695,2081,2025-12-05 08:04:01,whatsapp,442,100.0,36559.19,,,True,accepted,10.8,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.03106518369046052,True,0.9939360529217199,requested_area_sqm=1.7 MAD; message_length=1.5 MAD; requested_budget_mxn_rent_monthly=1.0 MAD
10990,2422,2254,2025-03-27 09:43:00,web,160,100.0,1198073.96,,,True,no_response,7.5,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.03088968295306871,True,0.9913069544364509,requested_budget_mxn_rent_monthly=3.3 MAD; requested_area_sqm=1.2 MAD; message_length=0.5 MAD
10438,2307,2449,2025-03-02 10:14:49,whatsapp,820,1504.1,557658.5,,6.0,False,rejected,13.8,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.030818047066259013,True,0.9920634920634921,urgency_days=4.5 MAD; message_length=2.9 MAD; requested_budget_mxn_rent_monthly=2.0 MAD
7049,1551,2044,2026-05-29 12:47:31,web,60,11992.2,110391.49,,,False,no_response,2.8,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.030664485133284014,True,0.9937338739402876,requested_area_sqm=2.6 MAD; message_length=2.4 MAD; requested_budget_mxn_rent_monthly=0.9 MAD
14035,3088,2055,2026-03-26 11:43:00,whatsapp,411,107.9,,962739.04,,True,no_response,,Land,sale,inquiry,search_sector=Land | search_modality=sale,0.0305852379213577,True,0.9935897435897436,requested_area_sqm=1.8 MAD; requested_budget_mxn_sale_total=1.6 MAD; message_length=1.5 MAD
1811,412,325,2025-07-07 11:18:04,phone,82,6629.9,70969.64,,236.0,True,accepted,3.3,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.030581633832253874,True,0.9910071942446043,requested_area_sqm=3.3 MAD; urgency_days=2.1 MAD; message_length=1.8 MAD
17538,3858,2713,2025-06-21 18:00:48,whatsapp,281,91.6,3783.3,,253.0,True,no_response,10.8,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.03058104046919985,True,0.9933847850055126,urgency_days=2.2 MAD; requested_budget_mxn_rent_monthly=2.0 MAD; requested_area_sqm=1.8 MAD
20709,4573,886,2026-05-14 09:44:00,web,190,459.1,3353.75,611880.94,,True,scheduled_visit,1.9,Land,both,inquiry,search_sector=Land | search_modality=both,0.030471349949651616,True,0.9920634920634921,requested_budget_mxn_rent_monthly=2.7 MAD; requested_budget_mxn_sale_total=2.4 MAD; requested_area_sqm=0.6 MAD
9083,2016,1986,2026-05-20 09:02:13,whatsapp,89,1827.4,,1827369.18,,True,no_response,2.4,Industrial,sale,inquiry,search_sector=Industrial | search_modality=sale,0.0302803795959673,True,0.9964391691394658,requested_budget_mxn_sale_total=2.5 MAD; message_length=1.6 MAD; requested_area_sqm=0.9 MAD
15513,3410,2510,2025-08-20 15:59:00,whatsapp,511,9582.5,43431.62,6403939.18,,False,accepted,14.2,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.030266071283091778,True,0.9894440534834623,requested_area_sqm=3.5 MAD; message_length=1.9 MAD; requested_budget_mxn_sale_total=1.6 MAD
