spot_id,snapshots,transitions,ever_changes,always_available,always_unavailable,available_share,median_competing_inquiries_30d
610,11,5,True,False,False,0.7272727272727273,7.0
611,4,0,False,False,True,0.0,6.0
612,1,0,False,True,False,1.0,3.0
613,13,5,True,False,False,0.6923076923076923,5.0
614,12,6,True,False,False,0.5,2.0
615,11,2,True,False,False,0.7272727272727273,2.0
616,12,5,True,False,False,0.4166666666666667,6.0
617,5,0,False,True,False,1.0,8.0
618,4,1,True,False,False,0.75,5.0
619,9,4,True,False,False,0.7777777777777778,9.0
620,3,1,True,False,False,0.6666666666666666,7.0
621,11,5,True,False,False,0.5454545454545454,10.0
622,2,1,True,False,False,0.5,4.0
623,7,3,True,False,False,0.5714285714285714,7.0
624,3,1,True,False,False,0.3333333333333333,2.0
625,9,4,True,False,False,0.5555555555555556,8.0
626,2,1,True,False,False,0.5,8.5
627,9,3,True,False,False,0.7777777777777778,5.0
628,9,4,True,False,False,0.7777777777777778,8.0
629,11,4,True,False,False,0.36363636363636365,6.0
630,12,6,True,False,False,0.75,6.0
631,14,6,True,False,False,0.6428571428571429,5.0
632,8,2,True,False,False,0.875,3.5
633,19,6,True,False,False,0.2631578947368421,3.0
634,19,10,True,False,False,0.7368421052631579,4.0
635,14,10,True,False,False,0.5714285714285714,5.0
636,5,3,True,False,False,0.6,2.0
637,5,3,True,False,False,0.4,5.0
638,9,2,True,False,False,0.8888888888888888,6.0
639,17,12,True,False,False,0.6470588235294118,6.0
640,10,1,True,False,False,0.8,6.0
641,8,4,True,False,False,0.75,5.5
642,4,3,True,False,False,0.5,6.5
643,16,3,True,False,False,0.125,6.0
644,12,4,True,False,False,0.5833333333333334,4.0
645,12,3,True,False,False,0.6666666666666666,8.5
646,13,7,True,False,False,0.5384615384615384,4.0
647,5,1,True,False,False,0.6,8.0
648,3,0,False,True,False,1.0,4.0
649,12,4,True,False,False,0.8333333333333334,8.0
650,10,6,True,False,False,0.6,3.5
651,4,2,True,False,False,0.75,4.5
652,11,5,True,False,False,0.45454545454545453,7.0
653,13,4,True,False,False,0.6923076923076923,4.0
654,5,2,True,False,False,0.4,5.0
655,10,1,True,False,False,0.7,5.0
656,7,2,True,False,False,0.8571428571428571,4.0
657,9,4,True,False,False,0.3333333333333333,3.0
658,5,1,True,False,False,0.6,7.0
659,15,7,True,False,False,0.3333333333333333,10.0
660,1,0,False,True,False,1.0,5.0
661,4,0,False,True,False,1.0,10.0
662,14,5,True,False,False,0.6428571428571429,6.0
663,7,4,True,False,False,0.42857142857142855,5.0
664,11,2,True,False,False,0.7272727272727273,4.0
665,7,2,True,False,False,0.8571428571428571,5.0
666,19,4,True,False,False,0.8421052631578947,6.0
667,13,4,True,False,False,0.8461538461538461,9.0
668,12,4,True,False,False,0.75,3.0
669,6,3,True,False,False,0.6666666666666666,7.0
670,10,3,True,False,False,0.5,6.0
671,12,2,True,False,False,0.75,2.0
672,13,6,True,False,False,0.46153846153846156,7.0
673,12,4,True,False,False,0.8333333333333334,2.5
674,2,1,True,False,False,0.5,6.5
675,13,2,True,False,False,0.07692307692307693,6.0
676,9,2,True,False,False,0.1111111111111111,5.0
677,13,5,True,False,False,0.23076923076923078,4.0
678,10,6,True,False,False,0.6,9.0
679,15,3,True,False,False,0.8,4.0
680,11,4,True,False,False,0.18181818181818182,7.0
681,10,2,True,False,False,0.8,4.5
682,15,5,True,False,False,0.8,5.0
683,5,0,False,False,True,0.0,8.0
684,17,2,True,False,False,0.058823529411764705,5.0
685,2,0,False,True,False,1.0,5.5
686,15,4,True,False,False,0.13333333333333333,3.0
687,17,4,True,False,False,0.8823529411764706,3.0
688,5,2,True,False,False,0.6,5.0
689,14,7,True,False,False,0.6428571428571429,4.5
690,11,5,True,False,False,0.5454545454545454,6.0
691,11,2,True,False,False,0.9090909090909091,5.0
692,19,11,True,False,False,0.631578947368421,8.0
693,15,7,True,False,False,0.4,7.0
694,14,10,True,False,False,0.5714285714285714,4.0
695,6,3,True,False,False,0.5,9.5
696,12,7,True,False,False,0.5833333333333334,4.5
697,21,11,True,False,False,0.6190476190476191,6.0
698,14,7,True,False,False,0.2857142857142857,6.5
699,9,2,True,False,False,0.7777777777777778,2.0
700,12,3,True,False,False,0.8333333333333334,6.5
701,13,6,True,False,False,0.7692307692307693,8.0
702,10,4,True,False,False,0.6,5.0
703,9,5,True,False,False,0.5555555555555556,5.0
704,7,1,True,False,False,0.8571428571428571,2.0
705,5,1,True,False,False,0.6,5.0
706,11,5,True,False,False,0.6363636363636364,4.0
707,14,10,True,False,False,0.5714285714285714,5.0
708,2,1,True,False,False,0.5,4.0
709,14,7,True,False,False,0.6428571428571429,6.0
710,12,6,True,False,False,0.75,8.0
711,16,3,True,False,False,0.875,3.0
712,8,4,True,False,False,0.75,4.0
713,9,3,True,False,False,0.6666666666666666,5.0
714,13,5,True,False,False,0.7692307692307693,4.0
715,9,4,True,False,False,0.7777777777777778,4.0
716,17,8,True,False,False,0.7647058823529411,4.0
717,2,0,False,False,True,0.0,3.0
718,13,6,True,False,False,0.6923076923076923,6.0
719,3,0,False,True,False,1.0,3.0
720,13,4,True,False,False,0.15384615384615385,4.0
721,9,3,True,False,False,0.4444444444444444,4.0
722,1,0,False,True,False,1.0,6.0
723,9,3,True,False,False,0.7777777777777778,12.0
724,13,3,True,False,False,0.8461538461538461,4.0
725,6,3,True,False,False,0.6666666666666666,5.0
726,14,4,True,False,False,0.7142857142857143,11.0
727,8,6,True,False,False,0.5,4.5
728,5,2,True,False,False,0.6,5.0
729,13,5,True,False,False,0.7692307692307693,9.0
730,10,7,True,False,False,0.5,4.5
731,7,2,True,False,False,0.14285714285714285,3.0
732,8,5,True,False,False,0.5,9.0
733,14,9,True,False,False,0.5,9.0
734,18,8,True,False,False,0.5555555555555556,9.0
735,10,1,True,False,False,0.4,8.0
736,9,4,True,False,False,0.6666666666666666,4.0
737,11,6,True,False,False,0.36363636363636365,4.0
738,4,2,True,False,False,0.5,6.0
739,13,7,True,False,False,0.6153846153846154,3.0
740,8,0,False,False,True,0.0,8.0
741,7,0,False,True,False,1.0,8.0
742,7,2,True,False,False,0.7142857142857143,6.0
743,9,2,True,False,False,0.7777777777777778,4.0
744,11,3,True,False,False,0.8181818181818182,5.0
745,8,2,True,False,False,0.625,5.0
746,13,4,True,False,False,0.8461538461538461,5.0
747,9,6,True,False,False,0.5555555555555556,4.0
748,12,5,True,False,False,0.75,4.5
749,9,4,True,False,False,0.5555555555555556,6.0
750,17,7,True,False,False,0.5882352941176471,4.0
751,12,4,True,False,False,0.6666666666666666,4.0
752,11,5,True,False,False,0.7272727272727273,8.0
753,9,4,True,False,False,0.3333333333333333,4.0
754,14,4,True,False,False,0.7857142857142857,4.0
755,17,6,True,False,False,0.5882352941176471,7.0
756,9,4,True,False,False,0.6666666666666666,6.0
757,6,0,False,True,False,1.0,5.0
758,4,3,True,False,False,0.5,4.0
759,14,6,True,False,False,0.5714285714285714,3.5
760,5,2,True,False,False,0.4,8.0
761,15,6,True,False,False,0.6666666666666666,3.0
762,9,6,True,False,False,0.6666666666666666,7.0
763,11,4,True,False,False,0.8181818181818182,5.0
764,5,1,True,False,False,0.8,3.0
765,11,4,True,False,False,0.45454545454545453,2.0
766,13,6,True,False,False,0.6153846153846154,3.0
767,10,2,True,False,False,0.1,9.0
768,12,2,True,False,False,0.6666666666666666,5.5
769,10,4,True,False,False,0.6,9.5
770,5,1,True,False,False,0.2,4.0
771,2,0,False,True,False,1.0,3.0
772,16,8,True,False,False,0.5,7.0
773,6,4,True,False,False,0.3333333333333333,4.5
774,8,1,True,False,False,0.625,4.5
775,11,6,True,False,False,0.5454545454545454,5.0
776,9,4,True,False,False,0.6666666666666666,4.0
777,6,2,True,False,False,0.8333333333333334,6.0
778,1,0,False,True,False,1.0,6.0
779,14,5,True,False,False,0.7142857142857143,5.0
780,13,6,True,False,False,0.6923076923076923,4.0
781,8,4,True,False,False,0.75,4.5
782,5,1,True,False,False,0.4,6.0
783,8,3,True,False,False,0.75,6.0
784,10,5,True,False,False,0.5,6.0
785,13,6,True,False,False,0.6153846153846154,7.0
786,15,6,True,False,False,0.2,3.0
787,13,8,True,False,False,0.46153846153846156,4.0
788,13,4,True,False,False,0.8461538461538461,3.0
789,22,11,True,False,False,0.5454545454545454,6.0
790,4,2,True,False,False,0.75,4.5
791,6,3,True,False,False,0.6666666666666666,6.5
792,14,5,True,False,False,0.7142857142857143,4.5
793,1,0,False,True,False,1.0,6.0
794,3,0,False,False,True,0.0,3.0
795,12,4,True,False,False,0.6666666666666666,3.0
796,9,2,True,False,False,0.6666666666666666,3.0
797,11,6,True,False,False,0.6363636363636364,5.0
798,10,2,True,False,False,0.1,5.0
799,8,2,True,False,False,0.875,4.0
800,3,2,True,False,False,0.6666666666666666,8.0
801,10,5,True,False,False,0.6,5.5
802,15,6,True,False,False,0.26666666666666666,5.0
803,5,2,True,False,False,0.6,4.0
804,3,0,False,True,False,1.0,5.0
805,7,4,True,False,False,0.42857142857142855,3.0
806,1,0,False,False,True,0.0,6.0
807,5,2,True,False,False,0.6,9.0
808,6,1,True,False,False,0.5,7.0
809,9,6,True,False,False,0.6666666666666666,8.0
810,11,6,True,False,False,0.5454545454545454,2.0
811,6,3,True,False,False,0.6666666666666666,4.5
812,8,4,True,False,False,0.75,9.0
813,12,5,True,False,False,0.6666666666666666,4.0
814,11,3,True,False,False,0.7272727272727273,6.0
815,7,0,False,True,False,1.0,3.0
816,16,9,True,False,False,0.5,9.0
817,10,6,True,False,False,0.6,3.5
818,6,1,True,False,False,0.8333333333333334,5.0
819,10,3,True,False,False,0.7,3.0
820,7,3,True,False,False,0.5714285714285714,8.0
821,6,2,True,False,False,0.5,5.0
822,9,1,True,False,False,0.4444444444444444,2.0
823,2,1,True,False,False,0.5,5.5
824,6,2,True,False,False,0.8333333333333334,7.0
825,8,5,True,False,False,0.625,6.0
826,11,6,True,False,False,0.6363636363636364,4.0
827,9,5,True,False,False,0.5555555555555556,3.0
828,14,7,True,False,False,0.7142857142857143,6.0
829,11,4,True,False,False,0.8181818181818182,4.0
830,5,1,True,False,False,0.8,6.0
831,14,6,True,False,False,0.6428571428571429,4.0
832,16,4,True,False,False,0.1875,4.0
833,18,5,True,False,False,0.7222222222222222,7.0
834,4,0,False,True,False,1.0,2.5
835,11,4,True,False,False,0.7272727272727273,4.0
836,6,2,True,False,False,0.8333333333333334,5.5
837,1,0,False,True,False,1.0,9.0
838,15,8,True,False,False,0.6,5.0
839,15,3,True,False,False,0.6666666666666666,3.0
840,2,1,True,False,False,0.5,4.5
841,11,2,True,False,False,0.8181818181818182,6.0
842,15,5,True,False,False,0.6,4.0
843,12,2,True,False,False,0.9166666666666666,6.0
844,12,2,True,False,False,0.5833333333333334,4.0
845,3,0,False,True,False,1.0,7.0
846,12,4,True,False,False,0.8333333333333334,3.5
847,13,3,True,False,False,0.6153846153846154,7.0
848,1,0,False,True,False,1.0,6.0
849,12,2,True,False,False,0.5833333333333334,7.0
850,14,6,True,False,False,0.35714285714285715,5.0
851,12,0,False,False,True,0.0,3.0
852,9,4,True,False,False,0.7777777777777778,4.0
853,6,0,False,True,False,1.0,5.0
854,2,0,False,False,True,0.0,4.0
855,3,1,True,False,False,0.6666666666666666,4.0
856,14,6,True,False,False,0.7857142857142857,8.0
857,15,7,True,False,False,0.3333333333333333,9.0
858,18,2,True,False,False,0.1111111111111111,4.0
859,9,5,True,False,False,0.5555555555555556,7.0
860,1,0,False,True,False,1.0,6.0
861,13,4,True,False,False,0.38461538461538464,6.0
862,16,5,True,False,False,0.8125,3.0
863,7,3,True,False,False,0.5714285714285714,5.0
864,10,4,True,False,False,0.5,2.5
865,5,3,True,False,False,0.6,6.0
866,4,1,True,False,False,0.5,4.5
867,14,7,True,False,False,0.7142857142857143,3.0
868,14,2,True,False,False,0.21428571428571427,8.0
869,10,7,True,False,False,0.6,3.0
870,19,8,True,False,False,0.5789473684210527,7.0
871,12,8,True,False,False,0.5833333333333334,8.0
872,17,8,True,False,False,0.29411764705882354,13.0
873,9,5,True,False,False,0.4444444444444444,6.0
874,15,8,True,False,False,0.6,5.0
875,14,7,True,False,False,0.6428571428571429,7.0
876,7,0,False,False,True,0.0,3.0
877,9,2,True,False,False,0.8888888888888888,7.0
878,17,5,True,False,False,0.8235294117647058,7.0
879,14,8,True,False,False,0.6428571428571429,6.5
880,14,5,True,False,False,0.6428571428571429,11.0
881,6,3,True,False,False,0.6666666666666666,5.0
882,9,4,True,False,False,0.6666666666666666,5.0
883,10,4,True,False,False,0.7,6.0
884,7,3,True,False,False,0.7142857142857143,6.0
885,13,5,True,False,False,0.6923076923076923,5.0
886,3,2,True,False,False,0.6666666666666666,6.0
887,16,6,True,False,False,0.75,5.0
888,12,3,True,False,False,0.75,3.5
889,15,6,True,False,False,0.4666666666666667,4.0
890,7,4,True,False,False,0.5714285714285714,4.0
891,15,6,True,False,False,0.7333333333333333,3.0
892,8,2,True,False,False,0.5,4.0
893,9,2,True,False,False,0.8888888888888888,4.0
894,9,4,True,False,False,0.7777777777777778,3.0
895,11,7,True,False,False,0.5454545454545454,6.0
896,1,0,False,False,True,0.0,4.0
897,12,5,True,False,False,0.6666666666666666,5.5
898,13,3,True,False,False,0.8461538461538461,2.0
899,5,0,False,False,True,0.0,6.0
900,4,1,True,False,False,0.5,8.0
901,14,8,True,False,False,0.5714285714285714,3.0
902,10,4,True,False,False,0.4,3.0
903,4,0,False,True,False,1.0,3.5
904,14,4,True,False,False,0.8571428571428571,3.0
905,16,4,True,False,False,0.25,5.0
906,15,5,True,False,False,0.5333333333333333,6.0
907,7,4,True,False,False,0.7142857142857143,8.0
908,6,3,True,False,False,0.6666666666666666,6.0
909,15,5,True,False,False,0.6,5.0
910,9,2,True,False,False,0.8888888888888888,7.0
911,6,3,True,False,False,0.6666666666666666,4.0
912,13,7,True,False,False,0.5384615384615384,3.0
913,14,7,True,False,False,0.2857142857142857,6.0
914,6,2,True,False,False,0.8333333333333334,3.5
915,8,5,True,False,False,0.625,5.5
916,10,6,True,False,False,0.4,5.5
917,2,0,False,False,True,0.0,3.5
918,19,9,True,False,False,0.3157894736842105,7.0
919,6,0,False,True,False,1.0,9.5
920,13,1,True,False,False,0.8461538461538461,5.0
921,7,3,True,False,False,0.5714285714285714,10.0
922,12,3,True,False,False,0.75,10.0
923,11,3,True,False,False,0.7272727272727273,8.0
924,11,3,True,False,False,0.7272727272727273,6.0
925,9,5,True,False,False,0.6666666666666666,11.0
926,11,6,True,False,False,0.6363636363636364,2.0
927,10,5,True,False,False,0.7,5.5
928,7,1,True,False,False,0.5714285714285714,8.0
929,10,4,True,False,False,0.8,4.0
930,16,9,True,False,False,0.5,4.5
931,14,4,True,False,False,0.7857142857142857,2.5
932,13,4,True,False,False,0.15384615384615385,7.0
933,18,4,True,False,False,0.8888888888888888,5.0
934,2,1,True,False,False,0.5,5.5
935,5,2,True,False,False,0.2,8.0
936,8,3,True,False,False,0.625,5.0
937,4,2,True,False,False,0.25,7.0
938,6,2,True,False,False,0.8333333333333334,5.5
939,13,7,True,False,False,0.6923076923076923,8.0
940,23,14,True,False,False,0.6086956521739131,7.0
941,12,4,True,False,False,0.8333333333333334,4.0
942,4,1,True,False,False,0.25,4.5
943,17,6,True,False,False,0.5882352941176471,4.0
944,15,9,True,False,False,0.6666666666666666,7.0
945,4,1,True,False,False,0.5,4.0
946,10,3,True,False,False,0.7,5.0
947,11,6,True,False,False,0.6363636363636364,5.0
948,13,7,True,False,False,0.38461538461538464,6.0
949,16,7,True,False,False,0.5,8.5
950,11,7,True,False,False,0.5454545454545454,7.0
951,10,3,True,False,False,0.7,3.0
952,14,7,True,False,False,0.5,6.0
953,10,2,True,False,False,0.9,3.5
954,13,4,True,False,False,0.15384615384615385,4.0
955,9,1,True,False,False,0.8888888888888888,5.0
956,11,2,True,False,False,0.8181818181818182,4.0
957,10,4,True,False,False,0.8,4.0
958,14,5,True,False,False,0.6428571428571429,8.0
959,4,2,True,False,False,0.5,7.0
960,10,4,True,False,False,0.2,7.0
961,10,4,True,False,False,0.2,6.0
962,5,2,True,False,False,0.2,5.0
963,4,0,False,True,False,1.0,5.5
964,5,1,True,False,False,0.8,12.0
965,10,3,True,False,False,0.6,3.5
966,1,0,False,True,False,1.0,6.0
967,5,3,True,False,False,0.6,7.0
968,6,1,True,False,False,0.5,1.5
969,17,4,True,False,False,0.11764705882352941,7.0
970,13,5,True,False,False,0.6923076923076923,4.0
971,2,0,False,True,False,1.0,3.0
972,3,1,True,False,False,0.3333333333333333,3.0
973,13,5,True,False,False,0.7692307692307693,4.0
974,7,1,True,False,False,0.8571428571428571,8.0
975,8,4,True,False,False,0.625,3.5
976,17,2,True,False,False,0.9411764705882353,4.0
977,20,11,True,False,False,0.5,4.0
978,9,3,True,False,False,0.6666666666666666,7.0
979,16,11,True,False,False,0.375,4.0
980,14,9,True,False,False,0.5714285714285714,7.0
981,12,5,True,False,False,0.75,4.0
982,11,7,True,False,False,0.5454545454545454,6.0
983,15,8,True,False,False,0.6,4.0
984,10,4,True,False,False,0.7,12.0
985,11,1,True,False,False,0.9090909090909091,5.0
986,1,0,False,False,True,0.0,6.0
987,10,7,True,False,False,0.5,8.0
988,7,4,True,False,False,0.42857142857142855,9.0
989,15,6,True,False,False,0.6666666666666666,10.0
990,2,0,False,True,False,1.0,3.0
991,6,3,True,False,False,0.6666666666666666,4.5
992,7,3,True,False,False,0.42857142857142855,5.0
993,14,4,True,False,False,0.7142857142857143,4.0
994,16,6,True,False,False,0.6875,5.0
995,4,2,True,False,False,0.5,5.5
996,6,2,True,False,False,0.16666666666666666,6.5
997,1,0,False,True,False,1.0,5.0
998,13,5,True,False,False,0.46153846153846156,4.0
999,14,7,True,False,False,0.6428571428571429,9.0
1000,11,4,True,False,False,0.18181818181818182,4.0
1001,3,1,True,False,False,0.6666666666666666,5.0
1002,10,3,True,False,False,0.2,4.0
1003,14,8,True,False,False,0.7142857142857143,4.0
1004,14,4,True,False,False,0.7857142857142857,3.0
1005,12,5,True,False,False,0.5,4.0
1006,19,5,True,False,False,0.8421052631578947,2.0
1007,8,4,True,False,False,0.75,3.5
1008,11,2,True,False,False,0.9090909090909091,4.0
1009,9,6,True,False,False,0.5555555555555556,7.0
1010,8,6,True,False,False,0.5,8.0
1011,16,5,True,False,False,0.625,6.0
1012,13,6,True,False,False,0.5384615384615384,6.0
1013,11,7,True,False,False,0.6363636363636364,3.0
1014,11,7,True,False,False,0.36363636363636365,6.0
1015,12,5,True,False,False,0.5833333333333334,5.0
1016,12,2,True,False,False,0.75,6.0
1017,10,2,True,False,False,0.7,6.0
1018,3,1,True,False,False,0.3333333333333333,6.0
1019,2,1,True,False,False,0.5,3.0
1020,13,5,True,False,False,0.5384615384615384,4.0
1021,2,0,False,True,False,1.0,11.0
1022,15,7,True,False,False,0.6,4.0
1023,11,5,True,False,False,0.6363636363636364,6.0
1024,9,0,False,True,False,1.0,5.0
1025,9,2,True,False,False,0.4444444444444444,7.0
1026,9,5,True,False,False,0.6666666666666666,4.0
1027,19,8,True,False,False,0.631578947368421,4.0
1028,10,3,True,False,False,0.6,4.0
1029,5,3,True,False,False,0.4,7.0
1030,10,3,True,False,False,0.6,5.0
1031,16,10,True,False,False,0.5625,4.0
1032,5,2,True,False,False,0.8,4.0
1033,10,3,True,False,False,0.8,5.5
1034,12,4,True,False,False,0.75,3.0
1035,10,2,True,False,False,0.9,6.0
1036,4,3,True,False,False,0.5,4.0
1037,11,4,True,False,False,0.6363636363636364,6.0
1038,9,6,True,False,False,0.6666666666666666,5.0
1039,13,5,True,False,False,0.6153846153846154,7.0
1040,10,3,True,False,False,0.8,6.0
1041,10,3,True,False,False,0.5,7.0
1042,6,3,True,False,False,0.6666666666666666,9.5
1043,6,0,False,False,True,0.0,5.0
1044,7,2,True,False,False,0.14285714285714285,3.0
1045,5,1,True,False,False,0.2,2.0
1046,8,4,True,False,False,0.625,5.5
1047,11,3,True,False,False,0.6363636363636364,3.0
1048,1,0,False,True,False,1.0,7.0
1049,7,5,True,False,False,0.5714285714285714,7.0
1050,15,7,True,False,False,0.5333333333333333,5.0
1051,13,6,True,False,False,0.46153846153846156,5.0
1052,18,6,True,False,False,0.7777777777777778,8.0
1053,8,1,True,False,False,0.875,5.0
1054,13,4,True,False,False,0.6923076923076923,3.0
1055,7,2,True,False,False,0.7142857142857143,3.0
1056,15,5,True,False,False,0.7333333333333333,5.0
1057,8,3,True,False,False,0.25,3.0
1058,4,1,True,False,False,0.5,4.0
1059,1,0,False,True,False,1.0,5.0
1060,7,1,True,False,False,0.8571428571428571,7.0
1061,13,6,True,False,False,0.6923076923076923,6.0
1062,13,4,True,False,False,0.6153846153846154,3.0
1063,13,2,True,False,False,0.9230769230769231,2.0
1064,14,6,True,False,False,0.42857142857142855,5.0
1065,4,2,True,False,False,0.75,5.0
1066,7,3,True,False,False,0.42857142857142855,2.0
1067,6,5,True,False,False,0.5,4.0
1068,9,2,True,False,False,0.8888888888888888,6.0
1069,15,8,True,False,False,0.26666666666666666,3.0
1070,17,5,True,False,False,0.4117647058823529,7.0
1071,16,10,True,False,False,0.625,6.5
1072,6,2,True,False,False,0.6666666666666666,7.5
1073,14,4,True,False,False,0.5714285714285714,7.0
1074,12,6,True,False,False,0.4166666666666667,5.0
1075,17,6,True,False,False,0.7058823529411765,4.0
1076,9,4,True,False,False,0.5555555555555556,5.0
1077,13,8,True,False,False,0.5384615384615384,6.0
1078,11,0,False,True,False,1.0,4.0
1079,7,3,True,False,False,0.5714285714285714,6.0
1080,9,3,True,False,False,0.2222222222222222,5.0
1081,11,6,True,False,False,0.7272727272727273,7.0
1082,14,5,True,False,False,0.21428571428571427,7.0
1083,4,3,True,False,False,0.5,7.0
1084,1,0,False,True,False,1.0,7.0
1085,17,8,True,False,False,0.6470588235294118,3.0
1086,7,1,True,False,False,0.5714285714285714,5.0
1087,7,3,True,False,False,0.5714285714285714,4.0
1088,12,8,True,False,False,0.5833333333333334,7.0
1089,4,0,False,True,False,1.0,4.0
1090,16,9,True,False,False,0.5625,5.0
1091,2,0,False,False,True,0.0,5.5
1092,16,6,True,False,False,0.75,3.5
1093,15,6,True,False,False,0.2,4.0
1094,14,6,True,False,False,0.7142857142857143,6.0
1095,15,9,True,False,False,0.6,7.0
1096,8,4,True,False,False,0.625,5.5
1097,11,6,True,False,False,0.7272727272727273,5.0
1098,15,5,True,False,False,0.7333333333333333,3.0
1099,11,2,True,False,False,0.7272727272727273,6.0
1100,8,5,True,False,False,0.625,5.0
1101,8,4,True,False,False,0.375,6.5
1102,9,4,True,False,False,0.6666666666666666,8.0
1103,15,7,True,False,False,0.26666666666666666,7.0
1104,16,4,True,False,False,0.8125,4.0
1105,4,0,False,True,False,1.0,5.0
1106,11,3,True,False,False,0.5454545454545454,6.0
1107,2,0,False,True,False,1.0,6.5
1108,14,4,True,False,False,0.7857142857142857,3.5
1109,12,4,True,False,False,0.75,3.5
1110,11,7,True,False,False,0.6363636363636364,2.0
1111,15,8,True,False,False,0.6,6.0
1112,14,5,True,False,False,0.7857142857142857,7.0
1113,4,2,True,False,False,0.75,3.0
1114,4,1,True,False,False,0.75,9.5
1115,4,2,True,False,False,0.75,3.5
1116,7,1,True,False,False,0.8571428571428571,5.0
1117,15,7,True,False,False,0.4666666666666667,8.0
1118,5,1,True,False,False,0.4,5.0
1119,8,0,False,True,False,1.0,3.5
1120,17,4,True,False,False,0.7647058823529411,4.0
1121,14,6,True,False,False,0.7857142857142857,3.5
1122,6,1,True,False,False,0.8333333333333334,4.5
1123,10,4,True,False,False,0.2,3.0
1124,12,7,True,False,False,0.5833333333333334,6.0
1125,13,4,True,False,False,0.6923076923076923,4.0
1126,10,5,True,False,False,0.5,5.5
1127,8,4,True,False,False,0.625,4.0
1128,11,5,True,False,False,0.6363636363636364,9.0
1129,8,4,True,False,False,0.375,6.5
1130,7,1,True,False,False,0.8571428571428571,4.0
1131,11,6,True,False,False,0.6363636363636364,11.0
1132,9,2,True,False,False,0.7777777777777778,3.0
1133,6,1,True,False,False,0.8333333333333334,3.5
1134,10,4,True,False,False,0.8,8.5
1135,16,6,True,False,False,0.6875,9.0
1136,8,3,True,False,False,0.25,7.0
1137,14,2,True,False,False,0.07142857142857142,5.0
1138,16,2,True,False,False,0.0625,6.0
1139,8,2,True,False,False,0.5,5.5
1140,6,2,True,False,False,0.16666666666666666,8.0
1141,13,6,True,False,False,0.7692307692307693,4.0
1142,18,8,True,False,False,0.6666666666666666,7.0
1143,13,8,True,False,False,0.5384615384615384,7.0
1144,11,3,True,False,False,0.2727272727272727,10.0
1145,14,8,True,False,False,0.5714285714285714,7.0
1146,16,6,True,False,False,0.6875,4.0
1147,14,7,True,False,False,0.6428571428571429,8.0
1148,11,2,True,False,False,0.2727272727272727,6.0
1149,1,0,False,True,False,1.0,4.0
1150,14,4,True,False,False,0.7857142857142857,6.0
1151,22,8,True,False,False,0.7272727272727273,6.0
1152,4,1,True,False,False,0.75,7.5
1153,3,2,True,False,False,0.3333333333333333,5.0
1154,13,1,True,False,False,0.07692307692307693,4.0
1155,11,4,True,False,False,0.45454545454545453,7.0
1156,14,6,True,False,False,0.5714285714285714,5.0
1157,3,2,True,False,False,0.3333333333333333,5.0
1158,7,3,True,False,False,0.7142857142857143,3.0
1159,16,6,True,False,False,0.75,3.5
1160,8,4,True,False,False,0.75,3.0
1161,8,1,True,False,False,0.875,5.5
1162,11,4,True,False,False,0.45454545454545453,5.0
1163,4,1,True,False,False,0.5,6.0
1164,4,2,True,False,False,0.25,2.5
1165,11,2,True,False,False,0.36363636363636365,7.0
1166,1,0,False,False,True,0.0,2.0
1167,19,10,True,False,False,0.5789473684210527,3.0
1168,5,3,True,False,False,0.4,7.0
1169,7,3,True,False,False,0.5714285714285714,4.0
1170,14,7,True,False,False,0.7142857142857143,3.0
1171,8,3,True,False,False,0.625,8.0
1172,11,7,True,False,False,0.5454545454545454,8.0
1173,9,6,True,False,False,0.4444444444444444,4.0
1174,11,2,True,False,False,0.8181818181818182,5.0
1175,7,4,True,False,False,0.2857142857142857,6.0
1176,8,5,True,False,False,0.625,5.0
1177,10,4,True,False,False,0.7,5.5
1178,15,3,True,False,False,0.7333333333333333,6.0
1179,4,2,True,False,False,0.75,7.0
1180,15,5,True,False,False,0.6666666666666666,3.0
1181,13,8,True,False,False,0.46153846153846156,6.0
1182,8,3,True,False,False,0.75,2.5
1183,11,5,True,False,False,0.5454545454545454,8.0
1184,5,1,True,False,False,0.6,5.0
1185,3,0,False,True,False,1.0,7.0
1186,9,4,True,False,False,0.6666666666666666,7.0
1187,8,3,True,False,False,0.625,5.5
1188,10,5,True,False,False,0.4,9.0
1189,9,3,True,False,False,0.6666666666666666,4.0
1190,8,3,True,False,False,0.625,8.0
1191,15,8,True,False,False,0.5333333333333333,5.0
1192,4,0,False,False,True,0.0,3.0
1193,15,8,True,False,False,0.6666666666666666,7.0
1194,15,7,True,False,False,0.4,7.0
1195,15,4,True,False,False,0.8,8.0
1196,22,10,True,False,False,0.7727272727272727,4.0
1197,9,4,True,False,False,0.5555555555555556,9.0
1198,13,7,True,False,False,0.6153846153846154,6.0
1199,11,2,True,False,False,0.9090909090909091,6.0
1200,11,8,True,False,False,0.45454545454545453,5.0
1201,15,11,True,False,False,0.6,7.0
1202,7,3,True,False,False,0.5714285714285714,6.0
1203,8,2,True,False,False,0.125,4.5
1204,6,0,False,True,False,1.0,7.5
1205,13,2,True,False,False,0.7692307692307693,4.0
1206,6,1,True,False,False,0.3333333333333333,9.0
1207,8,1,True,False,False,0.75,2.0
1208,11,6,True,False,False,0.2727272727272727,4.0
1209,2,0,False,True,False,1.0,6.5
