prediction_key,lead_id,stage,score_time,n_candidates,n_corridor,n_municipality,n_state,n_observed_override
L3803:T2:I17291,3803,T2,2025-12-14T13:30:06.000Z,41,24,16,0,1
L3803:T2:I17288,3803,T2,2025-12-16T17:03:53.000Z,40,24,16,0,0
L3803:T2:I17290,3803,T2,2025-12-18T09:36:55.000Z,41,24,16,0,1
L3803:T2:I17289,3803,T2,2025-12-19T15:40:48.000Z,41,24,16,0,1
L3803:T2:I17287,3803,T2,2025-12-19T16:15:41.000Z,41,24,16,0,1
L3803:T2:I17286,3803,T2,2026-01-09T15:29:00.000Z,42,24,17,0,1
L3804:T0,3804,T0,2026-03-24T00:00:00.000Z,56,28,0,28,0
L3804:T1:I17293,3804,T1,2026-03-27T14:48:10.000Z,58,28,0,29,1
L3804:T2:I17294,3804,T2,2026-04-05T19:53:18.000Z,60,29,0,30,1
L3804:T2:I17292,3804,T2,2026-05-10T14:22:00.000Z,62,29,0,32,1
L3805:T0,3805,T0,2025-11-21T00:00:00.000Z,56,30,0,26,0
L3805:T1:I17295,3805,T1,2025-11-23T19:20:53.000Z,59,31,0,27,1
L3805:T2:I17301,3805,T2,2025-11-26T16:12:55.000Z,59,31,0,27,1
L3805:T2:I17296,3805,T2,2025-12-01T19:20:13.000Z,59,31,0,27,1
L3805:T2:I17298,3805,T2,2025-12-03T09:50:18.000Z,59,31,0,27,1
L3805:T2:I17300,3805,T2,2025-12-03T12:44:49.000Z,58,31,0,27,0
L3805:T2:I17297,3805,T2,2025-12-04T10:00:12.000Z,60,32,0,27,1
L3805:T2:I17302,3805,T2,2026-04-12T09:38:00.000Z,73,39,0,33,1
L3805:T2:I17299,3805,T2,2026-04-13T12:28:00.000Z,73,39,0,33,1
L3806:T0,3806,T0,2025-05-19T00:00:00.000Z,32,0,19,13,0
L3806:T1:I17307,3806,T1,2025-05-24T15:25:24.000Z,34,0,19,14,1
L3806:T2:I17305,3806,T2,2025-08-26T17:10:00.000Z,47,0,21,25,1
L3806:T2:I17304,3806,T2,2025-09-30T16:51:00.000Z,52,0,23,28,1
L3806:T2:I17303,3806,T2,2026-02-15T14:20:00.000Z,67,0,30,37,0
L3806:T2:I17308,3806,T2,2026-04-04T08:52:00.000Z,72,0,33,38,1
L3806:T2:I17306,3806,T2,2026-05-12T20:40:00.000Z,74,0,34,39,1
L3807:T0,3807,T0,2025-03-07T00:00:00.000Z,17,6,0,11,0
L3807:T1:I17311,3807,T1,2025-03-09T10:40:38.000Z,18,6,0,11,1
L3807:T2:I17309,3807,T2,2025-03-14T15:52:02.000Z,19,7,0,11,1
L3807:T2:I17312,3807,T2,2025-03-26T14:42:00.000Z,19,7,0,11,1
L3807:T2:I17310,3807,T2,2025-09-23T11:18:00.000Z,29,12,0,16,1
L3808:T0,3808,T0,2025-11-17T00:00:00.000Z,48,22,26,0,0
L3808:T1:I17317,3808,T1,2025-11-17T17:29:00.000Z,49,22,26,0,1
L3808:T2:I17316,3808,T2,2025-11-19T09:13:15.000Z,49,22,26,0,1
L3808:T2:I17314,3808,T2,2025-11-20T19:56:09.000Z,49,22,26,0,1
L3808:T2:I17313,3808,T2,2025-11-25T09:02:54.000Z,48,22,26,0,0
L3808:T2:I17315,3808,T2,2026-02-03T16:26:00.000Z,56,23,32,0,1
L3809:T0,3809,T0,2026-04-30T00:00:00.000Z,92,33,0,59,0
L3809:T1:I17319,3809,T1,2026-05-02T09:39:50.000Z,92,33,0,59,0
L3809:T2:I17320,3809,T2,2026-05-02T10:53:29.000Z,93,33,0,59,1
L3809:T2:I17321,3809,T2,2026-05-02T14:36:25.000Z,93,33,0,59,1
L3809:T2:I17322,3809,T2,2026-05-07T07:20:51.000Z,94,34,0,59,1
L3809:T2:I17318,3809,T2,2026-05-10T09:11:29.000Z,94,34,0,59,1
L3809:T2:I17323,3809,T2,2026-05-11T08:01:49.000Z,94,34,0,60,0
L3809:T2:I17324,3809,T2,2026-06-04T16:48:00.000Z,99,36,0,62,1
L3810:T0,3810,T0,2026-02-28T00:00:00.000Z,111,33,0,78,0
L3810:T1:I17326,3810,T1,2026-03-05T07:58:11.000Z,113,34,0,78,1
L3810:T2:I17325,3810,T2,2026-03-07T20:43:55.000Z,114,35,0,78,1
L3810:T2:I17327,3810,T2,2026-03-13T09:11:14.000Z,115,36,0,78,1
L3811:T0,3811,T0,2025-05-16T00:00:00.000Z,26,17,0,9,0
L3811:T1:I17329,3811,T1,2025-05-26T19:01:03.000Z,28,18,0,9,1
L3811:T2:I17331,3811,T2,2025-07-23T08:46:00.000Z,36,20,0,15,1
L3811:T2:I17328,3811,T2,2025-11-21T09:25:00.000Z,46,23,0,22,1
L3811:T2:I17332,3811,T2,2026-04-23T19:15:00.000Z,63,33,0,29,1
L3811:T2:I17330,3811,T2,2026-05-30T12:00:00.000Z,64,33,0,30,1
L3812:T0,3812,T0,2025-04-04T00:00:00.000Z,6,6,0,0,0
L3812:T1:I17333,3812,T1,2025-04-07T07:01:10.000Z,7,6,0,0,1
L3812:T2:I17337,3812,T2,2025-04-15T12:41:21.000Z,7,6,0,0,1
L3812:T2:I17339,3812,T2,2025-04-17T18:12:25.000Z,7,6,0,0,1
L3812:T2:I17334,3812,T2,2025-05-17T09:06:00.000Z,9,8,0,0,1
L3812:T2:I17338,3812,T2,2025-11-01T19:43:00.000Z,14,14,0,0,0
L3812:T2:I17336,3812,T2,2025-12-08T13:56:00.000Z,16,16,0,0,0
L3812:T2:I17335,3812,T2,2026-04-20T09:16:00.000Z,22,21,0,0,1
L3813:T0,3813,T0,2026-04-20T00:00:00.000Z,15,15,0,0,0
L3813:T1:I17340,3813,T1,2026-05-05T18:01:00.000Z,16,15,0,0,1
L3814:T0,3814,T0,2026-03-26T00:00:00.000Z,106,33,0,73,0
L3814:T1:I17341,3814,T1,2026-03-30T13:32:05.000Z,107,33,0,73,1
L3814:T2:I17342,3814,T2,2026-04-13T18:33:00.000Z,109,33,0,75,1
L3815:T0,3815,T0,2025-07-07T00:00:00.000Z,15,15,0,0,0
L3815:T1:I17343,3815,T1,2025-07-15T18:57:13.000Z,16,15,0,0,1
L3815:T2:I17344,3815,T2,2025-12-13T11:08:00.000Z,20,19,0,0,1
L3816:T0,3816,T0,2025-12-12T00:00:00.000Z,10,10,0,0,0
L3816:T1:I17350,3816,T1,2025-12-12T11:48:22.000Z,11,10,0,0,1
L3816:T2:I17348,3816,T2,2025-12-14T14:16:44.000Z,11,10,0,0,1
L3816:T2:I17345,3816,T2,2025-12-14T17:57:06.000Z,11,10,0,0,1
L3816:T2:I17346,3816,T2,2025-12-18T20:11:50.000Z,11,10,0,0,1
L3816:T2:I17347,3816,T2,2025-12-19T11:42:24.000Z,11,10,0,0,1
L3816:T2:I17349,3816,T2,2025-12-19T14:38:29.000Z,11,10,0,0,1
L3816:T2:I17351,3816,T2,2026-02-02T16:40:00.000Z,12,11,0,0,1
L3817:T0,3817,T0,2025-10-09T00:00:00.000Z,11,11,0,0,0
L3817:T1:I17353,3817,T1,2025-10-18T12:07:13.000Z,12,11,0,0,1
L3817:T2:I17352,3817,T2,2025-12-22T10:56:00.000Z,14,13,0,0,1
L3818:T0,3818,T0,2025-03-13T00:00:00.000Z,27,16,11,0,0
L3818:T1:I17356,3818,T1,2025-03-25T09:44:53.000Z,28,16,11,0,1
L3818:T2:I17355,3818,T2,2026-03-25T14:03:00.000Z,64,37,26,0,1
L3818:T2:I17354,3818,T2,2026-05-12T12:49:00.000Z,66,38,28,0,0
L3819:T0,3819,T0,2025-09-16T00:00:00.000Z,37,16,0,21,0
L3819:T1:I17358,3819,T1,2025-09-26T09:45:40.000Z,38,16,0,21,1
L3819:T2:I17357,3819,T2,2025-09-26T15:58:21.000Z,38,16,0,21,1
L3819:T2:I17361,3819,T2,2025-09-27T19:22:31.000Z,37,16,0,21,0
L3819:T2:I17360,3819,T2,2025-12-29T16:16:00.000Z,46,19,0,26,1
L3819:T2:I17359,3819,T2,2026-05-14T08:41:00.000Z,57,27,0,29,1
L3820:T0,3820,T0,2025-08-22T00:00:00.000Z,14,14,0,0,0
L3820:T1:I17362,3820,T1,2025-08-22T09:09:14.000Z,15,14,0,0,1
L3820:T2:I17363,3820,T2,2025-09-01T15:10:57.000Z,16,15,0,0,1
L3820:T2:I17364,3820,T2,2025-09-02T18:18:58.000Z,17,16,0,0,1
L3821:T0,3821,T0,2025-12-29T00:00:00.000Z,48,24,24,0,0
L3821:T1:I17365,3821,T1,2026-01-03T11:55:43.000Z,49,24,25,0,0
L3821:T2:I17366,3821,T2,2026-01-11T14:06:17.000Z,50,24,25,0,1
L3822:T0,3822,T0,2025-07-19T00:00:00.000Z,17,17,0,0,0
L3822:T1:I17370,3822,T1,2025-07-20T20:23:51.000Z,19,18,0,0,1
L3822:T2:I17372,3822,T2,2025-07-24T18:54:22.000Z,19,18,0,0,1
L3822:T2:I17373,3822,T2,2025-07-24T19:00:43.000Z,19,18,0,0,1
L3822:T2:I17368,3822,T2,2025-07-27T14:51:45.000Z,19,18,0,0,1
L3822:T2:I17367,3822,T2,2025-10-09T16:32:00.000Z,25,24,0,0,1
L3822:T2:I17369,3822,T2,2025-12-15T13:27:00.000Z,26,25,0,0,1
L3822:T2:I17374,3822,T2,2026-03-25T09:34:00.000Z,27,26,0,0,1
L3822:T2:I17371,3822,T2,2026-05-06T07:59:00.000Z,28,27,0,0,1
L3823:T0,3823,T0,2025-05-23T00:00:00.000Z,15,15,0,0,0
L3823:T1:I17377,3823,T1,2025-05-26T16:20:55.000Z,17,16,0,0,1
L3823:T2:I17376,3823,T2,2025-05-28T16:12:12.000Z,17,16,0,0,1
L3823:T2:I17378,3823,T2,2025-05-29T11:18:53.000Z,17,16,0,0,1
L3823:T2:I17379,3823,T2,2025-05-31T10:43:28.000Z,17,16,0,0,1
L3823:T2:I17380,3823,T2,2025-06-04T17:16:27.000Z,17,16,0,0,1
L3823:T2:I17375,3823,T2,2025-10-08T08:21:00.000Z,24,24,0,0,0
L3823:T2:I17382,3823,T2,2025-10-18T15:50:00.000Z,26,25,0,0,1
L3823:T2:I17381,3823,T2,2026-02-06T09:28:00.000Z,26,25,0,0,1
L3824:T0,3824,T0,2025-10-02T00:00:00.000Z,45,20,25,0,0
L3824:T1:I17384,3824,T1,2025-10-03T18:30:55.000Z,45,20,25,0,0
L3824:T2:I17385,3824,T2,2025-10-08T10:04:20.000Z,46,20,25,0,1
L3824:T2:I17383,3824,T2,2025-10-08T12:20:49.000Z,46,20,25,0,1
L3825:T0,3825,T0,2025-12-24T00:00:00.000Z,34,34,0,0,0
L3825:T1:I17387,3825,T1,2025-12-25T08:16:57.000Z,35,34,0,0,1
L3825:T2:I17386,3825,T2,2026-01-06T15:56:34.000Z,37,36,0,0,1
L3826:T0,3826,T0,2025-05-12T00:00:00.000Z,32,15,0,17,0
L3826:T1:I17389,3826,T1,2025-05-13T08:15:23.000Z,33,15,0,17,1
L3826:T2:I17391,3826,T2,2025-05-22T13:10:17.000Z,36,16,0,19,1
L3826:T2:I17388,3826,T2,2025-10-19T08:40:00.000Z,44,20,0,23,1
L3826:T2:I17393,3826,T2,2025-12-31T14:35:00.000Z,50,24,0,25,1
L3826:T2:I17392,3826,T2,2026-04-05T13:53:00.000Z,60,30,0,29,1
L3826:T2:I17390,3826,T2,2026-04-08T12:25:00.000Z,60,30,0,29,1
L3827:T0,3827,T0,2025-08-25T00:00:00.000Z,11,11,0,0,0
L3827:T1:I17395,3827,T1,2025-08-28T10:23:10.000Z,12,11,0,0,1
L3827:T2:I17397,3827,T2,2025-09-04T09:06:08.000Z,12,11,0,0,1
L3827:T2:I17398,3827,T2,2025-09-04T17:44:00.000Z,12,11,0,0,1
L3827:T2:I17396,3827,T2,2026-04-09T17:19:00.000Z,21,20,0,0,1
L3827:T2:I17394,3827,T2,2026-05-01T09:41:00.000Z,22,22,0,0,0
L3828:T0,3828,T0,2026-06-15T00:00:00.000Z,35,35,0,0,0
L3828:T1:I17401,3828,T1,2026-06-19T10:29:38.000Z,37,36,0,0,1
L3828:T2:I17403,3828,T2,2026-06-22T18:39:55.000Z,37,36,0,0,1
L3828:T2:I17400,3828,T2,2026-06-23T12:00:11.000Z,36,36,0,0,0
L3828:T2:I17402,3828,T2,2026-06-23T18:50:35.000Z,37,36,0,0,1
L3828:T2:I17399,3828,T2,2026-06-25T19:25:53.000Z,37,36,0,0,1
L3828:T2:I17405,3828,T2,2026-06-26T11:28:58.000Z,37,36,0,0,1
L3828:T2:I17404,3828,T2,2026-06-27T14:54:46.000Z,37,36,0,0,1
L3829:T0,3829,T0,2026-02-06T00:00:00.000Z,23,23,0,0,0
L3829:T1:I17407,3829,T1,2026-02-10T13:47:17.000Z,26,25,0,0,1
L3829:T2:I17406,3829,T2,2026-02-15T12:31:39.000Z,26,25,0,0,1
L3829:T2:I17408,3829,T2,2026-02-16T13:40:43.000Z,26,25,0,0,1
L3830:T0,3830,T0,2025-09-04T00:00:00.000Z,64,20,0,44,0
L3830:T1:I17410,3830,T1,2025-09-05T09:21:31.000Z,65,20,0,44,1
L3830:T2:I17414,3830,T2,2025-09-08T20:17:41.000Z,65,20,0,44,1
L3830:T2:I17413,3830,T2,2025-09-14T09:43:44.000Z,66,21,0,44,1
L3830:T2:I17409,3830,T2,2025-10-11T16:06:00.000Z,70,22,0,47,1
L3830:T2:I17411,3830,T2,2026-02-23T07:09:00.000Z,96,31,0,64,1
L3830:T2:I17412,3830,T2,2026-05-27T08:27:00.000Z,108,35,0,72,1
L3831:T0,3831,T0,2025-10-31T00:00:00.000Z,11,11,0,0,0
L3831:T1:I17418,3831,T1,2025-11-01T20:30:13.000Z,12,11,0,0,1
L3831:T2:I17417,3831,T2,2025-11-02T17:41:21.000Z,12,11,0,0,1
L3831:T2:I17415,3831,T2,2025-11-12T09:43:50.000Z,12,11,0,0,1
L3831:T2:I17416,3831,T2,2026-02-22T16:53:00.000Z,15,14,0,0,1
L3832:T0,3832,T0,2026-06-05T00:00:00.000Z,63,33,0,30,0
L3832:T1:I17420,3832,T1,2026-06-11T20:51:33.000Z,63,33,0,30,0
L3832:T2:I17419,3832,T2,2026-06-15T11:53:11.000Z,65,34,0,30,1
L3833:T0,3833,T0,2026-03-05T00:00:00.000Z,45,19,0,26,0
L3833:T1:I17422,3833,T1,2026-03-10T09:41:13.000Z,46,19,0,26,1
L3833:T2:I17423,3833,T2,2026-03-14T19:10:38.000Z,46,19,0,26,1
L3833:T2:I17421,3833,T2,2026-03-21T10:43:00.000Z,49,19,0,29,1
L3834:T0,3834,T0,2026-02-06T00:00:00.000Z,66,0,29,37,0
L3834:T1:I17427,3834,T1,2026-02-06T10:25:24.000Z,67,0,29,37,1
L3834:T2:I17426,3834,T2,2026-02-08T18:16:28.000Z,67,0,29,37,1
L3834:T2:I17425,3834,T2,2026-02-15T07:53:50.000Z,68,0,30,37,1
L3834:T2:I17424,3834,T2,2026-02-16T14:30:04.000Z,68,0,31,37,0
L3834:T2:I17428,3834,T2,2026-03-29T13:35:00.000Z,72,0,33,38,1
L3835:T0,3835,T0,2026-04-28T00:00:00.000Z,77,21,0,56,0
L3835:T1:I17429,3835,T1,2026-05-04T20:52:31.000Z,79,21,0,57,1
L3835:T2:I17431,3835,T2,2026-05-10T11:43:13.000Z,79,21,0,57,1
L3835:T2:I17430,3835,T2,2026-06-07T13:38:00.000Z,83,23,0,59,1
L3836:T0,3836,T0,2025-03-10T00:00:00.000Z,29,18,0,11,0
L3836:T1:I17438,3836,T1,2025-03-12T16:45:24.000Z,30,18,0,11,1
L3836:T2:I17432,3836,T2,2025-03-16T12:48:43.000Z,30,18,0,11,1
L3836:T2:I17436,3836,T2,2025-03-18T15:54:03.000Z,29,18,0,11,0
L3836:T2:I17434,3836,T2,2025-09-12T19:12:00.000Z,48,24,0,23,1
L3836:T2:I17433,3836,T2,2025-12-08T13:05:00.000Z,55,28,0,26,1
L3836:T2:I17437,3836,T2,2026-02-21T09:22:00.000Z,61,33,0,27,1
L3836:T2:I17439,3836,T2,2026-05-22T18:55:00.000Z,68,35,0,32,1
L3836:T2:I17435,3836,T2,2026-05-30T12:09:00.000Z,68,35,0,32,1
L3837:T0,3837,T0,2025-08-17T00:00:00.000Z,72,26,0,46,0
L3837:T1:I17440,3837,T1,2025-08-18T13:47:46.000Z,73,26,0,46,1
L3837:T2:I17443,3837,T2,2025-08-22T08:34:37.000Z,73,26,0,47,0
L3837:T2:I17444,3837,T2,2025-08-24T18:22:00.000Z,74,26,0,47,1
L3837:T2:I17442,3837,T2,2025-10-18T16:02:00.000Z,84,32,0,52,0
L3837:T2:I17441,3837,T2,2025-11-14T08:18:00.000Z,89,35,0,53,1
L3838:T0,3838,T0,2026-03-23T00:00:00.000Z,47,26,0,21,0
L3838:T1:I17448,3838,T1,2026-03-24T13:15:46.000Z,47,26,0,21,0
L3838:T2:I17449,3838,T2,2026-04-02T18:06:21.000Z,48,26,0,21,1
L3838:T2:I17447,3838,T2,2026-04-02T19:43:25.000Z,48,26,0,21,1
L3838:T2:I17445,3838,T2,2026-05-01T18:03:00.000Z,50,28,0,21,1
L3838:T2:I17446,3838,T2,2026-06-13T18:45:00.000Z,52,28,0,23,1
L3838:T2:I17450,3838,T2,2026-06-28T13:14:00.000Z,53,28,0,24,1
L3839:T0,3839,T0,2025-04-17T00:00:00.000Z,23,7,0,16,0
L3839:T1:I17451,3839,T1,2025-05-09T19:49:00.000Z,28,9,0,18,1
L3839:T2:I17453,3839,T2,2025-08-11T19:10:00.000Z,41,11,0,29,1
L3839:T2:I17452,3839,T2,2026-04-12T08:00:00.000Z,75,26,0,49,0
L3840:T0,3840,T0,2025-04-30T00:00:00.000Z,30,12,0,18,0
L3840:T1:I17458,3840,T1,2025-05-07T13:51:01.000Z,31,13,0,18,0
L3840:T2:I17460,3840,T2,2025-05-11T10:48:46.000Z,32,13,0,18,1
L3840:T2:I17459,3840,T2,2025-07-18T16:12:00.000Z,42,20,0,21,1
L3840:T2:I17455,3840,T2,2025-08-26T08:51:00.000Z,47,25,0,21,1
L3840:T2:I17454,3840,T2,2025-11-15T11:10:00.000Z,57,30,0,26,1
L3840:T2:I17456,3840,T2,2025-12-16T19:05:00.000Z,60,32,0,27,1
L3840:T2:I17457,3840,T2,2026-03-20T08:45:00.000Z,72,38,0,33,1
L3841:T0,3841,T0,2025-02-10T00:00:00.000Z,12,12,0,0,0
L3841:T1:I17461,3841,T1,2025-02-10T15:37:23.000Z,13,12,0,0,1
L3842:T0,3842,T0,2026-05-26T00:00:00.000Z,65,33,32,0,0
L3842:T1:I17469,3842,T1,2026-05-29T09:49:11.000Z,66,33,32,0,1
L3842:T2:I17467,3842,T2,2026-05-29T11:04:35.000Z,66,33,32,0,1
L3842:T2:I17466,3842,T2,2026-05-30T14:31:19.000Z,66,33,32,0,1
L3842:T2:I17468,3842,T2,2026-05-31T11:43:58.000Z,66,33,32,0,1
L3842:T2:I17464,3842,T2,2026-06-04T19:34:02.000Z,66,33,32,0,1
L3842:T2:I17465,3842,T2,2026-06-05T11:24:12.000Z,66,33,32,0,1
L3842:T2:I17463,3842,T2,2026-06-07T08:18:19.000Z,67,33,33,0,1
L3842:T2:I17462,3842,T2,2026-06-07T13:26:01.000Z,67,33,33,0,1
L3843:T0,3843,T0,2025-07-09T00:00:00.000Z,52,18,0,34,0
L3843:T1:I17470,3843,T1,2025-07-11T19:17:36.000Z,52,18,0,34,0
L3843:T2:I17472,3843,T2,2025-07-13T16:42:47.000Z,52,18,0,34,0
L3843:T2:I17471,3843,T2,2025-07-17T18:43:25.000Z,52,18,0,34,0
L3844:T0,3844,T0,2025-03-14T00:00:00.000Z,15,15,0,0,0
L3844:T1:I17479,3844,T1,2025-03-18T07:16:42.000Z,16,15,0,0,1
L3844:T2:I17478,3844,T2,2025-03-20T17:13:02.000Z,16,15,0,0,1
L3844:T2:I17477,3844,T2,2025-03-21T14:23:34.000Z,15,15,0,0,0
L3844:T2:I17476,3844,T2,2025-03-23T13:21:05.000Z,16,15,0,0,1
L3844:T2:I17474,3844,T2,2025-03-24T10:15:32.000Z,16,15,0,0,1
L3844:T2:I17473,3844,T2,2025-03-26T08:44:02.000Z,16,15,0,0,1
L3844:T2:I17475,3844,T2,2026-05-11T08:55:00.000Z,46,45,0,0,1
L3845:T0,3845,T0,2025-11-11T00:00:00.000Z,22,22,0,0,0
L3845:T1:I17481,3845,T1,2025-11-19T15:35:29.000Z,23,22,0,0,1
L3845:T2:I17482,3845,T2,2025-11-20T15:58:05.000Z,22,22,0,0,0
L3845:T2:I17480,3845,T2,2026-06-08T13:31:00.000Z,33,32,0,0,1
L3846:T0,3846,T0,2026-04-28T00:00:00.000Z,55,28,27,0,0
L3846:T1:I17484,3846,T1,2026-05-01T16:51:29.000Z,56,28,27,0,1
L3846:T2:I17483,3846,T2,2026-05-02T13:09:11.000Z,57,29,27,0,1
L3847:T0,3847,T0,2026-01-20T00:00:00.000Z,35,22,0,13,0
L3847:T1:I17485,3847,T1,2026-01-30T13:22:55.000Z,37,23,0,13,1
L3847:T2:I17487,3847,T2,2026-05-17T20:14:00.000Z,41,24,0,16,1
L3847:T2:I17486,3847,T2,2026-06-06T11:15:00.000Z,42,24,0,17,1
L3848:T0,3848,T0,2025-01-06T00:00:00.000Z,6,6,0,0,0
L3848:T1:I17490,3848,T1,2025-01-17T11:49:32.000Z,6,6,0,0,0
L3848:T2:I17494,3848,T2,2025-02-27T15:30:00.000Z,7,6,0,0,1
L3848:T2:I17489,3848,T2,2025-04-18T12:43:00.000Z,7,6,0,0,1
L3848:T2:I17488,3848,T2,2025-06-02T09:12:00.000Z,9,8,0,0,1
L3848:T2:I17491,3848,T2,2025-09-18T20:22:00.000Z,10,9,0,0,1
L3848:T2:I17493,3848,T2,2026-02-10T09:56:00.000Z,12,11,0,0,1
L3848:T2:I17492,3848,T2,2026-05-17T07:18:00.000Z,13,13,0,0,0
L3849:T0,3849,T0,2025-12-18T00:00:00.000Z,34,13,0,21,0
L3849:T1:I17496,3849,T1,2025-12-21T08:07:52.000Z,34,13,0,21,0
L3849:T2:I17495,3849,T2,2025-12-21T19:53:28.000Z,35,13,0,21,1
L3850:T0,3850,T0,2025-07-20T00:00:00.000Z,32,19,0,13,0
L3850:T1:I17498,3850,T1,2025-07-23T15:41:40.000Z,33,19,0,14,0
L3850:T2:I17499,3850,T2,2025-07-26T13:23:26.000Z,35,20,0,14,1
L3850:T2:I17497,3850,T2,2026-01-12T17:07:00.000Z,49,29,0,19,1
L3851:T0,3851,T0,2025-04-10T00:00:00.000Z,17,17,0,0,0
L3851:T1:I17500,3851,T1,2025-04-21T17:50:19.000Z,19,18,0,0,1
L3851:T2:I17501,3851,T2,2025-04-22T14:05:13.000Z,19,18,0,0,1
L3852:T0,3852,T0,2026-05-11T00:00:00.000Z,68,0,35,33,0
L3852:T1:I17506,3852,T1,2026-05-14T18:09:27.000Z,69,0,35,33,1
L3852:T2:I17508,3852,T2,2026-05-16T08:11:16.000Z,69,0,35,33,1
L3852:T2:I17505,3852,T2,2026-05-16T09:15:15.000Z,69,0,35,33,1
L3852:T2:I17507,3852,T2,2026-05-17T18:01:04.000Z,69,0,35,33,1
L3852:T2:I17502,3852,T2,2026-05-21T18:32:46.000Z,68,0,35,33,0
L3852:T2:I17503,3852,T2,2026-05-23T07:48:56.000Z,70,0,36,33,1
L3852:T2:I17504,3852,T2,2026-05-23T10:27:07.000Z,70,0,36,33,1
L3853:T0,3853,T0,2025-09-24T00:00:00.000Z,38,23,0,15,0
L3853:T1:I17509,3853,T1,2025-09-26T13:01:10.000Z,38,23,0,15,0
L3853:T2:I17510,3853,T2,2025-09-26T14:22:30.000Z,39,23,0,15,1
L3853:T2:I17511,3853,T2,2025-10-04T16:53:18.000Z,39,23,0,15,1
L3853:T2:I17512,3853,T2,2025-11-29T18:17:00.000Z,41,24,0,16,1
L3854:T0,3854,T0,2026-04-17T00:00:00.000Z,51,30,0,21,0
L3854:T1:I17516,3854,T1,2026-04-21T10:12:15.000Z,52,30,0,21,1
L3854:T2:I17515,3854,T2,2026-04-21T11:16:14.000Z,52,30,0,21,1
L3854:T2:I17518,3854,T2,2026-04-23T11:11:33.000Z,52,30,0,22,0
L3854:T2:I17514,3854,T2,2026-04-24T20:07:42.000Z,53,30,0,22,1
L3854:T2:I17519,3854,T2,2026-04-25T13:25:58.000Z,53,30,0,22,1
L3854:T2:I17513,3854,T2,2026-05-27T16:54:00.000Z,55,31,0,23,1
L3854:T2:I17517,3854,T2,2026-06-17T20:36:00.000Z,57,31,0,25,1
L3855:T0,3855,T0,2026-02-25T00:00:00.000Z,23,23,0,0,0
L3855:T1:I17521,3855,T1,2026-02-25T20:43:02.000Z,24,23,0,0,1
L3855:T2:I17520,3855,T2,2026-02-26T10:15:00.000Z,24,23,0,0,1
L3855:T2:I17523,3855,T2,2026-03-02T10:46:49.000Z,25,24,0,0,1
L3855:T2:I17522,3855,T2,2026-03-05T11:55:14.000Z,25,24,0,0,1
L3855:T2:I17526,3855,T2,2026-03-05T12:28:45.000Z,25,24,0,0,1
L3855:T2:I17525,3855,T2,2026-03-10T07:01:33.000Z,24,24,0,0,0
L3855:T2:I17524,3855,T2,2026-03-10T11:50:39.000Z,24,24,0,0,0
L3856:T0,3856,T0,2025-07-17T00:00:00.000Z,56,18,0,38,0
L3856:T1:I17531,3856,T1,2025-10-04T15:12:00.000Z,69,21,0,47,1
L3856:T2:I17527,3856,T2,2025-10-12T08:41:00.000Z,70,22,0,47,1
L3856:T2:I17533,3856,T2,2025-10-12T12:42:00.000Z,70,22,0,47,1
L3856:T2:I17530,3856,T2,2025-10-14T11:22:00.000Z,71,22,0,48,1
L3856:T2:I17532,3856,T2,2026-03-23T07:53:00.000Z,100,32,0,67,1
L3856:T2:I17528,3856,T2,2026-06-09T13:23:00.000Z,108,35,0,72,1
L3856:T2:I17529,3856,T2,2026-06-23T09:06:00.000Z,110,37,0,72,1
L3857:T0,3857,T0,2026-03-06T00:00:00.000Z,59,30,0,29,0
L3857:T1:I17536,3857,T1,2026-03-08T19:09:48.000Z,59,30,0,29,0
L3857:T2:I17535,3857,T2,2026-03-15T15:34:02.000Z,61,31,0,29,1
L3857:T2:I17534,3857,T2,2026-03-17T19:20:09.000Z,61,31,0,29,1
L3858:T0,3858,T0,2025-06-20T00:00:00.000Z,24,15,0,9,0
L3858:T1:I17540,3858,T1,2025-06-21T17:46:32.000Z,25,15,0,9,1
L3858:T2:I17538,3858,T2,2025-06-21T18:00:48.000Z,25,15,0,9,1
L3858:T2:I17539,3858,T2,2025-06-22T16:33:47.000Z,25,15,0,9,1
L3858:T2:I17542,3858,T2,2025-06-23T07:16:15.000Z,25,15,0,9,1
L3858:T2:I17544,3858,T2,2025-06-23T08:22:28.000Z,25,15,0,9,1
L3858:T2:I17543,3858,T2,2025-06-25T12:37:06.000Z,25,15,0,9,1
L3858:T2:I17541,3858,T2,2025-06-30T19:21:47.000Z,26,15,0,10,1
L3858:T2:I17537,3858,T2,2025-08-21T19:08:00.000Z,29,17,0,11,1
L3859:T0,3859,T0,2025-11-23T00:00:00.000Z,40,15,0,25,0
L3859:T1:I17545,3859,T1,2025-11-24T17:28:52.000Z,41,15,0,25,1
L3859:T2:I17548,3859,T2,2025-12-01T08:59:23.000Z,42,15,0,26,1
L3859:T2:I17547,3859,T2,2025-12-04T15:11:42.000Z,42,15,0,26,1
L3859:T2:I17549,3859,T2,2026-04-29T16:49:00.000Z,53,22,0,30,1
L3859:T2:I17546,3859,T2,2026-05-15T17:30:00.000Z,54,22,0,31,1
L3860:T0,3860,T0,2026-01-13T00:00:00.000Z,69,30,0,39,0
L3860:T1:I17551,3860,T1,2026-01-26T12:41:14.000Z,71,30,0,40,1
