inventory_state_key,prediction_key,candidate_spot_id,score_time,snapshot_id,snapshot_time,snapshot_found,availability_known,is_available_asof,days_until_available_asof,competing_inquiries_30d_asof,snapshot_age_days,stale_gt_30d,stale_gt_60d,stale_gt_90d,coverage_status,competing_inquiries_30d_model_allowed
L7:T2:I21:S2914,L7:T2:I21,2914,2025-07-30T09:27:00.000Z,7740,2025-07-30T00:00:00.000Z,true,true,false,10,4,0.39375,false,false,false,COVERED,false
L7:T2:I20:S1450,L7:T2:I20,1450,2025-07-30T15:40:00.000Z,28576,2025-06-10T00:00:00.000Z,true,true,false,4,5,50.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S1313,L7:T2:I20,1313,2025-07-30T15:40:00.000Z,16199,2025-07-21T00:00:00.000Z,true,true,true,0,6,9.652777777777779,false,false,false,COVERED,false
L7:T2:I20:S1260,L7:T2:I20,1260,2025-07-30T15:40:00.000Z,21517,2025-07-04T00:00:00.000Z,true,true,false,78,7,26.65277777777778,false,false,false,COVERED,false
L7:T2:I20:S158,L7:T2:I20,158,2025-07-30T15:40:00.000Z,28372,2025-05-18T00:00:00.000Z,true,true,false,20,5,73.65277777777777,true,true,false,COVERED,false
L7:T2:I20:S786,L7:T2:I20,786,2025-07-30T15:40:00.000Z,17291,2025-03-23T00:00:00.000Z,true,false,,,5,129.65277777777777,true,true,true,STALE_GT_90D,false
L7:T2:I20:S1070,L7:T2:I20,1070,2025-07-30T15:40:00.000Z,2610,2025-06-10T00:00:00.000Z,true,true,true,0,7,50.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S1150,L7:T2:I20,1150,2025-07-30T15:40:00.000Z,6167,2025-07-26T00:00:00.000Z,true,true,true,0,6,4.652777777777778,false,false,false,COVERED,false
L7:T2:I20:S2240,L7:T2:I20,2240,2025-07-30T15:40:00.000Z,22637,2025-05-21T00:00:00.000Z,true,true,false,73,4,70.65277777777777,true,true,false,COVERED,false
L7:T2:I20:S1990,L7:T2:I20,1990,2025-07-30T15:40:00.000Z,28698,2025-06-26T00:00:00.000Z,true,true,true,0,6,34.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S121,L7:T2:I20,121,2025-07-30T15:40:00.000Z,5946,2025-06-28T00:00:00.000Z,true,true,true,0,3,32.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S2653,L7:T2:I20,2653,2025-07-30T15:40:00.000Z,18758,2025-05-30T00:00:00.000Z,true,true,true,0,7,61.65277777777778,true,true,false,COVERED,false
L7:T2:I20:S2919,L7:T2:I20,2919,2025-07-30T15:40:00.000Z,3689,2025-06-16T00:00:00.000Z,true,true,true,0,6,44.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S2459,L7:T2:I20,2459,2025-07-30T15:40:00.000Z,29974,2025-07-23T00:00:00.000Z,true,true,false,399,6,7.652777777777778,false,false,false,COVERED,false
L7:T2:I20:S2778,L7:T2:I20,2778,2025-07-30T15:40:00.000Z,689,2025-07-19T00:00:00.000Z,true,true,true,0,7,11.652777777777779,false,false,false,COVERED,false
L7:T2:I20:S1602,L7:T2:I20,1602,2025-07-30T15:40:00.000Z,385,2025-06-30T00:00:00.000Z,true,true,false,48,6,30.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S501,L7:T2:I20,501,2025-07-30T15:40:00.000Z,12637,2025-07-25T00:00:00.000Z,true,true,true,0,11,5.652777777777778,false,false,false,COVERED,false
L7:T2:I20:S2049,L7:T2:I20,2049,2025-07-30T15:40:00.000Z,4890,2025-05-26T00:00:00.000Z,true,true,false,32,7,65.65277777777777,true,true,false,COVERED,false
L7:T2:I20:S2637,L7:T2:I20,2637,2025-07-30T15:40:00.000Z,6556,2025-06-08T00:00:00.000Z,true,true,true,0,4,52.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S2437,L7:T2:I20,2437,2025-07-30T15:40:00.000Z,14361,2025-06-07T00:00:00.000Z,true,true,true,0,6,53.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S948,L7:T2:I20,948,2025-07-30T15:40:00.000Z,17964,2025-03-09T00:00:00.000Z,true,false,,,6,143.65277777777777,true,true,true,STALE_GT_90D,false
L7:T2:I20:S1082,L7:T2:I20,1082,2025-07-30T15:40:00.000Z,5940,2025-07-20T00:00:00.000Z,true,true,false,73,6,10.652777777777779,false,false,false,COVERED,false
L7:T2:I20:S1761,L7:T2:I20,1761,2025-07-30T15:40:00.000Z,22298,2025-07-26T00:00:00.000Z,true,true,true,0,5,4.652777777777778,false,false,false,COVERED,false
L7:T2:I20:S844,L7:T2:I20,844,2025-07-30T15:40:00.000Z,7927,2025-07-12T00:00:00.000Z,true,true,true,0,3,18.65277777777778,false,false,false,COVERED,false
L7:T2:I20:S724,L7:T2:I20,724,2025-07-30T15:40:00.000Z,1904,2025-05-23T00:00:00.000Z,true,true,true,0,5,68.65277777777777,true,true,false,COVERED,false
L7:T2:I20:S2668,L7:T2:I20,2668,2025-07-30T15:40:00.000Z,316,2025-06-10T00:00:00.000Z,true,true,false,22,5,50.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S1208,L7:T2:I20,1208,2025-07-30T15:40:00.000Z,10746,2025-07-30T00:00:00.000Z,true,true,true,0,3,0.6527777777777778,false,false,false,COVERED,false
L7:T2:I20:S2268,L7:T2:I20,2268,2025-07-30T15:40:00.000Z,15005,2025-06-29T00:00:00.000Z,true,true,false,142,4,31.65277777777778,true,false,false,COVERED,false
L7:T2:I20:S2359,L7:T2:I20,2359,2025-07-30T15:40:00.000Z,22864,2025-07-06T00:00:00.000Z,true,true,true,0,5,24.65277777777778,false,false,false,COVERED,false
L7:T2:I20:S2914,L7:T2:I20,2914,2025-07-30T15:40:00.000Z,7740,2025-07-30T00:00:00.000Z,true,true,false,10,4,0.6527777777777778,false,false,false,COVERED,false
L7:T2:I20:S1983,L7:T2:I20,1983,2025-07-30T15:40:00.000Z,10688,2025-07-30T00:00:00.000Z,true,true,true,0,7,0.6527777777777778,false,false,false,COVERED,false
L7:T2:I19:S1450,L7:T2:I19,1450,2025-08-22T16:09:00.000Z,2928,2025-07-31T00:00:00.000Z,true,true,true,0,5,22.672916666666666,false,false,false,COVERED,false
L7:T2:I19:S1313,L7:T2:I19,1313,2025-08-22T16:09:00.000Z,11037,2025-08-07T00:00:00.000Z,true,true,true,0,8,15.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S1260,L7:T2:I19,1260,2025-08-22T16:09:00.000Z,21517,2025-07-04T00:00:00.000Z,true,true,false,78,7,49.672916666666666,true,false,false,COVERED,false
L7:T2:I19:S158,L7:T2:I19,158,2025-08-22T16:09:00.000Z,28372,2025-05-18T00:00:00.000Z,true,false,,,5,96.67291666666667,true,true,true,STALE_GT_90D,false
L7:T2:I19:S786,L7:T2:I19,786,2025-08-22T16:09:00.000Z,17291,2025-03-23T00:00:00.000Z,true,false,,,5,152.67291666666668,true,true,true,STALE_GT_90D,false
L7:T2:I19:S1070,L7:T2:I19,1070,2025-08-22T16:09:00.000Z,3078,2025-08-09T00:00:00.000Z,true,true,true,0,5,13.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S1150,L7:T2:I19,1150,2025-08-22T16:09:00.000Z,29138,2025-08-10T00:00:00.000Z,true,true,false,26,5,12.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S2240,L7:T2:I19,2240,2025-08-22T16:09:00.000Z,22637,2025-05-21T00:00:00.000Z,true,false,,,4,93.67291666666667,true,true,true,STALE_GT_90D,false
L7:T2:I19:S1990,L7:T2:I19,1990,2025-08-22T16:09:00.000Z,10517,2025-08-01T00:00:00.000Z,true,true,true,0,5,21.672916666666666,false,false,false,COVERED,false
L7:T2:I19:S121,L7:T2:I19,121,2025-08-22T16:09:00.000Z,5946,2025-06-28T00:00:00.000Z,true,true,true,0,3,55.672916666666666,true,false,false,COVERED,false
L7:T2:I19:S2653,L7:T2:I19,2653,2025-08-22T16:09:00.000Z,18758,2025-05-30T00:00:00.000Z,true,true,true,0,7,84.67291666666667,true,true,false,COVERED,false
L7:T2:I19:S2919,L7:T2:I19,2919,2025-08-22T16:09:00.000Z,3689,2025-06-16T00:00:00.000Z,true,true,true,0,6,67.67291666666667,true,true,false,COVERED,false
L7:T2:I19:S2459,L7:T2:I19,2459,2025-08-22T16:09:00.000Z,29974,2025-07-23T00:00:00.000Z,true,true,false,399,6,30.672916666666666,true,false,false,COVERED,false
L7:T2:I19:S2778,L7:T2:I19,2778,2025-08-22T16:09:00.000Z,689,2025-07-19T00:00:00.000Z,true,true,true,0,7,34.672916666666666,true,false,false,COVERED,false
L7:T2:I19:S1602,L7:T2:I19,1602,2025-08-22T16:09:00.000Z,24180,2025-08-01T00:00:00.000Z,true,true,true,0,4,21.672916666666666,false,false,false,COVERED,false
L7:T2:I19:S501,L7:T2:I19,501,2025-08-22T16:09:00.000Z,12637,2025-07-25T00:00:00.000Z,true,true,true,0,11,28.672916666666666,false,false,false,COVERED,false
L7:T2:I19:S2049,L7:T2:I19,2049,2025-08-22T16:09:00.000Z,6493,2025-08-06T00:00:00.000Z,true,true,false,14,6,16.672916666666666,false,false,false,COVERED,false
L7:T2:I19:S2637,L7:T2:I19,2637,2025-08-22T16:09:00.000Z,6556,2025-06-08T00:00:00.000Z,true,true,true,0,4,75.67291666666667,true,true,false,COVERED,false
L7:T2:I19:S2437,L7:T2:I19,2437,2025-08-22T16:09:00.000Z,14361,2025-06-07T00:00:00.000Z,true,true,true,0,6,76.67291666666667,true,true,false,COVERED,false
L7:T2:I19:S948,L7:T2:I19,948,2025-08-22T16:09:00.000Z,17964,2025-03-09T00:00:00.000Z,true,false,,,6,166.67291666666668,true,true,true,STALE_GT_90D,false
L7:T2:I19:S1082,L7:T2:I19,1082,2025-08-22T16:09:00.000Z,18267,2025-08-11T00:00:00.000Z,true,true,true,0,6,11.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S1761,L7:T2:I19,1761,2025-08-22T16:09:00.000Z,22503,2025-08-12T00:00:00.000Z,true,true,false,85,6,10.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S844,L7:T2:I19,844,2025-08-22T16:09:00.000Z,16989,2025-08-13T00:00:00.000Z,true,true,true,0,3,9.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S724,L7:T2:I19,724,2025-08-22T16:09:00.000Z,24604,2025-08-15T00:00:00.000Z,true,true,true,0,3,7.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S2668,L7:T2:I19,2668,2025-08-22T16:09:00.000Z,316,2025-06-10T00:00:00.000Z,true,true,false,22,5,73.67291666666667,true,true,false,COVERED,false
L7:T2:I19:S1208,L7:T2:I19,1208,2025-08-22T16:09:00.000Z,10746,2025-07-30T00:00:00.000Z,true,true,true,0,3,23.672916666666666,false,false,false,COVERED,false
L7:T2:I19:S2268,L7:T2:I19,2268,2025-08-22T16:09:00.000Z,15005,2025-06-29T00:00:00.000Z,true,true,false,142,4,54.672916666666666,true,false,false,COVERED,false
L7:T2:I19:S2359,L7:T2:I19,2359,2025-08-22T16:09:00.000Z,23794,2025-08-10T00:00:00.000Z,true,true,true,0,6,12.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S2914,L7:T2:I19,2914,2025-08-22T16:09:00.000Z,29093,2025-08-05T00:00:00.000Z,true,true,true,0,7,17.672916666666666,false,false,false,COVERED,false
L7:T2:I19:S589,L7:T2:I19,589,2025-08-22T16:09:00.000Z,28062,2025-08-21T00:00:00.000Z,true,true,true,0,6,1.6729166666666666,false,false,false,COVERED,false
L7:T2:I19:S2601,L7:T2:I19,2601,2025-08-22T16:09:00.000Z,26168,2025-08-18T00:00:00.000Z,true,true,true,0,9,4.672916666666667,false,false,false,COVERED,false
L7:T2:I19:S2801,L7:T2:I19,2801,2025-08-22T16:09:00.000Z,925,2025-08-22T00:00:00.000Z,true,true,true,0,8,0.6729166666666667,false,false,false,COVERED,false
L7:T2:I16:S1450,L7:T2:I16,1450,2026-04-20T19:09:00.000Z,6718,2026-04-03T00:00:00.000Z,true,true,false,105,9,17.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S1313,L7:T2:I16,1313,2026-04-20T19:09:00.000Z,23986,2026-03-22T00:00:00.000Z,true,true,true,0,7,29.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S1260,L7:T2:I16,1260,2026-04-20T19:09:00.000Z,25828,2026-01-14T00:00:00.000Z,true,false,,,5,96.79791666666667,true,true,true,STALE_GT_90D,false
L7:T2:I16:S158,L7:T2:I16,158,2026-04-20T19:09:00.000Z,29465,2026-04-02T00:00:00.000Z,true,true,true,0,6,18.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S786,L7:T2:I16,786,2026-04-20T19:09:00.000Z,29790,2026-02-12T00:00:00.000Z,true,true,true,0,3,67.79791666666667,true,true,false,COVERED,false
L7:T2:I16:S1070,L7:T2:I16,1070,2026-04-20T19:09:00.000Z,1641,2026-04-11T00:00:00.000Z,true,true,false,11,7,9.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S1150,L7:T2:I16,1150,2026-04-20T19:09:00.000Z,10839,2026-03-10T00:00:00.000Z,true,true,false,271,6,41.797916666666666,true,false,false,COVERED,false
L7:T2:I16:S2240,L7:T2:I16,2240,2026-04-20T19:09:00.000Z,28191,2026-03-23T00:00:00.000Z,true,true,true,0,3,28.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S1990,L7:T2:I16,1990,2026-04-20T19:09:00.000Z,24774,2026-04-13T00:00:00.000Z,true,true,false,28,6,7.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S121,L7:T2:I16,121,2026-04-20T19:09:00.000Z,6577,2026-04-06T00:00:00.000Z,true,true,true,0,5,14.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S2653,L7:T2:I16,2653,2026-04-20T19:09:00.000Z,4455,2026-04-14T00:00:00.000Z,true,true,false,60,7,6.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S2919,L7:T2:I16,2919,2026-04-20T19:09:00.000Z,13748,2026-04-18T00:00:00.000Z,true,true,false,31,2,2.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S34,L7:T2:I16,34,2026-04-20T19:09:00.000Z,26816,2026-02-17T00:00:00.000Z,true,true,true,0,6,62.797916666666666,true,true,false,COVERED,false
L7:T2:I16:S1136,L7:T2:I16,1136,2026-04-20T19:09:00.000Z,22040,2026-03-26T00:00:00.000Z,true,true,false,2,6,25.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S1419,L7:T2:I16,1419,2026-04-20T19:09:00.000Z,23484,2026-03-01T00:00:00.000Z,true,true,true,0,10,50.797916666666666,true,false,false,COVERED,false
L7:T2:I16:S982,L7:T2:I16,982,2026-04-20T19:09:00.000Z,5401,2026-03-31T00:00:00.000Z,true,true,false,20,5,20.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S810,L7:T2:I16,810,2026-04-20T19:09:00.000Z,29248,2026-04-12T00:00:00.000Z,true,true,true,0,1,8.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S1446,L7:T2:I16,1446,2026-04-20T19:09:00.000Z,9982,2026-02-16T00:00:00.000Z,true,true,true,0,8,63.797916666666666,true,true,false,COVERED,false
L7:T2:I16:S155,L7:T2:I16,155,2026-04-20T19:09:00.000Z,14629,2026-04-18T00:00:00.000Z,true,true,true,0,7,2.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S740,L7:T2:I16,740,2026-04-20T19:09:00.000Z,13407,2026-04-18T00:00:00.000Z,true,true,false,18,8,2.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S406,L7:T2:I16,406,2026-04-20T19:09:00.000Z,17772,2026-04-16T00:00:00.000Z,true,true,true,0,7,4.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S2459,L7:T2:I16,2459,2026-04-20T19:09:00.000Z,3940,2026-04-18T00:00:00.000Z,true,true,false,9,8,2.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S2778,L7:T2:I16,2778,2026-04-20T19:09:00.000Z,11869,2026-03-30T00:00:00.000Z,true,true,true,0,5,21.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S1602,L7:T2:I16,1602,2026-04-20T19:09:00.000Z,1142,2026-02-12T00:00:00.000Z,true,true,false,137,4,67.79791666666667,true,true,false,COVERED,false
L7:T2:I16:S501,L7:T2:I16,501,2026-04-20T19:09:00.000Z,25431,2026-04-14T00:00:00.000Z,true,true,true,0,12,6.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S2049,L7:T2:I16,2049,2026-04-20T19:09:00.000Z,3000,2026-03-06T00:00:00.000Z,true,true,false,46,8,45.797916666666666,true,false,false,COVERED,false
L7:T2:I16:S2637,L7:T2:I16,2637,2026-04-20T19:09:00.000Z,11051,2026-04-18T00:00:00.000Z,true,true,false,54,4,2.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S2437,L7:T2:I16,2437,2026-04-20T19:09:00.000Z,28398,2026-02-27T00:00:00.000Z,true,true,true,0,7,52.797916666666666,true,false,false,COVERED,false
L7:T2:I16:S948,L7:T2:I16,948,2026-04-20T19:09:00.000Z,2874,2026-04-05T00:00:00.000Z,true,true,true,0,8,15.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S1082,L7:T2:I16,1082,2026-04-20T19:09:00.000Z,2570,2026-04-02T00:00:00.000Z,true,true,false,20,8,18.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S1761,L7:T2:I16,1761,2026-04-20T19:09:00.000Z,16084,2026-04-05T00:00:00.000Z,true,true,true,0,5,15.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S844,L7:T2:I16,844,2026-04-20T19:09:00.000Z,8604,2026-04-19T00:00:00.000Z,true,true,false,5,5,1.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S724,L7:T2:I16,724,2026-04-20T19:09:00.000Z,29052,2026-04-19T00:00:00.000Z,true,true,true,0,4,1.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S2668,L7:T2:I16,2668,2026-04-20T19:09:00.000Z,14989,2026-02-11T00:00:00.000Z,true,true,false,118,9,68.79791666666667,true,true,false,COVERED,false
L7:T2:I16:S1208,L7:T2:I16,1208,2026-04-20T19:09:00.000Z,10121,2026-04-20T00:00:00.000Z,true,true,false,60,5,0.7979166666666667,false,false,false,COVERED,false
L7:T2:I16:S2268,L7:T2:I16,2268,2026-04-20T19:09:00.000Z,29781,2026-04-05T00:00:00.000Z,true,true,true,0,6,15.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S2359,L7:T2:I16,2359,2026-04-20T19:09:00.000Z,12804,2026-03-24T00:00:00.000Z,true,true,true,0,5,27.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S2914,L7:T2:I16,2914,2026-04-20T19:09:00.000Z,16282,2026-03-08T00:00:00.000Z,true,true,false,129,6,43.797916666666666,true,false,false,COVERED,false
L7:T2:I16:S589,L7:T2:I16,589,2026-04-20T19:09:00.000Z,10250,2026-04-10T00:00:00.000Z,true,true,false,35,4,10.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S2601,L7:T2:I16,2601,2026-04-20T19:09:00.000Z,10112,2026-02-13T00:00:00.000Z,true,true,true,0,12,66.79791666666667,true,true,false,COVERED,false
L7:T2:I16:S2856,L7:T2:I16,2856,2026-04-20T19:09:00.000Z,27254,2026-03-05T00:00:00.000Z,true,true,false,43,4,46.797916666666666,true,false,false,COVERED,false
L7:T2:I16:S2466,L7:T2:I16,2466,2026-04-20T19:09:00.000Z,7722,2026-04-04T00:00:00.000Z,true,true,false,2,10,16.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S1448,L7:T2:I16,1448,2026-04-20T19:09:00.000Z,16002,2026-02-17T00:00:00.000Z,true,true,false,19,11,62.797916666666666,true,true,false,COVERED,false
L7:T2:I16:S2256,L7:T2:I16,2256,2026-04-20T19:09:00.000Z,5502,2026-04-19T00:00:00.000Z,true,true,false,82,5,1.7979166666666666,false,false,false,COVERED,false
L7:T2:I16:S1459,L7:T2:I16,1459,2026-04-20T19:09:00.000Z,9757,2026-03-24T00:00:00.000Z,true,true,false,57,6,27.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S86,L7:T2:I16,86,2026-04-20T19:09:00.000Z,10052,2026-04-03T00:00:00.000Z,true,true,true,0,4,17.797916666666666,false,false,false,COVERED,false
L7:T2:I16:S2307,L7:T2:I16,2307,2026-04-20T19:09:00.000Z,18319,2026-04-06T00:00:00.000Z,true,true,false,42,1,14.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S1500,L7:T2:I16,1500,2026-04-20T19:09:00.000Z,14146,2026-04-13T00:00:00.000Z,true,true,false,44,9,7.797916666666667,false,false,false,COVERED,false
L7:T2:I16:S2056,L7:T2:I16,2056,2026-04-20T19:09:00.000Z,5759,2026-04-20T00:00:00.000Z,true,true,true,0,8,0.7979166666666667,false,false,false,COVERED,false
L7:T2:I18:S1450,L7:T2:I18,1450,2026-05-14T11:06:00.000Z,6718,2026-04-03T00:00:00.000Z,true,true,false,105,9,41.4625,true,false,false,COVERED,false
L7:T2:I18:S1313,L7:T2:I18,1313,2026-05-14T11:06:00.000Z,12803,2026-04-25T00:00:00.000Z,true,true,false,22,8,19.4625,false,false,false,COVERED,false
L7:T2:I18:S1260,L7:T2:I18,1260,2026-05-14T11:06:00.000Z,28703,2026-05-06T00:00:00.000Z,true,true,true,0,6,8.4625,false,false,false,COVERED,false
L7:T2:I18:S158,L7:T2:I18,158,2026-05-14T11:06:00.000Z,6054,2026-05-08T00:00:00.000Z,true,true,true,0,5,6.4625,false,false,false,COVERED,false
L7:T2:I18:S786,L7:T2:I18,786,2026-05-14T11:06:00.000Z,29790,2026-02-12T00:00:00.000Z,true,false,,,3,91.4625,true,true,true,STALE_GT_90D,false
L7:T2:I18:S1070,L7:T2:I18,1070,2026-05-14T11:06:00.000Z,4848,2026-05-01T00:00:00.000Z,true,true,true,0,6,13.4625,false,false,false,COVERED,false
L7:T2:I18:S1150,L7:T2:I18,1150,2026-05-14T11:06:00.000Z,17296,2026-05-03T00:00:00.000Z,true,true,true,0,4,11.4625,false,false,false,COVERED,false
L7:T2:I18:S2240,L7:T2:I18,2240,2026-05-14T11:06:00.000Z,25867,2026-05-12T00:00:00.000Z,true,true,true,0,1,2.4625,false,false,false,COVERED,false
L7:T2:I18:S1990,L7:T2:I18,1990,2026-05-14T11:06:00.000Z,2316,2026-05-13T00:00:00.000Z,true,true,true,0,3,1.4625,false,false,false,COVERED,false
L7:T2:I18:S121,L7:T2:I18,121,2026-05-14T11:06:00.000Z,6577,2026-04-06T00:00:00.000Z,true,true,true,0,5,38.4625,true,false,false,COVERED,false
L7:T2:I18:S2653,L7:T2:I18,2653,2026-05-14T11:06:00.000Z,1541,2026-05-09T00:00:00.000Z,true,true,true,0,7,5.4625,false,false,false,COVERED,false
L7:T2:I18:S2919,L7:T2:I18,2919,2026-05-14T11:06:00.000Z,20983,2026-05-11T00:00:00.000Z,true,true,false,6,5,3.4625,false,false,false,COVERED,false
L7:T2:I18:S34,L7:T2:I18,34,2026-05-14T11:06:00.000Z,24760,2026-04-22T00:00:00.000Z,true,true,false,76,4,22.4625,false,false,false,COVERED,false
L7:T2:I18:S1136,L7:T2:I18,1136,2026-05-14T11:06:00.000Z,22040,2026-03-26T00:00:00.000Z,true,true,false,2,6,49.4625,true,false,false,COVERED,false
L7:T2:I18:S1419,L7:T2:I18,1419,2026-05-14T11:06:00.000Z,15235,2026-05-08T00:00:00.000Z,true,true,true,0,9,6.4625,false,false,false,COVERED,false
L7:T2:I18:S982,L7:T2:I18,982,2026-05-14T11:06:00.000Z,5401,2026-03-31T00:00:00.000Z,true,true,false,20,5,44.4625,true,false,false,COVERED,false
L7:T2:I18:S810,L7:T2:I18,810,2026-05-14T11:06:00.000Z,17536,2026-05-13T00:00:00.000Z,true,true,false,9,2,1.4625,false,false,false,COVERED,false
L7:T2:I18:S1446,L7:T2:I18,1446,2026-05-14T11:06:00.000Z,9982,2026-02-16T00:00:00.000Z,true,true,true,0,8,87.4625,true,true,false,COVERED,false
L7:T2:I18:S155,L7:T2:I18,155,2026-05-14T11:06:00.000Z,14629,2026-04-18T00:00:00.000Z,true,true,true,0,7,26.4625,false,false,false,COVERED,false
L7:T2:I18:S740,L7:T2:I18,740,2026-05-14T11:06:00.000Z,13016,2026-05-13T00:00:00.000Z,true,true,false,10,7,1.4625,false,false,false,COVERED,false
L7:T2:I18:S406,L7:T2:I18,406,2026-05-14T11:06:00.000Z,22276,2026-05-10T00:00:00.000Z,true,true,true,0,5,4.4625,false,false,false,COVERED,false
L7:T2:I18:S245,L7:T2:I18,245,2026-05-14T11:06:00.000Z,10790,2026-05-14T00:00:00.000Z,true,true,false,12,6,0.4625,false,false,false,COVERED,false
L7:T2:I18:S2459,L7:T2:I18,2459,2026-05-14T11:06:00.000Z,16489,2026-04-29T00:00:00.000Z,true,true,true,0,5,15.4625,false,false,false,COVERED,false
L7:T2:I18:S2778,L7:T2:I18,2778,2026-05-14T11:06:00.000Z,597,2026-05-09T00:00:00.000Z,true,true,false,25,7,5.4625,false,false,false,COVERED,false
L7:T2:I18:S1602,L7:T2:I18,1602,2026-05-14T11:06:00.000Z,1142,2026-02-12T00:00:00.000Z,true,false,,,4,91.4625,true,true,true,STALE_GT_90D,false
L7:T2:I18:S501,L7:T2:I18,501,2026-05-14T11:06:00.000Z,25431,2026-04-14T00:00:00.000Z,true,true,true,0,12,30.4625,true,false,false,COVERED,false
L7:T2:I18:S2049,L7:T2:I18,2049,2026-05-14T11:06:00.000Z,3000,2026-03-06T00:00:00.000Z,true,true,false,46,8,69.4625,true,true,false,COVERED,false
L7:T2:I18:S2637,L7:T2:I18,2637,2026-05-14T11:06:00.000Z,1852,2026-05-11T00:00:00.000Z,true,true,false,1,4,3.4625,false,false,false,COVERED,false
L7:T2:I18:S2437,L7:T2:I18,2437,2026-05-14T11:06:00.000Z,28398,2026-02-27T00:00:00.000Z,true,true,true,0,7,76.4625,true,true,false,COVERED,false
L7:T2:I18:S948,L7:T2:I18,948,2026-05-14T11:06:00.000Z,15741,2026-05-11T00:00:00.000Z,true,true,false,22,6,3.4625,false,false,false,COVERED,false
L7:T2:I18:S1082,L7:T2:I18,1082,2026-05-14T11:06:00.000Z,2570,2026-04-02T00:00:00.000Z,true,true,false,20,8,42.4625,true,false,false,COVERED,false
L7:T2:I18:S1761,L7:T2:I18,1761,2026-05-14T11:06:00.000Z,302,2026-05-08T00:00:00.000Z,true,true,true,0,7,6.4625,false,false,false,COVERED,false
L7:T2:I18:S844,L7:T2:I18,844,2026-05-14T11:06:00.000Z,12104,2026-05-01T00:00:00.000Z,true,true,false,8,4,13.4625,false,false,false,COVERED,false
L7:T2:I18:S724,L7:T2:I18,724,2026-05-14T11:06:00.000Z,10789,2026-05-01T00:00:00.000Z,true,true,false,138,3,13.4625,false,false,false,COVERED,false
L7:T2:I18:S2668,L7:T2:I18,2668,2026-05-14T11:06:00.000Z,21524,2026-05-08T00:00:00.000Z,true,true,true,0,7,6.4625,false,false,false,COVERED,false
L7:T2:I18:S1208,L7:T2:I18,1208,2026-05-14T11:06:00.000Z,10121,2026-04-20T00:00:00.000Z,true,true,false,60,5,24.4625,false,false,false,COVERED,false
L7:T2:I18:S2268,L7:T2:I18,2268,2026-05-14T11:06:00.000Z,29781,2026-04-05T00:00:00.000Z,true,true,true,0,6,39.4625,true,false,false,COVERED,false
L7:T2:I18:S2359,L7:T2:I18,2359,2026-05-14T11:06:00.000Z,22616,2026-05-06T00:00:00.000Z,true,true,false,12,4,8.4625,false,false,false,COVERED,false
