lead_id,first_inquiry_id,score_time,primary_partition,F1_role,F2_role,F3_role,F4_role
870,3923,2025-02-06T20:15:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
871,3930,2026-05-30T12:07:52.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
872,3931,2026-06-04T10:05:49.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
873,3934,2025-12-15T08:42:15.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
874,3936,2025-10-28T11:33:54.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
875,3941,2026-04-08T14:19:21.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
876,3943,2025-06-30T10:07:47.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
877,3948,2025-08-20T08:02:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
878,3957,2025-06-20T11:01:24.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
879,3963,2026-05-11T11:02:07.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
880,3965,2025-11-25T07:41:36.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
881,3974,2026-01-28T16:14:24.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
882,3978,2025-08-16T13:11:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
883,3980,2026-05-15T17:54:48.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
884,3982,2025-12-10T15:57:02.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
885,3985,2026-04-18T07:11:52.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
886,3989,2025-02-12T10:20:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
887,3992,2025-07-18T15:24:03.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
888,3996,2025-11-21T17:09:02.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
889,4003,2026-04-29T11:31:30.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
890,4005,2026-05-19T15:09:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
891,4010,2025-10-28T07:15:42.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
892,4014,2025-09-24T08:35:37.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
893,4019,2026-03-11T19:46:04.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
894,4028,2026-02-02T17:50:58.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
895,4031,2026-03-23T11:45:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
896,4034,2025-01-18T14:39:17.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
897,4038,2026-05-20T15:07:24.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
898,4045,2025-01-21T10:56:10.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
899,4049,2026-01-21T08:58:26.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
900,4050,2026-01-02T19:12:20.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
901,4052,2026-02-05T09:43:55.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
902,4058,2026-05-25T12:40:05.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
903,4061,2026-07-04T14:47:33.000000,POST_HOLDOUT_AUDIT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
904,4063,2025-03-12T15:21:21.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
905,4070,2026-04-22T14:25:58.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
906,4073,2025-11-14T20:31:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
907,4077,2025-12-02T17:30:04.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
908,4081,2026-06-27T16:01:13.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
909,4085,2026-02-15T19:38:35.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
910,4088,2026-05-25T20:46:19.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
911,4098,2025-05-21T15:07:46.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
912,4100,2026-04-05T11:28:44.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
913,4104,2025-11-10T14:58:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
914,4107,2025-05-06T19:40:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
915,4111,2026-06-21T16:08:39.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
916,4116,2025-06-27T11:29:20.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
917,4118,2025-04-05T07:55:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
918,4119,2025-11-19T10:01:37.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
919,4133,2026-05-05T14:00:03.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
920,4135,2025-09-25T20:15:51.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
921,4143,2026-02-12T20:08:45.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
922,4147,2026-06-08T07:26:47.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
923,4151,2025-07-03T14:19:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
924,4152,2025-02-01T20:07:52.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
925,4160,2026-06-05T08:36:45.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
926,4166,2026-01-13T13:16:34.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
927,4169,2025-08-21T11:22:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
928,4181,2026-04-05T13:37:46.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
929,4183,2025-09-22T20:46:45.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
930,4185,2026-05-14T16:11:12.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
931,4190,2025-09-21T12:13:24.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
932,4199,2025-06-02T14:47:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
933,4204,2025-04-20T20:41:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
934,4207,2025-05-22T07:45:35.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
935,4217,2025-12-21T10:19:07.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
936,4218,2026-01-18T12:18:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
937,4223,2025-10-20T07:18:13.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
938,4231,2025-02-28T09:42:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
939,4232,2026-06-24T07:22:19.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
940,4235,2026-05-26T13:04:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
941,4237,2026-03-03T08:24:27.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
942,4238,2025-08-02T17:07:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
943,4245,2025-09-05T16:17:07.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
944,4252,2025-02-19T08:59:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
945,4257,2026-05-03T11:46:32.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
946,4265,2026-06-13T16:15:19.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
947,4268,2026-05-25T16:22:58.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
948,4270,2026-05-30T20:35:36.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
949,4276,2025-11-10T11:11:57.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
950,4282,2026-06-23T07:08:10.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
951,4284,2026-06-14T08:15:34.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
952,4285,2026-02-20T16:34:36.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
953,4286,2025-10-13T13:32:56.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
954,4293,2025-05-01T09:45:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
955,4296,2025-05-03T15:51:21.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
956,4301,2025-09-18T10:11:48.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
957,4305,2025-10-20T08:53:07.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
958,4306,2025-12-11T07:56:51.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
959,4311,2025-10-13T07:01:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
960,4315,2026-02-27T15:12:11.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
961,4318,2025-10-09T18:35:31.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
962,4326,2026-02-01T11:52:17.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
963,4332,2025-04-10T09:05:36.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
964,4337,2026-01-15T07:50:52.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
965,4343,2025-04-30T16:09:53.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
966,4348,2025-10-11T11:35:57.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
967,4351,2025-11-05T13:31:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
968,4355,2025-10-30T18:07:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
969,4359,2026-02-17T08:03:20.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
970,4364,2026-04-13T15:34:03.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
971,4370,2025-05-13T19:49:24.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
972,4373,2026-01-25T18:21:41.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
973,4376,2025-03-13T11:18:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
974,4382,2025-09-08T07:07:53.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
975,4385,2025-05-30T20:18:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
976,4386,2026-06-24T18:57:00.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
977,4394,2025-08-05T08:04:03.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
978,4397,2026-02-18T20:35:26.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
979,4406,2025-02-01T11:40:09.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
980,4411,2025-11-15T10:54:28.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
981,4414,2025-08-17T12:13:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
982,4420,2025-05-11T09:42:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
983,4425,2025-11-19T08:47:31.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
984,4430,2025-12-24T13:47:12.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
985,4435,2026-03-29T15:29:36.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
986,4439,2025-08-19T18:59:27.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
987,4446,2025-09-23T09:42:47.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
988,4454,2025-08-05T07:57:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
989,4458,2026-05-04T13:02:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
990,4463,2025-05-18T17:15:36.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
991,4471,2026-01-12T07:07:08.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
992,4472,2026-04-13T12:45:23.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
993,4476,2025-10-25T17:25:27.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
994,4481,2025-06-07T07:47:27.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
995,4486,2025-11-08T19:44:24.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
996,4490,2025-09-02T18:32:08.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
997,4498,2026-01-12T10:04:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
998,4503,2026-05-14T16:00:51.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
999,4508,2025-03-21T09:13:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1000,4517,2025-08-04T12:27:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1001,4519,2025-10-17T12:54:21.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1002,4526,2026-01-19T07:15:32.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1003,4535,2025-05-29T14:27:21.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1004,4540,2026-03-29T07:14:08.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1005,4548,2025-07-23T20:18:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1006,4549,2026-06-30T15:22:52.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1007,4552,2026-02-13T14:23:45.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1008,4559,2025-05-20T19:18:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1009,4566,2026-01-09T12:12:45.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1010,4572,2025-04-07T20:00:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1011,4576,2025-03-26T12:28:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1012,4579,2025-03-05T17:36:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1013,4582,2025-03-20T20:15:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1014,4583,2026-06-18T15:19:00.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1015,4584,2026-04-16T14:36:44.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1016,4585,2026-01-04T11:00:53.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1017,4591,2025-08-05T13:47:59.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1018,4595,2025-09-30T16:04:40.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1019,4600,2025-04-20T19:09:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1020,4602,2025-08-31T08:28:24.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1021,4613,2025-12-01T09:49:23.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1022,4615,2026-03-05T19:26:18.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1023,4621,2026-06-16T07:00:38.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1024,4623,2025-08-16T11:22:27.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1025,4635,2025-11-28T12:26:54.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1026,4638,2025-02-26T10:34:33.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1027,4641,2025-12-01T12:01:07.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1028,4642,2025-03-08T16:41:30.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1029,4643,2026-05-03T14:18:06.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1030,4650,2025-03-19T18:58:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1031,4654,2025-04-20T11:16:36.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1032,4660,2025-05-16T15:35:07.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1033,4663,2025-11-06T19:32:08.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1034,4669,2026-01-20T19:53:18.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1035,4670,2025-05-15T15:04:31.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1036,4675,2026-03-04T16:31:42.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1037,4681,2026-01-12T19:41:08.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1038,4683,2025-12-20T09:50:29.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1039,4689,2025-11-19T14:56:32.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1040,4691,2026-05-26T13:38:35.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1041,4698,2026-04-13T15:08:42.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1042,4700,2026-03-06T19:44:47.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1043,4708,2025-11-14T07:37:51.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1044,4715,2025-11-03T07:17:45.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1045,4719,2025-11-29T08:22:19.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1046,4722,2026-06-30T19:04:20.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1047,4726,2025-09-26T09:47:14.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1048,4730,2026-01-06T18:44:39.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1049,4734,2025-03-29T17:32:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1050,4743,2026-02-23T14:53:47.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1051,4746,2025-09-27T08:13:53.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1052,4752,2026-07-02T19:29:58.000000,POST_HOLDOUT_AUDIT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1053,4755,2025-02-01T15:08:05.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1054,4763,2026-06-26T14:26:43.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1055,4764,2025-12-04T17:47:11.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1056,4771,2025-05-01T10:02:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1057,4779,2025-05-13T10:13:29.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1058,4782,2025-04-11T20:31:38.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1059,4788,2025-05-10T12:11:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1060,4794,2025-01-28T17:52:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1061,4795,2026-03-02T13:31:39.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1062,4798,2025-04-28T08:10:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1063,4807,2025-07-04T17:05:52.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1064,4815,2025-08-26T09:54:01.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1065,4820,2025-12-22T10:51:32.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1066,4824,2026-03-23T08:37:35.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1067,4829,2026-01-12T17:34:39.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1068,4836,2026-04-09T08:50:26.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1069,4840,2025-09-30T19:08:14.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1070,4844,2025-09-22T08:45:16.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1071,4856,2025-01-01T16:13:52.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1072,4864,2025-12-09T18:34:48.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1073,4870,2026-03-15T10:41:56.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1074,4874,2025-12-21T16:06:45.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1075,4876,2025-08-03T11:15:24.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1076,4883,2025-12-26T14:02:37.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1077,4886,2025-05-19T07:58:06.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1078,4892,2025-01-29T16:03:30.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1079,4902,2026-02-17T08:11:48.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1080,4911,2025-10-07T10:52:57.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1081,4918,2026-03-07T20:41:52.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1082,4921,2025-12-17T08:36:05.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1083,4930,2026-03-22T16:59:52.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1084,4935,2026-02-16T20:59:27.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1085,4943,2026-02-25T18:18:35.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1086,4954,2026-04-24T18:46:13.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1087,4958,2025-04-11T14:49:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1088,4961,2025-10-15T17:25:19.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1089,4964,2026-03-01T20:29:26.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1090,4972,2025-09-13T20:51:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1091,4976,2025-05-17T08:38:19.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1092,4982,2026-06-23T11:57:18.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1093,4985,2025-06-21T16:35:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1094,4987,2025-09-29T11:01:42.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1095,4988,2025-06-21T19:54:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1096,4989,2025-05-26T13:37:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1097,4990,2025-04-30T12:55:06.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1098,4995,2025-08-20T17:57:31.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1099,4997,2025-11-17T20:01:48.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1100,4999,2026-05-30T07:00:37.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
1101,5001,2025-12-09T14:19:39.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1102,5010,2025-07-24T14:39:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
1103,5013,2026-02-20T16:16:34.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1104,5021,2026-02-19T08:28:42.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1105,5024,2026-01-21T13:47:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
1106,5027,2026-03-16T16:43:22.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1107,5032,2025-09-17T10:22:33.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
1108,5037,2026-03-25T19:03:54.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
1109,5044,2025-11-23T07:14:37.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
1110,5051,2026-03-30T12:06:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
