lead_id,lead_created_at,score_inquiry_id,score_time,first_broker_response,first_broker_response_hours,inquiry_count,last_inquiry_at,a_eventual_first_scheduled_visit,a_mature_7,a_mature_14,a_mature_30,primary_t1_eligible,primary_t1_label,b30_status,b30_label,b30_positive_inquiry_id,b30_positive_response_event_at,b30_ambiguous_untimed_scheduled_count,b30_timed_scheduled_count,c30_status_maturity14,c30_label_maturity14,c30_positive_inquiry_id,c30_positive_inquiry_at,c30_mature_7,c30_mature_14,c30_mature_30
710,2025-06-13T00:00:00.000000,3221,2025-06-16T08:42:10.000000,no_response,34.3,5,2026-03-03T17:16:00.000000,0,true,true,true,true,0,LABELED,1,3222,2025-06-18T18:20:27.000Z,0,1,LABELED,1,3222,2025-06-18T09:08:27.000000,true,true,true
711,2025-07-30T00:00:00.000000,3230,2025-08-02T11:23:35.000000,accepted,23.3,8,2026-01-30T12:27:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
712,2025-09-12T00:00:00.000000,3231,2025-09-13T20:57:12.000000,rejected,25.4,7,2026-03-06T11:38:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
713,2026-01-29T00:00:00.000000,3241,2026-01-30T13:48:31.000000,accepted,6.1,5,2026-04-11T07:27:00.000000,0,true,true,true,true,0,LABELED,1,3242,2026-01-30T16:59:53.000Z,0,1,LABELED,1,3242,2026-01-30T13:53:53.000000,true,true,true
714,2025-05-28T00:00:00.000000,3246,2025-06-02T11:18:50.000000,accepted,10,8,2026-06-04T10:24:00.000000,0,true,true,true,true,0,LABELED,1,3250,2025-06-20T20:07:00.000Z,0,1,LABELED,1,3250,2025-06-19T10:37:00.000000,true,true,true
715,2025-05-09T00:00:00.000000,3252,2025-05-12T17:21:28.000000,scheduled_visit,24.6,4,2025-07-08T10:34:00.000000,1,true,true,true,true,1,LABELED,1,3252,2025-05-13T17:57:28.000Z,0,2,LABELED,1,3252,2025-05-12T17:21:28.000000,true,true,true
716,2025-08-11T00:00:00.000000,3257,2025-08-13T16:17:46.000000,accepted,9.6,7,2026-02-15T13:06:00.000000,0,true,true,true,true,0,LABELED,1,3255,2025-08-18T13:19:23.000Z,1,1,LABELED,1,3260,2025-08-14T19:48:48.000000,true,true,true
717,2025-06-24T00:00:00.000000,3264,2025-06-25T20:24:09.000000,accepted,4.9,4,2025-10-12T16:23:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
718,2025-06-16T00:00:00.000000,3266,2025-06-23T11:35:01.000000,scheduled_visit,20,2,2025-10-02T13:35:00.000000,1,true,true,true,true,1,LABELED,1,3266,2025-06-24T07:35:01.000Z,0,2,LABELED,1,3266,2025-06-23T11:35:01.000000,true,true,true
719,2025-07-12T00:00:00.000000,3270,2025-07-12T09:50:31.000000,accepted,5.7,7,2026-02-16T18:00:00.000000,0,true,true,true,true,0,LABELED,1,3271,2025-07-26T05:16:09.000Z,0,1,LABELED,1,3271,2025-07-25T13:40:09.000000,true,true,true
720,2026-03-13T00:00:00.000000,3280,2026-03-16T14:17:47.000000,no_response,2.1,7,2026-05-30T14:37:00.000000,0,true,true,true,true,0,AMBIGUOUS,,,,2,0,LABELED,1,3281,2026-03-18T18:35:38.000000,true,true,true
721,2026-06-16T00:00:00.000000,3282,2026-06-21T09:46:45.000000,no_response,12.7,2,2026-06-26T08:10:40.000000,0,true,true,false,true,0,CENSORED,,,,0,0,CENSORED,,,,false,false,false
722,2025-02-24T00:00:00.000000,3284,2025-08-20T10:37:00.000000,no_response,15.5,7,2026-06-11T19:51:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
723,2026-01-15T00:00:00.000000,3291,2026-01-17T09:54:31.000000,accepted,7.5,5,2026-01-27T10:15:24.000000,0,true,true,true,true,0,AMBIGUOUS,,,,1,0,LABELED,1,3293,2026-01-27T10:15:24.000000,true,true,true
724,2025-07-24T00:00:00.000000,3297,2025-07-25T16:10:26.000000,scheduled_visit,1.5,8,2026-06-08T12:37:00.000000,1,true,true,true,true,1,LABELED,1,3297,2025-07-25T17:40:26.000Z,0,2,LABELED,1,3297,2025-07-25T16:10:26.000000,true,true,true
725,2025-10-12T00:00:00.000000,3309,2025-10-13T07:32:44.000000,rejected,4.7,6,2026-02-02T14:56:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
726,2025-08-12T00:00:00.000000,3310,2025-08-13T07:27:16.000000,accepted,0.9,4,2025-09-21T11:32:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
727,2025-09-01T00:00:00.000000,3315,2025-09-03T08:37:38.000000,accepted,76.8,4,2026-06-11T19:34:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
728,2025-09-05T00:00:00.000000,3318,2025-09-08T16:44:57.000000,accepted,29,2,2026-01-21T09:22:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
729,2026-01-09T00:00:00.000000,3320,2026-01-19T11:00:40.000000,rejected,4.2,3,2026-05-16T09:18:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
730,2026-03-02T00:00:00.000000,3323,2026-03-08T20:14:30.000000,scheduled_visit,27.1,1,2026-03-08T20:14:30.000000,1,true,true,true,true,1,LABELED,1,3323,2026-03-09T23:20:30.000Z,0,1,LABELED,1,3323,2026-03-08T20:14:30.000000,true,true,true
731,2026-05-04T00:00:00.000000,3325,2026-05-05T14:37:39.000000,scheduled_visit,20.4,3,2026-05-16T16:22:30.000000,1,true,true,true,true,1,LABELED,1,3325,2026-05-06T11:01:39.000Z,0,2,LABELED,1,3325,2026-05-05T14:37:39.000000,true,true,true
732,2026-04-10T00:00:00.000000,3331,2026-04-11T09:34:44.000000,accepted,17.5,7,2026-04-20T19:54:28.000000,0,true,true,true,true,0,AMBIGUOUS,,,,1,0,LABELED,1,3327,2026-04-16T19:39:13.000000,true,true,true
733,2025-05-06T00:00:00.000000,3339,2025-05-09T13:33:15.000000,accepted,6.3,6,2026-05-20T14:29:00.000000,0,true,true,true,true,0,LABELED,1,3334,2025-05-17T16:01:40.000Z,0,2,LABELED,1,3334,2025-05-17T15:31:40.000000,true,true,true
734,2026-05-07T00:00:00.000000,3343,2026-05-13T08:35:00.000000,accepted,,4,2026-05-20T19:03:38.000000,0,true,true,true,true,0,LABELED,1,3340,2026-05-21T13:43:01.000Z,1,1,LABELED,1,3340,2026-05-19T18:31:01.000000,true,true,true
735,2026-02-09T00:00:00.000000,3349,2026-02-09T09:22:14.000000,rejected,1.1,6,2026-06-25T20:26:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
736,2025-07-28T00:00:00.000000,3353,2025-09-02T15:36:00.000000,accepted,11.3,5,2026-05-16T18:37:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
737,2025-05-14T00:00:00.000000,3357,2025-07-19T10:36:00.000000,accepted,1.8,5,2026-03-27T13:21:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
738,2025-12-22T00:00:00.000000,3360,2025-12-22T13:51:20.000000,accepted,20.2,2,2025-12-27T19:17:06.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
739,2026-03-02T00:00:00.000000,3366,2026-03-02T17:22:24.000000,no_response,,7,2026-03-15T09:40:02.000000,0,true,true,true,true,0,LABELED,1,3362,2026-03-09T00:19:21.000Z,0,2,LABELED,1,3362,2026-03-07T20:31:21.000000,true,true,true
740,2025-09-26T00:00:00.000000,3369,2025-10-08T07:50:58.000000,no_response,7.1,2,2025-10-08T14:13:23.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
741,2026-02-08T00:00:00.000000,3377,2026-02-08T16:25:29.000000,scheduled_visit,12.2,8,2026-02-27T14:45:00.000000,1,true,true,true,true,1,LABELED,1,3377,2026-02-09T04:37:29.000Z,0,2,LABELED,1,3377,2026-02-08T16:25:29.000000,true,true,true
742,2026-02-04T00:00:00.000000,3379,2026-02-04T17:54:29.000000,no_response,1.2,8,2026-04-06T17:50:00.000000,0,true,true,true,true,0,LABELED,1,3386,2026-02-09T03:22:02.000Z,0,3,LABELED,1,3386,2026-02-08T19:52:02.000000,true,true,true
743,2026-01-13T00:00:00.000000,3387,2026-01-19T13:20:00.000000,scheduled_visit,34.7,1,2026-01-19T13:20:00.000000,1,true,true,true,true,1,LABELED,1,3387,2026-01-21T00:02:00.000Z,0,1,LABELED,1,3387,2026-01-19T13:20:00.000000,true,true,true
744,2025-06-26T00:00:00.000000,3389,2025-07-08T13:38:02.000000,accepted,0.7,2,2026-02-15T08:36:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
745,2025-05-26T00:00:00.000000,3390,2025-06-06T07:08:02.000000,rejected,2.7,3,2026-01-16T19:20:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
746,2025-08-14T00:00:00.000000,3394,2025-08-23T13:23:38.000000,scheduled_visit,9.8,5,2025-12-31T19:29:00.000000,1,true,true,true,true,1,LABELED,1,3394,2025-08-23T23:11:38.000Z,0,2,LABELED,1,3394,2025-08-23T13:23:38.000000,true,true,true
747,2026-06-26T00:00:00.000000,3398,2026-06-28T12:37:03.000000,rejected,21.1,2,2026-06-29T14:32:59.000000,0,true,true,false,true,0,CENSORED,,,,0,0,CENSORED,,,,false,false,false
748,2025-01-29T00:00:00.000000,3401,2025-01-30T12:45:02.000000,accepted,2,3,2026-04-22T14:09:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
749,2025-07-02T00:00:00.000000,3404,2025-07-12T18:11:48.000000,scheduled_visit,,2,2025-07-15T18:16:08.000000,1,true,true,true,true,1,AMBIGUOUS,,,,1,0,LABELED,1,3404,2025-07-12T18:11:48.000000,true,true,true
750,2026-05-05T00:00:00.000000,3406,2026-05-07T15:07:00.000000,accepted,7.6,8,2026-06-16T19:57:00.000000,0,true,true,true,true,0,LABELED,1,3412,2026-05-25T20:54:00.000Z,0,1,LABELED,1,3412,2026-05-24T19:54:00.000000,true,true,true
751,2026-04-26T00:00:00.000000,3413,2026-04-26T19:48:16.000000,scheduled_visit,,5,2026-05-14T17:01:00.000000,1,true,true,true,true,1,LABELED,1,3414,2026-05-03T06:25:55.000Z,1,1,LABELED,1,3413,2026-04-26T19:48:16.000000,true,true,true
752,2025-04-17T00:00:00.000000,3422,2025-04-17T09:35:42.000000,scheduled_visit,33.4,5,2026-02-10T15:23:00.000000,1,true,true,true,true,1,LABELED,1,3422,2025-04-18T18:59:42.000Z,0,3,LABELED,1,3422,2025-04-17T09:35:42.000000,true,true,true
753,2025-04-09T00:00:00.000000,3426,2025-04-14T10:01:13.000000,accepted,1.7,4,2025-07-24T10:39:00.000000,0,true,true,true,true,0,LABELED,1,3425,2025-04-19T13:54:54.000Z,0,1,LABELED,1,3425,2025-04-17T09:12:54.000000,true,true,true
754,2025-03-17T00:00:00.000000,3430,2025-03-23T17:30:33.000000,accepted,,4,2026-05-22T17:10:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
755,2025-07-25T00:00:00.000000,3432,2025-07-25T10:40:09.000000,no_response,,2,2025-10-03T13:18:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
756,2025-02-16T00:00:00.000000,3436,2025-11-11T20:51:00.000000,accepted,8.8,4,2026-06-25T19:46:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
757,2025-01-13T00:00:00.000000,3442,2025-01-17T12:53:29.000000,no_response,0.5,8,2026-03-20T19:24:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
758,2025-12-04T00:00:00.000000,3445,2025-12-05T09:35:22.000000,scheduled_visit,14.1,1,2025-12-05T09:35:22.000000,1,true,true,true,true,1,LABELED,1,3445,2025-12-05T23:41:22.000Z,0,1,LABELED,1,3445,2025-12-05T09:35:22.000000,true,true,true
759,2025-02-24T00:00:00.000000,3447,2025-02-27T17:44:36.000000,scheduled_visit,16.7,8,2025-08-14T16:10:00.000000,1,true,true,true,true,1,LABELED,1,3447,2025-02-28T10:26:36.000Z,0,3,LABELED,1,3447,2025-02-27T17:44:36.000000,true,true,true
760,2025-09-26T00:00:00.000000,3454,2025-09-27T12:43:03.000000,rejected,1.3,6,2026-04-23T18:54:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
761,2025-09-01T00:00:00.000000,3463,2025-09-01T08:32:31.000000,rejected,4.8,8,2025-12-12T11:09:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
762,2025-11-13T00:00:00.000000,3468,2025-11-13T14:25:44.000000,scheduled_visit,27.2,3,2026-02-01T10:19:00.000000,1,true,true,true,true,1,LABELED,1,3468,2025-11-14T17:37:44.000Z,0,1,LABELED,1,3468,2025-11-13T14:25:44.000000,true,true,true
763,2026-03-26T00:00:00.000000,3471,2026-04-03T11:07:19.000000,accepted,0.5,2,2026-04-04T15:19:50.000000,0,true,true,true,true,0,AMBIGUOUS,,,,1,0,LABELED,1,3472,2026-04-04T15:19:50.000000,true,true,true
764,2025-06-29T00:00:00.000000,3474,2025-06-30T11:53:51.000000,accepted,8.9,6,2025-07-18T10:59:00.000000,0,true,true,true,true,0,LABELED,1,3475,2025-07-11T18:09:00.000Z,1,1,LABELED,1,3478,2025-07-01T08:37:25.000000,true,true,true
765,2026-01-01T00:00:00.000000,3484,2026-01-01T07:12:40.000000,accepted,3,8,2026-03-11T17:28:00.000000,0,true,true,true,true,0,LABELED,1,3481,2026-01-02T14:54:24.000Z,0,1,LABELED,1,3481,2026-01-02T08:30:24.000000,true,true,true
766,2026-02-12T00:00:00.000000,3488,2026-02-14T12:05:32.000000,accepted,7.5,7,2026-04-28T18:15:00.000000,0,true,true,true,true,0,LABELED,1,3489,2026-02-24T08:46:08.000Z,1,2,LABELED,1,3492,2026-02-14T15:38:57.000000,true,true,true
767,2025-11-10T00:00:00.000000,3496,2025-11-12T15:48:35.000000,no_response,4.6,5,2026-02-01T19:49:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
768,2025-08-12T00:00:00.000000,3499,2025-08-13T18:41:41.000000,accepted,5.4,6,2025-10-16T09:52:00.000000,0,true,true,true,true,0,LABELED,1,3501,2025-08-22T09:08:57.000Z,1,1,LABELED,1,3501,2025-08-21T08:32:57.000000,true,true,true
769,2025-01-08T00:00:00.000000,3506,2025-01-08T07:01:17.000000,rejected,11.2,3,2026-05-01T13:19:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
770,2025-05-13T00:00:00.000000,3515,2025-05-13T15:43:34.000000,accepted,7.3,8,2026-04-20T13:00:00.000000,0,true,true,true,true,0,LABELED,1,3514,2025-05-14T22:13:58.000Z,0,2,LABELED,1,3514,2025-05-14T14:49:58.000000,true,true,true
771,2026-03-31T00:00:00.000000,3516,2026-04-07T14:28:06.000000,accepted,3.6,2,2026-04-07T15:14:10.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
772,2025-08-25T00:00:00.000000,3518,2025-08-27T18:31:28.000000,accepted,21.8,1,2025-08-27T18:31:28.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
773,2025-06-27T00:00:00.000000,3520,2025-06-29T10:52:21.000000,accepted,,7,2026-06-17T11:59:00.000000,0,true,true,true,true,0,LABELED,0,,,0,2,LABELED,0,,,true,true,true
774,2026-05-15T00:00:00.000000,3526,2026-05-18T09:34:06.000000,no_response,7.3,4,2026-05-28T20:18:54.000000,0,true,true,true,true,0,LABELED,1,3528,2026-05-23T21:30:51.000Z,0,2,LABELED,1,3528,2026-05-23T12:06:51.000000,true,true,false
775,2025-10-28T00:00:00.000000,3531,2025-11-04T16:37:44.000000,rejected,,2,2025-11-05T16:24:58.000000,0,true,true,true,true,0,LABELED,1,3530,2025-11-05T21:42:58.000Z,0,1,LABELED,1,3530,2025-11-05T16:24:58.000000,true,true,true
776,2026-06-11T00:00:00.000000,3538,2026-06-13T14:39:10.000000,accepted,11.6,7,2026-06-30T12:23:00.000000,0,true,true,true,true,0,LABELED,1,3536,2026-07-01T14:05:00.000Z,0,1,CENSORED,,,,false,false,false
777,2026-03-25T00:00:00.000000,3545,2026-03-30T12:46:36.000000,no_response,2,7,2026-06-24T10:08:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
778,2025-04-18T00:00:00.000000,3547,2025-06-10T09:14:00.000000,no_response,1.1,3,2026-04-04T12:35:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
779,2025-01-29T00:00:00.000000,3554,2025-06-02T15:03:00.000000,accepted,14.6,6,2026-06-21T17:33:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
780,2025-01-11T00:00:00.000000,3555,2025-01-13T18:10:48.000000,accepted,5,6,2026-06-20T14:44:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
781,2025-06-22T00:00:00.000000,3561,2025-06-22T17:30:00.000000,scheduled_visit,14.3,8,2026-02-02T16:41:00.000000,1,true,true,true,true,1,LABELED,1,3561,2025-06-23T07:48:00.000Z,0,4,LABELED,1,3561,2025-06-22T17:30:00.000000,true,true,true
782,2026-04-13T00:00:00.000000,3571,2026-04-16T18:19:35.000000,accepted,,4,2026-04-25T15:16:19.000000,0,true,true,true,true,0,LABELED,1,3569,2026-04-23T01:28:47.000Z,0,1,LABELED,1,3569,2026-04-22T16:52:47.000000,true,true,true
783,2026-06-05T00:00:00.000000,3573,2026-06-07T14:53:26.000000,accepted,0.5,7,2026-06-13T20:15:45.000000,0,true,true,true,true,0,LABELED,1,3577,2026-06-10T02:24:50.000Z,0,1,CENSORED,,,,false,false,false
784,2026-06-05T00:00:00.000000,3585,2026-06-05T19:51:41.000000,no_response,15.6,6,2026-06-28T07:17:00.000000,0,true,true,true,true,0,LABELED,1,3583,2026-06-17T22:12:31.000Z,0,1,CENSORED,,,,true,false,false
785,2025-02-22T00:00:00.000000,3586,2026-03-27T11:43:00.000000,accepted,3.3,1,2026-03-27T11:43:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
786,2026-01-06T00:00:00.000000,3588,2026-01-14T15:31:01.000000,accepted,76.8,3,2026-06-02T19:52:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
787,2025-07-19T00:00:00.000000,3591,2025-07-22T15:22:01.000000,accepted,1.9,2,2025-09-24T13:18:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
788,2025-02-15T00:00:00.000000,3592,2025-04-26T15:42:00.000000,accepted,9.5,2,2026-02-13T09:00:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
789,2026-05-06T00:00:00.000000,3594,2026-05-19T07:48:33.000000,no_response,,1,2026-05-19T07:48:33.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,false
790,2025-09-03T00:00:00.000000,3595,2026-05-04T15:57:00.000000,accepted,4,1,2026-05-04T15:57:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
791,2025-03-07T00:00:00.000000,3596,2025-05-12T08:08:00.000000,accepted,27.6,2,2025-11-10T20:59:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
792,2025-08-31T00:00:00.000000,3598,2025-09-15T15:33:00.000000,no_response,11.9,1,2025-09-15T15:33:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
793,2026-01-09T00:00:00.000000,3605,2026-01-09T18:02:18.000000,accepted,11.3,8,2026-06-13T16:43:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
794,2025-10-07T00:00:00.000000,3608,2025-12-16T09:02:00.000000,rejected,,2,2026-05-04T13:00:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
795,2026-01-12T00:00:00.000000,3609,2026-01-13T07:55:18.000000,accepted,20,4,2026-01-22T17:11:57.000000,0,true,true,true,true,0,LABELED,1,3610,2026-01-15T08:30:05.000Z,0,1,LABELED,1,3610,2026-01-15T08:00:05.000000,true,true,true
796,2025-08-11T00:00:00.000000,3616,2025-08-13T19:22:56.000000,scheduled_visit,1.4,5,2025-10-27T16:07:00.000000,1,true,true,true,true,1,LABELED,1,3616,2025-08-13T20:46:56.000Z,0,1,LABELED,1,3616,2025-08-13T19:22:56.000000,true,true,true
797,2025-05-13T00:00:00.000000,3625,2025-05-13T11:19:08.000000,scheduled_visit,27.2,8,2026-02-10T18:48:00.000000,1,true,true,true,true,1,LABELED,1,3625,2025-05-14T14:31:08.000Z,0,3,LABELED,1,3625,2025-05-13T11:19:08.000000,true,true,true
798,2025-12-08T00:00:00.000000,3628,2025-12-10T13:49:00.000000,no_response,22.2,4,2026-06-24T12:42:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
799,2025-03-21T00:00:00.000000,3630,2025-12-22T14:37:00.000000,rejected,,1,2025-12-22T14:37:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
800,2025-08-25T00:00:00.000000,3631,2025-08-30T20:24:55.000000,scheduled_visit,3.3,4,2026-01-19T08:17:00.000000,1,true,true,true,true,1,LABELED,1,3631,2025-08-30T23:42:55.000Z,0,1,LABELED,1,3631,2025-08-30T20:24:55.000000,true,true,true
801,2026-02-19T00:00:00.000000,3637,2026-02-19T11:13:39.000000,scheduled_visit,5.2,7,2026-03-04T17:48:45.000000,1,true,true,true,true,1,LABELED,1,3637,2026-02-19T16:25:39.000Z,0,2,LABELED,1,3637,2026-02-19T11:13:39.000000,true,true,true
802,2025-03-14T00:00:00.000000,3643,2025-03-27T11:43:58.000000,no_response,7.5,7,2026-05-08T13:16:00.000000,0,true,true,true,true,0,LABELED,1,3647,2025-04-04T07:23:00.000Z,0,2,LABELED,1,3647,2025-04-02T15:11:00.000000,true,true,true
803,2025-05-05T00:00:00.000000,3651,2025-05-06T09:10:25.000000,accepted,2.6,4,2025-08-05T14:55:00.000000,0,true,true,true,true,0,LABELED,1,3649,2025-05-20T09:44:33.000Z,0,1,LABELED,1,3649,2025-05-18T16:44:33.000000,true,true,true
804,2025-06-01T00:00:00.000000,3655,2025-06-03T16:46:25.000000,no_response,4,3,2026-06-20T11:40:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
805,2026-03-02T00:00:00.000000,3657,2026-03-04T07:18:46.000000,accepted,5.2,4,2026-03-23T17:25:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
806,2025-01-21T00:00:00.000000,3663,2025-01-27T12:53:37.000000,scheduled_visit,12,5,2026-06-09T09:49:00.000000,1,true,true,true,true,1,LABELED,1,3663,2025-01-28T00:53:37.000Z,0,1,LABELED,1,3663,2025-01-27T12:53:37.000000,true,true,true
807,2026-05-11T00:00:00.000000,3669,2026-05-12T11:20:45.000000,accepted,,6,2026-05-23T15:42:36.000000,0,true,true,true,true,0,LABELED,1,3666,2026-05-24T00:12:36.000Z,0,1,LABELED,1,3666,2026-05-23T15:42:36.000000,true,true,true
808,2025-10-16T00:00:00.000000,3673,2025-10-19T15:51:26.000000,accepted,4.5,7,2026-06-16T18:10:00.000000,0,true,true,true,true,0,LABELED,1,3674,2025-10-24T05:03:28.000Z,0,4,LABELED,1,3674,2025-10-23T17:57:28.000000,true,true,true
809,2025-01-27T00:00:00.000000,3678,2025-01-28T08:16:41.000000,no_response,2.4,4,2025-12-30T12:29:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
810,2026-05-29T00:00:00.000000,3684,2026-06-05T18:34:36.000000,no_response,7.6,3,2026-06-11T14:44:12.000000,0,true,true,true,true,0,LABELED,0,,,0,0,CENSORED,,,,true,false,false
811,2025-06-02T00:00:00.000000,3687,2025-06-04T09:55:20.000000,accepted,6.6,4,2025-06-11T18:56:09.000000,0,true,true,true,true,0,LABELED,1,3688,2025-06-04T21:27:56.000Z,0,2,LABELED,1,3688,2025-06-04T12:21:56.000000,true,true,true
812,2025-01-01T00:00:00.000000,3691,2025-04-13T12:20:00.000000,accepted,1.2,3,2026-03-06T20:33:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
813,2026-02-02T00:00:00.000000,3694,2026-02-06T11:27:03.000000,accepted,,6,2026-05-07T07:47:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
814,2025-11-14T00:00:00.000000,3698,2025-11-15T13:09:25.000000,no_response,6.8,7,2026-06-20T14:14:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
815,2025-11-05T00:00:00.000000,3705,2025-11-06T20:37:39.000000,no_response,5.9,4,2026-03-23T10:02:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
816,2025-06-13T00:00:00.000000,3713,2025-06-13T14:18:06.000000,accepted,20.3,5,2026-05-27T10:15:00.000000,0,true,true,true,true,0,LABELED,1,3709,2025-06-16T15:45:51.000Z,0,1,LABELED,1,3709,2025-06-15T09:03:51.000000,true,true,true
817,2025-10-09T00:00:00.000000,3714,2025-10-13T18:00:42.000000,accepted,7.7,3,2026-04-04T14:54:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
818,2025-11-25T00:00:00.000000,3718,2025-11-27T10:19:55.000000,accepted,10.4,4,2026-05-07T08:28:00.000000,0,true,true,true,true,0,LABELED,1,3720,2025-12-06T17:31:31.000Z,0,1,LABELED,1,3720,2025-12-06T10:49:31.000000,true,true,true
819,2025-09-12T00:00:00.000000,3726,2025-09-15T12:51:13.000000,no_response,37.2,8,2025-10-30T07:51:00.000000,0,true,true,true,true,0,LABELED,1,3721,2025-09-18T00:44:22.000Z,0,1,LABELED,1,3721,2025-09-17T07:56:22.000000,true,true,true
820,2025-06-25T00:00:00.000000,3732,2025-07-06T20:53:04.000000,rejected,2.4,4,2026-05-13T10:08:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
821,2026-06-08T00:00:00.000000,3735,2026-06-08T14:51:00.000000,accepted,6.5,3,2026-06-17T11:14:35.000000,0,true,true,true,true,0,LABELED,1,3734,2026-06-12T00:37:07.000Z,0,1,CENSORED,,,,false,false,false
822,2025-09-16T00:00:00.000000,3737,2025-09-21T11:47:00.000000,accepted,11.2,2,2025-09-21T12:58:08.000000,0,true,true,true,true,0,LABELED,1,3736,2025-09-21T17:16:08.000Z,0,1,LABELED,1,3736,2025-09-21T12:58:08.000000,true,true,true
823,2026-03-02T00:00:00.000000,3742,2026-03-04T13:09:46.000000,accepted,3.2,5,2026-04-28T08:07:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
824,2025-07-08T00:00:00.000000,3743,2026-06-03T12:22:00.000000,no_response,,1,2026-06-03T12:22:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,CENSORED,,,,true,false,false
