spot_id,sector_name,type_name,modality,title,description,natural_light,security_type,parking_spaces,building_status,amenities,rule_positive,rule_issue_types,human_actionable_issue,human_claim_labels_json,human_notes,reviewer,reviewed_at
1880,Land,Single,both,Single de 4134 m² en metepec-toluca,Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,True,full,5,needs_renovation,[],1,"[""readiness""]",,,,,
1913,Land,Subspace,rent,"Subspace 428 m², centro-leon",Cuenta con todos los servicios y estacionamiento.,True,basic,0,new,[],1,"[""parking""]",,,,,
1915,Retail,Single,sale,"Single Retail en centro-chihuahua, Chihuahua",Seguridad 24/7 y control de acceso.,True,none,2,good,[],1,"[""security""]",,,,,
1948,Office,Single,both,Single de 30 m² en del-valle-narvarte,Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento. Fácil acceso a transporte público y avenidas principales.,True,basic,2,new,"[""conference_room"",""storage""]",0,[],,,,,
1950,Retail,Single,both,"Single Retail en juriquilla-juncos, Querétaro",Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,False,cctv,6,good,[],0,[],,,,,
1985,Office,Single,both,Single de 30 m² en andares-puerta-hierro,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales.,False,basic,3,new,[],0,[],,,,,
1989,Industrial,Single,rent,"Single Industrial en angelopolis-lomas, Puebla",Espacio listo para ocupar con acabados de primera. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,False,basic,64,needs_renovation,"[""cafeteria"",""loading_dock"",""kitchen"",""conference_room""]",1,"[""readiness""]",,,,,
1995,Industrial,Single,sale,"Industrial Single - americana-chapultepec, Guadalajara",Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales.,False,basic,18,fair,"[""kitchen""]",1,"[""natural_light""]",,,,,
2020,Retail,Single,both,"Retail Single - centro-chihuahua, Chihuahua",Zona de alta plusvalía y demanda comercial. Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales.,True,full,6,fair,"[""security_booth"",""gym""]",0,[],,,,,
2028,Industrial,Single,both,"Industrial Single - centro-leon, León",Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural.,False,basic,17,good,"[""loading_dock"",""reception"",""security_booth"",""storage""]",1,"[""natural_light""]",,,,,
2034,Land,Single,rent,Single de 60936 m² en americana-chapultepec,Recién remodelado con acabados modernos.,True,cctv,2,needs_renovation,[],1,"[""readiness""]",,,,,
2057,Retail,Single,rent,"Retail Single - metepec-toluca, Toluca",Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros. Excelente ubicación con acceso a vías principales.,True,full,8,fair,"[""rooftop"",""kitchen"",""meeting_rooms"",""lounge""]",0,[],,,,,
2059,Office,Single,sale,"Office Single - macroplaza, Monterrey",Recién remodelado con acabados modernos.,False,full,5,needs_renovation,[],1,"[""readiness""]",,,,,
2069,Land,Subspace,both,"Land compartido en lomas-verdes-satelite, Naucalpan de Juárez",Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,False,basic,0,new,"[""loading_dock""]",1,"[""natural_light""]",,,,,
2092,Retail,Single,rent,"Single Retail en juriquilla-juncos, Querétaro",Perfecto para negocio en crecimiento. Ideal para oficinas corporativas o centro de distribución.,False,full,5,new,[],0,[],,,,,
2108,Land,Subspace,rent,"Land compartido en polanco, Miguel Hidalgo",Cuenta con todos los servicios y estacionamiento.,True,basic,0,good,"[""security_booth"",""cafeteria""]",1,"[""parking""]",,,,,
2129,Industrial,Single,both,Single de 2515 m² en centro-queretaro,Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales.,True,basic,52,fair,"[""reception""]",0,[],,,,,
2149,Retail,Single,both,"Retail Single - angelopolis-lomas, Puebla",Perfecto para negocio en crecimiento. Recién remodelado con acabados modernos.,False,full,7,needs_renovation,"[""security_booth"",""cafeteria""]",1,"[""readiness""]",,,,,
2164,Land,Single,sale,"Single Land en paseo-montejo, Mérida",Espacio versátil adaptable a diferentes giros.,True,none,2,good,[],0,[],,,,,
2186,Office,Single,rent,"Single Office en metepec-toluca, Toluca",Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales.,True,basic,186,needs_renovation,[],1,"[""readiness""]",,,,,
2201,Retail,Single,rent,"Single Retail en centenario-colosio, Hermosillo",Fácil acceso a transporte público y avenidas principales. Zona de alta plusvalía y demanda comercial.,True,basic,0,good,"[""storage"",""reception""]",0,[],,,,,
2213,Land,Single,both,Single de 2599 m² en paseo-montejo,Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,True,none,1,new,"[""gym"",""reception"",""rooftop""]",1,"[""security""]",,,,,
2236,Land,Single,both,"Land Single - centro-chihuahua, Chihuahua",Espacio listo para ocupar con acabados de primera. Seguridad 24/7 y control de acceso.,False,basic,3,good,[],0,[],,,,,
2238,Retail,Single,rent,Single de 35 m² en juriquilla-juncos,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial. Excelente ubicación con acceso a vías principales.,True,cctv,3,good,"[""security_booth"",""kitchen"",""storage""]",0,[],,,,,
2273,Office,Single,both,Single de 1030 m² en centenario-colosio,Amplio espacio con buena iluminación natural.,True,cctv,51,good,"[""gym""]",0,[],,,,,
2275,Land,Single,sale,"Single Land en zona-rio-aguacaliente, Tijuana",Amplio espacio con buena iluminación natural.,True,cctv,1,fair,"[""loading_dock""]",0,[],,,,,
2310,Land,Single,rent,Single de 43440 m² en zona-rio-aguacaliente,Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,True,cctv,1,new,"[""rooftop"",""kitchen"",""reception""]",0,[],,,,,
2316,Industrial,Single,both,"Single Industrial en paseo-montejo, Mérida",Ideal para oficinas corporativas o centro de distribución. Perfecto para negocio en crecimiento. Amplio espacio con buena iluminación natural.,False,basic,45,fair,"[""parking"",""gym""]",1,"[""natural_light""]",,,,,
2320,Land,Subspace,rent,"Subspace 6470 m², lomas-verdes-satelite",Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales. Amplio espacio con buena iluminación natural.,True,basic,4,needs_renovation,"[""security_booth"",""meeting_rooms"",""storage""]",1,"[""readiness""]",,,,,
2322,Land,Single,rent,Single de 56231 m² en juriquilla-juncos,Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución. Fácil acceso a transporte público y avenidas principales.,True,none,3,needs_renovation,"[""parking"",""kitchen"",""rooftop"",""storage""]",1,"[""readiness""]",,,,,
2345,Office,Single,both,"Office Single - centro-queretaro, Querétaro",Espacio listo para ocupar con acabados de primera.,True,basic,33,good,[],0,[],,,,,
2347,Retail,Single,rent,"Retail Single - angelopolis-lomas, Puebla",Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,True,none,6,good,"[""parking"",""kitchen"",""loading_dock"",""rooftop""]",1,"[""security""]",,,,,
2361,Industrial,Single,rent,"Industrial Single - americana-chapultepec, Guadalajara",Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,True,cctv,87,needs_renovation,[],1,"[""readiness""]",,,,,
2382,Land,Single,rent,Single de 3266 m² en vasconcelos-calzada,Recién remodelado con acabados modernos.,True,basic,3,new,"[""kitchen"",""storage"",""meeting_rooms"",""cafeteria""]",0,[],,,,,
2417,Office,Single,rent,"Single Office en juriquilla-juncos, Querétaro",Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales.,True,none,4,fair,"[""loading_dock"",""conference_room"",""storage"",""security_booth""]",1,"[""security""]",,,,,
2419,Land,Single,rent,"Land Single - centro-queretaro, Querétaro",Ubicación estratégica cerca de centros comerciales. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,True,basic,1,good,[],0,[],,,,,
2423,Land,Subspace,sale,"Subspace 8717 m², vasconcelos-calzada",Recién remodelado con acabados modernos. Perfecto para negocio en crecimiento. Amplio espacio con buena iluminación natural.,False,full,2,good,"[""meeting_rooms"",""security_booth""]",1,"[""natural_light""]",,,,,
2425,Office,Subspace,both,"Office compartido en paseo-montejo, Mérida",Recién remodelado con acabados modernos. Amplio espacio con buena iluminación natural.,False,basic,3,fair,[],1,"[""natural_light""]",,,,,
2431,Office,Subspace,rent,"Subspace 317 m², del-valle-narvarte",Seguridad 24/7 y control de acceso.,True,none,15,needs_renovation,"[""lounge"",""rooftop"",""reception"",""parking""]",1,"[""security""]",,,,,
2454,Industrial,Single,both,"Single Industrial en macroplaza, Monterrey",Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,False,basic,150,good,[],1,"[""natural_light""]",,,,,
2489,Office,Subspace,rent,"Subspace en Office - juriquilla-juncos, Querétaro",Amplio espacio con buena iluminación natural. Ideal para oficinas corporativas o centro de distribución.,True,full,26,needs_renovation,"[""kitchen""]",0,[],,,,,
2491,Industrial,Single,sale,"Industrial Single - lomas-verdes-satelite, Naucalpan de Juárez",Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera.,True,none,33,good,[],0,[],,,,,
2526,Office,Single,rent,"Single Office en del-valle-narvarte, Benito Juárez",Perfecto para negocio en crecimiento.,True,none,10,good,[],0,[],,,,,
2532,Office,Single,rent,"Single Office en americana-chapultepec, Guadalajara",Recién remodelado con acabados modernos.,False,none,8,needs_renovation,"[""security_booth"",""rooftop""]",1,"[""readiness""]",,,,,
2561,Retail,Subspace,both,"Subspace en Retail - centenario-colosio, Hermosillo",Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso. Cuenta con todos los servicios y estacionamiento.,True,cctv,2,new,"[""kitchen""]",0,[],,,,,
2581,Retail,Single,sale,Single de 153 m² en del-valle-narvarte,Espacio listo para ocupar con acabados de primera.,True,basic,6,needs_renovation,"[""security_booth"",""cafeteria"",""gym""]",1,"[""readiness""]",,,,,
2598,Retail,Single,rent,"Retail Single - andares-puerta-hierro, Zapopan",Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial.,True,basic,10,good,[],0,[],,,,,
2616,Land,Single,both,Single de 1929 m² en americana-chapultepec,Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,False,none,0,good,"[""lounge""]",1,"[""security""]",,,,,
2633,Retail,Single,both,"Single Retail en vasconcelos-calzada, San Pedro Garza García",Perfecto para negocio en crecimiento.,True,basic,29,fair,[],0,[],,,,,
2645,Land,Single,sale,"Single Land en centro-queretaro, Querétaro",Amplio espacio con buena iluminación natural.,False,basic,1,new,"[""meeting_rooms""]",1,"[""natural_light""]",,,,,
2655,Office,Subspace,rent,"Subspace en Office - centro-queretaro, Querétaro",Excelente ubicación con acceso a vías principales. Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos.,False,basic,11,new,"[""parking"",""security_booth""]",1,"[""natural_light""]",,,,,
2670,Office,Single,rent,"Single Office en vasconcelos-calzada, San Pedro Garza García",Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución. Perfecto para negocio en crecimiento.,True,basic,21,new,"[""rooftop"",""gym""]",0,[],,,,,
2672,Industrial,Single,sale,"Industrial Single - del-valle-narvarte, Benito Juárez",Ideal para oficinas corporativas o centro de distribución.,False,cctv,28,new,"[""conference_room"",""storage"",""loading_dock""]",0,[],,,,,
2705,Retail,Single,both,"Single Retail en centro-chihuahua, Chihuahua",Espacio listo para ocupar con acabados de primera.,True,basic,4,fair,"[""meeting_rooms""]",0,[],,,,,
2725,Land,Single,both,"Single Land en paseo-montejo, Mérida",Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural.,False,basic,3,new,"[""security_booth"",""kitchen"",""meeting_rooms"",""gym""]",1,"[""natural_light""]",,,,,
2742,Retail,Subspace,both,"Subspace en Retail - centro-chihuahua, Chihuahua",Amplio espacio con buena iluminación natural.,True,none,7,good,"[""kitchen"",""loading_dock""]",0,[],,,,,
2746,Office,Subspace,rent,"Subspace en Office - americana-chapultepec, Guadalajara",Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural. Excelente ubicación con acceso a vías principales.,False,full,9,good,[],1,"[""natural_light""]",,,,,
2777,Retail,Single,both,Single de 427 m² en andares-puerta-hierro,Recién remodelado con acabados modernos. Espacio listo para ocupar con acabados de primera. Seguridad 24/7 y control de acceso.,False,cctv,15,needs_renovation,"[""parking"",""gym"",""kitchen""]",1,"[""readiness""]",,,,,
2779,Industrial,Subspace,both,"Subspace 5966 m², paseo-montejo",Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,True,basic,121,good,"[""rooftop"",""reception""]",0,[],,,,,
2793,Industrial,Single,both,"Single Industrial en lomas-verdes-satelite, Naucalpan de Juárez",Perfecto para negocio en crecimiento. Amplio espacio con buena iluminación natural.,False,cctv,21,good,[],1,"[""natural_light""]",,,,,
2799,Land,Single,both,"Single Land en del-valle-narvarte, Benito Juárez",Recién remodelado con acabados modernos.,False,cctv,2,needs_renovation,[],1,"[""readiness""]",,,,,
2814,Office,Single,rent,"Office Single - polanco, Miguel Hidalgo",Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,True,full,42,good,[],0,[],,,,,
2816,Industrial,Single,rent,Single de 3428 m² en lomas-verdes-satelite,Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,True,cctv,69,new,[],0,[],,,,,
2832,Retail,Subspace,sale,"Subspace en Retail - centro-queretaro, Querétaro",Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,False,cctv,20,good,"[""loading_dock"",""rooftop"",""kitchen""]",1,"[""natural_light""]",,,,,
2851,Retail,Single,sale,"Single Retail en centro-chihuahua, Chihuahua",Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,True,full,6,new,[],0,[],,,,,
2863,Land,Single,both,"Single Land en del-valle-narvarte, Benito Juárez",Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,True,none,3,fair,"[""rooftop"",""gym"",""reception""]",1,"[""security""]",,,,,
2869,Retail,Subspace,rent,"Subspace 103 m², americana-chapultepec",Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos.,True,full,5,needs_renovation,[],1,"[""readiness""]",,,,,
2886,Industrial,Single,both,"Industrial Single - centro-leon, León",Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,False,basic,160,new,[],0,[],,,,,
2888,Office,Single,sale,"Office Single - roma-condesa, Cuauhtémoc",Recién remodelado con acabados modernos.,True,full,43,needs_renovation,[],1,"[""readiness""]",,,,,
2923,Office,Subspace,both,"Subspace en Office - zona-rio-aguacaliente, Tijuana",Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural.,False,basic,10,fair,[],1,"[""natural_light""]",,,,,
2929,Retail,Single,both,"Retail Single - americana-chapultepec, Guadalajara",Amplio espacio con buena iluminación natural. Perfecto para negocio en crecimiento.,False,basic,12,new,[],1,"[""natural_light""]",,,,,
2958,Retail,Subspace,rent,"Retail compartido en andares-puerta-hierro, Zapopan",Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento.,False,cctv,0,fair,"[""cafeteria"",""reception"",""rooftop""]",1,"[""parking""]",,,,,
2960,Industrial,Single,sale,Single de 8848 m² en lomas-carranza,Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución.,True,basic,180,needs_renovation,"[""gym"",""security_booth"",""storage"",""kitchen""]",0,[],,,,,
2970,Industrial,Single,both,Single de 5569 m² en roma-condesa,Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución. Amplio espacio con buena iluminación natural.,False,full,112,fair,"[""parking"",""kitchen""]",1,"[""natural_light""]",,,,,
2995,Industrial,Subspace,both,"Industrial compartido en roma-condesa, Cuauhtémoc",Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales.,False,none,43,good,"[""reception"",""parking"",""rooftop""]",0,[],,,,,
2999,Land,Single,sale,"Land Single - metepec-toluca, Toluca",Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales.,True,basic,1,needs_renovation,"[""meeting_rooms"",""loading_dock"",""parking"",""storage""]",1,"[""readiness""]",,,,,
