spot_id,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities
812,false,2,0,basic,2,2,7.2,12,good,,"[""loading_dock"", ""storage"", ""gym""]"
813,true,10,0,full,0,13,10.3,112,fair,concrete,"[""meeting_rooms"", ""parking"", ""lounge""]"
814,true,6,0,basic,13,5,2.3,2,good,ceramic,"[""security_booth"", ""cafeteria"", ""conference_room""]"
815,true,0,1,cctv,1,0,3.9,1,new,ceramic,"[""storage""]"
816,false,0,0,cctv,1,6,8.8,37,good,wood,[]
817,false,14,0,basic,1,0,4.1,9,good,,[]
818,true,0,,cctv,0,0,5.1,1,good,wood,"[""loading_dock"", ""cafeteria"", ""gym""]"
819,true,5,0,full,0,0,2.9,6,good,polished_concrete,"[""gym"", ""parking""]"
820,true,4,0,full,0,0,2.7,3,needs_renovation,polished_concrete,[]
821,true,0,4,basic,8,27,0.0,2,fair,concrete,"[""kitchen"", ""storage"", ""lounge""]"
822,true,3,0,none,6,10,0.0,2,new,ceramic,"[""storage"", ""reception"", ""rooftop"", ""meeting_rooms""]"
823,true,6,0,cctv,9,8,7.3,55,fair,wood,[]
824,true,0,4,basic,3,1,5.0,14,good,carpet,"[""parking"", ""cafeteria"", ""loading_dock"", ""security_booth""]"
825,false,5,0,cctv,0,1,,7,good,carpet,"[""conference_room"", ""meeting_rooms"", ""gym""]"
826,true,28,0,cctv,0,0,,19,needs_renovation,wood,[]
827,false,1,0,none,6,73,0.0,1,needs_renovation,,"[""cafeteria"", ""security_booth"", ""kitchen""]"
828,true,5,0,basic,0,3,,10,good,concrete,[]
829,true,13,3,basic,29,13,2.6,1,new,ceramic,[]
830,false,0,,none,0,9,6.2,89,good,polished_concrete,"[""rooftop"", ""cafeteria"", ""parking"", ""kitchen""]"
831,true,0,,cctv,1,4,0.0,5,good,wood,"[""lounge"", ""rooftop""]"
832,true,0,4,full,10,9,6.8,33,new,concrete,"[""cafeteria"", ""meeting_rooms"", ""kitchen""]"
833,true,4,0,cctv,0,1,4.6,2,new,concrete,[]
834,false,1,0,cctv,21,9,,6,fair,,"[""cafeteria"", ""reception"", ""storage"", ""security_booth""]"
835,false,1,0,cctv,3,8,0.0,0,fair,polished_concrete,"[""gym"", ""security_booth"", ""conference_room"", ""storage""]"
836,false,15,2,full,0,1,3.4,7,fair,polished_concrete,"[""parking"", ""reception""]"
837,true,6,,full,2,21,0.0,4,good,wood,[]
838,false,17,,basic,0,4,7.0,41,good,ceramic,"[""kitchen"", ""loading_dock"", ""lounge""]"
839,false,0,0,basic,0,0,4.0,6,good,carpet,"[""conference_room""]"
840,true,12,0,cctv,8,4,3.2,54,new,concrete,[]
841,true,0,,basic,0,1,4.9,21,needs_renovation,concrete,[]
842,true,0,3,cctv,1,7,3.6,46,fair,polished_concrete,"[""conference_room"", ""loading_dock"", ""meeting_rooms""]"
843,true,4,0,cctv,19,9,3.0,71,fair,polished_concrete,[]
844,false,0,,basic,0,0,2.5,5,new,concrete,"[""cafeteria""]"
845,true,20,,basic,24,11,6.8,25,fair,polished_concrete,[]
846,true,0,,none,0,20,0.0,3,good,polished_concrete,[]
847,false,1,0,basic,3,12,8.0,94,new,ceramic,"[""gym"", ""meeting_rooms"", ""security_booth""]"
848,false,33,,basic,0,6,8.7,46,fair,concrete,"[""storage"", ""meeting_rooms""]"
849,true,5,0,basic,15,6,5.7,11,new,wood,[]
850,true,0,0,basic,0,2,7.7,18,good,concrete,[]
851,false,8,0,basic,0,2,,35,fair,carpet,"[""reception""]"
852,false,11,11,cctv,1,1,3.3,41,new,wood,"[""lounge"", ""cafeteria"", ""loading_dock""]"
853,true,0,0,cctv,6,3,3.0,1,good,concrete,"[""lounge""]"
854,false,5,0,basic,10,4,,11,good,ceramic,"[""gym"", ""loading_dock"", ""parking"", ""meeting_rooms""]"
855,true,0,,full,10,5,3.4,15,new,ceramic,"[""security_booth""]"
856,false,4,0,cctv,7,3,3.3,5,good,concrete,[]
857,true,0,0,basic,0,0,2.4,3,fair,ceramic,"[""rooftop"", ""conference_room"", ""gym""]"
858,false,21,0,none,3,9,6.9,71,needs_renovation,polished_concrete,"[""conference_room"", ""cafeteria"", ""rooftop"", ""security_booth""]"
859,false,0,,full,10,13,7.7,100,fair,ceramic,[]
860,true,5,,basic,0,1,4.5,5,good,wood,"[""kitchen""]"
861,false,0,0,none,1,5,,1,good,ceramic,[]
862,false,0,0,basic,16,17,8.6,89,new,concrete,"[""kitchen"", ""gym"", ""loading_dock""]"
863,true,0,0,basic,1,2,,4,fair,carpet,"[""reception"", ""storage""]"
864,true,15,0,basic,0,25,6.6,235,good,wood,"[""gym"", ""reception"", ""parking"", ""conference_room""]"
865,true,6,4,basic,0,68,9.1,650,good,polished_concrete,[]
866,true,13,0,none,0,10,0.0,5,needs_renovation,concrete,"[""security_booth"", ""lounge"", ""storage"", ""reception""]"
867,false,0,0,none,3,3,3.3,64,good,ceramic,[]
868,true,0,3,full,3,3,3.6,35,good,concrete,"[""reception"", ""kitchen"", ""meeting_rooms""]"
869,false,1,5,basic,0,15,3.3,328,fair,concrete,"[""meeting_rooms"", ""parking"", ""cafeteria"", ""reception""]"
870,true,0,0,cctv,0,1,,7,needs_renovation,wood,[]
871,true,5,,basic,0,1,2.2,26,fair,concrete,"[""security_booth"", ""conference_room"", ""kitchen"", ""reception""]"
872,false,0,0,full,0,1,,4,new,ceramic,"[""kitchen"", ""reception"", ""security_booth""]"
873,false,11,0,full,0,2,0.0,3,good,polished_concrete,"[""conference_room"", ""kitchen"", ""meeting_rooms""]"
874,true,0,0,basic,0,0,5.5,2,good,concrete,"[""kitchen""]"
875,false,0,0,cctv,6,5,11.1,35,fair,ceramic,"[""cafeteria"", ""meeting_rooms""]"
876,true,0,0,cctv,1,43,0.0,1,good,,"[""reception""]"
877,true,9,0,basic,2,86,,2,good,ceramic,[]
878,true,0,0,basic,28,9,3.3,5,good,polished_concrete,"[""gym"", ""security_booth"", ""parking"", ""kitchen""]"
879,false,0,0,cctv,0,14,2.9,344,new,,"[""parking"", ""loading_dock"", ""reception"", ""storage""]"
880,true,7,0,full,0,1,7.7,18,needs_renovation,ceramic,"[""cafeteria"", ""meeting_rooms"", ""storage""]"
881,false,7,,full,1,1,3.8,1,new,wood,[]
882,true,0,0,cctv,0,0,2.8,3,good,polished_concrete,"[""meeting_rooms""]"
883,true,3,,basic,0,1,,42,good,wood,"[""reception"", ""loading_dock"", ""conference_room""]"
884,true,0,0,none,0,23,6.8,223,fair,concrete,"[""lounge"", ""meeting_rooms""]"
885,false,0,4,basic,26,10,0.0,1,good,ceramic,"[""parking""]"
886,true,0,0,none,6,5,0.0,2,needs_renovation,ceramic,"[""security_booth"", ""reception"", ""loading_dock"", ""rooftop""]"
887,true,22,,basic,2,1,2.8,7,fair,concrete,[]
888,true,5,0,cctv,4,1,3.0,8,needs_renovation,polished_concrete,[]
889,true,0,0,full,0,5,0.0,3,good,wood,"[""gym""]"
890,true,0,0,basic,3,1,3.2,9,good,concrete,"[""reception"", ""security_booth""]"
891,true,0,0,basic,7,4,6.6,18,new,ceramic,[]
892,false,24,13,basic,0,16,6.8,174,good,carpet,[]
893,false,0,0,full,0,3,3.0,93,needs_renovation,concrete,[]
894,false,2,,basic,0,1,3.1,3,needs_renovation,wood,[]
895,false,0,0,basic,3,8,,77,good,concrete,[]
896,true,2,0,full,3,1,4.2,9,new,concrete,"[""rooftop"", ""parking""]"
897,true,4,0,full,0,0,,4,needs_renovation,polished_concrete,"[""parking""]"
898,true,5,1,cctv,6,5,2.7,2,good,concrete,"[""gym""]"
899,false,0,0,cctv,3,5,9.0,46,good,polished_concrete,"[""rooftop"", ""gym"", ""conference_room"", ""security_booth""]"
900,true,0,0,full,0,2,3.1,7,good,wood,"[""lounge"", ""parking"", ""cafeteria"", ""rooftop""]"
901,true,0,0,basic,20,11,5.8,35,good,ceramic,"[""rooftop"", ""security_booth"", ""reception""]"
902,true,20,13,full,16,24,0.0,0,good,ceramic,"[""gym"", ""lounge"", ""loading_dock""]"
903,true,0,,basic,0,20,,203,new,,[]
904,false,0,0,cctv,0,108,8.3,1082,good,polished_concrete,"[""storage"", ""conference_room"", ""kitchen""]"
905,true,5,,basic,30,10,2.5,6,good,polished_concrete,"[""rooftop"", ""kitchen""]"
906,false,2,0,basic,0,0,4.6,3,fair,,[]
907,true,3,0,none,2,0,4.8,2,good,concrete,"[""storage""]"
908,false,2,0,basic,2,2,4.3,8,new,polished_concrete,"[""loading_dock""]"
909,true,0,3,none,3,14,,2,good,wood,[]
910,true,4,0,basic,27,10,2.4,11,fair,polished_concrete,"[""conference_room"", ""reception"", ""rooftop""]"
911,true,8,2,basic,0,12,0.0,4,good,concrete,"[""rooftop"", ""gym""]"
912,true,18,0,basic,0,0,3.3,3,fair,concrete,"[""meeting_rooms"", ""storage"", ""gym""]"
913,true,16,0,none,0,1,0.0,3,needs_renovation,concrete,"[""loading_dock"", ""security_booth""]"
914,false,4,0,full,2,19,9.2,192,fair,polished_concrete,[]
915,true,0,0,basic,2,1,3.4,2,new,polished_concrete,[]
916,true,12,3,cctv,4,3,4.5,1,needs_renovation,concrete,"[""rooftop"", ""conference_room"", ""meeting_rooms""]"
917,false,37,5,basic,7,8,0.0,2,fair,carpet,[]
918,false,0,0,basic,0,15,0.0,3,good,polished_concrete,[]
919,true,5,0,cctv,0,6,3.9,92,good,concrete,"[""rooftop"", ""security_booth"", ""gym""]"
920,false,0,0,basic,0,5,9.2,50,good,concrete,"[""security_booth""]"
921,true,10,,none,0,1,2.7,6,good,concrete,[]
922,false,0,0,basic,2,3,2.4,65,good,polished_concrete,"[""cafeteria"", ""storage"", ""gym""]"
923,true,31,0,none,0,0,4.0,4,new,polished_concrete,"[""parking"", ""rooftop"", ""storage""]"
924,false,8,3,none,3,3,3.4,9,new,concrete,[]
925,true,1,0,basic,4,4,,6,good,ceramic,"[""parking""]"
926,false,8,16,basic,9,3,2.0,4,new,carpet,"[""rooftop""]"
927,true,3,,none,0,0,2.5,10,new,wood,"[""meeting_rooms"", ""gym""]"
928,false,9,0,cctv,3,16,0.0,3,good,wood,"[""loading_dock"", ""lounge""]"
929,true,6,0,basic,0,0,3.0,9,fair,,[]
930,true,9,,cctv,0,0,2.9,10,good,ceramic,"[""meeting_rooms"", ""security_booth""]"
931,false,4,0,basic,0,8,9.2,83,fair,wood,"[""lounge""]"
932,true,34,3,basic,0,1,3.2,26,fair,polished_concrete,"[""storage"", ""loading_dock"", ""cafeteria""]"
933,true,7,0,basic,1,1,0.0,1,good,ceramic,"[""rooftop"", ""cafeteria"", ""lounge"", ""parking""]"
934,true,4,,basic,6,12,0.0,1,good,concrete,"[""kitchen""]"
935,false,3,18,none,6,2,2.5,8,good,wood,"[""conference_room"", ""loading_dock""]"
936,false,0,5,basic,10,29,8.5,263,good,concrete,"[""kitchen"", ""reception"", ""rooftop""]"
937,true,3,0,cctv,0,0,,5,good,concrete,"[""rooftop"", ""conference_room""]"
938,false,2,2,basic,0,5,5.1,50,good,concrete,"[""lounge"", ""meeting_rooms"", ""storage""]"
939,true,10,0,basic,0,3,2.7,77,needs_renovation,ceramic,"[""storage"", ""kitchen""]"
940,false,0,0,basic,9,3,3.7,1,good,ceramic,"[""kitchen"", ""rooftop"", ""meeting_rooms"", ""storage""]"
941,true,3,0,none,0,11,0.0,0,fair,carpet,[]
942,false,5,3,basic,0,3,6.6,31,good,polished_concrete,[]
943,true,5,15,basic,8,54,10.3,513,good,polished_concrete,"[""meeting_rooms"", ""kitchen"", ""parking""]"
944,false,0,0,full,5,5,9.0,21,new,carpet,[]
945,true,15,0,full,5,4,3.0,11,new,concrete,[]
946,false,1,,full,1,10,0.0,0,good,,"[""loading_dock"", ""parking""]"
947,false,0,,none,0,2,3.9,5,good,concrete,[]
948,true,3,0,cctv,0,3,3.7,67,good,concrete,"[""lounge"", ""parking"", ""kitchen"", ""storage""]"
949,true,1,0,cctv,0,21,0.0,3,good,concrete,[]
950,true,0,0,basic,0,1,4.7,5,fair,concrete,"[""security_booth""]"
951,false,13,0,full,0,2,3.3,30,fair,concrete,[]
952,true,8,,basic,0,2,5.1,5,fair,concrete,"[""storage"", ""security_booth"", ""conference_room"", ""cafeteria""]"
953,true,15,0,full,2,1,6.0,11,fair,wood,[]
954,true,8,0,cctv,0,9,8.5,78,good,ceramic,"[""security_booth"", ""reception"", ""conference_room""]"
955,false,3,0,cctv,3,21,3.8,519,new,ceramic,"[""reception"", ""loading_dock""]"
956,true,0,0,cctv,0,1,2.9,34,good,polished_concrete,"[""conference_room""]"
957,false,0,0,basic,0,2,,22,needs_renovation,ceramic,"[""meeting_rooms"", ""security_booth"", ""cafeteria"", ""rooftop""]"
958,true,39,0,cctv,17,7,0.0,1,fair,wood,[]
959,true,0,0,cctv,0,4,0.0,1,fair,ceramic,"[""storage"", ""reception"", ""lounge""]"
960,true,0,,full,1,0,3.7,2,new,wood,"[""reception"", ""parking"", ""storage""]"
961,true,0,0,basic,6,8,9.3,67,needs_renovation,ceramic,"[""parking""]"
962,false,0,0,none,0,2,3.0,31,new,,"[""reception""]"
963,true,0,0,cctv,0,6,0.0,1,fair,polished_concrete,[]
964,true,1,0,cctv,5,2,4.3,5,good,concrete,"[""kitchen"", ""cafeteria"", ""storage""]"
965,false,15,0,basic,0,13,7.3,140,good,polished_concrete,[]
966,true,6,0,basic,3,1,3.2,8,good,concrete,"[""security_booth""]"
967,false,2,4,basic,4,2,4.4,12,new,concrete,[]
968,true,2,0,cctv,0,5,9.2,38,new,polished_concrete,[]
969,true,5,0,none,0,5,8.8,44,good,ceramic,"[""storage"", ""kitchen"", ""security_booth""]"
970,true,0,,cctv,0,1,2.4,14,new,wood,[]
971,true,10,0,full,0,1,3.7,6,fair,concrete,"[""gym""]"
972,true,0,5,none,2,2,0.0,2,good,polished_concrete,"[""cafeteria"", ""rooftop"", ""reception""]"
973,false,0,0,none,2,3,3.6,10,new,wood,[]
974,true,0,0,cctv,0,18,0.0,3,good,ceramic,"[""kitchen"", ""parking"", ""rooftop"", ""conference_room""]"
975,true,4,19,basic,0,0,4.8,2,fair,carpet,"[""meeting_rooms"", ""conference_room""]"
976,true,0,,full,11,6,3.5,22,new,polished_concrete,"[""reception"", ""gym""]"
977,true,0,,full,0,0,3.8,15,good,polished_concrete,"[""reception"", ""conference_room""]"
978,false,0,0,full,0,7,9.0,75,good,,"[""rooftop"", ""conference_room"", ""reception"", ""storage""]"
979,false,2,,basic,0,2,2.0,6,good,concrete,"[""kitchen"", ""conference_room""]"
980,true,5,0,cctv,0,2,3.5,1,good,concrete,"[""rooftop""]"
981,false,0,0,cctv,0,13,9.3,113,needs_renovation,polished_concrete,"[""lounge"", ""loading_dock"", ""storage"", ""security_booth""]"
982,false,1,,basic,0,2,3.3,31,needs_renovation,concrete,"[""loading_dock"", ""security_booth""]"
983,true,0,,basic,0,50,7.7,490,good,carpet,"[""lounge"", ""cafeteria""]"
984,false,0,0,full,0,2,4.4,0,needs_renovation,concrete,[]
985,true,0,0,basic,0,3,4.5,28,good,ceramic,"[""lounge"", ""conference_room"", ""meeting_rooms"", ""kitchen""]"
986,true,39,0,cctv,0,20,,209,fair,ceramic,"[""storage"", ""conference_room""]"
987,true,2,0,cctv,0,0,3.0,5,fair,ceramic,"[""kitchen""]"
988,true,10,,full,7,6,,49,needs_renovation,concrete,"[""cafeteria""]"
989,true,4,0,basic,2,2,,12,good,concrete,"[""lounge"", ""cafeteria"", ""storage"", ""reception""]"
990,false,0,,basic,5,8,,72,fair,polished_concrete,"[""gym"", ""meeting_rooms"", ""parking""]"
991,true,5,4,basic,1,4,9.1,17,good,ceramic,"[""loading_dock"", ""kitchen""]"
992,true,40,0,cctv,0,2,4.2,2,good,concrete,[]
993,false,15,0,cctv,0,11,7.1,100,good,,[]
994,true,0,,none,20,9,3.7,6,good,polished_concrete,"[""conference_room"", ""reception""]"
995,true,0,0,basic,10,4,2.7,3,fair,,[]
996,true,2,1,cctv,0,7,0.0,6,good,ceramic,"[""cafeteria"", ""conference_room"", ""storage""]"
997,true,3,0,cctv,0,1,4.5,4,good,concrete,[]
998,true,6,,cctv,3,23,6.9,217,good,polished_concrete,[]
999,true,8,0,basic,2,2,3.6,16,good,concrete,"[""security_booth"", ""storage""]"
1000,false,6,0,none,2,9,0.0,1,good,concrete,"[""parking""]"
1001,true,0,1,cctv,9,4,2.9,7,good,concrete,"[""conference_room"", ""rooftop"", ""parking"", ""lounge""]"
1002,true,8,0,basic,7,15,6.6,133,fair,concrete,[]
1003,true,0,0,none,26,9,3.9,2,new,carpet,"[""parking"", ""meeting_rooms""]"
1004,false,0,,basic,0,12,6.8,115,new,ceramic,"[""reception"", ""kitchen"", ""parking""]"
1005,true,0,0,basic,8,26,8.0,238,good,concrete,"[""reception"", ""meeting_rooms"", ""storage"", ""gym""]"
1006,false,1,,cctv,0,34,,323,fair,wood,"[""parking"", ""gym"", ""security_booth"", ""rooftop""]"
1007,false,8,0,basic,0,4,0.0,2,good,carpet,"[""parking"", ""security_booth"", ""meeting_rooms"", ""cafeteria""]"
1008,true,5,0,cctv,3,2,,7,fair,concrete,"[""rooftop""]"
1009,true,1,0,basic,0,10,0.0,1,good,concrete,"[""reception"", ""kitchen"", ""loading_dock"", ""parking""]"
1010,true,0,4,full,1,0,3.8,1,good,polished_concrete,"[""meeting_rooms"", ""storage"", ""cafeteria""]"
1011,true,13,0,cctv,3,2,2.8,13,fair,concrete,[]
1012,false,1,0,full,3,4,,9,new,polished_concrete,"[""kitchen""]"
1013,true,3,0,basic,0,0,,9,new,concrete,"[""kitchen"", ""lounge""]"
1014,true,39,0,basic,0,12,0.0,2,fair,carpet,[]
1015,false,5,,cctv,29,11,3.1,4,good,,[]
1016,true,0,2,basic,2,3,6.4,32,fair,wood,"[""gym""]"
1017,true,13,13,basic,0,2,,33,good,ceramic,[]
1018,true,2,,basic,0,1,3.2,11,good,concrete,"[""kitchen"", ""security_booth"", ""cafeteria""]"
1019,false,5,,basic,3,2,3.5,52,needs_renovation,ceramic,[]
1020,true,0,14,full,0,12,,117,fair,polished_concrete,"[""kitchen""]"
1021,false,0,0,cctv,3,23,0.0,2,fair,polished_concrete,"[""meeting_rooms"", ""cafeteria"", ""storage""]"
1022,false,9,19,cctv,0,1,10.3,12,good,ceramic,[]
1023,true,0,0,cctv,5,7,8.0,53,fair,ceramic,[]
1024,false,1,0,basic,2,15,,138,new,concrete,[]
1025,false,0,0,basic,0,2,2.5,63,new,carpet,"[""storage"", ""meeting_rooms"", ""cafeteria""]"
1026,true,3,5,none,0,9,7.7,58,good,polished_concrete,"[""meeting_rooms"", ""conference_room""]"
1027,true,13,0,cctv,4,1,3.1,4,fair,polished_concrete,[]
1028,true,0,2,basic,13,56,0.0,5,new,concrete,[]
1029,false,0,,full,0,0,3.5,5,fair,concrete,"[""cafeteria""]"
1030,false,3,,basic,1,1,3.7,5,good,ceramic,[]
1031,true,1,0,none,1,3,4.3,12,good,concrete,[]
1032,false,20,3,full,2,6,6.0,55,fair,concrete,"[""conference_room"", ""meeting_rooms"", ""lounge""]"
1033,false,28,0,cctv,1,4,2.6,56,good,polished_concrete,[]
1034,true,5,0,basic,2,18,10.1,181,fair,concrete,[]
1035,true,3,0,basic,2,0,3.0,6,fair,concrete,"[""meeting_rooms"", ""loading_dock"", ""rooftop""]"
1036,true,0,0,basic,1,1,2.1,2,fair,ceramic,"[""gym"", ""storage""]"
1037,true,0,0,cctv,0,3,8.4,39,new,concrete,"[""meeting_rooms"", ""parking"", ""cafeteria""]"
1038,true,0,0,none,11,11,6.7,67,good,concrete,[]
1039,true,0,,full,0,1,3.2,30,good,ceramic,[]
1040,false,0,,basic,2,1,3.0,7,good,,"[""storage"", ""kitchen"", ""rooftop""]"
1041,true,0,0,cctv,8,15,7.3,119,needs_renovation,concrete,"[""parking""]"
1042,false,32,0,basic,0,3,7.1,28,needs_renovation,concrete,[]
1043,true,3,0,basic,0,3,3.1,97,good,,"[""reception"", ""meeting_rooms"", ""cafeteria""]"
1044,true,2,0,basic,0,1,3.1,15,fair,polished_concrete,[]
1045,true,7,,basic,0,2,,15,new,ceramic,[]
1046,true,0,2,full,16,7,,4,good,concrete,"[""parking"", ""storage"", ""security_booth""]"
1047,true,0,0,basic,0,3,0.0,2,new,,"[""meeting_rooms"", ""parking"", ""cafeteria""]"
1048,true,0,0,cctv,1,8,,1,new,ceramic,"[""reception"", ""lounge"", ""rooftop""]"
1049,true,1,0,basic,1,1,3.2,3,good,ceramic,"[""reception"", ""meeting_rooms"", ""security_booth""]"
1050,false,25,0,none,7,5,2.8,3,new,ceramic,"[""meeting_rooms"", ""rooftop"", ""kitchen""]"
1051,true,13,0,none,0,3,7.7,33,new,carpet,"[""conference_room"", ""rooftop"", ""parking"", ""reception""]"
1052,true,3,0,full,0,8,7.6,76,good,concrete,[]
1053,false,1,,basic,0,3,7.5,35,good,carpet,"[""security_booth"", ""kitchen"", ""cafeteria"", ""storage""]"
1054,true,0,0,full,0,0,,12,good,,[]
1055,false,0,0,full,1,6,0.0,3,new,ceramic,"[""rooftop"", ""conference_room""]"
1056,true,15,,cctv,20,10,9.7,16,fair,wood,[]
1057,true,14,0,none,5,5,7.4,7,needs_renovation,concrete,[]
1058,false,0,0,basic,1,2,2.6,14,good,ceramic,[]
1059,false,0,0,basic,21,7,5.3,3,good,carpet,[]
1060,true,11,,full,5,1,4.2,1,new,concrete,"[""storage"", ""reception"", ""rooftop""]"
1061,true,0,0,none,1,0,4.4,3,good,,"[""parking"", ""gym"", ""reception"", ""kitchen""]"
1062,true,0,,basic,2,4,6.8,28,good,polished_concrete,"[""kitchen""]"
1063,true,1,0,cctv,0,20,9.5,189,fair,polished_concrete,"[""reception"", ""storage"", ""rooftop"", ""kitchen""]"
1064,false,0,,cctv,12,6,4.3,2,new,ceramic,[]
1065,true,1,0,basic,0,32,8.2,330,fair,concrete,"[""loading_dock"", ""gym"", ""security_booth"", ""reception""]"
1066,true,0,0,basic,2,3,3.2,10,fair,,"[""parking"", ""gym"", ""conference_room"", ""rooftop""]"
1067,true,0,0,none,0,2,3.3,15,good,carpet,"[""storage"", ""rooftop"", ""gym""]"
1068,true,0,0,basic,3,4,4.1,11,fair,ceramic,"[""conference_room""]"
1069,true,1,,basic,7,20,0.0,2,good,concrete,"[""conference_room"", ""security_booth"", ""cafeteria""]"
1070,false,0,0,cctv,0,1,3.8,13,fair,wood,[]
1071,true,11,0,full,3,2,0.0,1,fair,ceramic,"[""storage""]"
1072,false,9,,basic,5,10,4.9,145,good,concrete,[]
1073,true,13,0,cctv,1,3,0.0,2,good,polished_concrete,"[""cafeteria"", ""parking"", ""storage"", ""conference_room""]"
1074,true,14,,basic,0,0,3.3,3,fair,concrete,"[""cafeteria"", ""storage""]"
1075,false,5,0,cctv,23,16,8.9,83,new,concrete,[]
1076,true,0,0,basic,0,2,3.0,40,fair,wood,"[""reception"", ""conference_room"", ""gym""]"
1077,true,12,0,cctv,1,4,0.0,4,good,ceramic,[]
1078,true,0,0,cctv,0,26,7.9,265,fair,polished_concrete,"[""reception""]"
1079,true,0,5,basic,3,2,8.1,15,fair,polished_concrete,"[""security_booth"", ""conference_room"", ""parking"", ""reception""]"
1080,true,0,0,cctv,0,1,2.5,11,fair,ceramic,"[""gym"", ""kitchen"", ""storage""]"
1081,true,0,,basic,4,16,0.0,0,good,polished_concrete,"[""rooftop"", ""gym"", ""meeting_rooms""]"
1082,true,5,0,none,2,11,,230,new,,"[""loading_dock"", ""storage"", ""reception"", ""cafeteria""]"
1083,false,0,9,basic,0,11,5.5,101,needs_renovation,ceramic,"[""conference_room"", ""gym"", ""cafeteria""]"
1084,true,39,9,cctv,9,21,,1,new,concrete,"[""cafeteria"", ""lounge"", ""rooftop""]"
1085,true,1,0,none,13,12,9.8,81,fair,ceramic,"[""reception"", ""conference_room""]"
1086,false,1,0,cctv,0,5,3.2,51,good,ceramic,"[""storage"", ""reception""]"
1087,false,18,0,basic,4,3,10.1,25,good,concrete,[]
1088,false,13,0,none,0,4,8.6,43,new,concrete,[]
1089,true,0,,basic,2,2,3.7,20,new,concrete,[]
1090,true,11,0,cctv,14,8,2.8,78,needs_renovation,concrete,"[""meeting_rooms"", ""parking"", ""kitchen"", ""lounge""]"
1091,true,0,0,full,3,2,4.0,8,fair,wood,"[""reception"", ""security_booth"", ""parking"", ""meeting_rooms""]"
1092,false,8,0,basic,4,2,,16,new,,[]
1093,true,7,,basic,0,28,0.0,1,good,ceramic,"[""rooftop""]"
1094,true,0,0,basic,0,1,4.6,10,good,ceramic,"[""rooftop"", ""lounge"", ""conference_room""]"
1095,true,34,0,none,10,3,4.2,6,needs_renovation,concrete,"[""conference_room"", ""loading_dock""]"
1096,false,1,0,basic,0,2,,25,fair,wood,"[""cafeteria"", ""conference_room"", ""reception""]"
1097,false,0,0,basic,0,1,2.4,7,fair,ceramic,"[""loading_dock"", ""rooftop"", ""security_booth""]"
1098,true,7,0,basic,1,14,7.4,102,good,concrete,"[""conference_room"", ""kitchen"", ""security_booth""]"
1099,false,5,9,basic,0,1,4.1,2,fair,ceramic,"[""reception"", ""rooftop"", ""lounge""]"
1100,true,39,0,basic,0,3,3.6,19,fair,ceramic,[]
1101,false,0,0,full,0,63,7.3,635,good,concrete,[]
1102,true,3,0,none,10,83,0.0,0,good,concrete,[]
1103,true,1,,basic,5,2,2.3,7,needs_renovation,,"[""lounge""]"
1104,true,15,3,cctv,17,20,7.4,139,good,concrete,"[""loading_dock"", ""rooftop""]"
1105,true,0,0,none,3,1,4.2,15,good,concrete,"[""kitchen"", ""lounge""]"
1106,false,0,1,cctv,6,17,7.4,128,good,,[]
1107,true,0,0,basic,5,5,8.8,30,needs_renovation,wood,"[""gym"", ""reception"", ""security_booth""]"
1108,true,0,0,none,8,6,9.3,39,good,concrete,"[""cafeteria"", ""parking""]"
1109,true,10,17,cctv,0,2,3.1,2,fair,concrete,[]
1110,true,5,0,full,0,3,7.8,28,new,concrete,"[""loading_dock"", ""meeting_rooms"", ""reception"", ""gym""]"
1111,false,3,0,cctv,1,125,0.0,4,fair,,[]
1112,true,1,0,basic,0,1,,11,good,concrete,[]
1113,false,8,0,cctv,12,8,9.3,23,good,,"[""kitchen"", ""reception"", ""storage"", ""cafeteria""]"
1114,false,0,0,cctv,0,2,4.7,9,fair,concrete,"[""rooftop"", ""reception"", ""parking"", ""gym""]"
1115,false,3,0,full,0,99,,2,good,concrete,"[""gym"", ""rooftop""]"
1116,true,0,0,full,0,10,,103,fair,wood,"[""reception"", ""parking""]"
1117,false,3,0,none,3,1,3.9,5,needs_renovation,ceramic,"[""loading_dock"", ""conference_room"", ""parking""]"
1118,false,11,0,basic,0,0,3.3,2,good,concrete,"[""security_booth"", ""conference_room"", ""parking"", ""reception""]"
1119,true,39,0,basic,5,2,3.4,8,new,concrete,"[""meeting_rooms"", ""cafeteria"", ""conference_room"", ""security_booth""]"
1120,true,14,10,cctv,4,2,,19,good,carpet,"[""loading_dock"", ""gym""]"
1121,false,0,,none,0,42,6.5,411,good,ceramic,"[""reception"", ""lounge"", ""loading_dock""]"
1122,true,0,0,basic,2,2,2.6,10,fair,ceramic,[]
1123,false,1,15,basic,0,2,2.2,12,fair,concrete,"[""storage"", ""gym"", ""lounge""]"
1124,true,15,15,cctv,25,11,2.9,20,good,ceramic,"[""conference_room"", ""loading_dock"", ""meeting_rooms""]"
1125,true,14,0,basic,4,8,7.3,51,fair,concrete,[]
1126,false,32,9,cctv,0,3,,4,fair,ceramic,"[""security_booth"", ""kitchen"", ""gym"", ""loading_dock""]"
