inquiry_id,lead_id,spot_id,inquiry_at,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,broker_response,broker_response_hours
4442,986,1245,2026-02-09T18:44:00.000000,whatsapp,286,395.5,,5444508.41,,false,accepted,13.7
4443,986,2298,2025-08-30T16:43:00.000000,app,90,398.3,,5873602.65,275,false,accepted,38.7
4444,986,2337,2025-09-15T12:13:00.000000,web,232,1592.7,,5354663.84,,false,scheduled_visit,6.8
4445,987,1737,2025-10-01T15:00:46.000000,web,181,100.0,,11198292.27,81,false,rejected,22.7
4446,987,1839,2025-09-23T09:42:47.000000,email,158,264.5,,12999984.79,56,false,accepted,4.4
4447,987,545,2025-09-23T13:03:11.000000,web,191,263.3,,12999984.79,168,true,accepted,2.3
4448,987,990,2026-05-28T15:33:00.000000,whatsapp,416,1040.6,,11041026.94,202,false,no_response,
4449,987,2511,2025-10-05T14:25:24.000000,web,159,4295.2,,9876766.55,17,false,rejected,4.6
4450,987,2396,2025-10-29T09:17:00.000000,whatsapp,132,263.0,,9129039.19,,false,scheduled_visit,2.1
4451,988,2013,2025-08-31T10:14:00.000000,email,154,128.4,32164.29,,16,true,no_response,18.2
4452,988,583,2025-08-15T09:00:43.000000,whatsapp,286,132.0,30719.59,,53,false,no_response,3.6
4453,988,919,2025-12-24T18:57:00.000000,app,372,794.3,36302.72,,197,false,accepted,10.5
4454,988,133,2025-08-05T07:57:43.000000,web,114,174.0,43010.35,,5,true,rejected,
4455,988,565,2025-08-13T18:40:54.000000,whatsapp,179,10116.7,39082.29,,327,false,accepted,
4456,988,561,2026-05-29T16:03:00.000000,whatsapp,155,153.8,42264.88,,41,false,accepted,
4457,988,1168,2026-02-25T15:26:00.000000,email,287,100.0,32665.79,,,false,accepted,0.5
4458,989,2439,2026-05-04T13:02:00.000000,whatsapp,308,306.5,,9910865.49,346,true,accepted,2.3
4459,990,1855,2025-05-22T13:00:40.000000,phone,109,537.1,689830.97,,,false,rejected,19.6
4460,990,673,2025-05-21T11:33:59.000000,whatsapp,235,457.5,713179.75,,,false,accepted,4.8
4461,990,98,2025-11-01T19:07:00.000000,web,79,448.0,700360.46,,,false,accepted,1.1
4462,990,836,2025-05-25T17:15:32.000000,phone,216,500.6,713179.75,,51,true,accepted,1.2
4463,990,2365,2025-05-18T17:15:36.000000,email,138,498.2,671045.79,,,false,rejected,
4464,990,1634,2026-02-18T13:53:00.000000,whatsapp,420,541.6,629565.28,,12,false,accepted,30.0
4465,991,301,2026-01-13T08:58:55.000000,whatsapp,135,270.4,40849.35,,203,false,rejected,19.9
4466,991,2202,2026-01-13T16:17:41.000000,app,211,100.0,32276.47,,13,true,accepted,0.5
4467,991,720,2026-01-12T13:15:33.000000,whatsapp,143,159.0,31207.29,,30,false,accepted,23.1
4468,991,884,2026-01-15T10:21:11.000000,whatsapp,476,3325.4,36318.91,,162,false,no_response,0.8
4469,991,1612,2026-01-16T13:02:14.000000,whatsapp,119,271.8,40231.15,,,false,accepted,
4470,991,100,2026-01-17T08:45:18.000000,whatsapp,93,210.3,32309.61,,282,false,rejected,1.3
4471,991,1627,2026-01-12T07:07:08.000000,whatsapp,198,379.4,31714.47,,31,true,accepted,
4472,992,2765,2026-04-13T12:45:23.000000,app,216,721.7,20160.01,3318451.31,,false,accepted,8.4
4473,993,295,2025-11-01T11:23:25.000000,app,131,1062.9,179016.34,,309,false,scheduled_visit,8.0
4474,993,183,2025-10-26T08:29:28.000000,app,461,1532.2,189731.75,,225,false,rejected,5.6
4475,993,1141,2025-11-05T10:30:12.000000,app,450,1119.2,189042.02,,66,false,accepted,17.0
4476,993,1295,2025-10-25T17:25:27.000000,whatsapp,163,1337.1,174366.93,,,false,rejected,4.5
4477,994,2532,2025-06-11T19:09:46.000000,app,168,686.0,448233.26,70400153.81,128,false,accepted,13.7
4478,994,267,2026-04-07T16:35:00.000000,whatsapp,350,108.5,448233.26,73049380.36,7,true,scheduled_visit,24.8
4479,994,821,2025-12-02T09:57:00.000000,whatsapp,181,3254.1,448233.26,56802582.75,58,true,accepted,23.2
4480,994,1651,2025-09-12T13:30:00.000000,web,196,122.0,433312.06,66855206.65,,false,rejected,
4481,994,2354,2025-06-07T07:47:27.000000,app,263,567.0,382340.11,53017326.04,,false,scheduled_visit,14.2
4482,994,2869,2026-03-21T20:31:00.000000,app,165,515.5,339091.16,54058798.51,38,false,accepted,
4483,994,2485,2025-07-05T18:01:00.000000,whatsapp,236,1397.7,448233.26,56134359.6,,false,accepted,6.3
4484,995,406,2026-03-20T10:21:00.000000,web,143,384.1,114632.05,,,false,no_response,2.6
4485,995,2528,2025-12-24T16:36:00.000000,web,83,431.0,131708.96,,18,false,scheduled_visit,5.9
4486,995,828,2025-11-08T19:44:24.000000,web,413,350.1,120968.88,,87,true,accepted,65.9
4487,995,939,2025-11-14T09:31:48.000000,web,239,453.9,100609.51,,,true,rejected,21.2
4488,995,243,2025-11-12T15:55:22.000000,web,189,339.4,125843.8,,2,false,accepted,3.8
4489,995,1790,2025-11-10T19:31:23.000000,web,256,167.5,93273.36,,35,false,accepted,1.6
4490,996,1327,2025-09-02T18:32:08.000000,email,286,319.0,,27851384.73,87,false,accepted,
4491,996,427,2026-01-27T12:10:00.000000,web,274,676.7,,36161120.93,61,false,accepted,3.9
4492,996,498,2025-10-03T16:59:00.000000,app,121,359.0,,34515000.52,,false,accepted,30.3
4493,996,2856,2025-09-16T10:37:00.000000,whatsapp,235,708.9,,30646650.43,317,false,rejected,0.5
4494,996,1293,2026-01-23T17:38:00.000000,whatsapp,57,819.2,,31040994.57,115,false,accepted,
4495,996,1059,2026-03-13T11:09:00.000000,whatsapp,219,254.5,,36459640.65,10,false,scheduled_visit,
4496,996,2837,2026-06-14T11:55:00.000000,email,116,717.8,,38712714.54,280,false,accepted,5.4
4497,997,563,2026-04-12T18:12:00.000000,web,244,4720.6,22441.8,2965388.78,134,true,accepted,12.0
4498,997,665,2026-01-12T10:04:00.000000,whatsapp,185,366.8,22441.8,3516756.44,83,false,accepted,
4499,997,837,2026-05-13T15:39:00.000000,app,257,3023.2,19475.3,3809365.12,82,false,accepted,4.3
4500,998,1724,2026-05-19T15:57:23.000000,app,89,303.3,,15028044.69,77,true,accepted,11.4
4501,998,2543,2026-05-18T12:00:25.000000,web,265,335.6,,13564510.06,,false,rejected,6.5
4502,998,192,2026-05-20T16:57:03.000000,app,179,290.0,,15737653.26,,false,scheduled_visit,
4503,998,1371,2026-05-14T16:00:51.000000,web,611,215.0,,16926597.36,250,false,rejected,9.0
4504,999,2181,2026-06-13T10:35:00.000000,whatsapp,161,143.8,44890.71,10448270.41,63,false,accepted,
4505,999,428,2025-09-28T10:21:00.000000,web,366,155.3,45072.71,10195656.55,,false,accepted,6.5
4506,999,2892,2026-04-29T20:21:00.000000,web,310,100.0,40266.29,10618323.6,31,false,accepted,2.3
4507,999,2917,2025-06-02T17:11:00.000000,whatsapp,262,188.5,42781.38,9677753.27,16,false,no_response,15.6
4508,999,1451,2025-03-21T09:13:28.000000,whatsapp,106,118.5,41822.47,9186859.18,339,false,accepted,30.3
4509,999,23,2025-07-05T19:49:00.000000,whatsapp,150,158.5,42241.22,10618323.6,356,true,no_response,14.9
4510,999,1627,2025-11-29T20:46:00.000000,web,305,149.6,55259.87,10618323.6,106,false,rejected,0.8
4511,1000,1179,2025-10-12T12:53:00.000000,web,150,441.5,150326.01,,,true,accepted,50.5
4512,1000,2370,2025-08-07T17:18:48.000000,whatsapp,164,342.0,169204.43,,,false,scheduled_visit,19.1
4513,1000,1885,2026-04-13T18:46:00.000000,web,118,492.9,181423.21,,16,false,accepted,
4514,1000,1731,2026-04-13T12:11:00.000000,app,96,443.3,166584.75,,,false,accepted,1.8
4515,1000,2766,2026-01-09T07:11:00.000000,app,179,1423.3,140914.94,,321,false,accepted,
4516,1000,1653,2025-11-04T16:19:00.000000,web,126,438.1,171747.93,,290,false,no_response,8.0
4517,1000,1364,2025-08-04T12:27:02.000000,web,62,438.8,163323.1,,259,true,scheduled_visit,
4518,1001,1848,2026-01-29T15:27:00.000000,app,168,149.5,182958.51,,,false,accepted,55.3
4519,1001,2755,2025-10-17T12:54:21.000000,web,116,100.0,195912.54,,28,false,scheduled_visit,2.2
4520,1001,564,2025-10-23T13:40:03.000000,whatsapp,150,100.0,232742.76,,,false,no_response,41.5
4521,1001,320,2025-11-07T17:49:00.000000,app,251,271.5,232742.76,,,false,accepted,32.5
4522,1001,1725,2025-10-26T14:12:01.000000,phone,344,100.0,232742.76,,41,false,no_response,1.5
4523,1001,1981,2026-01-16T18:50:00.000000,whatsapp,161,333.5,195627.63,,114,false,accepted,1.5
4524,1001,2455,2025-10-25T14:11:24.000000,phone,115,150.0,175138.05,,46,false,accepted,
4525,1002,27,2026-01-25T14:16:18.000000,whatsapp,165,2369.3,,11281854.6,86,true,no_response,2.0
4526,1002,2894,2026-01-19T07:15:32.000000,app,271,155.3,,9861867.98,,true,rejected,0.5
4527,1002,2166,2026-01-22T07:42:36.000000,app,888,150.6,,11333588.78,19,false,accepted,13.0
4528,1002,361,2026-04-08T14:40:00.000000,whatsapp,291,169.5,,9663412.65,,false,no_response,
4529,1002,1095,2026-01-24T08:26:43.000000,whatsapp,279,150.2,,10404228.66,,false,accepted,5.0
4530,1002,2629,2026-03-17T16:46:00.000000,whatsapp,142,150.7,,11333588.78,,false,accepted,3.8
4531,1002,1140,2026-04-10T16:12:00.000000,email,220,147.9,,10820720.58,7,true,rejected,
4532,1003,117,2025-08-09T13:00:00.000000,whatsapp,79,341.0,,38102527.7,,false,accepted,24.1
4533,1003,2970,2025-09-06T08:03:00.000000,web,383,1670.8,,37223442.6,150,false,accepted,7.1
4534,1003,1580,2025-06-03T08:01:31.000000,web,104,100.0,,36125285.0,37,true,no_response,
4535,1003,1980,2025-05-29T14:27:21.000000,whatsapp,169,1495.2,,41674361.22,72,false,scheduled_visit,5.7
4536,1003,2508,2025-06-06T19:18:18.000000,web,406,2801.1,,35646215.74,20,true,scheduled_visit,5.5
4537,1003,1152,2026-03-02T13:00:00.000000,whatsapp,248,2408.9,,31733150.3,,true,accepted,22.7
4538,1004,167,2026-06-08T13:33:00.000000,whatsapp,152,573.3,,8383581.32,19,true,accepted,29.2
4539,1004,1295,2026-03-30T08:09:36.000000,app,186,696.4,,9073019.95,,false,accepted,10.3
4540,1004,2858,2026-03-29T07:14:08.000000,whatsapp,156,2706.1,,6988120.92,101,true,accepted,20.0
4541,1004,675,2026-03-30T15:31:34.000000,web,288,1943.0,,8613842.77,89,false,no_response,8.7
4542,1005,1226,2025-07-29T15:43:41.000000,email,221,1396.2,,11542673.82,274,false,accepted,
4543,1005,2107,2025-07-30T18:20:48.000000,whatsapp,312,603.6,,10344064.3,51,false,scheduled_visit,
4544,1005,2698,2025-07-25T18:15:05.000000,email,106,202.5,,11893186.57,,false,no_response,1.5
4545,1005,2622,2025-10-02T14:14:00.000000,whatsapp,103,1167.1,,11893186.57,,false,accepted,17.4
4546,1005,2316,2025-07-27T08:07:13.000000,web,239,672.2,,11893186.57,,true,accepted,
4547,1005,2885,2025-07-24T08:10:31.000000,email,320,508.3,,9769158.04,277,true,scheduled_visit,27.4
4548,1005,2698,2025-07-23T20:18:22.000000,whatsapp,216,202.5,,10632438.07,179,false,scheduled_visit,
4549,1006,1084,2026-06-30T15:22:52.000000,app,649,2501.3,21927.61,,90,false,accepted,
4550,1006,147,2026-06-30T20:51:07.000000,web,83,449.6,18166.93,,23,false,accepted,
4551,1006,629,2026-07-03T07:08:19.000000,app,472,6454.7,23698.44,,36,false,accepted,17.2
4552,1007,1950,2026-02-13T14:23:45.000000,email,188,309.0,138395.08,,,false,no_response,3.8
4553,1007,23,2026-02-18T15:59:06.000000,web,198,697.0,152939.21,,,false,rejected,1.3
4554,1007,1628,2026-02-18T10:28:26.000000,email,194,583.6,174602.14,,85,false,no_response,3.0
4555,1007,1660,2026-02-15T14:02:54.000000,app,152,369.5,180024.56,,68,false,scheduled_visit,4.8
4556,1007,533,2026-02-23T14:26:08.000000,web,136,562.5,180024.56,,,false,no_response,0.5
4557,1007,582,2026-02-21T11:29:01.000000,web,620,623.6,133278.13,,34,true,accepted,
4558,1008,1418,2025-05-24T10:13:06.000000,phone,336,4689.9,218204.41,29418364.96,19,false,scheduled_visit,5.1
4559,1008,1474,2025-05-20T19:18:55.000000,whatsapp,146,18856.2,161755.02,27876843.77,290,false,no_response,12.9
4560,1008,43,2025-06-09T08:55:00.000000,web,281,2508.2,212915.88,29432508.07,159,false,no_response,3.0
4561,1008,33,2025-05-28T07:51:03.000000,email,185,1166.1,218204.41,29446011.53,,false,scheduled_visit,4.4
4562,1008,2216,2025-05-29T09:47:08.000000,app,92,153.0,196766.71,31462825.09,111,false,accepted,5.4
4563,1008,451,2025-05-31T20:45:46.000000,app,202,1327.2,215210.02,33869348.79,278,false,accepted,40.7
4564,1008,351,2025-05-22T07:11:45.000000,web,189,1406.2,190095.43,33739668.85,24,false,no_response,
4565,1009,2527,2026-01-12T08:21:20.000000,whatsapp,94,190.0,,12098683.56,252,false,scheduled_visit,1.1
4566,1009,810,2026-01-09T12:12:45.000000,whatsapp,286,150.0,,8500229.46,,false,rejected,4.7
4567,1009,1461,2026-01-10T09:14:28.000000,app,161,231.1,,8877954.77,157,false,scheduled_visit,
4568,1009,566,2026-01-26T07:17:00.000000,web,101,185.1,,9689106.97,16,true,accepted,1.2
4569,1010,2116,2025-06-30T16:03:00.000000,app,120,230.9,,9662238.33,329,false,rejected,0.8
4570,1010,2766,2026-01-09T18:42:00.000000,web,198,1423.3,,10133963.34,222,false,scheduled_visit,4.2
4571,1010,1329,2025-07-18T19:21:00.000000,app,174,562.9,,7674692.65,,false,no_response,11.3
4572,1010,353,2025-04-07T20:00:00.000000,email,109,327.4,,9997069.84,26,true,scheduled_visit,11.4
4573,1010,303,2025-04-12T09:12:00.000000,web,116,426.0,,7547096.98,334,false,rejected,9.6
4574,1010,1442,2025-11-06T13:39:00.000000,app,157,194.5,,9693996.34,8,false,scheduled_visit,
4575,1010,2338,2025-12-31T18:02:00.000000,email,237,292.8,,10493399.63,82,false,accepted,4.3
4576,1011,698,2025-03-26T12:28:15.000000,app,493,623.8,,33178565.55,57,false,no_response,5.9
4577,1012,2418,2025-08-28T14:36:00.000000,web,124,598.0,325454.79,64427042.82,41,true,no_response,0.9
4578,1012,218,2025-04-25T16:07:00.000000,app,354,866.6,324080.81,62959956.88,61,false,rejected,25.4
4579,1012,857,2025-03-05T17:36:00.000000,web,430,156.5,376839.84,59452220.15,9,false,scheduled_visit,13.2
4580,1013,906,2025-06-03T20:24:00.000000,web,127,138.7,34775.21,8825258.86,77,false,accepted,
4581,1013,2036,2026-06-21T18:41:00.000000,whatsapp,359,129.4,38526.83,8529386.87,5,false,scheduled_visit,1.5
4582,1013,574,2025-03-20T20:15:00.000000,phone,132,126.5,45029.39,7213865.87,75,true,scheduled_visit,5.1
4583,1014,424,2026-06-18T15:19:00.000000,whatsapp,239,473.3,55395.56,,292,false,accepted,10.4
4584,1015,2307,2026-04-16T14:36:44.000000,web,176,439.5,394171.79,22775321.62,,true,no_response,8.3
4585,1016,2660,2026-01-04T11:00:53.000000,whatsapp,165,3615.5,103334.97,,280,false,rejected,8.0
4586,1016,708,2026-06-24T17:39:00.000000,app,300,732.9,133684.55,,,false,rejected,5.3
4587,1016,847,2026-01-10T12:45:53.000000,web,110,1364.5,119618.27,,,false,accepted,18.4
4588,1016,1141,2026-01-10T19:49:46.000000,app,119,792.7,124626.05,,313,false,accepted,
4589,1016,1776,2026-01-13T20:57:54.000000,whatsapp,410,791.7,120228.46,,245,false,accepted,35.7
4590,1016,94,2026-06-09T13:15:00.000000,whatsapp,392,820.1,99931.76,,231,true,no_response,15.9
4591,1017,2956,2025-08-05T13:47:59.000000,whatsapp,123,438.2,79828.48,,,false,no_response,
4592,1017,433,2025-08-14T20:47:34.000000,whatsapp,123,10005.4,93514.26,,233,false,no_response,4.4
4593,1018,160,2025-10-03T20:15:31.000000,app,162,105.0,113628.7,22296465.05,72,false,rejected,
4594,1018,995,2026-05-06T19:17:00.000000,app,301,173.0,127388.69,20474491.05,,false,scheduled_visit,2.1
4595,1018,983,2025-09-30T16:04:40.000000,web,95,7315.1,121463.7,22296465.05,102,false,rejected,4.9
4596,1018,1744,2026-03-29T08:15:00.000000,web,214,102.0,119293.76,22296465.05,,true,accepted,1.3
4597,1018,166,2026-03-15T12:59:00.000000,app,145,366.4,126506.48,20964382.07,85,true,scheduled_visit,11.6
4598,1018,477,2025-10-27T15:52:00.000000,app,295,272.5,96446.68,21337138.65,301,false,scheduled_visit,19.0
4599,1019,2452,2025-09-09T15:10:00.000000,app,157,331.0,148864.98,,248,true,accepted,10.4
4600,1019,2119,2025-04-20T19:09:45.000000,whatsapp,79,178.5,161558.53,,,true,no_response,10.2
4601,1019,542,2025-09-03T16:47:00.000000,email,184,293.0,161558.53,,79,true,accepted,16.7
4602,1020,1693,2025-08-31T08:28:24.000000,app,606,2584.2,12409.57,,70,false,scheduled_visit,18.8
4603,1020,996,2026-04-01T17:07:00.000000,web,244,986.7,11262.74,,7,true,scheduled_visit,17.7
4604,1020,2322,2026-05-08T08:42:00.000000,web,115,16869.4,11465.6,,281,true,accepted,10.3
4605,1020,1302,2025-09-06T11:49:38.000000,app,190,535.9,10935.83,,98,false,scheduled_visit,6.7
4606,1020,1185,2026-06-16T14:17:00.000000,email,316,311.7,11796.9,,77,true,rejected,1.3
4607,1020,2478,2026-06-27T18:39:00.000000,web,102,540.6,10635.14,,46,false,scheduled_visit,12.4
4608,1021,1486,2025-12-09T07:52:11.000000,web,147,757.0,,17639193.1,153,false,accepted,28.2
4609,1021,382,2026-05-10T10:52:00.000000,email,634,768.9,,17639193.1,76,false,accepted,1.0
4610,1021,2918,2025-12-11T20:13:24.000000,whatsapp,151,1134.3,,16740147.9,,true,accepted,11.8
4611,1021,2217,2025-12-21T14:28:00.000000,app,84,669.5,,16985573.83,,true,accepted,5.3
4612,1021,2880,2026-05-18T15:06:00.000000,phone,98,597.7,,16883015.97,83,false,accepted,3.1
4613,1021,1348,2025-12-01T09:49:23.000000,app,330,977.0,,13624499.84,134,false,accepted,33.1
4614,1022,1660,2026-03-17T20:52:19.000000,whatsapp,305,369.5,304687.5,53398047.32,,false,no_response,7.9
4615,1022,164,2026-03-05T19:26:18.000000,web,88,1242.7,310199.81,58739514.54,85,true,scheduled_visit,15.5
4616,1022,126,2026-03-13T15:29:10.000000,app,236,100.0,345656.1,44649384.72,58,true,no_response,41.3
4617,1022,2808,2026-03-10T13:04:36.000000,whatsapp,76,2135.2,355317.84,50466436.26,265,false,accepted,
4618,1023,791,2026-06-20T11:50:07.000000,app,373,435.9,17375.88,,,false,accepted,
4619,1023,848,2026-06-19T09:07:56.000000,whatsapp,275,639.7,17833.3,,,true,rejected,9.4
4620,1023,1467,2026-06-24T20:11:27.000000,web,100,17588.8,16168.92,,17,false,no_response,11.6
4621,1023,2068,2026-06-16T07:00:38.000000,email,184,1321.6,16548.38,,52,true,rejected,11.5
4622,1023,1464,2026-06-17T07:14:29.000000,whatsapp,166,453.8,17075.53,,78,false,accepted,11.8
4623,1024,2160,2025-08-16T11:22:27.000000,whatsapp,128,176.5,,15103922.6,22,false,rejected,16.2
4624,1024,1455,2025-08-17T20:19:40.000000,whatsapp,565,232.2,,16284672.4,26,false,accepted,22.9
4625,1024,1731,2026-04-13T18:28:00.000000,whatsapp,410,245.2,,15852706.97,30,false,accepted,
4626,1024,1212,2025-12-24T20:48:00.000000,whatsapp,173,244.0,,16432744.16,,false,accepted,41.7
4627,1024,107,2025-08-23T10:39:18.000000,whatsapp,88,259.7,,15838372.52,61,true,accepted,8.6
4628,1024,299,2025-08-27T15:21:20.000000,web,231,100.0,,13354247.74,,false,rejected,4.0
4629,1024,1168,2026-02-25T15:54:00.000000,web,320,100.0,,13240576.73,27,false,scheduled_visit,
4630,1025,334,2026-04-11T19:07:00.000000,app,246,2820.5,,2093336.82,35,false,no_response,
4631,1025,1828,2025-11-28T17:12:10.000000,phone,454,796.9,,2804138.51,,false,accepted,7.7
4632,1025,728,2026-03-23T19:18:00.000000,web,335,901.8,,2261367.34,320,false,no_response,1.8
4633,1025,2206,2026-04-06T13:58:00.000000,email,94,3642.9,,2784909.61,,false,no_response,66.5
4634,1025,305,2026-01-19T15:28:00.000000,email,277,2958.6,,2602341.16,,true,no_response,18.6
4635,1025,2508,2025-11-28T12:26:54.000000,whatsapp,122,2801.1,,2244995.67,,false,accepted,70.7
4636,1026,1202,2025-03-05T15:51:01.000000,email,399,380.5,33288.61,,,false,accepted,7.7
4637,1026,697,2025-03-10T08:08:11.000000,app,355,1542.9,31694.09,,12,false,accepted,16.3
4638,1026,1220,2025-02-26T10:34:33.000000,email,345,258.0,33288.61,,93,false,accepted,12.8
4639,1026,1911,2026-05-25T11:45:00.000000,email,239,770.0,27368.73,,119,false,accepted,1.6
4640,1026,399,2025-12-27T08:40:00.000000,email,175,7221.4,33040.89,,,true,accepted,11.8
4641,1027,320,2025-12-01T12:01:07.000000,web,77,271.5,,21663121.85,64,false,no_response,26.9
4642,1028,2912,2025-03-08T16:41:30.000000,app,413,683.9,,1474795.51,3,false,accepted,10.0
4643,1029,2219,2026-05-03T14:18:06.000000,web,340,138.5,,38635780.69,308,false,accepted,
4644,1029,2289,2026-05-05T20:09:22.000000,app,97,518.5,,50461004.04,22,true,no_response,8.5
4645,1029,2715,2026-05-12T16:01:58.000000,app,243,931.8,,42216543.36,222,false,rejected,3.2
4646,1029,2403,2026-05-07T10:48:39.000000,whatsapp,216,221.5,,41133901.48,186,false,accepted,
4647,1029,1010,2026-05-05T18:51:11.000000,web,158,100.0,,45363792.88,358,true,accepted,
4648,1030,2565,2025-04-19T12:17:00.000000,whatsapp,151,187.5,,30721762.93,5,false,accepted,4.5
4649,1030,1648,2026-03-20T17:00:00.000000,whatsapp,229,205.5,,42520661.86,30,false,scheduled_visit,9.9
4650,1030,1332,2025-03-19T18:58:00.000000,app,79,527.7,,42520661.86,149,false,scheduled_visit,6.4
4651,1030,1530,2025-03-22T12:18:46.000000,app,252,610.0,,33593053.27,337,false,accepted,
4652,1030,1950,2025-06-30T19:03:00.000000,web,80,226.3,,42520661.86,35,false,scheduled_visit,9.1
4653,1031,934,2026-05-22T15:54:00.000000,app,327,1351.8,23202.35,3192613.69,58,false,accepted,2.9
4654,1031,1469,2025-04-20T11:16:36.000000,app,442,507.6,17589.56,2887689.94,285,false,accepted,2.9
4655,1031,986,2026-06-16T17:55:00.000000,whatsapp,132,3146.4,20828.73,3356674.46,362,true,accepted,27.9
4656,1031,1965,2025-07-10T08:37:00.000000,whatsapp,239,522.3,24413.03,3400595.27,46,true,accepted,15.1
4657,1031,934,2026-05-22T17:18:00.000000,web,523,1351.8,21890.9,3109302.02,,false,accepted,1.4
4658,1031,468,2025-12-01T15:44:00.000000,email,76,2450.6,23193.78,3578471.92,113,false,rejected,29.6
4659,1032,669,2025-12-19T09:51:00.000000,app,275,142.0,24686.75,5574623.6,363,false,rejected,0.6
4660,1032,1800,2025-05-16T15:35:07.000000,whatsapp,128,110.1,18852.83,5603224.59,39,true,accepted,14.6
4661,1032,1312,2025-11-17T09:46:00.000000,whatsapp,967,6006.8,20461.82,4361950.33,15,true,scheduled_visit,
4662,1033,94,2026-06-09T15:30:00.000000,app,110,7916.4,69230.98,,,false,rejected,5.9
4663,1033,100,2025-11-06T19:32:08.000000,app,193,1931.5,61042.33,,85,false,scheduled_visit,16.2
4664,1033,89,2026-04-09T18:44:00.000000,app,170,6640.5,60739.69,,43,false,accepted,3.2
4665,1034,1574,2026-01-25T12:38:47.000000,web,141,203.5,,21909031.84,32,true,accepted,15.4
4666,1034,2959,2026-01-29T08:15:09.000000,whatsapp,240,319.5,,21693848.71,22,true,accepted,20.8
4667,1034,1049,2026-02-01T07:05:35.000000,app,160,207.0,,24387348.22,39,false,rejected,
4668,1034,1450,2026-01-28T10:59:15.000000,app,200,288.2,,24505020.78,27,false,accepted,15.4
4669,1034,74,2026-01-20T19:53:18.000000,app,298,150.0,,28731148.67,123,true,accepted,
4670,1035,1761,2025-05-15T15:04:31.000000,web,217,115.6,,4697444.87,,false,accepted,0.5
4671,1036,1084,2026-06-10T11:52:00.000000,web,91,2501.3,21220.86,,149,false,accepted,9.0
4672,1036,1009,2026-03-12T07:47:35.000000,web,230,1456.2,25002.34,,,false,no_response,1.3
4673,1036,2925,2026-03-06T07:14:45.000000,web,82,3740.3,26777.21,,8,true,no_response,3.2
4674,1036,2618,2026-03-10T09:12:29.000000,app,266,580.8,21668.64,,7,false,scheduled_visit,24.1
4675,1036,1773,2026-03-04T16:31:42.000000,email,128,1199.8,24596.26,,214,true,accepted,3.8
4676,1036,125,2026-03-05T14:08:37.000000,web,350,478.0,20298.51,,112,false,rejected,11.8
4677,1036,2373,2026-03-06T07:38:56.000000,email,116,24023.3,26777.21,,30,true,accepted,7.9
4678,1037,2515,2026-01-18T18:49:44.000000,email,303,6328.2,,4389073.91,,false,rejected,
4679,1037,2335,2026-01-18T19:34:18.000000,whatsapp,142,1122.0,,4367638.85,,true,accepted,21.1
4680,1037,2244,2026-01-22T08:05:40.000000,app,193,5744.9,,5377640.04,,true,scheduled_visit,
4681,1037,2716,2026-01-12T19:41:08.000000,web,274,182.0,,5185185.72,,false,accepted,3.8
4682,1037,2948,2026-01-22T08:26:00.000000,app,331,238.9,,4497163.2,306,true,accepted,2.3
4683,1038,2979,2025-12-20T09:50:29.000000,whatsapp,211,378.2,,28037144.43,,false,accepted,18.1
4684,1038,2899,2025-12-31T19:04:59.000000,web,213,320.0,,24302174.4,68,false,no_response,10.3
4685,1038,2880,2026-05-18T14:09:00.000000,whatsapp,173,427.7,,23698903.21,189,false,accepted,
4686,1038,929,2025-12-27T14:10:23.000000,whatsapp,93,430.1,,22339013.38,42,false,rejected,14.4
4687,1038,1940,2026-02-13T12:34:00.000000,web,182,1169.4,,25394841.23,108,true,no_response,6.7
4688,1038,752,2025-12-29T11:29:24.000000,whatsapp,236,384.6,,27891088.69,101,false,accepted,1.3
4689,1039,999,2025-11-19T14:56:32.000000,whatsapp,226,206.7,97763.65,,232,false,accepted,31.9
4690,1040,351,2026-06-06T12:04:51.000000,web,129,155.1,24471.73,,349,false,scheduled_visit,11.6
4691,1040,1821,2026-05-26T13:38:35.000000,web,83,732.7,20912.42,,,false,no_response,1.5
4692,1040,1423,2026-06-02T19:09:06.000000,app,136,3551.0,18231.17,,244,false,accepted,9.1
4693,1040,1124,2026-05-30T13:35:12.000000,web,337,120.1,22874.47,,,false,no_response,25.2
4694,1041,2405,2026-04-17T12:50:24.000000,web,129,1879.4,,1762691.72,345,false,accepted,4.8
4695,1041,2223,2026-04-20T14:14:30.000000,email,456,162.3,,2012113.21,355,false,accepted,0.5
4696,1041,1910,2026-04-20T20:37:12.000000,web,153,8106.2,,2237237.6,20,false,accepted,9.7
4697,1041,1009,2026-04-21T14:47:35.000000,app,229,1456.2,,2044134.72,,false,accepted,
4698,1041,1245,2026-04-13T15:08:42.000000,web,135,395.5,,2075187.65,28,false,scheduled_visit,9.5
4699,1042,493,2026-03-09T18:00:27.000000,email,185,1515.4,74740.73,,94,false,no_response,
4700,1042,2733,2026-03-06T19:44:47.000000,email,254,167.0,55845.95,,28,false,accepted,9.3
4701,1042,98,2026-03-18T08:57:01.000000,whatsapp,168,208.5,65471.09,,,false,no_response,54.3
4702,1042,1686,2026-03-10T08:37:00.000000,app,352,327.1,74740.73,,85,false,accepted,31.2
