lead_id,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,prior_searches,prior_inquiries,has_converted_before,lead_score_internal,created_at
314,tenant_direct,large,other,Retail,rent,111.3,23624.54,32426.96,,,Puebla,Puebla,angelopolis-lomas,organic,0,0,false,0.4336,2026-03-30T00:00:00.000000
315,tenant_direct,medium,financial,Office,both,357.7,111290.38,159818.8,,27323726.13,CDMX,Benito Juárez,del-valle-narvarte,paid,26,5,false,1.0,2025-12-29T00:00:00.000000
316,broker,medium,healthcare,Office,rent,1145.4,335177.92,431902.79,,,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,6,4,false,0.2398,2025-03-25T00:00:00.000000
317,tenant_direct,small,retail,Retail,both,182.9,43405.33,51922.59,7812959.22,10337219.39,Estado de México,Toluca,metepec-toluca,organic,1,0,false,0.9126,2026-06-22T00:00:00.000000
318,tenant_direct,,manufacturing,Industrial,sale,419.2,,,9564030.34,12451410.71,Jalisco,Zapopan,andares-puerta-hierro,organic,3,87,true,0.3585,2026-02-22T00:00:00.000000
319,broker,medium,,Office,sale,558.1,,,25716686.64,30082094.46,San Luis Potosí,San Luis Potosí,lomas-carranza,email,1,14,false,0.4689,2025-01-24T00:00:00.000000
320,investor,medium,retail,Industrial,rent,143.0,19132.19,24514.26,,,Yucatán,Mérida,paseo-montejo,organic,17,0,false,0.766,2026-04-24T00:00:00.000000
321,investor,small,healthcare,Retail,rent,262.6,65457.67,81334.72,,,Querétaro,Querétaro,centro-queretaro,social,3,0,false,0.9087,2025-01-18T00:00:00.000000
322,tenant_direct,large,manufacturing,Retail,both,118.9,31216.85,42285.37,5619033.74,6659737.71,Sonora,Hermosillo,centenario-colosio,email,0,3,false,0.0842,2025-09-29T00:00:00.000000
323,broker,enterprise,retail,Office,sale,347.8,,,17776024.1,23547675.93,CDMX,Cuauhtémoc,roma-condesa,paid,8,0,false,0.3748,2025-11-25T00:00:00.000000
324,tenant_direct,small,manufacturing,Industrial,rent,223.8,28880.36,33103.3,,,CDMX,Benito Juárez,del-valle-narvarte,organic,3,2,false,0.2913,2025-06-02T00:00:00.000000
325,investor,small,retail,Land,both,451.8,17295.08,19357.49,3113115.22,4165783.15,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,social,2,33,true,0.5203,2026-06-04T00:00:00.000000
326,tenant_direct,small,technology,Office,both,610.2,155179.37,225982.84,27932287.16,41001226.8,Estado de México,Toluca,metepec-toluca,paid,2,0,false,0.2202,2026-03-07T00:00:00.000000
327,investor,large,retail,Office,rent,1036.9,279709.66,390717.55,,,Puebla,Puebla,angelopolis-lomas,organic,0,0,false,0.415,2025-09-25T00:00:00.000000
328,tenant_direct,enterprise,technology,Industrial,sale,2013.6,,,47808833.06,55471892.23,Querétaro,Querétaro,juriquilla-juncos,paid,51,0,false,0.5701,2025-09-09T00:00:00.000000
329,tenant_direct,medium,retail,Retail,sale,451.8,,,20486493.41,23529049.03,Nuevo León,Monterrey,,organic,0,0,true,0.8496,2025-09-12T00:00:00.000000
330,broker,medium,healthcare,Office,both,312.5,86542.53,99158.85,15577654.66,17503432.12,Yucatán,Mérida,paseo-montejo,paid,2,0,false,1.0,2025-09-02T00:00:00.000000
331,tenant_direct,large,retail,Retail,rent,300.0,67231.0,81040.54,,,Jalisco,Guadalajara,,email,44,0,false,0.3055,2025-05-05T00:00:00.000000
332,broker,large,healthcare,Retail,rent,9233.1,48702.19,69639.75,,,CDMX,Miguel Hidalgo,polanco,paid,1,0,false,0.9716,2025-12-22T00:00:00.000000
333,tenant_direct,small,manufacturing,Industrial,rent,535.1,65704.32,75595.2,,,Jalisco,Guadalajara,americana-chapultepec,event,8,0,false,0.3144,2025-07-18T00:00:00.000000
334,investor,,,Retail,rent,275.7,66671.39,76119.97,,,Yucatán,Mérida,paseo-montejo,referral,8,67,true,0.9893,2026-02-20T00:00:00.000000
335,broker,medium,technology,Industrial,rent,562.1,71458.54,94557.86,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,email,0,2,false,0.796,2025-01-03T00:00:00.000000
336,tenant_direct,large,other,Industrial,sale,202.6,,,4093909.14,6037907.69,Chihuahua,Chihuahua,centro-chihuahua,social,10,165,false,0.5381,2025-04-07T00:00:00.000000
337,broker,large,logistics,Retail,sale,281.3,,,12185848.37,15351426.99,Sonora,Hermosillo,,organic,42,2,false,0.9524,2025-10-14T00:00:00.000000
338,tenant_direct,large,other,Industrial,rent,529.2,60461.52,337294.76,,,Yucatán,Mérida,,email,7,3,false,0.1293,2025-06-08T00:00:00.000000
339,broker,,retail,Land,sale,357.6,,,2385204.87,2881927.4,Yucatán,Mérida,paseo-montejo,email,0,0,false,0.7991,2026-03-22T00:00:00.000000
340,investor,medium,financial,Retail,rent,101.2,23261.25,33880.06,,,Guanajuato,León,centro-leon,referral,0,1,false,0.7485,2025-12-19T00:00:00.000000
341,broker,medium,financial,Industrial,rent,386.3,49864.86,64183.54,,,San Luis Potosí,San Luis Potosí,lomas-carranza,social,0,7,false,0.1007,2026-03-03T00:00:00.000000
342,developer,small,other,Land,sale,222.1,,,1445059.87,1953865.68,Guanajuato,León,centro-leon,organic,0,0,false,0.3375,2026-02-15T00:00:00.000000
343,investor,enterprise,technology,Office,both,896.2,236863.04,314874.71,42635346.52,58136694.52,Jalisco,Guadalajara,americana-chapultepec,organic,3,0,false,0.4365,2025-08-29T00:00:00.000000
344,tenant_direct,medium,other,Industrial,rent,773.0,93526.65,137454.19,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,3,false,0.2562,2025-02-18T00:00:00.000000
345,investor,medium,retail,Office,both,78.4,21403.06,29372.39,3852550.16,5149415.7,Baja California,Tijuana,zona-rio-aguacaliente,referral,0,23,false,1.0,2025-08-27T00:00:00.000000
346,investor,small,healthcare,Land,both,686.1,29691.23,44004.45,5344421.67,6816880.21,Jalisco,Zapopan,andares-puerta-hierro,organic,0,4,false,0.1654,2025-05-13T00:00:00.000000
347,investor,large,manufacturing,Office,sale,513.4,,,27682205.04,38647936.28,Yucatán,Mérida,paseo-montejo,organic,10,0,false,0.6257,2026-01-05T00:00:00.000000
348,broker,large,manufacturing,Office,both,137.5,40206.03,44567.95,7237085.12,10787954.24,Chihuahua,Chihuahua,centro-chihuahua,event,3,4,false,0.7203,2026-06-08T00:00:00.000000
349,tenant_direct,large,retail,Office,rent,724.2,191741.91,245270.43,,,Jalisco,Zapopan,andares-puerta-hierro,referral,0,0,false,0.6422,2026-05-26T00:00:00.000000
350,broker,small,healthcare,Office,rent,158.7,39118.87,57164.79,,,Jalisco,Guadalajara,americana-chapultepec,social,3,0,false,0.1806,2026-02-13T00:00:00.000000
351,tenant_direct,enterprise,retail,Industrial,both,873.8,,111326.44,17996097.36,23398067.21,Estado de México,Toluca,metepec-toluca,organic,6,5,false,0.622,2026-02-10T00:00:00.000000
352,broker,large,manufacturing,Retail,rent,247.8,60981.79,82154.51,,,Nuevo León,Monterrey,macroplaza,organic,9,2,false,0.9853,2026-06-11T00:00:00.000000
353,tenant_direct,large,manufacturing,Land,rent,134.2,4834.18,6048.39,,,Puebla,Puebla,angelopolis-lomas,social,52,2,false,0.3139,2025-09-30T00:00:00.000000
354,tenant_direct,large,financial,Retail,rent,1735.2,450137.94,567827.53,,,Jalisco,Guadalajara,americana-chapultepec,referral,1,5,false,0.1779,2025-01-07T00:00:00.000000
355,tenant_direct,enterprise,manufacturing,Industrial,rent,131.6,17711.1,23503.16,,,Querétaro,Querétaro,juriquilla-juncos,referral,1,0,false,1.0,2026-05-13T00:00:00.000000
356,tenant_direct,enterprise,logistics,Office,rent,221.5,65698.33,83084.1,,,Querétaro,Querétaro,centro-queretaro,event,3,11,false,0.9669,2025-11-03T00:00:00.000000
357,investor,medium,manufacturing,Industrial,rent,254.2,29857.41,43832.36,,,Jalisco,Zapopan,andares-puerta-hierro,referral,10,0,false,0.6449,2026-06-24T00:00:00.000000
358,investor,medium,logistics,Office,both,283.4,85240.37,104119.17,15343266.45,19095416.64,CDMX,Miguel Hidalgo,polanco,referral,0,0,false,1.0,2026-03-20T00:00:00.000000
359,tenant_direct,medium,logistics,Retail,rent,638.3,144473.8,202799.69,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,0,0,false,1.0,2026-01-27T00:00:00.000000
360,tenant_direct,large,financial,Office,both,406.7,126793.45,144142.83,22822820.73,25173238.24,Baja California,Tijuana,zona-rio-aguacaliente,organic,0,0,false,0.2533,2025-08-08T00:00:00.000000
361,investor,large,healthcare,Retail,rent,791.3,183570.74,226367.94,,,Jalisco,Guadalajara,americana-chapultepec,paid,0,10,false,0.2109,2026-05-08T00:00:00.000000
362,broker,small,manufacturing,Office,rent,507.2,148749.24,173017.56,,,CDMX,Miguel Hidalgo,polanco,referral,3,6,true,0.6397,2026-05-15T00:00:00.000000
363,broker,,technology,Retail,both,120.4,25414.09,30190.16,4574536.0,6111622.35,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,0,0,false,0.7775,2026-05-29T00:00:00.000000
364,broker,enterprise,logistics,Land,rent,574.8,23742.85,31478.23,,,Puebla,Puebla,angelopolis-lomas,referral,0,0,false,0.8829,2025-10-22T00:00:00.000000
365,tenant_direct,enterprise,technology,Retail,rent,460.2,104820.74,129643.89,,,Yucatán,Mérida,paseo-montejo,referral,0,3,false,0.5235,2025-11-07T00:00:00.000000
366,tenant_direct,enterprise,retail,Land,both,251.6,9063.76,10146.89,1631475.93,2377896.32,Nuevo León,Monterrey,macroplaza,paid,0,0,false,0.0195,2026-01-13T00:00:00.000000
367,investor,medium,financial,Retail,rent,1678.8,396207.08,572662.29,,,Guanajuato,León,centro-leon,email,1,0,false,0.1034,2025-06-10T00:00:00.000000
368,tenant_direct,large,retail,Retail,rent,598.9,129578.58,177543.08,,,Yucatán,Mérida,,social,0,1,false,0.8199,2025-03-19T00:00:00.000000
369,broker,large,manufacturing,Office,both,757.2,195321.63,289483.48,35157894.02,51148550.44,Sonora,Hermosillo,centenario-colosio,referral,41,0,false,0.6356,2026-02-05T00:00:00.000000
370,investor,medium,other,Office,rent,776.0,238738.21,339051.02,,,Guanajuato,León,centro-leon,event,0,4,false,0.1053,2025-08-23T00:00:00.000000
371,investor,small,retail,Land,sale,290.6,,,1863725.84,2388385.35,Puebla,Puebla,angelopolis-lomas,social,0,0,false,0.7148,2025-04-01T00:00:00.000000
372,broker,enterprise,technology,Industrial,rent,609.6,75433.86,96868.38,,,CDMX,Miguel Hidalgo,polanco,organic,0,4,false,0.7553,2026-05-30T00:00:00.000000
373,tenant_direct,small,technology,Land,rent,487.6,17360.67,25670.25,,,Nuevo León,Monterrey,macroplaza,organic,0,0,false,0.3968,2025-07-02T00:00:00.000000
374,broker,,retail,Office,rent,263.9,77912.86,98917.61,,,Sonora,Hermosillo,centenario-colosio,organic,52,12,false,0.9622,2025-12-03T00:00:00.000000
375,broker,large,financial,Retail,sale,165.3,,,7996523.51,11695173.5,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,8,false,0.3615,2025-08-06T00:00:00.000000
376,broker,large,financial,Office,rent,397.1,109241.71,134749.05,,,Jalisco,Guadalajara,americana-chapultepec,referral,46,0,false,0.8483,2025-08-01T00:00:00.000000
377,investor,medium,manufacturing,Land,both,590.0,26360.83,31956.0,4744949.25,5788787.22,Puebla,Puebla,angelopolis-lomas,referral,3,90,true,0.385,2026-04-08T00:00:00.000000
378,tenant_direct,large,retail,Industrial,sale,394.9,,,8832014.79,10239011.84,San Luis Potosí,San Luis Potosí,lomas-carranza,event,0,2,false,0.6475,2026-03-27T00:00:00.000000
379,tenant_direct,small,manufacturing,Office,sale,343.4,,,17722845.93,22970234.46,CDMX,Benito Juárez,del-valle-narvarte,referral,0,2,false,1.0,2025-08-25T00:00:00.000000
380,tenant_direct,large,technology,Land,rent,398.0,14611.98,16915.11,,,Sonora,Hermosillo,centenario-colosio,organic,3,10,false,0.6309,2025-10-03T00:00:00.000000
381,tenant_direct,small,logistics,Office,sale,319.1,,,17899802.88,22089856.18,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,event,1,0,false,0.5505,2025-12-06T00:00:00.000000
382,investor,large,logistics,Office,sale,1160.9,,,63798971.16,83527326.78,Sonora,Hermosillo,centenario-colosio,paid,0,0,false,0.6462,2025-03-02T00:00:00.000000
383,investor,large,technology,Land,rent,472.2,17147.96,25226.18,,,Sonora,Hermosillo,centenario-colosio,organic,0,0,false,0.785,2026-04-17T00:00:00.000000
384,tenant_direct,small,healthcare,Retail,both,277.3,58709.96,80245.17,10567793.24,13501129.0,Yucatán,Mérida,,organic,3,91,true,0.7584,2025-10-31T00:00:00.000000
385,tenant_direct,small,financial,Industrial,rent,109.5,12672.76,15706.0,,,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,2,70,true,0.7766,2025-03-17T00:00:00.000000
386,developer,large,retail,Retail,both,339.9,74623.13,97328.82,13432163.89,15571863.94,Chihuahua,Chihuahua,centro-chihuahua,referral,2,0,false,0.7861,2026-01-05T00:00:00.000000
387,tenant_direct,small,logistics,Industrial,both,260.2,29948.08,35174.26,5390653.53,8080574.89,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,3,2,false,0.396,2026-01-05T00:00:00.000000
388,developer,small,logistics,Industrial,rent,253.5,33908.94,131783.97,,,Querétaro,Querétaro,centro-queretaro,social,4,0,false,0.2253,2025-12-03T00:00:00.000000
389,broker,medium,technology,Retail,rent,757.7,198291.85,1078343.39,,,Nuevo León,Monterrey,macroplaza,paid,2,0,false,0.4853,2026-01-04T00:00:00.000000
390,investor,enterprise,technology,Industrial,sale,413.0,,,8786327.91,11894317.12,CDMX,Cuauhtémoc,roma-condesa,email,3,2,false,0.665,2026-04-06T00:00:00.000000
391,tenant_direct,medium,logistics,Office,sale,119.6,,,5688690.44,6746632.93,Estado de México,Toluca,metepec-toluca,paid,31,8,false,0.8819,2025-10-28T00:00:00.000000
392,broker,medium,other,Office,both,603.4,172226.86,215656.88,31000835.18,43409258.42,Puebla,Puebla,angelopolis-lomas,paid,3,28,true,0.5428,2025-02-28T00:00:00.000000
393,tenant_direct,enterprise,manufacturing,Land,rent,128.3,5694.27,8447.55,,,CDMX,Miguel Hidalgo,polanco,organic,9,1,false,0.421,2026-05-11T00:00:00.000000
394,tenant_direct,medium,manufacturing,Retail,sale,635.8,,,29462953.0,41270921.53,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,0,2,false,0.5984,2025-09-01T00:00:00.000000
395,broker,medium,logistics,Industrial,both,279.5,36627.83,45088.05,6593009.28,9557079.68,Estado de México,Toluca,metepec-toluca,referral,4,61,false,0.128,2025-10-17T00:00:00.000000
396,tenant_direct,medium,retail,Land,both,415.0,17685.51,20873.26,3183391.94,3582624.59,CDMX,Cuauhtémoc,,paid,0,0,false,0.5914,2025-06-06T00:00:00.000000
397,investor,medium,technology,Retail,rent,383.7,92161.16,496087.4,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,8,54,true,0.5958,2025-03-28T00:00:00.000000
398,broker,medium,retail,Office,both,351.8,89676.9,111687.96,16141842.19,23820132.77,CDMX,Cuauhtémoc,roma-condesa,paid,0,0,false,0.6703,2026-05-19T00:00:00.000000
399,tenant_direct,large,other,Land,rent,452.4,19538.59,27235.29,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,1,3,false,0.9582,2026-01-02T00:00:00.000000
400,tenant_direct,small,healthcare,Office,sale,413.6,,,21631194.48,29309472.08,Guanajuato,León,centro-leon,paid,49,4,false,0.6793,2025-08-25T00:00:00.000000
401,broker,large,other,Office,rent,1454.4,434983.47,558225.17,,,Jalisco,Guadalajara,,referral,8,6,false,0.6426,2025-08-16T00:00:00.000000
402,investor,small,technology,Office,sale,457.0,,,24382467.23,32720323.85,Baja California,Tijuana,zona-rio-aguacaliente,email,4,0,false,0.7759,2025-07-10T00:00:00.000000
403,investor,medium,manufacturing,Industrial,rent,464.6,52210.23,64101.11,,,Nuevo León,Monterrey,macroplaza,referral,0,0,false,1.0,2026-06-26T00:00:00.000000
404,broker,small,manufacturing,Retail,rent,237.0,53840.86,64635.44,,,Puebla,Puebla,angelopolis-lomas,paid,52,1,false,0.8085,2025-06-04T00:00:00.000000
405,developer,medium,retail,Retail,rent,510.4,,173326.08,,,Puebla,Puebla,angelopolis-lomas,paid,3,4,true,0.2573,2026-03-20T00:00:00.000000
406,investor,,retail,Land,both,190.1,7426.03,9443.01,1336684.66,1925668.78,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,7,5,false,0.482,2025-01-04T00:00:00.000000
407,broker,medium,financial,Industrial,sale,876.7,,,17411589.38,22220990.37,CDMX,Benito Juárez,del-valle-narvarte,social,59,3,false,0.1003,2025-03-16T00:00:00.000000
408,investor,small,logistics,Industrial,sale,137.4,,,3074808.44,3741352.38,Baja California,Tijuana,zona-rio-aguacaliente,email,2,0,false,0.0409,2025-05-07T00:00:00.000000
409,broker,small,logistics,Office,sale,215.7,,,10323008.93,13445492.4,Puebla,Puebla,angelopolis-lomas,social,1,0,false,0.7352,2025-07-23T00:00:00.000000
410,developer,large,retail,Industrial,rent,124.1,15428.24,21646.11,,,Estado de México,Toluca,metepec-toluca,email,1,0,false,0.3548,2025-09-19T00:00:00.000000
411,tenant_direct,medium,,Land,rent,524.5,21451.73,31378.98,,,Puebla,Puebla,angelopolis-lomas,referral,6,12,false,0.3284,2025-03-27T00:00:00.000000
412,tenant_direct,large,technology,Retail,rent,289.8,72384.22,79952.6,,,Jalisco,Guadalajara,americana-chapultepec,email,0,9,false,0.4707,2025-07-04T00:00:00.000000
413,broker,medium,technology,Retail,rent,632.5,170529.96,195994.58,,,CDMX,Benito Juárez,del-valle-narvarte,email,2,1,true,0.2118,2026-05-09T00:00:00.000000
414,investor,small,manufacturing,Retail,both,196.6,44553.15,52404.27,8019567.14,11078904.93,Estado de México,Toluca,metepec-toluca,social,0,0,false,0.0,2025-05-16T00:00:00.000000
415,broker,large,,Industrial,rent,567.4,76184.81,110797.4,,,Yucatán,Mérida,paseo-montejo,social,1,0,false,0.6093,2025-01-17T00:00:00.000000
416,broker,medium,other,Industrial,sale,587.0,,,13515150.48,15169280.07,Jalisco,Zapopan,andares-puerta-hierro,paid,0,2,false,0.2697,2025-03-16T00:00:00.000000
417,broker,small,manufacturing,Office,both,453.2,138156.0,169155.04,24868080.0,28961944.2,Querétaro,Querétaro,juriquilla-juncos,paid,50,151,false,0.06,2025-08-09T00:00:00.000000
418,investor,enterprise,technology,Retail,both,399.0,103003.14,115121.15,18540565.95,21733536.48,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,7,0,false,0.7544,2026-05-15T00:00:00.000000
419,broker,small,technology,Office,rent,430.0,106038.34,118147.76,,,CDMX,Cuauhtémoc,roma-condesa,referral,0,6,false,1.0,2025-04-23T00:00:00.000000
420,investor,medium,,Industrial,both,205.8,24714.4,32895.0,4448591.36,5769940.21,Estado de México,Naucalpan de Juárez,,paid,0,0,false,0.1621,2025-11-17T00:00:00.000000
421,tenant_direct,medium,technology,Retail,sale,183.3,,,7137038.52,10031890.41,Nuevo León,San Pedro Garza García,vasconcelos-calzada,referral,23,0,false,0.5474,2025-09-05T00:00:00.000000
422,broker,medium,technology,Industrial,sale,572.4,,,12899447.61,18043592.45,Baja California,Tijuana,zona-rio-aguacaliente,paid,0,0,false,0.257,2025-12-22T00:00:00.000000
423,broker,large,retail,Office,sale,301.3,,,13511545.73,16188236.5,Yucatán,Mérida,paseo-montejo,paid,1,0,false,0.1597,2026-03-09T00:00:00.000000
424,broker,small,retail,Industrial,rent,537.1,56928.57,80987.85,,,Estado de México,Toluca,metepec-toluca,referral,0,0,false,0.4545,2025-02-03T00:00:00.000000
425,tenant_direct,enterprise,logistics,Office,both,1162.3,358531.03,518513.72,64535585.02,90841938.47,CDMX,Benito Juárez,del-valle-narvarte,organic,3,10,false,0.9079,2025-01-13T00:00:00.000000
426,investor,large,manufacturing,Office,sale,283.1,,,,17868110.45,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,5,false,0.3735,2026-04-21T00:00:00.000000
427,broker,enterprise,technology,Land,sale,256.0,,,1900254.61,2525321.12,Sonora,Hermosillo,,paid,4,5,false,0.0464,2025-05-24T00:00:00.000000
428,investor,large,financial,Retail,both,310.8,73846.71,106913.87,13292406.95,16816041.89,Querétaro,Querétaro,centro-queretaro,referral,60,0,false,0.6609,2025-09-05T00:00:00.000000
429,broker,enterprise,retail,Industrial,sale,401.3,,,9379566.66,12041400.61,Baja California,Tijuana,zona-rio-aguacaliente,organic,0,4,false,0.9532,2026-04-02T00:00:00.000000
430,investor,large,logistics,Retail,rent,601.4,161079.22,187543.69,,,Jalisco,Guadalajara,,referral,7,0,false,0.415,2026-05-08T00:00:00.000000
431,investor,medium,technology,Retail,rent,382.7,81617.13,101806.55,,,Guanajuato,León,centro-leon,referral,40,0,false,0.4698,2025-06-09T00:00:00.000000
432,investor,medium,logistics,Retail,both,1684.5,364199.24,409681.83,65555863.0,81436171.42,Guanajuato,León,centro-leon,organic,3,7,false,0.1875,2026-06-03T00:00:00.000000
433,tenant_direct,large,retail,Land,sale,524.9,,,4162245.11,5349056.26,Guanajuato,León,centro-leon,organic,2,4,false,1.0,2025-06-19T00:00:00.000000
434,investor,medium,manufacturing,Retail,both,676.2,146029.04,208815.42,26285228.04,34641001.51,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,12,4,false,1.0,2025-11-27T00:00:00.000000
435,broker,large,retail,Industrial,rent,380.4,48097.44,69313.54,,,Estado de México,Toluca,metepec-toluca,paid,0,0,false,0.7965,2025-06-04T00:00:00.000000
436,broker,small,other,Office,sale,795.5,,,40627804.79,47152441.71,Nuevo León,Monterrey,macroplaza,event,44,5,false,0.1396,2025-06-27T00:00:00.000000
437,broker,large,retail,Office,both,337.9,95136.32,137251.83,17124537.44,19751549.86,Chihuahua,Chihuahua,centro-chihuahua,organic,6,0,false,0.3018,2026-01-08T00:00:00.000000
438,tenant_direct,small,other,Office,sale,248.2,,,11249995.29,14615402.82,Jalisco,Zapopan,andares-puerta-hierro,referral,1,0,false,0.3118,2026-04-15T00:00:00.000000
439,tenant_direct,enterprise,other,Land,rent,738.1,31210.59,42901.29,,,Yucatán,Mérida,paseo-montejo,organic,0,0,false,0.0425,2026-04-29T00:00:00.000000
440,tenant_direct,small,retail,Retail,rent,375.0,92298.95,135186.12,,,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,2,1,false,0.4449,2025-11-20T00:00:00.000000
441,investor,small,retail,Office,both,463.9,143831.74,211120.96,25889713.34,34830799.96,Guanajuato,León,centro-leon,organic,38,2,false,0.4574,2025-07-25T00:00:00.000000
442,broker,large,retail,Land,sale,778.9,,,,6751438.96,Querétaro,Querétaro,juriquilla-juncos,organic,0,74,true,0.9225,2025-09-14T00:00:00.000000
443,tenant_direct,large,other,Retail,rent,430.5,113980.25,168688.1,,,CDMX,Benito Juárez,del-valle-narvarte,paid,2,0,false,0.6005,2026-06-15T00:00:00.000000
444,broker,large,logistics,Office,sale,351.5,,,16316847.3,21183634.0,Yucatán,Mérida,paseo-montejo,referral,0,1,false,0.1225,2025-02-21T00:00:00.000000
445,broker,enterprise,manufacturing,Land,rent,267.9,9923.49,12026.31,,,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,5,0,false,0.0643,2025-03-25T00:00:00.000000
446,tenant_direct,medium,technology,Office,rent,823.9,256570.61,346622.0,,,Chihuahua,Chihuahua,centro-chihuahua,paid,5,9,false,0.9832,2026-02-04T00:00:00.000000
447,developer,,healthcare,Office,rent,307.0,77355.35,91904.31,,,Estado de México,Toluca,metepec-toluca,social,3,4,false,0.8851,2026-04-21T00:00:00.000000
448,tenant_direct,medium,technology,Office,rent,6059.2,98515.95,123884.02,,,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,0,0,false,0.1884,2025-06-11T00:00:00.000000
449,broker,medium,technology,Land,both,477.7,17396.01,23478.06,3131281.03,4484757.37,Jalisco,Guadalajara,americana-chapultepec,organic,1,12,false,0.8723,2025-07-14T00:00:00.000000
450,tenant_direct,medium,retail,Office,rent,476.4,140371.79,156511.08,,,Guanajuato,León,centro-leon,paid,2,1,false,0.5686,2025-06-06T00:00:00.000000
451,broker,small,manufacturing,Office,both,796.5,238648.36,324219.58,42956704.01,63421918.81,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,0,false,0.8096,2025-04-03T00:00:00.000000
452,investor,medium,healthcare,Retail,rent,371.7,98168.17,127070.55,,,Estado de México,Toluca,metepec-toluca,organic,29,1,false,0.6299,2025-09-28T00:00:00.000000
453,tenant_direct,large,financial,Land,rent,1028.0,37487.84,43092.62,,,Guanajuato,León,centro-leon,referral,10,0,true,0.7204,2026-01-06T00:00:00.000000
454,broker,small,technology,Industrial,rent,327.8,37579.0,51627.41,,,Querétaro,Querétaro,centro-queretaro,organic,0,0,false,0.3024,2025-09-16T00:00:00.000000
455,broker,enterprise,retail,Industrial,rent,506.8,58031.85,85712.33,,,Chihuahua,Chihuahua,centro-chihuahua,organic,0,0,false,0.4972,2025-05-18T00:00:00.000000
456,broker,,financial,Land,sale,343.1,,,2762674.98,4115612.33,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,4,0,false,0.2501,2025-09-23T00:00:00.000000
457,developer,small,manufacturing,Retail,both,1701.8,416906.22,531598.31,75043119.43,110385509.89,Sonora,Hermosillo,centenario-colosio,social,1,0,false,0.3735,2025-03-18T00:00:00.000000
458,tenant_direct,large,technology,Office,sale,305.1,,,14752359.47,18821077.33,Nuevo León,Monterrey,macroplaza,organic,10,2,false,0.1631,2025-08-27T00:00:00.000000
459,investor,small,retail,Office,sale,325.1,,,15562438.38,19293980.98,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,0,0,false,0.6721,2025-09-25T00:00:00.000000
460,tenant_direct,small,logistics,Office,both,423.2,113147.82,146712.3,20366608.22,27992064.27,Estado de México,Toluca,metepec-toluca,event,0,61,false,0.1461,2025-09-13T00:00:00.000000
461,tenant_direct,large,other,Retail,sale,9850.4,,,14722799.56,18359672.78,Yucatán,Mérida,paseo-montejo,organic,0,0,false,0.3725,2025-04-07T00:00:00.000000
462,broker,small,logistics,Retail,sale,487.1,,,21301654.89,29058598.7,Baja California,Tijuana,zona-rio-aguacaliente,paid,1,3,false,0.1776,2025-05-21T00:00:00.000000
463,investor,small,technology,Retail,sale,926.8,,,41274910.34,52358674.53,CDMX,Benito Juárez,del-valle-narvarte,organic,4,4,false,0.6213,2025-10-13T00:00:00.000000
464,broker,large,financial,Industrial,rent,433.1,51583.48,72758.47,,,Nuevo León,Monterrey,macroplaza,email,1,0,false,0.5046,2026-04-07T00:00:00.000000
465,tenant_direct,small,retail,Retail,rent,444.5,94037.29,110342.27,,,Querétaro,Querétaro,,organic,0,2,false,0.4138,2026-05-26T00:00:00.000000
466,tenant_direct,large,healthcare,Industrial,sale,332.3,,,7513806.18,10659681.3,Guanajuato,León,centro-leon,organic,2,0,false,0.528,2025-05-05T00:00:00.000000
467,tenant_direct,large,retail,Land,sale,273.7,,,2081028.31,2789721.79,Puebla,Puebla,angelopolis-lomas,event,0,0,false,0.1894,2025-01-03T00:00:00.000000
468,investor,small,technology,Industrial,rent,417.9,46135.2,51772.17,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,4,0,false,0.8505,2025-07-04T00:00:00.000000
