spot_id,broker_id,sector_name,type_name,state,municipality,settlement,corridor,region,lat,lon,title,description,area_sqm,price_sqm_mxn_rent,price_sqm_mxn_sale,price_total_mxn_rent,price_total_mxn_sale,maintenance_cost_mxn,modality,days_on_market,total_inquiries,total_views,is_active,created_at
843,62,Office,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.400409,-99.170767,Single de 1409 m² en del-valle-narvarte,Zona de alta plusvalía y demanda comercial.,1409.0,279.36,46870.59,393618.24,66040661.31,28405.83,both,13,2,59,true,2025-04-21T00:00:00.000000
844,22,Office,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.262293,-99.593863,"Single Office en metepec-toluca, Toluca",Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera.,30.0,,41477.62,,1244328.6,,sale,76,6,160,true,2025-03-12T00:00:00.000000
845,129,Industrial,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.389641,-99.158585,Single de 1140 m² en del-valle-narvarte,Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos. Ideal para oficinas corporativas o centro de distribución.,1140.1,259.77,37852.89,296163.78,43156079.89,39459.99,both,311,10,125,true,2026-05-28T00:00:00.000000
846,170,Land,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.135415,-101.681992,Single de 10020 m² en centro-leon,Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos. Ideal para oficinas corporativas o centro de distribución.,10020.0,15.0,,150300.0,,17791.78,rent,79,1,28,true,2024-11-09T00:00:00.000000
847,27,Industrial,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.425159,-99.15955,"Industrial Single - roma-condesa, Cuauhtémoc",Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,4548.4,165.4,,752305.36,,45655.64,rent,257,10,247,true,2024-06-03T00:00:00.000000
848,173,Industrial,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.149949,-100.97628,"Industrial Single - lomas-carranza, San Luis Potosí",Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,2132.4,128.05,,273053.82,,40046.06,rent,321,20,411,true,2026-05-07T00:00:00.000000
849,135,Retail,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.658165,-100.362796,"Single Retail en vasconcelos-calzada, San Pedro Garza García",Ideal para oficinas corporativas o centro de distribución. Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento.,300.2,372.72,,111890.54,,9358.42,rent,236,4,92,true,2024-02-03T00:00:00.000000
850,259,Industrial,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.706867,-103.4068,"Industrial Single - andares-puerta-hierro, Zapopan",Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,844.3,157.28,,132791.5,,17843.71,rent,74,9,108,true,2025-10-02T00:00:00.000000
851,112,Office,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.70862,-100.444217,"Office Single - juriquilla-juncos, Querétaro",Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos.,521.8,453.96,82977.67,236876.33,43297748.21,15685.05,both,138,5,70,false,2025-02-20T00:00:00.000000
852,287,Office,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.66029,-100.363247,"Single Office en vasconcelos-calzada, San Pedro Garza García",Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,786.2,438.48,,344732.98,,18922.95,rent,65,5,129,true,2026-03-20T00:00:00.000000
853,58,Office,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.726964,-103.411048,Single de 30 m² en andares-puerta-hierro,Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento.,30.0,319.36,,9580.8,,776.06,rent,330,12,182,true,2026-04-01T00:00:00.000000
854,153,Office,Subspace,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.652755,-103.375591,"Office compartido en americana-chapultepec, Guadalajara",Ideal para oficinas corporativas o centro de distribución.,223.1,397.99,,88791.57,,11227.93,rent,44,5,113,true,2026-05-18T00:00:00.000000
855,80,Office,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.515959,-117.046483,"Office Single - zona-rio-aguacaliente, Tijuana",Espacio listo para ocupar con acabados de primera.,270.8,497.98,92938.99,134852.98,25167878.49,15322.1,both,26,5,76,true,2026-05-24T00:00:00.000000
856,43,Office,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.131289,-101.698575,Single de 48 m² en centro-leon,Ideal para oficinas corporativas o centro de distribución.,48.3,256.96,39041.53,12411.17,1885705.9,1465.93,both,30,3,78,true,2024-03-01T00:00:00.000000
857,121,Office,Subspace,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.589832,-100.400262,"Subspace 31 m², centro-queretaro",Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera.,31.3,423.92,83658.23,13268.7,2618502.6,1247.68,both,270,19,244,false,2025-03-05T00:00:00.000000
858,82,Industrial,Subspace,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.143297,-100.960651,"Industrial compartido en lomas-carranza, San Luis Potosí",Excelente ubicación con acceso a vías principales.,3514.8,94.0,,330391.2,,27623.93,rent,208,7,196,false,2025-05-22T00:00:00.000000
859,226,Industrial,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.421517,-99.161181,"Single Industrial en roma-condesa, Cuauhtémoc",Espacio listo para ocupar con acabados de primera.,4747.9,130.16,26262.71,617986.66,124692720.81,89038.03,both,147,7,209,true,2026-04-09T00:00:00.000000
860,151,Retail,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.164209,-100.968573,"Retail Single - lomas-carranza, San Luis Potosí",Amplio espacio con buena iluminación natural.,76.8,528.98,82753.59,40625.66,6355475.71,5653.82,both,1,7,78,true,2026-06-05T00:00:00.000000
861,294,Land,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.710097,-103.410814,"Land compartido en andares-puerta-hierro, Zapopan",Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento.,2673.4,32.29,,86324.09,,4468.7,rent,272,8,173,true,2025-08-26T00:00:00.000000
862,239,Industrial,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.491241,-99.283324,Single de 4387 m² en lomas-verdes-satelite,Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,4387.1,,17249.83,,75676729.19,,sale,30,2,25,true,2025-06-30T00:00:00.000000
863,52,Retail,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.121344,-101.680975,"Single Retail en centro-leon, León",Ideal para oficinas corporativas o centro de distribución.,20.0,,33004.3,,660086.0,,sale,52,5,126,true,2026-03-11T00:00:00.000000
864,231,Industrial,Single,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.081172,-110.952494,"Industrial Single - centenario-colosio, Hermosillo",Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.,11745.0,,33441.19,,392766776.55,,sale,164,5,79,true,2026-01-20T00:00:00.000000
865,236,Industrial,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.500946,-99.267957,"Single Industrial en lomas-verdes-satelite, Naucalpan de Juárez",Espacio versátil adaptable a diferentes giros.,32425.5,167.59,,5434189.54,,378445.28,rent,6,1,28,true,2026-03-13T00:00:00.000000
866,47,Land,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.595735,-100.396909,Single de 5123 m² en centro-queretaro,Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento.,5123.8,,15539.69,,79622263.62,,sale,43,2,35,true,2025-11-23T00:00:00.000000
867,239,Office,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.655661,-103.365377,"Office Single - americana-chapultepec, Guadalajara",Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales.,1241.1,,73246.29,,90905970.52,,sale,16,6,168,true,2025-08-18T00:00:00.000000
868,153,Office,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.702639,-103.410124,"Office compartido en andares-puerta-hierro, Zapopan",Excelente ubicación con acceso a vías principales.,665.5,370.01,63701.35,246241.65,42393248.42,17892.16,both,39,7,98,false,2024-05-15T00:00:00.000000
869,120,Office,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.427821,-99.190903,"Subspace en Office - polanco, Miguel Hidalgo",Zona de alta plusvalía y demanda comercial.,6505.2,,62566.47,,407007400.64,,sale,2,2,21,true,2025-08-28T00:00:00.000000
870,77,Industrial,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.710163,-100.448478,Single de 200 m² en juriquilla-juncos,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,200.0,,23780.84,,4756168.0,,sale,153,4,97,true,2025-02-06T00:00:00.000000
871,151,Office,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.037758,-98.250481,"Office Single - angelopolis-lomas, Puebla",Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,474.3,263.19,,124831.02,,16505.15,rent,41,5,101,true,2024-07-02T00:00:00.000000
872,33,Retail,Subspace,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.039262,-98.242851,"Subspace 20 m², angelopolis-lomas",Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,20.0,188.09,29088.48,3761.8,581769.6,308.97,both,111,4,80,true,2024-02-03T00:00:00.000000
873,286,Land,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.445028,-99.210399,"Subspace 1337 m², polanco",Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,1337.7,88.12,,117878.12,,12129.05,rent,19,4,119,false,2024-10-18T00:00:00.000000
874,218,Retail,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.511753,-117.038826,Single de 87 m² en zona-rio-aguacaliente,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,87.8,,44432.73,,3901193.69,,sale,29,6,154,true,2024-02-20T00:00:00.000000
875,106,Industrial,Subspace,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.017734,-98.251507,"Industrial compartido en angelopolis-lomas, Puebla",Fácil acceso a transporte público y avenidas principales.,1734.4,232.59,38189.49,403404.1,66235851.46,25417.89,both,120,11,288,true,2025-05-01T00:00:00.000000
876,259,Land,Subspace,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.678947,-103.377707,"Subspace en Land - americana-chapultepec, Guadalajara",Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,20290.7,,7724.41,,156733685.99,,sale,69,3,68,false,2026-02-03T00:00:00.000000
877,52,Land,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.147509,-100.992346,"Land Single - lomas-carranza, San Luis Potosí",Ideal para oficinas corporativas o centro de distribución. Espacio listo para ocupar con acabados de primera.,42552.6,32.32,5627.34,1375300.03,239457948.08,76277.7,both,122,3,76,true,2025-01-13T00:00:00.000000
878,95,Retail,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.38332,-99.170808,"Single Retail en del-valle-narvarte, Benito Juárez",Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento. Espacio listo para ocupar con acabados de primera.,178.5,,50622.76,,9036162.66,,sale,13,2,34,true,2025-10-21T00:00:00.000000
879,124,Office,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.672088,-103.375125,Single de 6885 m² en americana-chapultepec,Espacio listo para ocupar con acabados de primera.,6885.3,319.09,53784.29,2197030.38,370320971.94,235953.63,both,5,5,67,true,2024-12-24T00:00:00.000000
880,71,Industrial,Subspace,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.511879,-117.044081,"Industrial compartido en zona-rio-aguacaliente, Tijuana",Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Recién remodelado con acabados modernos.,689.5,142.81,30329.63,98467.49,20912279.89,6962.16,both,114,6,141,true,2025-01-30T00:00:00.000000
881,157,Retail,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.674906,-100.37794,Single de 26 m² en vasconcelos-calzada,Zona de alta plusvalía y demanda comercial.,26.5,488.35,,12941.28,,959.93,rent,52,3,66,true,2025-09-26T00:00:00.000000
882,148,Office,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.382545,-99.166033,"Single Office en del-valle-narvarte, Benito Juárez",Zona de alta plusvalía y demanda comercial.,40.9,278.39,55795.3,11386.15,2282027.77,742.26,both,1,1,28,true,2026-01-14T00:00:00.000000
883,63,Office,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.369309,-99.163973,"Single Office en del-valle-narvarte, Benito Juárez",Ubicación estratégica cerca de centros comerciales.,819.7,507.49,,415989.55,,48440.73,rent,39,2,30,true,2025-12-24T00:00:00.000000
884,61,Industrial,Subspace,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.036385,-98.23944,"Subspace en Industrial - angelopolis-lomas, Puebla",Perfecto para negocio en crecimiento. Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos.,11084.8,227.35,,2520129.28,,147757.32,rent,18,3,60,true,2026-01-07T00:00:00.000000
885,153,Land,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.265418,-99.608578,"Land Single - metepec-toluca, Toluca",Recién remodelado con acabados modernos.,643.1,100.49,,64625.12,,5937.21,rent,82,4,55,true,2025-04-04T00:00:00.000000
886,269,Land,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.644869,-106.094685,"Land Single - centro-chihuahua, Chihuahua",Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución.,1530.4,44.39,9555.81,67934.46,14624211.62,4216.46,both,81,2,51,true,2026-05-14T00:00:00.000000
887,234,Office,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.152114,-100.980083,"Single Office en lomas-carranza, San Luis Potosí",Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos.,140.6,456.15,,64134.69,,8700.74,rent,17,2,40,true,2025-04-23T00:00:00.000000
888,142,Office,Subspace,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.410984,-99.140378,"Subspace en Office - roma-condesa, Cuauhtémoc",Espacio versátil adaptable a diferentes giros. Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,85.1,317.56,,27024.36,,2182.01,rent,89,9,227,true,2024-03-27T00:00:00.000000
889,91,Land,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.666316,-100.312832,"Land Single - macroplaza, Monterrey",Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,2021.0,61.49,,124271.29,,15637.35,rent,262,8,230,true,2024-04-13T00:00:00.000000
890,62,Office,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.661727,-100.366422,Single de 129 m² en vasconcelos-calzada,Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,129.5,298.33,,38633.74,,4132.66,rent,72,4,43,true,2025-07-02T00:00:00.000000
891,3,Industrial,Subspace,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.08665,-110.947878,"Industrial compartido en centenario-colosio, Hermosillo",Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,901.4,,28776.77,,25939380.48,,sale,4,6,74,true,2025-03-06T00:00:00.000000
892,299,Industrial,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.709505,-103.410765,Single de 8459 m² en andares-puerta-hierro,Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos.,8459.5,94.0,,795193.0,,53493.08,rent,121,7,203,true,2026-02-01T00:00:00.000000
893,174,Office,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.431625,-99.152406,"Office Single - roma-condesa, Cuauhtémoc",Perfecto para negocio en crecimiento.,1871.4,357.99,,669942.49,,40234.16,rent,147,4,72,true,2025-01-20T00:00:00.000000
894,256,Office,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.658101,-100.387264,Single de 30 m² en vasconcelos-calzada,Espacio listo para ocupar con acabados de primera. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,30.0,,57680.47,,1730414.1,,sale,111,7,134,true,2025-04-04T00:00:00.000000
895,33,Industrial,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.710892,-100.448437,Single de 3776 m² en juriquilla-juncos,Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,3776.5,106.17,17348.4,400951.01,65516232.6,43544.03,both,234,8,195,true,2024-04-18T00:00:00.000000
896,64,Retail,Single,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.064152,-110.957491,"Single Retail en centenario-colosio, Hermosillo",Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,234.9,220.54,,51804.85,,5903.95,rent,57,2,47,true,2026-06-18T00:00:00.000000
897,128,Office,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.587875,-100.388833,Single de 54 m² en centro-queretaro,Amplio espacio con buena iluminación natural.,54.0,,81702.44,,4411931.76,,sale,130,11,194,true,2025-04-22T00:00:00.000000
898,183,Office,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.67079,-100.314333,Single de 30 m² en macroplaza,Ubicación estratégica cerca de centros comerciales. Perfecto para negocio en crecimiento.,30.0,,112855.39,,3385661.7,,sale,93,4,85,true,2024-03-17T00:00:00.000000
899,298,Industrial,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.669492,-103.379499,"Industrial Single - americana-chapultepec, Guadalajara",Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,2161.7,236.97,,512258.05,,32496.7,rent,139,6,88,false,2026-04-30T00:00:00.000000
900,275,Office,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.668683,-103.367307,Single de 86 m² en americana-chapultepec,Espacio versátil adaptable a diferentes giros.,86.0,299.04,48331.87,25717.44,4156540.82,2617.0,both,14,6,176,true,2026-05-03T00:00:00.000000
901,218,Industrial,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.245749,-99.588136,Single de 1668 m² en metepec-toluca,Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,1668.6,,22427.14,,37421925.8,,sale,41,4,87,true,2024-08-09T00:00:00.000000
902,85,Land,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.134598,-101.686281,"Single Land en centro-leon, León",Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,9516.0,63.3,,602362.8,,87357.44,rent,359,8,151,true,2025-05-01T00:00:00.000000
903,238,Industrial,Subspace,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.680637,-100.340322,"Industrial compartido en macroplaza, Monterrey",Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,10068.2,140.51,,1414682.78,,103789.84,rent,236,10,269,true,2026-03-02T00:00:00.000000
904,19,Industrial,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.12051,-101.682691,"Industrial Single - centro-leon, León",Cuenta con todos los servicios y estacionamiento.,54017.5,,17249.38,,931768384.15,,sale,25,3,70,true,2025-07-26T00:00:00.000000
905,67,Retail,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.613894,-106.082372,Single de 167 m² en centro-chihuahua,Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,167.6,487.13,,81642.99,,9165.16,rent,7,3,69,false,2024-11-07T00:00:00.000000
906,212,Retail,Subspace,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.256372,-99.601638,"Subspace en Retail - metepec-toluca, Toluca",Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial.,86.7,,51772.47,,4488673.15,,sale,19,4,77,true,2025-06-03T00:00:00.000000
907,265,Retail,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.416742,-99.191663,"Single Retail en polanco, Miguel Hidalgo",Ubicación estratégica cerca de centros comerciales. Espacio listo para ocupar con acabados de primera.,20.0,188.72,27311.41,3774.4,546228.2,221.31,both,1,2,50,true,2025-09-12T00:00:00.000000
908,99,Retail,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.395474,-99.182602,Single de 196 m² en del-valle-narvarte,Fácil acceso a transporte público y avenidas principales.,196.6,441.27,,86753.68,,11120.82,rent,35,2,25,true,2026-01-25T00:00:00.000000
909,278,Land,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.033995,-98.256243,"Land Single - angelopolis-lomas, Puebla",Amplio espacio con buena iluminación natural.,5789.3,72.35,,418855.85,,30347.31,rent,8,2,42,true,2025-08-07T00:00:00.000000
910,75,Office,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.518469,-99.286613,"Office Single - lomas-verdes-satelite, Naucalpan de Juárez",Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,160.2,651.31,,104339.86,,12760.94,rent,70,4,94,true,2025-11-22T00:00:00.000000
911,28,Land,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.436227,-99.177851,"Subspace en Land - polanco, Miguel Hidalgo",Ideal para oficinas corporativas o centro de distribución.,5406.5,19.84,4060.9,107264.96,21955255.85,10483.63,both,50,4,41,true,2026-01-04T00:00:00.000000
912,219,Office,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.422086,-99.207254,"Subspace en Office - polanco, Miguel Hidalgo",Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,30.0,324.77,,9743.1,,1365.73,rent,67,5,86,true,2024-09-10T00:00:00.000000
913,25,Land,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.586558,-100.386075,Single de 341 m² en centro-queretaro,Excelente ubicación con acceso a vías principales.,341.6,47.81,9635.03,16331.9,3291326.25,1434.75,both,31,2,22,true,2025-03-09T00:00:00.000000
914,38,Industrial,Subspace,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.716671,-100.435193,"Industrial compartido en juriquilla-juncos, Querétaro",Amplio espacio con buena iluminación natural. Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,9546.4,,24922.94,,237924354.42,,sale,277,6,108,true,2026-05-20T00:00:00.000000
915,21,Office,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.260078,-99.621841,"Office Single - metepec-toluca, Toluca",Amplio espacio con buena iluminación natural. Ideal para oficinas corporativas o centro de distribución.,30.0,315.54,,9466.2,,1340.37,rent,96,4,111,true,2026-01-03T00:00:00.000000
916,293,Retail,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.418221,-99.15651,"Retail Single - roma-condesa, Cuauhtémoc",Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos.,20.0,474.87,95133.94,9497.4,1902678.8,647.81,both,67,5,51,true,2025-02-25T00:00:00.000000
917,251,Land,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.661379,-103.385878,"Single Land en americana-chapultepec, Guadalajara",Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,1089.5,38.14,,41553.53,,4865.01,rent,51,5,143,false,2026-06-04T00:00:00.000000
918,56,Land,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.633201,-106.081401,"Land Single - centro-chihuahua, Chihuahua",Amplio espacio con buena iluminación natural.,7517.3,43.37,8595.94,326025.3,64618259.76,34043.05,both,619,23,637,false,2025-01-05T00:00:00.000000
919,128,Retail,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.274062,-99.596156,"Retail Single - metepec-toluca, Toluca",Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos.,2647.7,180.8,27102.47,478704.16,71759209.82,62665.6,both,64,3,57,true,2025-12-24T00:00:00.000000
920,245,Industrial,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.433586,-99.190915,"Subspace 2520 m², polanco",Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales.,2520.1,94.0,,236889.4,,34564.88,rent,34,5,64,true,2024-01-12T00:00:00.000000
921,3,Office,Subspace,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.61858,-106.085469,"Subspace en Office - centro-chihuahua, Chihuahua",Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos. Espacio versátil adaptable a diferentes giros.,73.7,337.38,51631.85,24864.91,3805267.35,1631.51,both,45,6,134,true,2026-03-05T00:00:00.000000
922,283,Office,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.625252,-106.084042,Single de 1274 m² en centro-chihuahua,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,1274.3,247.18,39807.18,314981.47,50726289.47,22759.98,both,1,2,34,true,2024-09-10T00:00:00.000000
923,20,Retail,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.408763,-99.155892,"Retail Single - roma-condesa, Cuauhtémoc",Ideal para oficinas corporativas o centro de distribución. Espacio listo para ocupar con acabados de primera.,21.4,503.54,93413.66,10775.76,1999052.32,1380.71,both,26,5,148,true,2024-06-22T00:00:00.000000
924,96,Retail,Subspace,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.685874,-100.327403,"Subspace en Retail - macroplaza, Monterrey",Espacio listo para ocupar con acabados de primera.,278.6,166.62,,46420.33,,2642.88,rent,83,8,157,true,2024-03-29T00:00:00.000000
925,244,Retail,Subspace,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.504276,-99.270657,"Subspace en Retail - lomas-verdes-satelite, Naucalpan de Juárez",Excelente ubicación con acceso a vías principales.,171.2,229.86,49473.73,39352.03,8469902.58,5350.5,both,42,0,0,true,2025-01-28T00:00:00.000000
926,19,Office,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.632871,-106.085196,"Office Single - centro-chihuahua, Chihuahua",Ideal para oficinas corporativas o centro de distribución.,75.3,448.68,77152.51,33785.6,5809584.0,2644.49,both,33,5,93,true,2025-04-12T00:00:00.000000
